,X,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x
693,693,120779,P12,779,P120779,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,3,0,0,Arremon_taciturnus
694,694,120795,P12,795,P120795,Xiphorhynchus_elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,1,0,1,0,0,0,0,0,0,23,0,0,Xiphorhynchus_elegans
695,695,120783,P12,783,P120783,Xiphorhynchus_elegans,Xiphorhynchus elegans,XIphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA
696,696,120790,P12,790,P120790,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,none,429,1,0,1,0,0,0,0,0,0,1,0,1,Arremon_taciturnus
697,697,120799,P12,799,P120799,Myrmotherula_menetriesii,Myrmotherula menetriesii,Myrmotherula_menetriesii,Thamnophilidae,1,9.046,lowland_manu,midhigh,low,423.5,1,0,1,0,0,0,0,0,0,1,0,0,Myrmotherula_menetriesii
698,698,120800,P12,800,P120800,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0,0,0,0,0,0,0,0,0,NA
699,699,120814,P12,814,P120814,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,18,0,0,Habia_rubica
700,700,120850,P12,850,P120850,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA
701,701,120870,P12,870,P120870,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,low,431,1,0,1,0,0,0,0,0,0,7,1,1,Ramphotrigon_fuscicauda
702,702,120913,P12,913,P120913,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0,1,0,0,1,0,18,0,0,Habia_rubica
703,703,120920,P12,920,P120920,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,6,0,0,Arremon_taciturnus
704,704,120964,P12,964,P120964,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA
705,705,121005,P12,1005,P121005,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,med,421,0,0,0,0,0,0,0,0,0,0,0,0,NA
706,706,121042,P12,1042,P121042,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,6,0,0,Arremon_taciturnus
707,707,121064,P12,1064,P121064,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA
708,708,121135,P12,1135,P121135,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,low,413,1,0,1,0,0,0,0,0,0,1,0,0,Phlegopsis_nigromaculata
709,709,121354,P12,1354,P121354,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,0,0,0,0,0,0,0,0,0,0,0,0,NA
710,710,121399,P12,1399,P121399,Xiphorhynchus_elegans,Xiphorhynchus elegans,Xiphorhynchus_elegans,Dendrocolaptidae,1,38.50835294,lowland_manu,midhigh,low,421,1,0,1,1,0,0,0,0,0,1,0,0,Xiphorhynchus_elegans
711,711,121417,P12,1417,P121417,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0,3,2,0,1,0,7,0,0,Arremon_taciturnus
712,712,121426,P12,1426,P121426,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA
713,713,121430,P12,1430,P121430,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,0,1,0,0,0,0,0,0,1,0,0,Arremon_taciturnus
714,714,121467,P12,1467,P121467,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA
715,715,121508,P12,1508,P121508,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0,0,0,0,0,0,1,0,0,Oneillornis_salvini
716,716,121575,P12,1575,P121575,Tangara_schrankii,Tangara schrankii,Tangara_schrankii,Thraupidae,1,19.85320755,lowland_manu,midhigh,low,421,1,0,1,0,0,0,0,0,0,3,0,1,Tangara_schrankii
717,717,121580,P12,1580,P121580,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,6,0,0,Terenotriccus_erythrurus
718,718,121593,P12,1593,P121593,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,0,0,0,0,0,0,0,0,0,0,0,0,NA
719,719,121775,P12,1775,P121775,Phaethornis_koepckeae,Phaethornis koepckeae,Phaethornis_koepckeae,Trochilidae,0,5.275526316,lowland_manu,understory,low,418,1,1,0,0,0,0,0,0,0,0,0,0,NA
720,720,121756,P12,1756,P121756,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,0,0,0,0,0,0,0,0,0,0,0,0,NA
721,721,121798,P12,1798,P121798,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA
722,722,130002,P13,2,P130002,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,low,526,1,1,1,0,1,0,0,1,0,2,0,0,Rhytipterna_simplex
723,723,130003,P13,3,P130003,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,0,1,0,0,0,0,0,0,1,0,0,Oneillornis_salvini
724,724,130060,P13,60,P130060,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,5,0,0,Thamnophilus_schistaceus
725,725,130298,P13,298,P130298,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,med,415,1,1,1,0,6,0,1,5,0,28,0,0,Oneillornis_salvini
726,726,130269,P13,269,P130269,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0,3,1,0,2,0,3,0,0,Arremon_taciturnus
727,727,130182,P13,182,P130182,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0,7,2,1,2,0,15,0,0,Oneillornis_salvini
728,728,130067,P13,67,P130067,Thamnophilus_schistaceus,Thamnophilus schistaceus,Thamnophilus_schistaceus,Thamnophilidae,1,21.191,lowland_manu,midhigh,low,439,1,0,1,0,0,0,0,0,0,1,0,0,Thamnophilus_schistaceus
729,729,130131,P13,131,P130131,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,low,429,1,1,1,0,2,1,1,0,0,1,0,0,Arremon_taciturnus
730,730,130155,P13,155,P130155,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0,2,1,0,0,0,1,0,0,Oneillornis_salvini
731,731,130180,P13,180,P130180,Gymnopithys_salvini,Oneillornis salvini,Oneillornis_salvini,Thamnophilidae,0,25.86508475,lowland_manu,ground,low,415,1,1,1,0,10,1,9,0,0,1,0,0,Oneillornis_salvini
732,732,121342,SP12,1342,SP121342,Myrmotherula_schisticolor,Myrmotherula schisticolor,Myrmotherula_schisticolor,Thamnophilidae,1,9.628441558,montane_manu,midhigh,low,1487,1,0,1,0,0,0,0,0,0,12,0,0,Myrmotherula_schisticolor
733,733,121402,SP12,1402,SP121402,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,2,0,0,2,0,2,0,0,Myiothlypis_coronata
734,734,121325,SP12,1325,SP121325,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,25,13,13,Cyphorhinus_thoracicus
735,735,130335,P13,335,P130335,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,0,0,0,0,0,0,0,0,0,0,0,0,NA
736,736,130332,P13,332,P130332,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,low,439,0,0,0,0,0,0,0,0,0,0,0,0,NA
737,737,130334,P13,334,P130334,Rhytipterna_simplex,Rhytipterna simplex,Rhytipterna_simplex,Tyrannidae,0,39.808,lowland_manu,undersory-midhigh,med,526,1,0,1,0,0,0,0,0,0,4,1,1,Rhytipterna_simplex
738,738,130351,P13,351,P130351,Arremon_taciturnus,Arremon taciturnus,Arremon_taciturnus,Emberizidae,1,27.7755,lowland_manu,ground-understory,med,429,1,1,1,0,11,3,3,5,0,6,0,0,Arremon_taciturnus
739,739,130353,P13,353,P130353,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,0,1,0,0,0,0,0,0,1,0,0,Automolus_ochrolaemus
740,740,130443,P13,443,P130443,Phlegopsis_nigromaculata,Phlegopsis nigromaculata,Phlegopsis_nigromaculata,Thamnophilidae,0,48.78089286,lowland_manu,ground,med,413,1,0,1,0,0,0,0,0,0,4,0,0,Phlegopsis_nigromaculata
741,741,130355,P13,355,P130355,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA
742,742,130392,P13,392,P130392,Deconychura_longicauda,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,30.6912,lowland_manu,midhigh,high,439,1,0,1,0,0,0,0,0,0,5,0,0,Deconychura_longicauda
743,743,130803,P13,803,P130803,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,high,431,1,0,1,0,0,0,0,0,0,37,0,0,Ramphotrigon_fuscicauda
744,744,130887,P13,887,P130887,Myrmeciza_hemimelaena,Sciaphylax hemimelaena,Sciaphylax_hemimelaena,Thamnophilidae,0,16.58849057,lowland_manu,ground-understory,low,818,1,0,1,0,0,0,0,0,0,1,0,0,Sciaphylax_hemimelaena
745,745,110004,SP11,4,SP110004,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,high,1387,1,1,1,0,1,0,0,1,0,58,0,0,Trichothraupis_melanops
746,746,110009,SP11,9,SP110009,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,9,1,0,1,0,12,0,0,Myiothlypis_coronata
747,747,110017,SP11,17,SP110017,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,high,1541,1,0,1,0,0,0,0,0,0,1,0,0,Myiothlypis_coronata
748,748,110027,SP11,27,SP110027,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,4,3,0,1,yes,3,0,0,Thripadectes_melanorhynchus
749,749,110036,SP11,36,SP110036,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,0,0,1,0,0,1,0,0,0,0,NA
750,750,110039,SP11,39,SP110039,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,2,1,0,0,0,2,0,0,Thripadectes_melanorhynchus
751,751,110038,SP11,38,SP110038,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,1,0,1,0,1,0,0,1,0,0,Trichothraupis_melanops
752,752,110048,SP11,48,SP110048,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,0,0,0,0,0,0,0,0,0,0,0,0,NA
753,753,110069,SP11,69,SP110069,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,0,1,0,0,0,0,0,0,1,0,0,Thripadectes_melanorhynchus
754,754,110094,SP11,94,SP110094,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,high,1348,1,1,1,0,3,0,1,2,0,1,0,0,Cyphorhinus_thoracicus
755,755,110041,SP11,41,SP110041,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,3,0,0,3,0,4,0,0,Myiothlypis_coronata
756,756,110042,SP11,42,SP110042,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,34,6,6,Cyphorhinus_thoracicus
757,757,110047,SP11,47,SP110047,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,3,1,1,1,0,2,0,0,Thripadectes_melanorhynchus
758,758,110126,SP11,126,SP110126,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,1,0,1,0,1,0,0,7,0,0,Cyphorhinus_thoracicus
759,759,110143,SP11,143,SP110143,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,0,0,0,0,0,0,0,0,0,0,0,0,NA
760,760,110320,SP11,320,SP110320,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0,0,0,0,0,0,4,0,0,Trichothraupis_melanops
761,761,120030,SP12,30,SP120030,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,med,1217,0,0,0,0,0,0,0,0,0,0,0,0,NA
762,762,110159,SP11,159,SP110159,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,high,1217,1,1,1,0,1,1,0,0,0,4,0,0,Myiothlypis_bivittata
763,763,110367,SP11,367,SP110367,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,med,1337,1,1,1,0,2,2,0,0,0,1,0,0,Thripadectes_melanorhynchus
764,764,120057,SP12,57,SP120057,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,0,1,0,0,0,0,0,0,3,0,1,Myiothlypis_coronata
765,765,120065,SP12,65,SP120065,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,1,0,1,0,0,0,0,0,0,2,0,0,Lophotriccus_pileatus
766,766,120080,SP12,80,SP120080,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,0,1,0,0,0,0,0,0,6,0,0,Myiothlypis_coronata
767,767,120061,SP12,61,SP120061,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,0,0,2,0,0,0,yes,0,0,0,NA
768,768,120062,SP12,62,SP120062,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0,0,0,0,0,0,76,0,0,Trichothraupis_melanops
769,769,120660,SP12,660,SP120660,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,1,0,2,1,1,0,0,6,0,0,Myiothlypis_bivittata
770,770,120670,SP12,670,SP120670,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0,0,0,0,0,0,7,0,0,Trichothraupis_melanops
771,771,120675,SP12,675,SP120675,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,0,0,0,0,0,0,0,0,0,0,0,0,NA
772,772,120809,SP12,809,SP120809,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,0,1,0,0,0,0,0,0,4,0,0,Myiothlypis_bivittata
773,773,120778,SP12,778,SP120778,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,4,2,1,1,0,2,0,0,Myiothlypis_coronata
774,774,120054,SP12,54,SP120054,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,none,1541,1,0,1,0,0,0,0,0,0,43,0,0,Myiothlypis_coronata
775,775,120764,SP12,764,SP120764,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,1,0,1,0,1,0,0,4,0,0,Trichothraupis_melanops
776,776,120874,SP12,874,SP120874,Myrmotherula_longicauda,Myrmotherula longicauda,Myrmotherula_longicauda,Thamnophilidae,1,8.21,montane_manu,midhigh,low,1210,0,0,0,0,0,0,0,0,0,0,0,0,NA
777,777,120859,SP12,859,SP120859,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,1,0,7,1,0,2,0,5,0,0,Myiothlypis_bivittata
778,778,120772,SP12,772,SP120772,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,1,0,1,0,0,0,0,0,0,1,0,0,Lophotriccus_pileatus
779,779,120894,SP12,894,SP120894,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,0,0,0,0,0,0,0,0,0,0,0,0,NA
780,780,121000,SP12,1000,SP121000,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,1,1,0,0,0,3,0,0,Myiothlypis_coronata
781,781,120954,SP12,954,SP120954,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,8,1,2,1,0,7,0,0,Thripadectes_melanorhynchus
782,782,121001,SP12,1001,SP121001,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,1,0,1,0,1,0,0,7,1,1,Cyphorhinus_thoracicus
783,783,120943,SP12,943,SP120943,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0,5,1,1,3,0,7,0,0,Myiothlypis_coronata
784,784,121002,SP12,1002,SP121002,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,20,5,5,10,0,2,0,0,Thripadectes_melanorhynchus
785,785,121019,SP12,1019,SP121019,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,6,1,2,0,0,5,0,1,Thripadectes_melanorhynchus
786,786,121022,SP12,1022,SP121022,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0,0,0,0,0,0,3,0,0,Trichothraupis_melanops
787,787,121025,SP12,1025,SP121025,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,20,20,20,Cyphorhinus_thoracicus
788,788,121031,SP12,1031,SP121031,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,1,0,2,0,0,2,0,54,16,16,Cyphorhinus_thoracicus
789,789,121046,SP12,1046,SP121046,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0,12,2,3,4,0,2,1,1,Thripadectes_melanorhynchus
790,790,121057,SP12,1057,SP121057,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,30,0,0,Cyphorhinus_thoracicus
791,791,121059,SP12,1059,SP121059,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,none,1348,1,0,1,0,0,0,0,0,0,2,2,2,Cyphorhinus_thoracicus
792,792,121064,SP12,1064,SP121064,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,med,1348,1,0,1,0,0,0,0,0,0,229,0,0,Cyphorhinus_thoracicus
793,793,121065,SP12,1065,SP121065,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,78,0,0,Cyphorhinus_thoracicus
794,794,121066,SP12,1066,SP121066,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0,0,0,0,0,0,85,31,31,Cyphorhinus_thoracicus
795,795,121077,SP12,1077,SP121077,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,0,1,0,0,0,0,0,0,2,0,0,Myiothlypis_bivittata
796,796,121079,SP12,1079,SP121079,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,1,0,5,1,3,1,0,21,0,0,Myiothlypis_bivittata
797,797,121090,SP12,1090,SP121090,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,0,0,18,1,8,3,0,0,0,0,NA
798,798,121098,SP12,1098,SP121098,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,0,0,0,0,0,0,0,0,0,0,0,0,NA
799,799,121117,SP12,1117,SP121117,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,0,1,0,0,0,0,0,0,20,1,1,Myiothlypis_bivittata
800,800,121163,SP12,1163,SP121163,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,0,0,22,4,3,15,0,0,0,0,NA
801,801,121172,SP12,1172,SP121172,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,1,0,1,0,0,0,0,0,0,1,0,0,Lophotriccus_pileatus
802,802,121216,SP12,1216,SP121216,Myrmotherula_schisticolor,Myrmotherula schisticolor,Myrmotherula_schisticolor,Thamnophilidae,1,9.628441558,montane_manu,midhigh,low,1487,1,0,1,0,0,0,0,0,0,4,0,0,Myrmotherula_schisticolor
803,803,121185,SP12,1185,SP121185,Myrmotherula_schisticolor,Myrmotherula schisticolor,Myrmotherula_schisticolor,Thamnophilidae,1,9.628441558,montane_manu,midhigh,med,1487,1,0,1,0,0,0,0,0,0,10,1,1,Myrmotherula_schisticolor
804,804,121210,SP12,1210,SP121210,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,med,1217,1,0,1,0,0,0,0,0,0,43,1,1,Myiothlypis_bivittata
805,805,121223,SP12,1223,SP121223,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,0,0,0,0,0,0,0,0,0,0,0,0,NA
806,806,121226,SP12,1226,SP121226,Myrmotherula_longicauda,Myrmotherula longicauda,Myrmotherula_longicauda,Thamnophilidae,1,8.21,montane_manu,midhigh,low,1210,1,0,1,0,0,0,0,0,0,3,0,0,Myrmotherula_longicauda
