Host.Family,BLFamilyLatin,species_clean,species_jetz,Lice.Species,Lice.Species2,Lice.Species3,sociality,foraging_cat,elevation_cat,TipLabel,Full_Label,keycol,valuecol
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),invadens/pessimalis?,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,Lice.Genus2,Ricinus
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,Lice.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,Lice.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,(edgarsmithi?),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,Lice.Genus2,Myrsidea
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110324,Lice.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,(edgarsmithi?),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,Lice.Genus2,Myrsidea
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,(edgarsmithi?),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,Lice.Genus2,Myrsidea
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,invadens/pessimalis?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,Lice.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,invadens/pessimalis?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,Lice.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110098,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110133,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110228,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110320,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110368,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115952,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),new sp?,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116012,Lice.Genus3,unknown eggs
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),new sp?,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110124,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),new sp?,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116121,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),new sp?,invadens/pessimalis?,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116111,Lice.Genus3,Ricinus
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,(edgarsmithi?),invadens/pessimalis?,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,(edgarsmithi?),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110324,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,(edgarsmithi?),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,new sp?,(edgarsmithi?),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,invadens/pessimalis?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,Lice.Genus3,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,invadens/pessimalis?,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,new sp?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,Lice.Genus,Myrsidea
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,new sp?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,Lice.Genus,Myrsidea
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,invadens/pessimalis?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,Lice.Genus,Myrsidea
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,Lice.Genus,Philopteridae
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,Lice.Genus,Philopteridae
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,"(baileyae, edgarsmithi)?",,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110122,Lice.Genus,Philopterus-like
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi)?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,Lice.Genus,Ricinus
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi)?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,Lice.Genus,Ricinus
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi/rekasii)?,new sp?,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,Lice.Genus,Ricinus
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,new sp?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,Lice.Genus2,Philopterus-like
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,new sp?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,Lice.Genus2,Philopterus-like
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,invadens/pessimalis?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,Lice.Genus2,Ricinus
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,Lice.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,Lice.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,"(baileyae, edgarsmithi)?",,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110122,Lice.Genus2,Myrsidea
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi)?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,Lice.Genus2,Myrsidea
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi)?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,Lice.Genus2,Myrsidea
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi/rekasii)?,new sp?,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,Lice.Genus2,Myrsidea
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,new sp?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,new sp?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,(baileyae/edgarsmithi)?,invadens/pessimalis?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,new sp?,"(baileyae, edgarsmithi)?",,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110122,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi)?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi)?,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,Lice.Genus3,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,invadens/pessimalis?,(baileyae/edgarsmithi/rekasii)?,new sp?,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,Lice.Genus3,Philopterus-like
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120068,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,Lice.Genus,Philopteridae?
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120068,Lice.Genus2,
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,Lice.Genus2,
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,Lice.Genus2,
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120068,Lice.Genus3,
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,Lice.Genus3,
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,new sp?,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,new sp?,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,new sp?,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,new sp?,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,Lice.Genus3,
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,new sp?,,,0,canopy,lowland_manu,Philydor_rufum,P116034,Lice.Genus,Myrsidea
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,new sp?,,,0,canopy,lowland_manu,Philydor_rufum,P116034,Lice.Genus2,
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,new sp?,,,0,canopy,lowland_manu,Philydor_rufum,P116034,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,new sp?,,,1,ground-understory,lowland_manu,Percnostola_lophotes,P116116,Lice.Genus,Formicaphagus
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,new sp?,,,1,ground-understory,lowland_manu,Percnostola_lophotes,P116116,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,new sp?,,,1,ground-understory,lowland_manu,Percnostola_lophotes,P116116,Lice.Genus3,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,new sp?,,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,Lice.Genus,Philopterus
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,new sp?,,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,Lice.Genus2,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,new sp?,,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,new sp?,,,1,midhigh,lowland_manu,Myrmotherula_axillaris,P116078,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,new sp?,,,1,midhigh,lowland_manu,Myrmotherula_axillaris,P116259,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,new sp?,,,1,midhigh,lowland_manu,Myrmotherula_axillaris,P116078,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,new sp?,,,1,midhigh,lowland_manu,Myrmotherula_axillaris,P116259,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,new sp?,,,1,midhigh,lowland_manu,Myrmotherula_axillaris,P116078,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,new sp?,,,1,midhigh,lowland_manu,Myrmotherula_axillaris,P116259,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V400,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V408,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116149,Lice.Genus,Philopteridae
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,M826,Lice.Genus,Philopteridae?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116030,Lice.Genus,Philopterus like?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V400,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V408,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116149,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,M826,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116030,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V400,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V408,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116149,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,M826,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,new sp?,,,1,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116030,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Sciaphylax hemimelaena,Myrmeciza hemimelaena,new sp?,,,0,ground-understory,lowland_manu,Myrmeciza_hemimelaena,P116206,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Sciaphylax hemimelaena,Myrmeciza hemimelaena,new sp?,,,0,ground-understory,lowland_manu,Myrmeciza_hemimelaena,P116206,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Sciaphylax hemimelaena,Myrmeciza hemimelaena,new sp?,,,0,ground-understory,lowland_manu,Myrmeciza_hemimelaena,P116206,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P120629,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,new sp?,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P115991,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,new sp?,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P115940,Lice.Genus,Philopteridae
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P120612,Lice.Genus,Philopterus-like
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P120629,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,new sp?,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P115991,Lice.Genus2,Philopteridae
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,new sp?,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P115940,Lice.Genus2,Myrsidea
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P120612,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P120629,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,new sp?,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P115991,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,new sp?,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P115940,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,new sp?,,,1,ground-understory,lowland_manu,Myrmeciza_goeldii,P120612,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,lowland_iquitos,Myrmeciza_fortis,M851,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,lowland_manu,Myrmeciza_fortis,P116155,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,other_iquitos,Myrmeciza_fortis,1007,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,lowland_iquitos,Myrmeciza_fortis,M851,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,lowland_manu,Myrmeciza_fortis,P116155,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,other_iquitos,Myrmeciza_fortis,1007,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,lowland_iquitos,Myrmeciza_fortis,M851,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,lowland_manu,Myrmeciza_fortis,P116155,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,new sp?,,,1,ground,other_iquitos,Myrmeciza_fortis,1007,Lice.Genus3,
Parulidae,Parulidae,Myioborus miniatus,Myioborus miniatus,new sp - not Myrsidea!,,,1,midhigh,montane_manu,Myioborus_miniatus,SP121362,Lice.Genus,Menoponidae
Parulidae,Parulidae,Myioborus miniatus,Myioborus miniatus,new sp - not Myrsidea!,,,1,midhigh,montane_manu,Myioborus_miniatus,SP121362,Lice.Genus2,
Parulidae,Parulidae,Myioborus miniatus,Myioborus miniatus,new sp - not Myrsidea!,,,1,midhigh,montane_manu,Myioborus_miniatus,SP121362,Lice.Genus3,
"Parulidae
",Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,new sp?,,,1,canopy,high_montane_manu,Myioborus_melanocephalus,W121161,Lice.Genus,Menoponidae
"Parulidae
",Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,new sp?,,,1,canopy,high_montane_manu,Myioborus_melanocephalus,W121161,Lice.Genus2,
"Parulidae
",Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,new sp?,,,1,canopy,high_montane_manu,Myioborus_melanocephalus,W121161,Lice.Genus3,
Momotidae,Momotidae,Momotus momota,Momotus momota,marginella/  xilitla?,,,0,ground-midhigh,lowland_manu,Momotus_momota,P110042,Lice.Genus,Brueelia
Momotidae,Momotidae,Momotus momota,Momotus momota,marginella/  xilitla?,,,0,ground-midhigh,lowland_manu,Momotus_momota,P110042,Lice.Genus2,
Momotidae,Momotidae,Momotus momota,Momotus momota,marginella/  xilitla?,,,0,ground-midhigh,lowland_manu,Momotus_momota,P110042,Lice.Genus3,
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P110094,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P110243,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P115919,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116068,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116110,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116183,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116186,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116233,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116441,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116485,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P116487,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,P130372,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,VC120088,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,VC120089,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,lowland_manu,Mionectes_olivaceus,VC120108,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,montane_manu,Mionectes_olivaceus,SP121114,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,montane_manu,Mionectes_olivaceus,SP121171,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,olivacei?,,,1,understory,montane_manu,Mionectes_olivaceus,SP121239,Lice.Genus,Myrsidea
