Host.Family,BLFamilyLatin,species_clean,species_jetz,Lice.Species,Lice.Species2,Lice.Species3,sociality,foraging_cat,elevation_cat,TipLabel,Full_Label,keycol,valuecol
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121030,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121606,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,new sp?,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120679,Lice.Genus,Philopteridae
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110129,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110406,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P115912,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116225,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120659,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121030,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121606,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,new sp?,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120679,Lice.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110129,Lice.Genus3,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110406,Lice.Genus3,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P115912,Lice.Genus3,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116225,Lice.Genus3,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120659,Lice.Genus3,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121030,Lice.Genus3,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,(leptopogoni or contopi or new?),,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121606,Lice.Genus3,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,new sp?,,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120679,Lice.Genus3,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110063,Lice.Genus,Philopteridae
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?/contamination?,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,M884,Lice.Genus,Ricinus
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?/contamination?,new sp?,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116013,Lice.Genus,Ricinus
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110063,Lice.Genus2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?/contamination?,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,M884,Lice.Genus2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?/contamination?,new sp?,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116013,Lice.Genus2,Philopteridae
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?,,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110063,Lice.Genus3,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?/contamination?,,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,M884,Lice.Genus3,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,new sp?/contamination?,new sp?,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116013,Lice.Genus3,
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,lutzae?,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116059,Lice.Genus,Cotingacola
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,lutzae?,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116131,Lice.Genus,Cotingacola
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,lutzae?,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116059,Lice.Genus2,
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,lutzae?,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116131,Lice.Genus2,
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,lutzae?,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116059,Lice.Genus3,
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,lutzae?,,,0,undersory-midhigh,lowland_manu,Laniocera_hypopyrra,P116131,Lice.Genus3,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P115976,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P116172,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P116232,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P130233,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P115976,Lice.Genus2,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P116172,Lice.Genus2,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P116232,Lice.Genus2,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P130233,Lice.Genus2,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P115976,Lice.Genus3,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P116172,Lice.Genus3,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P116232,Lice.Genus3,
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,new sp?,,,1,canopy,lowland_manu,Lanio_versicolor,P130233,Lice.Genus3,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120412,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130360,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130637,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130897,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130898,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,new sp?,,1,understory,high_montane_manu,Iridosornis_jelskii,W130676,Lice.Genus,Philopteridae
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120412,Lice.Genus2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130360,Lice.Genus2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130637,Lice.Genus2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130897,Lice.Genus2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130898,Lice.Genus2,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,new sp?,,1,understory,high_montane_manu,Iridosornis_jelskii,W130676,Lice.Genus2,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W120412,Lice.Genus3,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130360,Lice.Genus3,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130637,Lice.Genus3,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130897,Lice.Genus3,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,,,1,understory,high_montane_manu,Iridosornis_jelskii,W130898,Lice.Genus3,
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,new sp?,new sp?,,1,understory,high_montane_manu,Iridosornis_jelskii,W130676,Lice.Genus3,
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,new sp?,,,1,understory,montane_manu,Iridosornis_analis,TL120060,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,new sp?,,,1,understory,montane_manu,Iridosornis_analis,TL120062,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,new sp?,,,1,understory,montane_manu,Iridosornis_analis,TL120060,Lice.Genus2,
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,new sp?,,,1,understory,montane_manu,Iridosornis_analis,TL120062,Lice.Genus2,
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,new sp?,,,1,understory,montane_manu,Iridosornis_analis,TL120060,Lice.Genus3,
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,new sp?,,,1,understory,montane_manu,Iridosornis_analis,TL120062,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Hylophylax naevius,Hylophylax naevius,new sp?,,,0,understory,lowland_manu,Hylophylax_naevius,P130187,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Hylophylax naevius,Hylophylax naevius,new sp?,,,0,understory,lowland_manu,Hylophylax_naevius,P130187,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Hylophylax naevius,Hylophylax naevius,new sp?,,,0,understory,lowland_manu,Hylophylax_naevius,P130187,Lice.Genus3,
Furnariidae,Furnariidae,Automolus subulatus,Hyloctistes subulatus,(ochrolaemi?),,,1,undersory-midhigh,other_iquitos,Hyloctistes_subulatus,1036,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus subulatus,Hyloctistes subulatus,(ochrolaemi?),,,1,undersory-midhigh,other_iquitos,Hyloctistes_subulatus,1036,Lice.Genus2,
Furnariidae,Furnariidae,Automolus subulatus,Hyloctistes subulatus,(ochrolaemi?),,,1,undersory-midhigh,other_iquitos,Hyloctistes_subulatus,1036,Lice.Genus3,
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP110011,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP110028,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP121215,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP110011,Lice.Genus2,
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP110028,Lice.Genus2,
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP121215,Lice.Genus2,
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP110011,Lice.Genus3,
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP110028,Lice.Genus3,
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,new sp?,,,1,understory,montane_manu,Hemispingus_melanotis,SP121215,Lice.Genus3,
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W130453,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W121001,Lice.Genus,Philopteridae
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W121044,Lice.Genus,Philopteridae
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W130453,Lice.Genus2,
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W121001,Lice.Genus2,
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W121044,Lice.Genus2,
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W130453,Lice.Genus3,
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W121001,Lice.Genus3,
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,new sp?,,,1,understory,high_montane_manu,Hemispingus_atropileus,W121044,Lice.Genus3,
Thraupidae,Emberizidae,Haplospiza rustica,Haplospiza rustica,new sp?,,,0,ground,high_montane_manu,Haplospiza_rustica,W130850,Lice.Genus,Brueelia?
Thraupidae,Emberizidae,Haplospiza rustica,Haplospiza rustica,new sp?,,,0,ground,high_montane_manu,Haplospiza_rustica,W130850,Lice.Genus2,
Thraupidae,Emberizidae,Haplospiza rustica,Haplospiza rustica,new sp?,,,0,ground,high_montane_manu,Haplospiza_rustica,W130850,Lice.Genus3,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110049,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110069,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P116058,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P116085,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P120713,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P120913,Lice.Genus,Myrsidea
"Cardinalidae
",Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110037,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110049,Lice.Genus2,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110069,Lice.Genus2,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P116058,Lice.Genus2,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P116085,Lice.Genus2,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P120713,Lice.Genus2,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P120913,Lice.Genus2,
"Cardinalidae
",Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110037,Lice.Genus2,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110049,Lice.Genus3,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110069,Lice.Genus3,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P116058,Lice.Genus3,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P116085,Lice.Genus3,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P120713,Lice.Genus3,
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P120913,Lice.Genus3,
"Cardinalidae
",Cardinalidae,Habia rubica,Habia rubica,habiae?,,,1,midhigh,lowland_manu,Habia_rubica,P110037,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116005,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116150,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116152,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P130180,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P130298,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P121755,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P116151,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P130182,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,new sp?,,,0,ground,lowland_manu,Gymnopithys_salvini,P110256,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,new sp?,(milleri?),,0,ground,lowland_manu,Gymnopithys_salvini,P130155,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116005,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116150,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116152,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P130180,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P130298,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P121755,Lice.Genus2,Menoponidae
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P116151,Lice.Genus2,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P130182,Lice.Genus2,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,new sp?,,,0,ground,lowland_manu,Gymnopithys_salvini,P110256,Lice.Genus2,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,new sp?,(milleri?),,0,ground,lowland_manu,Gymnopithys_salvini,P130155,Lice.Genus2,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116005,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116150,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P116152,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P130180,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),,,0,ground,lowland_manu,Gymnopithys_salvini,P130298,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P121755,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P116151,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,(milleri?),new sp?,,0,ground,lowland_manu,Gymnopithys_salvini,P130182,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,new sp?,,,0,ground,lowland_manu,Gymnopithys_salvini,P110256,Lice.Genus3,
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,new sp?,(milleri?),,0,ground,lowland_manu,Gymnopithys_salvini,P130155,Lice.Genus3,
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,dalgleishi?,,,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V33,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,dalgleishi?,,,1,canopy,lowland_manu,Glyphorynchus_spirurus,P116231,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,dalgleishi?,cephalosa?,,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M877,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,dalgleishi?,cephalosa?,,1,canopy,other_iquitos,Glyphorynchus_spirurus,1162,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,cephalosa?,,,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M493,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,cephalosa?,,,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M499,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,cephalosa?,,,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M513,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,cephalosa?,,,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M515,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,cephalosa?,,,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M517,Lice.Genus,Rallicola
