,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks
755,110041,SP11,41,SP110041,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0
756,110042,SP11,42,SP110042,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0
757,110047,SP11,47,SP110047,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0
758,110126,SP11,126,SP110126,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,1,0
759,110143,SP11,143,SP110143,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,0,0,0,0
760,110320,SP11,320,SP110320,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0
761,120030,SP12,30,SP120030,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,med,1217,0,0,0,0
762,110159,SP11,159,SP110159,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,high,1217,1,1,1,0
763,110367,SP11,367,SP110367,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,med,1337,1,1,1,0
764,120057,SP12,57,SP120057,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,0,1,0
765,120065,SP12,65,SP120065,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,1,0,1,0
766,120080,SP12,80,SP120080,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,0,1,0
767,120061,SP12,61,SP120061,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,0,0
768,120062,SP12,62,SP120062,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0
769,120660,SP12,660,SP120660,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,1,0
770,120670,SP12,670,SP120670,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0
771,120675,SP12,675,SP120675,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,0,0,0,0
772,120809,SP12,809,SP120809,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,0,1,0
773,120778,SP12,778,SP120778,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0
774,120054,SP12,54,SP120054,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,none,1541,1,0,1,0
775,120764,SP12,764,SP120764,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,1,1,0
776,120874,SP12,874,SP120874,Myrmotherula_longicauda,Myrmotherula longicauda,Myrmotherula_longicauda,Thamnophilidae,1,8.21,montane_manu,midhigh,low,1210,0,0,0,0
777,120859,SP12,859,SP120859,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,1,0
778,120772,SP12,772,SP120772,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,1,0,1,0
779,120894,SP12,894,SP120894,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,0,0,0,0
780,121000,SP12,1000,SP121000,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0
781,120954,SP12,954,SP120954,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0
782,121001,SP12,1001,SP121001,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,1,0
783,120943,SP12,943,SP120943,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,1,0
784,121002,SP12,1002,SP121002,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0
785,121019,SP12,1019,SP121019,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0
786,121022,SP12,1022,SP121022,Trichothraupis_melanops,Trichothraupis melanops,Trichothraupis_melanops,Thraupidae,1,24.68761468,montane_manu,other,low,1387,1,0,1,0
787,121025,SP12,1025,SP121025,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0
788,121031,SP12,1031,SP121031,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,1,1,0
789,121046,SP12,1046,SP121046,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,1,0
790,121057,SP12,1057,SP121057,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0
791,121059,SP12,1059,SP121059,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,none,1348,1,0,1,0
792,121064,SP12,1064,SP121064,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,med,1348,1,0,1,0
793,121065,SP12,1065,SP121065,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0
794,121066,SP12,1066,SP121066,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0
795,121077,SP12,1077,SP121077,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,0,1,0
796,121079,SP12,1079,SP121079,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,1,0
797,121090,SP12,1090,SP121090,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,0,0
798,121098,SP12,1098,SP121098,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,0,0,0,0
799,121117,SP12,1117,SP121117,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,0,1,0
800,121163,SP12,1163,SP121163,Thripadectes_melanorhynchus,Thripadectes melanorhynchus,Thripadectes_melanorhynchus,Furnariidae,1,45.98929688,montane_manu,understory,low,1337,1,1,0,0
801,121172,SP12,1172,SP121172,Lophotriccus_pileatus,Lophotriccus pileatus,Lophotriccus_pileatus,Tyrannidae,0,8.351454545,montane_manu,midhigh,low,1384.5,1,0,1,0
802,121216,SP12,1216,SP121216,Myrmotherula_schisticolor,Myrmotherula schisticolor,Myrmotherula_schisticolor,Thamnophilidae,1,9.628441558,montane_manu,midhigh,low,1487,1,0,1,0
803,121185,SP12,1185,SP121185,Myrmotherula_schisticolor,Myrmotherula schisticolor,Myrmotherula_schisticolor,Thamnophilidae,1,9.628441558,montane_manu,midhigh,med,1487,1,0,1,0
804,121210,SP12,1210,SP121210,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,med,1217,1,0,1,0
805,121223,SP12,1223,SP121223,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,0,0,0,0
806,121226,SP12,1226,SP121226,Myrmotherula_longicauda,Myrmotherula longicauda,Myrmotherula_longicauda,Thamnophilidae,1,8.21,montane_manu,midhigh,low,1210,1,0,1,0
807,121273,SP12,1273,SP121273,Cyphorhinus_thoracicus,Cyphorhinus thoracicus,Cyphorhinus_thoracicus,Troglodytidae,0,32.136625,montane_manu,ground,low,1348,1,0,1,0
808,121292,SP12,1292,SP121292,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,0,0
809,116148,P11,6148,P116148,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,med,421,1,1,1,0
810,116149,P11,6149,P116149,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,1,1,0
811,116155,P11,6155,P116155,Myrmeciza_fortis,Hafferia fortis,Percnostola_fortis,Thamnophilidae,1,48.60083333,lowland_manu,ground,med,422.5,1,1,1,0
812,116167,P11,6169,P116167,Mionectes_oleagineus,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,11.49915698,lowland_manu,undersory-midhigh,low,421,1,0,1,0
813,116171,P11,6171,P116171,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0
814,116177,P11,6177,P116177,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0
815,116183,P11,6183,P116183,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0
816,116186,P11,6186,P116186,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0
817,116220,P11,6220,P116220,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,high,600,1,1,1,0
818,116221,P11,6221,P116221,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,low,600,1,0,1,0
819,116222,P11,6222,P116222,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,med,600,1,1,1,0
820,116223,P11,6223,P116223,Thalurania_furcata,Thalurania furcata,Thalurania_furcata,Trochilidae,0,4.515660377,lowland_manu,other,low,420,1,1,1,0
821,116218,P11,6218,P116218,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,med,600,1,1,1,0
822,116233,P11,6233,P116233,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0
823,116441,P11,6441,P116441,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,0,0
824,116443,P11,6443,P116443,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,1,1,0,0
825,116485,P11,6485,P116485,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,0,0
826,116487,P11,6487,P116487,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,0,0
827,116489,P11,6489,P116489,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,0,0,0,0
828,120616,P12,616,P120616,Ancistrops_strigilatus,Ancistrops strigilatus,Ancistrops_strigilatus,Furnariidae,1,33.46333333,lowland_manu,ground-understory,low,476.5,1,0,1,0
829,120704,P12,704,P120704,Mionectes_striaticollis,Mionectes striaticollis,Mionectes_striaticollis,Tyrannidae,1,14.66976498,lowland_manu,midhigh,low,1573,1,0,1,0
830,120844A,P12,0844A,P120844A,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,med,423.5,1,0,1,0
831,121028,P12,1028,P121028,Ancistrops_strigilatus,Ancistrops strigilatus,Ancistrops_strigilatus,Furnariidae,1,33.46333333,lowland_manu,ground-understory,high,476.5,1,0,1,0
832,121441,P12,1441,P121441,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,0,0,0,0
833,130185,P13,185,P130185,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,1,1,1,0
834,130219,P13,219,P130219,Cyanocompsa_cyanoides,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,26.23404255,lowland_manu,ground,low,423.5,1,1,1,0
835,130491,P13,491,P130491,Rhegmatorhina_melanosticta,Rhegmatorhina melanosticta,Rhegmatorhina_melanosticta,Thamnophilidae,0,32.28411765,lowland_manu,ground,low,600,1,0,1,0
836,110010,SP11,10,SP110010,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,high,1515,0,0,0,0
837,110011,SP11,11,SP110011,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,high,1515,1,1,1,0
838,130372,P13,372,P130372,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,1,0
839,110028,SP11,28,SP110028,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,1,1,0
840,110124,SP11,124,SP110124,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,0,1,0
841,110164,SP11,164,SP110164,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,med,1337,1,0,1,0
842,110196,SP11,196,SP110196,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,low,1337,1,0,1,0
843,110197,SP11,197,SP110197,Sporophila_nigricollis,Sporophila nigricollis,Sporophila_nigricollis,Emberizidae,0,11.3925,montane_manu,understory,low,1337,0,0,0,0
844,120055,SP12,55,SP120055,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,low,1515,1,0,1,0
845,120070,SP12,70,SP120070,Diglossa_glauca,Diglossa glauca,Diglossa_glauca,Thraupidae,1,12.82984848,montane_manu,midhigh,low,1758,1,1,1,0
846,121054,SP12,1054,SP121054,Ammodramus_aurifrons,Ammodramus aurifrons,Ammodramus_aurifrons,Emberizidae,0,17.815,montane_manu,ground,low,387,1,0,1,0
847,121051,SP12,1051,SP121051,Xiphorhynchus_triangularis,Xiphorhynchus triangularis,Xiphorhynchus_triangularis,Dendrocolaptidae,1,43.98926829,montane_manu,midhigh,low,1501,0,0,0,0
848,121114,SP12,1114,SP121114,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,med,1262,1,1,1,0
849,121171,SP12,1171,SP121171,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,low,1262,1,1,1,0
850,121215,SP12,1215,SP121215,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,1,1,0
851,121239,SP12,1239,SP121239,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,montane_manu,understory,low,1262,1,1,1,0
852,121313,SP12,1313,SP121313,Cyanerpes_caeruleus,Cyanerpes caeruleus,Cyanerpes_caeruleus,Thraupidae,1,12.668,montane_manu,canopy,low,1124,0,0,0,0
853,121331,SP12,1331,SP121331,Cyanerpes_caeruleus,Cyanerpes caeruleus,Cyanerpes_caeruleus,Thraupidae,1,12.668,montane_manu,canopy,low,1124,1,0,1,0
854,121361,SP12,1361,SP121361,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,1,0,1,0
855,13113,SP13,113,SP13113,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,med,1515,0,0,0,0
856,13248,SP13,248,SP13248,Ammodramus_aurifrons,Ammodramus aurifrons,Ammodramus_aurifrons,Emberizidae,0,17.815,montane_manu,ground,low,387,0,0,0,0
857,120053,TL12,53,TL120053,Anisognathus_somptuosus,Anisognathus somptuosus,Anisognathus_somptuosus,Thraupidae,1,38.233,montane_manu,midhigh,low,1950,1,1,0,0
858,120055,TL12,55,TL120055,Anisognathus_somptuosus,Anisognathus somptuosus,Anisognathus_somptuosus,Thraupidae,1,38.233,montane_manu,midhigh,low,1950,0,0,0,0
859,120056,TL12,56,TL120056,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,montane_manu,understory,low,1515,0,0,0,0
860,120060,TL12,60,TL120060,Iridosornis_analis,Iridosornis analis,Iridosornis_analis,Thraupidae,1,27.53977273,montane_manu,understory,med,1541,1,1,1,0
861,120062,TL12,62,TL120062,Iridosornis_analis,Iridosornis analis,Iridosornis_analis,Thraupidae,1,27.53977273,montane_manu,understory,med,1541,1,1,1,0
862,120049,TU12,49,TU120049,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,1,1,0
863,120050,TU12,50,TU120050,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,low,2784,0,0,0,0
864,120059,TU12,59,TU120059,Hemispingus_melanotis,Sphenopsis melanotis,Sphenopsis_melanotis,Thraupidae,1,18.04464286,high_montane_manu,understory,low,1515,1,0,1,0
865,120088,VC12,88,VC120088,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,med,1262,1,1,1,0
866,120089,VC12,89,VC120089,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,high,1262,1,1,0,0
867,120108,VC12,108,VC120108,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,1,0
868,120322,W12,322,W120322,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,0,0,0,0
869,120483,W12,483,W120483,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,1,0,0
870,120518,W12,518,W120518,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,0,1,0
871,120525,W12,525,W120525,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,1,1,0
872,120530,W12,530,W120530,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,0,1,0
873,120691,W12,691,W120691,Dubusia_taeniata,Dubusia taeniata,Dubusia_taeniata,Thraupidae,0,38.46333333,high_montane_manu,understory,med,2734,1,0,1,0
874,120715,W12,715,W120715,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,med,2391,1,0,1,0
875,120826,W12,826,W120826,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,med,2391,1,0,1,0
876,120876,W12,876,W120876,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,0,0,0,0
877,130188,W13,188,W130188,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,1,1,0
878,130234,W13,234,W130234,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,1,1,0
879,130515,W13,515,W130515,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,low,2391,1,0,1,0
880,130566,W13,566,W130566,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,1,1,0
881,130559,W13,559,W130559,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,0,1,0
882,130603,W13,603,W130603,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,1,1,0
883,130623,W13,623,W130623,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,low,2742.5,1,0,1,0
884,130648,W13,648,W130648,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,med,2742.5,1,0,1,0
885,130654,W13,654,W130654,Thraupis_cyanocephala,Sporathraupis cyanocephala,Sporathraupis _cyanocephala,Thraupidae,1,38.99776119,high_montane_manu,canopy,high,2742.5,1,0,1,0
886,130814,W13,814,W130814,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,low,2391,1,0,0,1
887,130850,W13,850,W130850,Haplospiza_rustica,Haplospiza rustica,Haplospiza_rustica,Emberizidae,0,16.3045,high_montane_manu,ground,low,2391,1,1,1,0
