Host.Family,BLFamilyLatin,species_clean,species_jetz,Mite.Genus,Mite.Genus2,sociality,foraging_cat,elevation_cat,TipLabel,Sample.Full..,keycol,valuecol
Parulidae,Trochilidae,Eutoxeres condamini,Eutoxeres condamini,,,0,understory,montane_manu,Eutoxeres_condamini,SP110098,Mite.Group,Feather
Parulidae,Trochilidae,Eutoxeres condamini,Eutoxeres condamini,,,0,understory,montane_manu,Eutoxeres_condamini,SP110098,Mite.Group2,
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,,,1,midhigh,lowland_iquitos,Euphonia_xanthogaster,V476,Mite.Group,Feather
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,,,1,midhigh,lowland_manu,Euphonia_xanthogaster,P110273,Mite.Group,Feather
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,,,1,midhigh,other_iquitos,Euphonia_xanthogaster,789,Mite.Group,Feather
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,,,1,midhigh,lowland_iquitos,Euphonia_xanthogaster,V476,Mite.Group2,
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,,,1,midhigh,lowland_manu,Euphonia_xanthogaster,P110273,Mite.Group2,
Fringillidae,Thraupidae,Euphonia xanthogaster,Euphonia xanthogaster,,,1,midhigh,other_iquitos,Euphonia_xanthogaster,789,Mite.Group2,
Thamnophilidae,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,,,1,understory,lowland_manu,Epinecrophylla_leucophthalma,P116037,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,,,1,understory,lowland_manu,Epinecrophylla_leucophthalma,P116037,Mite.Group2,
Thamnophilidae,Thamnophilidae,Epinecrophylla haematonota,Epinecrophylla haematonota,Oribatida,,0,understory,lowland_iquitos,Epinecrophylla_haematonota,V68,Mite.Group,Oribatida
Thamnophilidae,Thamnophilidae,Epinecrophylla haematonota,Epinecrophylla haematonota,Oribatida,,0,understory,lowland_iquitos,Epinecrophylla_haematonota,V68,Mite.Group2,
Thamnophilidae,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,,,1,midhigh,lowland_manu,Epinecrophylla_erythrura,P110396,Mite.Group,Oribatida
Thamnophilidae,Thamnophilidae,Epinecrophylla erythrura,Epinecrophylla erythrura,,,1,midhigh,lowland_manu,Epinecrophylla_erythrura,P110396,Mite.Group2,
Thraupidae,Thraupidae,Dubusia taeniata,Dubusia taeniata,,,0,understory,high_montane_manu,Dubusia_taeniata,W120691,Mite.Group,Feather
Thraupidae,Thraupidae,Dubusia taeniata,Dubusia taeniata,,,0,understory,high_montane_manu,Dubusia_taeniata,W120691,Mite.Group2,
Thraupidae,Thraupidae,Diglossa glauca,Diglossa glauca,,,1,midhigh,montane_manu,Diglossa_glauca,SP120070,Mite.Group,Feather
Thraupidae,Thraupidae,Diglossa glauca,Diglossa glauca,,,1,midhigh,montane_manu,Diglossa_glauca,SP120070,Mite.Group2,
Thamnophilidae,Thamnophilidae,Dichrozona cincta,Dichrozona cincta,,,0,ground,lowland_manu,Dichrozona_cincta,P116092,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Dichrozona cincta,Dichrozona cincta,,,0,ground,lowland_manu,Dichrozona_cincta,P116092,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocolaptes certhia,Dendrocolaptes certhia,,,0,midhigh,lowland_iquitos,Dendrocolaptes_certhia,V687,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocolaptes certhia,Dendrocolaptes certhia,,,0,midhigh,lowland_iquitos,Dendrocolaptes_certhia,V687,Mite.Group2,Mesostigmatid
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,M583,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,M584,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,M594,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,V1220,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,V138,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,M583,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,M584,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,M594,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,V1220,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla merula,Dendrocincla merula,,,1,other,lowland_iquitos,Dendrocincla_merula,V138,Mite.Group2,Mesostigmatid
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,M598,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V1264,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V285,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,other_iquitos,Dendrocincla_fuliginosa,3837,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,Oribatida,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V458,Mite.Group,Mesostigmatid
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V184,Mite.Group,unknown
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,M598,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V1264,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V285,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,other_iquitos,Dendrocincla_fuliginosa,3837,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,Oribatida,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V458,Mite.Group2,Oribatida?
"Furnariidae
",Dendrocolaptidae,Dendrocincla fuliginosa,Dendrocincla fuliginosa,,,1,ground-midhigh,lowland_iquitos,Dendrocincla_fuliginosa,V184,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_manu,Deconychura_longicauda,P116048,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_manu,Deconychura_longicauda,P130392,Mite.Group,Feather
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_iquitos,Deconychura_longicauda,V729,Mite.Group,Mesostigmatid
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_manu,Deconychura_longicauda,P116261,Mite.Group,Mesostigmatid
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_manu,Deconychura_longicauda,P116048,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_manu,Deconychura_longicauda,P130392,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_iquitos,Deconychura_longicauda,V729,Mite.Group2,
"Furnariidae
",Dendrocolaptidae,Deconychura longicauda,Deconychura longicauda,,,1,midhigh,lowland_manu,Deconychura_longicauda,P116261,Mite.Group2,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP110094,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP110126,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121057,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121064,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121065,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP110042,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121273,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121325,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121001,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121025,Mite.Group,Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121059,Mite.Group,Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121031,Mite.Group,Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121066,Mite.Group,Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP110094,Mite.Group2,
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP110126,Mite.Group2,
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121057,Mite.Group2,
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121064,Mite.Group2,
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121065,Mite.Group2,
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP110042,Mite.Group2,Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121273,Mite.Group2,Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121325,Mite.Group2,Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121001,Mite.Group2,Oribatida/ Mesostigmatid
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121025,Mite.Group2,
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121059,Mite.Group2,
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121031,Mite.Group2,Feather
Troglodytidae,Troglodytidae,Cyphorhinus thoracicus,Cyphorhinus thoracicus,,,0,ground,montane_manu,Cyphorhinus_thoracicus,SP121066,Mite.Group2,Feather
Troglodytidae,Troglodytidae,Cyphorhinus arada,Cyphorhinus arada,,,0,ground-understory,lowland_manu,Cyphorhinus_arada,P115984,Mite.Group,Feather
Troglodytidae,Troglodytidae,Cyphorhinus arada,Cyphorhinus arada,,,0,ground-understory,lowland_manu,Cyphorhinus_arada,P115984,Mite.Group2,Mesostigmatid
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_iquitos,Cyanocompsa_cyanoides,V787,Mite.Group,Feather
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P110405,Mite.Group,Feather
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P120844A,Mite.Group,Feather
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P130185,Mite.Group,Feather
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P130219,Mite.Group,Feather
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P115910,Mite.Group,Feather
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_iquitos,Cyanocompsa_cyanoides,V787,Mite.Group2,
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P110405,Mite.Group2,
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P120844A,Mite.Group2,
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P130185,Mite.Group2,
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P130219,Mite.Group2,
Cardinalidae,Cardinalidae,Cyanoloxia cyanoides,Cyanocompsa cyanoides,,,1,ground,lowland_manu,Cyanocompsa_cyanoides,P115910,Mite.Group2,Oribatida (shell)
Thraupidae,Thraupidae,Cyanerpes caeruleus,Cyanerpes caeruleus,,,1,canopy,montane_manu,Cyanerpes_caeruleus,SP121331,Mite.Group,Feather
Thraupidae,Thraupidae,Cyanerpes caeruleus,Cyanerpes caeruleus,,,1,canopy,montane_manu,Cyanerpes_caeruleus,SP121331,Mite.Group2,
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P110216,Mite.Group,Feather
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P116260,Mite.Group,Feather
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P121052,Mite.Group,Feather
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P110140,Mite.Group,Mesostigmatid
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130301,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130303,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130328,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130330,Mite.Group,Feather
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P110216,Mite.Group2,
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P116260,Mite.Group2,
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P121052,Mite.Group2,
Tyrannidae,Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P110140,Mite.Group2,
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130301,Mite.Group2,
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130303,Mite.Group2,
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130328,Mite.Group2,
"Tyrannidae
",Tyrannidae,Corythopis torquatus,Corythopis torquatus,,,0,ground,lowland_manu,Corythopis_torquatus,P130330,Mite.Group2,
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,,,1,ground,lowland_iquitos,Conopophaga_peruviana,M579,Mite.Group,Feather
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,,,1,ground,lowland_manu,Conopophaga_peruviana,P116082,Mite.Group,Feather
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,,,1,ground,lowland_iquitos,Conopophaga_peruviana,M579,Mite.Group2,
Conopophagidae,Conopophagidae,Conopophaga peruviana,Conopophaga peruviana,,,1,ground,lowland_manu,Conopophaga_peruviana,P116082,Mite.Group2,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116204,Mite.Group,Feather
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116210,Mite.Group,Feather
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116211,Mite.Group,Feather
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116213,Mite.Group,Feather
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116204,Mite.Group2,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116210,Mite.Group2,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116211,Mite.Group2,
"Cardinalidae
",Cardinalidae,Chlorothraupis carmioli,Chlorothraupis carmioli,,,1,other,lowland_manu,Chlorothraupis_carmioli,P116213,Mite.Group2,other?
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,SP110108,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120016,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120033,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120034,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,SP110108,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120016,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120033,Mite.Group2,Trombiculid
"Passerellidae
",Thraupidae,Chlorospingus flavopectus,Chlorospingus ophthalmicus,,,1,other,montane_manu,Chlorospingus_ophthalmicus,TL120034,Mite.Group2,Trombiculid
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110008,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110040,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110066,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110070,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110101,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110120,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120040,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120792,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120934,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120938,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120993,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP121337,Mite.Group,Feather
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110008,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110040,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110066,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110070,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110101,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP110120,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120040,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120792,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120934,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120938,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP120993,Mite.Group2,
"Passerellidae
",Thraupidae,Chlorospingus flavigularis,Chlorospingus flavigularis,,,1,understory,montane_manu,Chlorospingus_flavigularis,SP121337,Mite.Group2,
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,TU120065,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,TU120066,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W120750,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W120781,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W120791,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W121016,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130253,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130255,Mite.Group,Feather
Thraupidae,Thraupidae,Chlorornis riefferii,Chlorornis riefferii,,,1,midhigh,high_montane_manu,Chlorornis_riefferii,W130256,Mite.Group,Feather
