Host.Family,BLFamilyLatin,species_clean,species_jetz,Mite.Genus,Mite.Genus2,sociality,foraging_cat,elevation_cat,TipLabel,Sample.Full..,keycol,valuecol
Tyrannidae,Pipridae,Piprites chloris,Piprites chloris,,,0,canopy,lowland_manu,Piprites_chloris,P116049,Mite.Group,Feather
Tyrannidae,Pipridae,Piprites chloris,Piprites chloris,,,0,canopy,lowland_manu,Piprites_chloris,P116049,Mite.Group2,Oribatida
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120481,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120617,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120662,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120701,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120816,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121017,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121018,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121045,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130133,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130376,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130657,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130693,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130860,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130861,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130862,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120693,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120481,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120617,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120662,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120701,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120816,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121017,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121018,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121045,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130133,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130376,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130657,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130693,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130860,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130861,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130862,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120693,Mite.Group2,Other mite?
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120717,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120722,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120737,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W130408,Mite.Group,Feather
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120717,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120722,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120737,Mite.Group2,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W130408,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110098,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110124,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110322,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110331,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110332,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115952,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116111,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116121,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P120716,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116012,Mite.Group,Feather
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110133,Mite.Group,Feather 
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,Mite.Group,Oribatida (shell)
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110098,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110124,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110322,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110331,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110332,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115952,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116111,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116121,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P120716,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,Mite.Group2,Oribatida
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116012,Mite.Group2,Oribatida
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110133,Mite.Group2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110361,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116053,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110053,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110412,Mite.Group,Feather
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110361,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116053,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,Mite.Group2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,Mite.Group2,Oribatida
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,Mite.Group2,Oribatida
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110053,Mite.Group2,Unknown
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110412,Mite.Group2,Unknown
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120074,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121047,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121058,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,Mite.Group,Feather
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120074,Mite.Group2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121047,Mite.Group2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121058,Mite.Group2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,Mite.Group2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,Mite.Group2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P120676,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P121135,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P130443,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P120676,Mite.Group2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P121135,Mite.Group2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P130443,Mite.Group2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,Mite.Group2,Trombiculid
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,,,0,canopy,lowland_manu,Philydor_rufum,P116034,Mite.Group,Feather
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,,,0,canopy,lowland_manu,Philydor_rufum,P116034,Mite.Group2,
Trochilidae,Trochilidae,Phaethornis superciliosus,Phaethornis superciliosus,,,0,understory,lowland_iquitos,Phaethornis_superciliosus,V1132,Mite.Group,Mesostigmatid
Trochilidae,Trochilidae,Phaethornis superciliosus,Phaethornis superciliosus,,,0,understory,lowland_iquitos,Phaethornis_superciliosus,V1132,Mite.Group2,
"Parulidae
",Parulidae,Myiothlypis fulvicauda,Phaeothlypis fulvicauda,,,0,ground,lowland_iquitos,Phaeothlypis_fulvicauda,V1227,Mite.Group,Feather
"Parulidae
",Parulidae,Myiothlypis fulvicauda,Phaeothlypis fulvicauda,,,0,ground,lowland_iquitos,Phaeothlypis_fulvicauda,V1227,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,,,1,ground-understory,lowland_manu,Percnostola_lophotes,P116116,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,,,1,ground-understory,lowland_manu,Percnostola_lophotes,P116116,Mite.Group2,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V216,Mite.Group,Feather
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,Mite.Group,Mesostigmatid
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V216,Mite.Group2,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121216,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121342,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121185,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121216,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121342,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121185,Mite.Group2,Mesostigmatid
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120685,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120799,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120685,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120799,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P110043,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P120695,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P110043,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P120695,Mite.Group2,
Thamnophilidae,Thamnophilidae,Myrmotherula longicauda,Myrmotherula longicauda,,,1,midhigh,montane_manu,Myrmotherula_longicauda,SP121226,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Myrmotherula longicauda,Myrmotherula longicauda,,,1,midhigh,montane_manu,Myrmotherula_longicauda,SP121226,Mite.Group2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110086,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110172,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110380,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P120807,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P120956,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P121796,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P121007,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P116080,Mite.Group,Feather
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P130439,Mite.Group,Mesostigmatid
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P121757,Mite.Group,Trombiculid
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110086,Mite.Group2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110172,Mite.Group2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110380,Mite.Group2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P120807,Mite.Group2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P120956,Mite.Group2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,,,1,other,lowland_manu,Myrmotherula_hauxwelli,P121796,Mite.Group2,
