sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,X.y,ectoparasite_code,species,species_taxonomy_SACC_2021,jetz_species,elevation_all_years,net_elevation,elevation_extrapolated_date,elevation_midpoint,Species_parameters,Station
130377,W13,377,W130377,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0,5,2,2,1,0,85,0,0,Arremon_torquatus,5259,NA_9_2013_wayqecha_Arremon torquatus,NA,NA,NA,NA,NA,NA,2742,Arremon torquatus,wayqecha
130378,W13,378,W130378,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,1,1,0,6,2,4,0,0,32,0,0,Arremon_torquatus,5260,NA_9_2013_wayqecha_Arremon torquatus,NA,NA,NA,NA,NA,NA,2742,Arremon torquatus,wayqecha
130416,W13,416,W130416,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0,0,0,0,0,0,0,0,0,NA,4021,2_10_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus melanocephalus,Myioborus melanocephalus,2833,NA,2833,2578,Myioborus melanocephalus,wayqecha
130417,W13,417,W130417,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,0,1,0,0,0,0,0,0,12,0,0,Kleinothraupis_atropileus,5266,2_10_2013_wayqecha_Hemispingus atropileus,NA,NA,NA,NA,NA,2833,2742,Hemispingus atropileus,wayqecha
130429,W13,429,W130429,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,0,1,0,0,0,0,0,0,7,0,0,Chlorornis_riefferii,3692,6_10_2013_wayqecha_Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2995,NA,2995,2728,Chlorornis riefferii,wayqecha
130445,W13,445,W130445,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0,0,0,0,0,0,16,0,0,Anisognathus_igniventris,4040,9_10_2013_wayqecha_Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris,3013,NA,3013,2932,Anisognathus igniventris,wayqecha
130453,W13,453,W130453,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,high,2742,1,1,1,0,4,0,3,1,0,136,0,0,Kleinothraupis_atropileus,5270,12_10_2013_wayqecha_Hemispingus atropileus,NA,NA,NA,NA,NA,3013,2742,Hemispingus atropileus,wayqecha
130497,W13,497,W130497,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,300,0,0,Kleinothraupis_atropileus,5278,20_10_2013_wayqecha_Hemispingus atropileus,NA,NA,NA,NA,NA,2788,2742,Hemispingus atropileus,wayqecha
130488,W13,488,W130488,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,NA,5276,20_10_2013_wayqecha_Hemispingus atropileus,NA,NA,NA,NA,NA,2788,2742,Hemispingus atropileus,wayqecha
130560,W13,560,W130560,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0,3,1,1,1,0,2,0,0,Arremon_torquatus,3771,31_10_2013_wayqecha_Arremon torquatus,Arremon torquatus,Arremon torquatus,Arremon torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha
130561,W13,561,W130561,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,0,1,0,0,0,0,0,0,38,0,1,Arremon_torquatus,3772,31_10_2013_wayqecha_Arremon torquatus,Arremon torquatus,Arremon torquatus,Arremon torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha
130572,W13,572,W130572,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,1,0,1,0,1,0,0,22,0,1,Arremon_torquatus,3780,2_11_2013_wayqecha_Arremon torquatus,Arremon torquatus,Arremon torquatus,Arremon torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha
130633,W13,633,W130633,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,0,1,0,0,0,0,0,0,9,0,0,Myioborus_melanocephalus,3836,9_11_2013_wayqecha_Myioborus melanocephalus,Myioborus melanocephalus,Myioborus melanocephalus,Myioborus melanocephalus,2521,NA,2521,2578,Myioborus melanocephalus,wayqecha
130637,W13,637,W130637,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,1,1,0,7,3,2,2,0,189,2,2,Iridosornis_jelskii,5304,9_11_2013_wayqecha_Iridisornis jelskii,NA,NA,NA,NA,NA,2521,2859,Iridisornis jelskii,wayqecha
130676,W13,676,W130676,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,1,1,0,8,3,0,0,0,41,0,0,Iridosornis_jelskii,5305,12_11_2013_wayqecha_Iridisornis jelskii,NA,NA,NA,NA,NA,2617,2859,Iridisornis jelskii,wayqecha
130826,W13,826,W130826,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,1,0,1,0,0,0,0,0,0,515,0,0,Kleinothraupis_atropileus,5311,20_11_2013_wayqecha_Hemispingus atropileus,NA,NA,NA,NA,NA,2742,2742,Hemispingus atropileus,wayqecha
130677,W13,677,W130677,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0,11,2,7,2,0,191,0,0,Chlorornis_riefferii,3878,12_11_2013_wayqecha_Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2617,NA,2617,2728,Chlorornis riefferii,wayqecha
130700,W13,700,W130700,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,1,0,6,2,2,1,0,27,0,0,Chlorornis_riefferii,3885,13_11_2013_wayqecha_Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,Chlorornis riefferii,2617,NA,2617,2728,Chlorornis riefferii,wayqecha
130753,W13,753,W130753,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,high_montane_manu,understory,med,2324,1,1,1,0,1,0,0,1,0,10,0,0,Pyrrhomyias_cinnamomeus,5308,NA_11_2013_wayqecha_Pyrrhomyias cinnamomeus,NA,NA,NA,NA,NA,NA,2324,Pyrrhomyias cinnamomeus,wayqecha
110129,P11,129,P110129,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,2,0,1,1,0,2,0,0,Leptopogon_amaurocephalus,512,7_10_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,397,NA,397,417,Leptopogon amaurocephalus,pantiacolla
130824,W13,824,W130824,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,0,1,0,0,0,0,0,0,41,0,0,Kleinothraupis_atropileus,5310,20_11_2013_wayqecha_Hemispingus atropileus,NA,NA,NA,NA,NA,2742,2742,Hemispingus atropileus,wayqecha
110406,P11,406,P110406,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,5,1,2,2,0,5,0,0,Leptopogon_amaurocephalus,665,3_11_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,414,NA,414,417,Leptopogon amaurocephalus,pantiacolla
115912,P11,5912,P115912,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,1,0,1,0,0,24,0,1,Leptopogon_amaurocephalus,NA,NA,NA,NA,NA,NA,NA,NA,417,NA,NA
130897,W13,897,W130897,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,1,0,1,0,1,0,0,53,0,0,Iridosornis_jelskii,5315,27_11_2013_wayqecha_Iridisornis jelskii,NA,NA,NA,NA,NA,2995,2859,Iridisornis jelskii,wayqecha
130898,W13,898,W130898,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,1,0,19,10,6,3,0,115,0,0,Iridosornis_jelskii,5316,28_11_2013_wayqecha_Iridisornis jelskii,NA,NA,NA,NA,NA,2995,2859,Iridisornis jelskii,wayqecha
130914,W13,914,W130914,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,0,1,0,0,0,0,0,0,47,0,0,Iridosornis_jelskii,5321,1_12_2013_wayqecha_Iridisornis jelskii,NA,NA,NA,NA,NA,2521,2859,Iridisornis jelskii,wayqecha
130920,W13,920,W130920,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,0,1,0,0,0,0,0,0,19,0,0,Iridosornis_jelskii,5324,1_12_2013_wayqecha_Iridisornis jelskii,NA,NA,NA,NA,NA,2521,2859,Iridisornis jelskii,wayqecha
130939,W13,939,W130939,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,0,1,0,0,0,0,0,0,132,0,0,Anisognathus_igniventris,3683,2_12_2013_wayqecha_Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris,Anisognathus igniventris,2973,NA,2973,2932,Anisognathus igniventris,wayqecha
130040,P13,40,P130040,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,0,0,1,0,1,0,0,0,0,0,NA,5337,___pantiacolla_Glyphorynchus spirurus,NA,NA,NA,NA,NA,NA,421,Glyphorynchus spirurus,pantiacolla
116216,P11,6216,P116216,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0,0,0,0,0,0,7,0,1,Leptopogon_amaurocephalus,214,19_8_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,600,NA,600,417,Leptopogon amaurocephalus,pantiacolla
116225,P11,6225,P116225,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,15,5,6,4,0,26,0,0,Leptopogon_amaurocephalus,215,19_8_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,600,NA,600,417,Leptopogon amaurocephalus,pantiacolla
120659,P12,659,P120659,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,11,5,4,2,0,25,0,0,Leptopogon_amaurocephalus,1075,26_6_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,438,NA,438,417,Leptopogon amaurocephalus,pantiacolla
120679,P12,679,P120679,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,2,2,0,0,0,17,0,0,Leptopogon_amaurocephalus,1092,29_6_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,415,NA,415,417,Leptopogon amaurocephalus,pantiacolla
120736,P12,736,P120736,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0,0,0,0,0,0,4,0,0,Leptopogon_amaurocephalus,1121,2_7_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,NA,NA,NA,417,Leptopogon amaurocephalus,pantiacolla
120812,P12,812,P120812,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0,0,0,0,0,0,1,0,1,Leptopogon_amaurocephalus,4414,26_7_2012_pantiacolla_Leptopogon amaurocephalus,NA,NA,NA,NA,NA,NA,417,Leptopogon amaurocephalus,pantiacolla
120922,P12,922,P120922,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0,0,0,0,0,0,5,0,0,Leptopogon_amaurocephalus,1191,22_8_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,438,NA,438,417,Leptopogon amaurocephalus,pantiacolla
121030,P12,1030,P121030,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,10,3,1,6,0,1,0,0,Leptopogon_amaurocephalus,1225,3_9_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,421,NA,421,417,Leptopogon amaurocephalus,pantiacolla
121118,P12,1118,P121118,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,0,0,0,0,0,0,0,0,0,0,0,0,NA,4469,18_9_2012_pantiacolla_Leptopogon amaurocephalus,NA,NA,NA,NA,NA,381,417,Leptopogon amaurocephalus,pantiacolla
121606,P12,1606,P121606,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,0,0,4,2,2,0,0,0,0,0,NA,1488,20_11_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,413,NA,413,417,Leptopogon amaurocephalus,pantiacolla
121751,P12,1751,P121751,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0,0,0,0,0,0,8,0,0,Leptopogon_amaurocephalus,1562,2_12_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,414,NA,414,417,Leptopogon amaurocephalus,pantiacolla
130161,P13,161,P130161,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,0,0,0,0,0,0,0,0,0,0,0,0,NA,2949,5_9_2013_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,398,NA,398,417,Leptopogon amaurocephalus,pantiacolla
130379,P13,379,P130379,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,high,417,1,0,1,0,0,0,0,0,0,3,0,0,Leptopogon_amaurocephalus,3069,19_9_2013_pantiacolla_Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Leptopogon amaurocephalus,410,NA,410,417,Leptopogon amaurocephalus,pantiacolla
110028,P11,28,P110028,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0,4,2,0,2,0,14,0,0,Pipra_fasciicauda,456,28_9_2011_pantiacolla_Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,381,NA,381,413,Pipra fasciicauda,pantiacolla
110034,P11,34,P110034,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,1,1,0,4,1,1,2,0,8,0,5,Ceratopipra _chloromeros,4110,28_9_2011_pantiacolla_Pipra chloromeros,NA,NA,NA,NA,NA,381,416,Pipra chloromeros,pantiacolla
110037,P11,37,P110037,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0,7,0,6,1,0,19,0,3,Habia_rubica,455,28_9_2011_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,381,NA,381,413,Habia rubica,pantiacolla
110041,P11,41,P110041,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,0,1,0,0,0,0,0,0,8,0,1,Lepidothrix_coronata,461,28_9_2011_pantiacolla_Lepidothrix coronata,Lepidothrix coronata,Lepidothrix coronata,Lepidothrix coronata,381,NA,381,417.5,Lepidothrix coronata,pantiacolla
110042,P11,42,P110042,Momotus_momota,Momotus momota,Momotus_momota,Momotidae,0,110.3235714,lowland_manu,ground-midhigh,low,429,1,1,1,0,1,1,0,0,0,1,0,1,Momotus_momota,457,28_9_2011_pantiacolla_Momotus momota,Momotus momota,Momotus momota,Momotus momota,381,NA,381,429,Momotus momota,pantiacolla
110043,P11,43,P110043,Myrmotherula_longipennis,Myrmotherula longipennis,Myrmotherula_longipennis,Thamnophilidae,1,9.109375,lowland_manu,undersory-midhigh,low,418.5,1,0,1,0,0,0,0,0,0,2,0,0,Myrmotherula_longipennis,4111,27_9_2011_pantiacolla_Myrmotherula longipennis,NA,NA,NA,NA,NA,381,418.5,Myrmotherula longipennis,pantiacolla
110049,P11,49,P110049,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0,1,0,0,1,0,6,0,0,Habia_rubica,469,29_9_2011_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,381,NA,381,413,Habia rubica,pantiacolla
110053,P11,53,P110053,Pipra_chloromeros,Ceratopipra chloromeros,Ceratopipra _chloromeros,Pipridae,1,16.72324324,lowland_manu,undersory-midhigh,low,416,1,0,1,0,0,0,0,0,0,4,0,0,Ceratopipra _chloromeros,4117,29_9_2011_pantiacolla_Pipra chloromeros,NA,NA,NA,NA,NA,381,416,Pipra chloromeros,pantiacolla
110055,P11,55,P110055,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,1,1,0,8,0,0,8,0,17,0,0,Mionectes_macconnelli,472,29_9_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes macconnelli,Mionectes macconnelli,381,NA,381,414,Mionectes macconnelli,pantiacolla
110057,P11,57,P110057,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,high,426,1,1,1,0,2,0,0,1,0,2,0,0,Geotrygon_montana,467,29_9_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon montana,Geotrygon montana,381,NA,381,426,Geotrygon montana,pantiacolla
110058,P11,58,P110058,Geotrygon_montana,Geotrygon montana,Geotrygon_montana,Columbidae,0,114.4062791,lowland_manu,ground,med,426,1,1,1,0,3,2,1,0,0,56,0,3,Geotrygon_montana,468,29_9_2011_pantiacolla_Geotrygon montana,Geotrygon montana,Geotrygon montana,Geotrygon montana,381,NA,381,426,Geotrygon montana,pantiacolla
110059,P11,59,P110059,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,med,417.5,1,0,1,0,0,0,0,0,0,2,0,0,Lepidothrix_coronata,471,29_9_2011_pantiacolla_Lepidothrix coronata,Lepidothrix coronata,Lepidothrix coronata,Lepidothrix coronata,381,NA,381,417.5,Lepidothrix coronata,pantiacolla
110060,P11,60,P110060,Psarocolius_angustifrons,Psarocolius angustifrons,Psarocolius_angustifrons,Icteridae,0,168.4071429,lowland_manu,canopy,med/high,537,1,1,1,0,2,0,0,2,0,3,1,1,Psarocolius_angustifrons,474,29_9_2011_pantiacolla_Psarocolius angustifrons,Psarocolius angustifrons,Psarocolius angustifrons,Psarocolius angustifrons,381,NA,381,537,Psarocolius angustifrons,pantiacolla
110063,P11,63,P110063,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,1,1,0,1,0,0,1,0,3,0,0,Lepidothrix_coronata,482,30_9_2011_pantiacolla_Lepidothrix coronata,Lepidothrix coronata,Lepidothrix coronata,Lepidothrix coronata,392,NA,392,417.5,Lepidothrix coronata,pantiacolla
110067,P11,67,P110067,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,49,0,1,Habia_rubica,481,30_9_2011_pantiacolla_Turdus albicollis,Turdus albicollis,Turdus albicollis,Turdus albicollis,392,NA,392,413,Turdus albicollis,pantiacolla
110068,P11,68,P110068,Momotus_momota,Momotus momota,Momotus_momota,Momotidae,0,110.3235714,lowland_manu,ground-midhigh,med,429,1,0,1,0,0,0,0,0,0,1,0,1,Momotus_momota,476,30_9_2011_pantiacolla_Momotus momota,Momotus momota,Momotus momota,Momotus momota,392,NA,392,429,Momotus momota,pantiacolla
110069,P11,69,P110069,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,1,0,2,0,0,2,0,33,0,0,Habia_rubica,477,30_9_2011_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,392,NA,392,413,Habia rubica,pantiacolla
110078,P11,78,P110078,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,0,0,0,0,0,0,0,0,0,0,0,0,NA,490,1_10_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes olivaceus,Mionectes olivaceus,392,NA,392,1262,Mionectes olivaceus,pantiacolla
110083,P11,83,P110083,Myrmoborus_leucophrys,Myrmoborus leucophrys,Myrmoborus_leucophrys,Thamnophilidae,1,19.82189189,lowland_manu,ground,low,889,0,0,0,0,0,0,0,0,0,0,0,0,NA,492,3_10_2011_pantiacolla_Myrmoborus leucophrys,Myrmoborus leucophrys,Myrmoborus leucophrys,Myrmoborus leucophrys,392,NA,392,889,Myrmoborus leucophrys,pantiacolla
110087,P11,87,P110087,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,0,1,0,0,0,0,0,0,2,0,0,Habia_rubica,491,3_10_2011_pantiacolla_Habia rubica,Habia rubica,Habia rubica,Habia rubica,392,NA,392,413,Habia rubica,pantiacolla
110090,P11,90,P110090,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low/med,413,1,1,1,0,1,0,0,1,0,1,0,1,Pipra_fasciicauda,493,3_10_2011_pantiacolla_Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,392,NA,392,413,Pipra fasciicauda,pantiacolla
110088,P11,88,P110088,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,med,413,1,0,1,0,0,0,0,0,0,3,0,0,Terenotriccus_erythrurus,494,3_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,392,NA,392,413,Terenotriccus erythrurus,pantiacolla
110094,P11,94,P110094,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,1,1,0,0,1,0,0,1,0,0,0,0,NA,4121,4_10_2011_pantiacolla_Mionectes olivaceus,NA,NA,NA,NA,NA,NA,1262,Mionectes olivaceus,pantiacolla
110095,P11,95,P110095,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,low,431,1,0,1,0,0,0,0,0,0,9,0,8,Ramphotrigon_fuscicauda,501,5_10_2011_pantiacolla_Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,397,NA,397,431,Ramphotrigon fuscicauda,pantiacolla
110098,P11,98,P110098,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,1,1,0,17,8,2,7,0,26,0,0,Pipra_fasciicauda,499,5_10_2011_pantiacolla_Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,397,NA,397,413,Pipra fasciicauda,pantiacolla
110100,P11,100,P110100,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,1,1,0,1,0,0,1,0,10,0,0,Terenotriccus_erythrurus,504,5_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,Terenotriccus erythrurus,397,NA,397,413,Terenotriccus erythrurus,pantiacolla
110102,P11,102,P110102,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,0,1,0,0,0,0,0,0,31,0,1,Myrmoborus_myotherinus,498,5_10_2011_pantiacolla_Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus myotherinus,Myrmoborus myotherinus,397,NA,397,426,Myrmoborus myotherinus,pantiacolla
