sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,X.y,ectoparasite_code,species,species_taxonomy_SACC_2021,jetz_species,elevation_all_years,net_elevation,elevation_extrapolated_date,elevation_midpoint,Species_parameters,Station
110113,SP11,113,SP110113,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,med,1459,1,1,1,0,1,1,0,0,0,1,0,0,Basileuterus_tristriatus,777,27_9_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,1395,NA,1395,1459,Basileuterus tristriatus,san_pedro
110108,SP11,108,SP110108,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_opthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,1,1,0,2,0,1,0,0,69,0,0,Chlorospingus_opthalmicus,775,27_9_2011_san_pedro_Chlorospingus ophthalmicus,Chlorospingus ophthalmicus,Chlorospingus flavopectus,Chlorospingus ophthalmicus,1395,NA,1395,1821,Chlorospingus ophthalmicus,san_pedro
110154,SP11,154,SP110154,Rhynchocyclus_fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,24.23724138,montane_manu,understory,low,1365,0,0,0,0,0,0,0,0,0,0,0,0,NA,947,4_10_2011_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,1387,NA,1387,1365,Rhynchocyclus fulvipectus,san_pedro
110186,SP11,186,SP110186,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,4,0,0,4,0,3,0,0,Basileuterus_tristriatus,844,6_10_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,1337,NA,1337,1459,Basileuterus tristriatus,san_pedro
110098,SP11,98,SP110098,Eutoxeres_condamini,Eutoxeres condamini,Eutoxeres_condamini,Trochilidae,0,9.882727273,montane_manu,understory,low,1309,1,0,1,0,0,0,0,0,0,6,0,0,Eutoxeres_condamini,763,25_9_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,1395,NA,1395,1309,Basileuterus tristriatus,san_pedro
110188,SP11,188,SP110188,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,med,1397,1,0,1,0,0,0,0,0,0,1,0,0,Anabacerthia_striaticollis,842,6_10_2011_san_pedro_Anabacerthia striaticollis,Anabacerthia striaticollis,Anabacerthia striaticollis,Anabacerthia striaticollis,1337,NA,1337,1397,Anabacerthia striaticollis,san_pedro
110259,SP11,259,SP110259,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,montane_manu,understory,low,850,1,0,1,0,0,0,0,0,0,3,0,0,Hylophylax_naevius,787,19_10_2011_san_pedro_Hylophylax naevius,Hylophylax naevius,Hylophylax naevius,Hylophylax naevius,1339,NA,1339,850,Hylophylax naevius,san_pedro
110101,SP11,101,SP110101,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,0,1,0,0,0,0,0,0,11,0,0,Chlorospingus_flavigularis,4252,26_9_2011_san_pedro_Chlorospingus flavigularis,NA,NA,NA,NA,NA,1387,1362,Chlorospingus flavigularis,san_pedro
110340,SP11,340,SP110340,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,1,0,1,0,0,0,0,2,0,0,Leptopogon_superciliaris,918,29_10_2011_san_pedro_Leptopogon superciliaris,Leptopogon superciliaris,Leptopogon superciliaris,Leptopogon superciliaris,1262,NA,1262,1387,Leptopogon superciliaris,san_pedro
110120,SP11,120,SP110120,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,med,1362,1,1,1,0,8,2,2,4,0,9,0,0,Chlorospingus_flavigularis,943,29_9_2011_san_pedro_Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis,Chlorospingus flavigularis,1387,NA,1387,1362,Chlorospingus flavigularis,san_pedro
110130,SP11,130,SP110130,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,37,36,36,Premnoplex_brunnescens,822,1_10_2011_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex brunnescens,1362,NA,1362,1366,Premnoplex brunnescens,san_pedro
110140,SP11,140,SP110140,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,0,1,0,0,0,0,0,0,1,1,1,Premnoplex_brunnescens,826,3_10_2011_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex brunnescens,1362,NA,1362,1366,Premnoplex brunnescens,san_pedro
110144,SP11,144,SP110144,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,1,0,2,1,0,1,0,3,0,0,Basileuterus_tristriatus,825,3_10_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus tristriatus,1362,NA,1362,1459,Basileuterus tristriatus,san_pedro
120675,P12,675,P120675,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,1,1,0,3,2,0,1,0,7,0,0,Willisornis_poecilinotus,1098,29_6_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,415,NA,415,419,Willisornis poecilinotus,pantiacolla
120781,P12,781,P120781,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,1,0,1,0,0,0,0,0,0,1,0,0,Sclerurus_caudacutus,1134,14_7_2012_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,NA,NA,NA,413,Sclerurus caudacutus,pantiacolla
120742,P12,742,P120742,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA,1116,2_7_2012_pantiacolla_Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,NA,NA,NA,419,Corythopis torquatus,pantiacolla
120770,P12,770,P120770,Microcerculus_marginatus,Microcerculus marginatus,Microcerculus_marginatus,Troglodytidae,0,18.81613333,lowland_manu,ground-understory,low,754,1,0,1,0,0,0,0,0,0,1,0,0,Microcerculus_marginatus,1130,10_7_2012_pantiacolla_Microcerculus marginatus,Microcerculus marginatus,Microcerculus marginatus,Microcerculus marginatus,NA,NA,NA,754,Microcerculus marginatus,pantiacolla
120773,P12,773,P120773,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0,0,0,0,0,0,9,0,0,Hylophylax_naevius,4402,12_7_2012_pantiacolla_Hylophylax naevius,NA,NA,NA,NA,NA,NA,850,Hylophylax naevius,pantiacolla
120684,P12,684,P120684,Hylophilus_ochraceiceps,Tunchiornis ochraceiceps,Hylophilus_ochraceiceps,Vireonidae,1,11.72933333,lowland_manu,understory,low,892,1,0,1,0,0,0,0,0,0,1,0,0,Hylophilus_ochraceiceps,1093,29_6_2012_pantiacolla_Hylophilus ochraceiceps,Hylophilus ochraceiceps,Tunchiornis ochraceiceps,Hylophilus ochraceiceps,415,NA,415,892,Hylophilus ochraceiceps,pantiacolla
120687,P12,687,P120687,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,1,0,0,Willisornis_poecilinotus,1099,29_6_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,415,NA,415,419,Willisornis poecilinotus,pantiacolla
120714,P12,714,P120714,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,0,1,0,0,0,0,0,0,1,0,0,Myrmotherula_axillaris,1112,30_6_2012_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,415,NA,415,415,Myrmotherula axillaris,pantiacolla
120739,P12,739,P120739,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA,1115,2_7_2012_pantiacolla_Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,NA,NA,NA,419,Corythopis torquatus,pantiacolla
120788,P12,788,P120788,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA,1136,16_7_2012_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,NA,NA,415,421,Thamnomanes ardesiacus,pantiacolla
120791,P12,791,P120791,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,4407,18_7_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,NA,415,Myrmotherula hauxwelli,pantiacolla
120805,P12,805,P120805,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA,1144,23_7_2012_pantiacolla_Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,NA,NA,NA,419,Corythopis torquatus,pantiacolla
120806,P12,806,P120806,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,0,0,0,0,0,0,0,0,0,0,0,0,NA,1143,23_7_2012_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes olivaceus,Mionectes olivaceus,NA,NA,NA,1262,Mionectes olivaceus,pantiacolla
120807,P12,807,P120807,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,1,0,1,0,0,0,0,0,0,1,0,0,Isleria_hauxwelli,4413,24_7_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,NA,415,Myrmotherula hauxwelli,pantiacolla
120818,P12,818,P120818,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,0,1,0,0,0,0,0,0,11,0,0,Leptopogon_amaurocephalus,1147,30_7_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,NA,NA,NA,417,Glyphorynchus spirurus,pantiacolla
120883,P12,883,P120883,Platyrinchus_platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus_platyrhynchos,Tyrannidae,0,12.27526316,lowland_manu,midhigh,low,421.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,1171,16_8_2012_pantiacolla_Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,NA,NA,415,421.5,Platyrinchus platyrhynchos,pantiacolla
120889,P12,889,P120889,Platyrinchus_platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus_platyrhynchos,Tyrannidae,0,12.27526316,lowland_manu,midhigh,low,421.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.5,NA,NA
120916,P12,916,P120916,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,low,430,1,0,1,0,0,0,0,0,0,52,0,0,Thamnomanes_schistogynus,1185,22_8_2012_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,438,NA,438,430,Thamnomanes schistogynus,pantiacolla
120921,P12,921,P120921,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,low,430,1,0,1,0,0,0,0,0,0,13,0,0,Thamnomanes_schistogynus,1186,22_8_2012_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,438,NA,438,430,Thamnomanes schistogynus,pantiacolla
120923,P12,923,P120923,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,low,430,1,0,1,0,0,0,0,0,0,37,0,0,Thamnomanes_schistogynus,1187,22_8_2012_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,438,NA,438,430,Thamnomanes schistogynus,pantiacolla
120924,P12,924,P120924,Thamnomanes_schistogynus,Thamnomanes schistogynus,Thamnomanes_schistogynus,Thamnophilidae,1,17.905,lowland_manu,midhigh,low,430,1,0,1,0,0,0,0,0,0,21,0,0,Thamnomanes_schistogynus,1188,22_8_2012_pantiacolla_Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,438,NA,438,430,Thamnomanes schistogynus,pantiacolla
120933,P12,933,P120933,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,0,1,0,0,0,0,0,0,2,0,0,Myrmotherula_axillaris,1195,22_8_2012_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,438,NA,438,415,Myrmotherula axillaris,pantiacolla
120956,P12,956,P120956,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,1,0,1,0,0,0,0,0,0,2,0,0,Isleria_hauxwelli,4454,23_8_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,438,415,Myrmotherula hauxwelli,pantiacolla
120975,P12,975,P120975,Lanio_versicolor,Lanio versicolor,Lanio_versicolor,Thraupidae,1,19.76205128,lowland_manu,canopy,low,438,1,0,1,0,0,0,0,0,0,2,1,1,Lanio_versicolor,4458,25_8_2012_pantiacolla_Lanio versicolor,NA,NA,NA,NA,NA,NA,438,Lanio versicolor,pantiacolla
121004,P12,1004,P121004,Hylophylax_naevius,Hylophylax naevius,Hylophylax_naevius,Thamnophilidae,0,13.63936508,lowland_manu,understory,low,850,1,0,1,0,0,0,0,0,0,1,0,0,Hylophylax_naevius,1214,30_8_2012_pantiacolla_Hylophylax naevius,Hylophylax naevius,Hylophylax naevius,Hylophylax naevius,422,NA,422,850,Hylophylax naevius,pantiacolla
121007,P12,1007,P121007,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,med,415,1,0,1,0,0,0,0,0,0,4,1,1,Isleria_hauxwelli,4462,30_8_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,422,415,Myrmotherula hauxwelli,pantiacolla
121019,P12,1019,P121019,Hylophilus_ochraceiceps,Tunchiornis ochraceiceps,Hylophilus_ochraceiceps,Vireonidae,1,11.72933333,lowland_manu,understory,med,892,0,0,0,0,0,0,0,0,0,0,0,0,NA,1221,3_9_2012_pantiacolla_Hylophilus ochraceiceps,Hylophilus ochraceiceps,Tunchiornis ochraceiceps,Hylophilus ochraceiceps,421,NA,421,892,Hylophilus ochraceiceps,pantiacolla
121020,P12,1020,P121020,Hylophilus_ochraceiceps,Tunchiornis ochraceiceps,Hylophilus_ochraceiceps,Vireonidae,1,11.72933333,lowland_manu,understory,med,892,0,0,0,0,0,0,0,0,0,0,0,0,NA,1222,3_9_2012_pantiacolla_Hylophilus ochraceiceps,Hylophilus ochraceiceps,Tunchiornis ochraceiceps,Hylophilus ochraceiceps,421,NA,421,892,Hylophilus ochraceiceps,pantiacolla
121052,P12,1052,P121052,Corythopis_torquatus,Corythopis torquatus,Corythopis_torquatus,Tyrannidae,0,17.01754717,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,63,0,0,Corythopis_torquatus,1236,4_9_2012_pantiacolla_Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,Corythopis torquatus,421,NA,421,419,Corythopis torquatus,pantiacolla
121238,P12,1238,P121238,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,0,1,0,0,0,0,0,0,1,0,0,Glyphorynchus_spirurus,1293,9_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,837,NA,837,421,Glyphorynchus spirurus,pantiacolla
121245,P12,1245,P121245,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,1,0,2,1,0,1,0,14,3,3,Glyphorynchus_spirurus,1295,9_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,837,NA,837,421,Glyphorynchus spirurus,pantiacolla
121250,P12,1250,P121250,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA,1309,10_10_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,837,NA,837,419,Willisornis poecilinotus,pantiacolla
121252,P12,1252,P121252,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA,1310,10_10_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,837,NA,837,419,Willisornis poecilinotus,pantiacolla
121255,P12,1255,P121255,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA,1312,10_10_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,837,NA,837,419,Willisornis poecilinotus,pantiacolla
121258,P12,1258,P121258,Platyrinchus_platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus_platyrhynchos,Tyrannidae,0,12.27526316,lowland_manu,midhigh,low,421.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,1302,10_10_2012_pantiacolla_Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,837,NA,837,421.5,Platyrinchus platyrhynchos,pantiacolla
121259,P12,1259,P121259,Platyrinchus_platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus_platyrhynchos,Tyrannidae,0,12.27526316,lowland_manu,midhigh,low,421.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,1303,10_10_2012_pantiacolla_Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,Platyrinchus platyrhynchos,837,NA,837,421.5,Platyrinchus platyrhynchos,pantiacolla
121262,P12,1262,P121262,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,1,0,1,0,0,0,0,0,0,3,0,0,Myrmotherula_axillaris,1301,10_10_2012_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,837,NA,837,415,Myrmotherula axillaris,pantiacolla
121271,P12,1271,P121271,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,0,1,0,0,0,0,0,0,19,0,0,Glyphorynchus_spirurus,1300,10_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,837,NA,837,421,Glyphorynchus spirurus,pantiacolla
121352,P12,1352,P121352,Thamnomanes_ardesiacus,Thamnomanes ardesiacus,Thamnomanes_ardesiacus,Thamnophilidae,1,18.58714286,lowland_manu,midhigh,low,421,0,0,0,0,0,0,0,0,0,0,0,0,NA,1356,20_10_2012_pantiacolla_Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,415,NA,415,421,Thamnomanes ardesiacus,pantiacolla
121357,P12,1357,P121357,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,4494,20_10_2012_pantiacolla_myrmotherula hauxwelli,NA,NA,NA,NA,NA,415,415,myrmotherula hauxwelli,pantiacolla
121359,P12,1359,P121359,Glyphorynchus_spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,15.41370221,lowland_manu,canopy,low,421,1,1,1,0,17,4,10,3,0,24,1,23,Glyphorynchus_spirurus,1348,20_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus spirurus,415,NA,415,421,Glyphorynchus spirurus,pantiacolla
121446,P12,1446,P121446,Myiobius_barbatus,Myiobius barbatus,Myiobius_barbatus,Tyrannidae,1,12.84714286,lowland_manu,midhigh,low,424,1,0,1,0,0,0,0,0,0,2,0,0,Myiobius_barbatus,1396,27_10_2012_pantiacolla_Myiobius barbatus,Myiobius barbatus,Myiobius barbatus,Myiobius barbatus,385,NA,385,424,Myiobius barbatus,pantiacolla
121773,P12,1773,P121773,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,1572,3_12_2012_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,414,NA,414,415,Myrmotherula axillaris,pantiacolla
121448,P12,1448,P121448,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,0,0,0,0,0,0,0,0,0,0,0,0,NA,1397,27_10_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,385,NA,385,419,Willisornis poecilinotus,pantiacolla
121774,P12,1774,P121774,Myrmotherula_axillaris,Myrmotherula axillaris,Myrmotherula_axillaris,Thamnophilidae,1,8.457105263,lowland_manu,midhigh,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,1573,3_12_2012_pantiacolla_Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,414,NA,414,415,Myrmotherula axillaris,pantiacolla
121457,P12,1457,P121457,Sclerurus_caudacutus,Sclerurus caudacutus,Sclerurus_caudacutus,Furnariidae,0,37.54095238,lowland_manu,ground,low,413,0,0,0,0,0,0,0,0,0,0,0,0,NA,1417,31_10_2012_pantiacolla_Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,Sclerurus caudacutus,398,NA,398,413,Sclerurus caudacutus,pantiacolla
121796,P12,1796,P121796,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,1,0,1,0,0,0,0,0,0,2,0,0,Isleria_hauxwelli,4539,6_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,392,415,Myrmotherula hauxwelli,pantiacolla
121797,P12,1797,P121797,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,5,0,0,Willisornis_poecilinotus,1594,6_12_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,392,NA,392,419,Willisornis poecilinotus,pantiacolla
121499,P12,1499,P121499,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,5,4,5,Willisornis_poecilinotus,1426,1_11_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,398,NA,398,419,Willisornis poecilinotus,pantiacolla
121800,P12,1800,P121800,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,4541,6_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,392,415,Myrmotherula hauxwelli,pantiacolla
121503,P12,1503,P121503,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,4518,2_11_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,398,415,Myrmotherula hauxwelli,pantiacolla
121801,P12,1801,P121801,Myrmotherula_hauxwelli,Isleria hauxwelli,Isleria_hauxwelli,Thamnophilidae,1,11.27941606,lowland_manu,other,low,415,0,0,0,0,0,0,0,0,0,0,0,0,NA,4542,6_12_2012_pantiacolla_Myrmotherula hauxwelli,NA,NA,NA,NA,NA,392,415,Myrmotherula hauxwelli,pantiacolla
121505,P12,1505,P121505,Willisornis_poecilinotus,Willisornis poecilinotus,Willisornis_poecilinotus,Thamnophilidae,0,18.39630137,lowland_manu,ground,low,419,1,0,1,0,0,0,0,0,0,4,0,0,Willisornis_poecilinotus,1430,2_11_2012_pantiacolla_Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,Willisornis poecilinotus,398,NA,398,419,Willisornis poecilinotus,pantiacolla
