X.,Collection,Sample_Group,Sample.No...,Full_Label,species_binomial,Host.Order,Host.Family,Box.Location,Mite.Group,Mite.Genus,Mite.Species,Total,Mite.Group2,Mite.Genus2,Mite.Species2,Total2,Comment,total_mites,total_mesostigmatidae,total_no_feathers_mites,X,X.1,X.2,X.3,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
712,JEJ,P11,5958,P115958,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Feather,,NA,78,Mesostigmatid,,NA,1,,79,1,1,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,115958
713,JEJ,P11,5959,P115959,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,268,,,NA,NA,,268,0,0,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,115959
714,JEJ,P11,5960,P115960,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,73,Unknown,,NA,2,,75,0,0,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,115960
715,JEJ,P11,5964,P115964,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,107,,,NA,NA,,107,0,0,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,115964
716,JEJ,P11,5984,P115984,Cyphorhinus_arada,Passeriformes,Troglodytidae,,Feather,,NA,47,Mesostigmatid,,NA,5,,52,5,5,NA,NA,NA,NA,Cyphorhinus arada,26.05117647,12.58315789,64.31578947,39,10.1,24,0,50,50,0,0,Cyphorhinus arada,9791,Cyphorhinus_arada,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Musician Wren,bow09791,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_manu,115984
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,0,0,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,115991
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,0,0,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,115991
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,0,0,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,115991
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,0,0,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,115991
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,0,0,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,115991
717,JEJ,P11,5991,P115991,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Feather,,NA,13,,,NA,NA,,13,0,0,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,115991
718,JEJ,P11,5993,P115993,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,,Feather,,NA,31,Oribatida,,NA,1,,32,0,1,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,115993
719,JEJ,P11,5999,P115999,Anabazenops_dorsalis,Passeriformes,Furnariidae,,Feather,,NA,1,Unknown,,NA,1,,2,0,0,NA,NA,NA,NA,Anabazenops dorsalis,34.91,13.8,90,77,13.9,23.5,1,0,0,100,0,Anabazenops dorsalis,6862,Anabazenops_dorsalis,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Dusky-cheeked Foliage-gleaner,bow06862,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,115999
720,JEJ,P11,6004,P116004,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,71,,,NA,NA,,71,0,0,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,116004
721,JEJ,P11,6005,P116005,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Feather,,NA,12,,,NA,NA,,12,0,0,NA,NA,NA,NA,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,116005
722,JEJ,P11,6007,P116007,Mionectes_oleagineus,Passeriformes,Tyrannidae,,Feather,,NA,12,,,NA,NA,,12,0,0,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116007
723,JEJ,P11,6012,P116012,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,90,Oribatida,,NA,2,,92,0,2,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116012
724,JEJ,P11,6013,P116013,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,25,,,NA,NA,,25,0,0,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116013
725,JEJ,P11,6014,P116014,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,27,,,NA,NA,,27,0,0,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116014
726,JEJ,P11,6019,P116019,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,425,,,NA,NA,,425,0,0,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,116019
727,JEJ,P11,6022,P116022,Pipra_fasciicauda,Passeriformes,Pipridae,,Feather,,NA,7,,,NA,NA,,7,0,0,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116022
728,JEJ,P11,6030,P116030,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,24,,,NA,NA,,24,0,0,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,116030
729,JEJ,P11,6034,P116034,Dendroma_rufa,Passeriformes,"Furnariidae
",,Feather,,NA,34,,,NA,NA,,34,0,0,NA,NA,NA,NA,Dendroma rufa,22.25,15.9,81.5,85,19.8,24.1,0,0,0,40,60,Philydor rufum,6848,Philydor_rufum,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-fronted Foliage-gleaner,bow06848,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_manu,116034
730,JEJ,P11,6037,P116037,Epinecrophylla_leucophthalma,Passeriformes,Thamnophilidae,,Feather,,NA,4,,,NA,NA,,4,0,0,NA,NA,NA,NA,Epinecrophylla leucophthalma,10.10645161,8.955151515,49.82352941,39.1,16.2,15.9,1,0,80,20,0,Epinecrophylla leucophthalma,6480,Epinecrophylla_leucophthalma,Thamnophilidae,Antbirds,Antbirds,White-eyed Antwren,bow06480,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_manu,116037
731,JEJ,P11,6041,P116041,Arremon_taciturnus,Passeriformes,Passerellidae,,Feather,,NA,7,,,NA,NA,,7,0,0,NA,NA,NA,NA,Arremon taciturnus,27.7755,10.00218182,73.3880597,61.3,10.9,23.8,1,50,50,0,0,Arremon taciturnus,12615,Arremon_taciturnus,P20b,"Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies",Pectoral Sparrow,bow12615,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_manu,116041
732,JEJ,P11,6043,P116043,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_manu,116043
733,JEJ,P11,6048,P116048,Deconychura_longicauda,Passeriformes,"Furnariidae
",,Feather,,NA,4,,,NA,NA,,4,0,0,NA,NA,NA,NA,Deconychura longicauda,30.6912,19.3005,99.95454545,99.9,20.6,22.9,1,0,0,80,20,Deconychura longicauda,6898,Deconychura_longicauda,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Long-tailed Woodcreeper,bow06898,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,116048
734,JEJ,P11,6049,P116049,Piprites_chloris,Passeriformes,Tyrannidae,,Feather,,NA,53,Oribatida,,NA,1,,54,0,1,NA,NA,NA,NA,Piprites chloris,18.9,7.75,67,50.3,25.3,16.8,0,0,0,20,80,Piprites chloris,6391,Piprites_chloris,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Wing-barred Piprites,bow06391,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_manu,116049
735,JEJ,P11,6051,P116051,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,27,,,NA,NA,,27,0,0,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116051
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116053
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116053
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116053
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116053
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116053
736,JEJ,P11,6053,P116053,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,16,,,NA,NA,,16,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116053
737,JEJ,P11,6054,P116054,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,53,,,NA,NA,,53,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116054
737,JEJ,P11,6054,P116054,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,53,,,NA,NA,,53,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116054
737,JEJ,P11,6054,P116054,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,53,,,NA,NA,,53,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116054
737,JEJ,P11,6054,P116054,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,53,,,NA,NA,,53,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116054
737,JEJ,P11,6054,P116054,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,53,,,NA,NA,,53,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116054
737,JEJ,P11,6054,P116054,Ceratopipra _chloromeros,Passeriformes,Pipridae,,Feather,,NA,53,,,NA,NA,,53,0,0,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116054
738,JEJ,P11,6057,P116057,Automolus_infuscatus,Passeriformes,Furnariidae,,Feather,,NA,69,,,NA,NA,,69,0,0,NA,NA,NA,NA,Automolus infuscatus,39.19135135,14.62485714,91.37142857,73.5,19.4,22.5,1,0,80,20,0,Automolus infuscatus,6863,Automolus_infuscatus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Olive-backed Foliage-gleaner,bow06863,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_manu,116057
739,JEJ,P11,6058,P116058,Habia_rubica,Passeriformes,Cardinalidae,,Feather,,NA,94,,,NA,NA,,94,0,0,NA,NA,NA,NA,Habia rubica,33.58774194,11.44724138,88.09677419,84,17.6,23.7,1,0,40,60,0,Habia rubica,12902,Habia_rubica,P12,"Cardinals, Allies","Cardinals, Allies",Red-crowned Ant-tanager,bow12902,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_manu,116058
740,JEJ,P11,6059,P116059,Laniocera_hypopyrra,Passeriformes,"Tityridae
",,Feather,,NA,50,,,NA,NA,,50,0,0,NA,NA,NA,NA,Laniocera hypopyrra,48.87571429,12.10157895,107.35,84.9,23.5,20.4,0,0,50,50,0,Laniocera hypopyrra,6152,Laniocera_hypopyrra,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Cinereous Mourner,bow06152,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116059
741,JEJ,P11,6068,P116068,Mionectes_olivaceus,Passeriformes,Tyrannidae,,Feather,,NA,80,,,NA,NA,,80,0,0,NA,NA,NA,NA,Mionectes olivaceus,14.85200461,9.08445993,65.57358025,51.5,17,16.8,1,0,100,0,0,Mionectes olivaceus,5762,Mionectes_olivaceus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Olive-striped Flycatcher,bow05762,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_manu,116068
742,JEJ,P11,6079,P116079,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Feather,,NA,25,,,NA,NA,,25,0,0,NA,NA,NA,NA,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,116079
743,JEJ,P11,6082,P116082,Conopophaga_peruviana,Passeriformes,Conopophagidae,,Feather,,NA,58,,,NA,NA,,58,0,0,NA,NA,NA,NA,Conopophaga peruviana,24.6675,9.423809524,66.19047619,30.8,17.1,25.6,1,60,40,0,0,Conopophaga peruviana,7029,Conopophaga_peruviana,Conopophagidae,"Gnateaters, Allies","Gnateaters, Allies",Ash-throated Gnateater,bow07029,BL3,Conopophagidae,Gnateaters,107,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,116082
744,JEJ,P11,6085,P116085,Habia_rubica,Passeriformes,Cardinalidae,,Feather,,NA,26,,,NA,NA,,26,0,0,NA,NA,NA,NA,Habia rubica,33.58774194,11.44724138,88.09677419,84,17.6,23.7,1,0,40,60,0,Habia rubica,12902,Habia_rubica,P12,"Cardinals, Allies","Cardinals, Allies",Red-crowned Ant-tanager,bow12902,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_manu,116085
745,JEJ,P11,6092,P116092,Dichrozona_cincta,Passeriformes,Thamnophilidae,,Feather,,NA,46,,,NA,NA,,46,0,0,NA,NA,NA,NA,Dichrozona cincta,14.8,10.13,59,26.4,11.4,20.9,0,100,0,0,0,Dichrozona cincta,6501,Dichrozona_cincta,Thamnophilidae,Antbirds,Antbirds,Banded Antbird,bow06501,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,116092
746,JEJ,P11,6094,P116094,Mionectes_macconnelli,Passeriformes,Tyrannidae,,Feather,,NA,135,,,NA,NA,,135,0,0,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_manu,116094
747,JEJ,P11,6096,P116096,Xenops_minutus,Passeriformes,Furnariidae,,Feather,,NA,567,,,NA,NA,,567,0,0,NA,NA,NA,NA,Xenops minutus,12.16725806,10.44927273,61.44827586,49.2,22.1,14.7,1,0,50,50,0,Xenops minutus,6880,Xenops_minutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Xenops,bow06880,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_manu,116096
