X.,Collection,Sample_Group,Sample.No...,Full_Label,species_binomial,Host.Order,Host.Family,Box.Location,Mite.Group,Mite.Genus,Mite.Species,Total,Mite.Group2,Mite.Genus2,Mite.Species2,Total2,Comment,total_mites,total_mesostigmatidae,total_no_feathers_mites,X,X.1,X.2,X.3,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
1,JUM,V,V02,V02,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Mesostigmatid,,NA,1,,,NA,NA,,1,1,1,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,2
2,JUM,V,V17,V17,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,unknown,?/Aceria,NA,2,,,NA,NA,,2,1,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,17
3,JUM,V,V30,V30,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Mesostigmatid,,NA,1,,,NA,NA,,1,0,1,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,30
5,JUM,V,V40,V40,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,,Feather,,NA,4,,,NA,NA,,4,0,0,NA,NA,NA,NA,Myrmotherula axillaris,8.457105263,8.695258621,50.38983051,36.5,14.8,15.5,1,0,20,80,0,Myrmotherula axillaris,6486,Myrmotherula_axillaris,Thamnophilidae,Antbirds,Antbirds,White-flanked Antwren,bow06486,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,40
6,JUM,V,V68,V68,Epinecrophylla_haematonota,Passeriformes,Thamnophilidae,,Oribatida,Oribatida,NA,1,,,NA,NA,,1,0,1,NA,NA,NA,NA,Epinecrophylla haematonota,11.08,9.3,51,37.8,13.6,16.1,0,0,80,20,0,Epinecrophylla haematonota,6481,Epinecrophylla_haematonota,Thamnophilidae,Antbirds,Antbirds,Stipple-throated Antwren,bow06481,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,68
7,JUM,V,V96,V96,Lepidothrix_coronata,Passeriformes,Pipridae,,not found in box,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,96
9,JUM,V,V108,V108,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,108
10,JUM,Delete?,V138,V138,Dendrocincla_merula,Passeriformes,"Furnariidae
",,Feather,,NA,1,Mesostigmatid,,NA,1,,2,1,1,NA,NA,NA,NA,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,other,lowland_iquitos,138
11,JUM,V,V157,V157,Xenops_minutus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Xenops minutus,12.16725806,10.44927273,61.44827586,49.2,22.1,14.7,1,0,50,50,0,Xenops minutus,6880,Xenops_minutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Xenops,bow06880,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,157
12,JUM,V,V163,V163,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,163
14,JUM,V,V173,V173,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,173
15,JUM,V,V182,V182,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,182
17,JUM,V,V184,V184,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",,unknown,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-midhigh,lowland_iquitos,184
20,JUM,V,V216,V216,Onychorhynchus_coronatus,Passeriformes,Tityridae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Onychorhynchus coronatus,14.66117647,13.396875,73.8125,63.8,18.8,15.9,0,0,30,70,0,Onychorhynchus coronatus,5980,Onychorhynchus_coronatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Amazonian Royal Flycatcher,bow05980,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,216
21,JUM,V,V223,V223,Formicarius_colma,Passeriformes,"Formicariidae
",,Mesostigmatid,,NA,14,,,NA,NA,,14,14,14,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,223
22,JUM,V,V220,V220,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,220
23,JUM,V,V235,V235,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,50,Mesostigmatid,,NA,1,,51,1,1,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,235
24,JUM,V,V240,V240,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,3,Unknown,,NA,1,,4,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,240
26,JUM,V,V254,V254,Formicarius_colma,Passeriformes,"Formicariidae
",,Feather,,NA,2,Mesostigmatid,,NA,1,,3,1,1,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,254
27,JUM,V,V257,V257,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,257
28,JUM,V,V261,V261,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,2,Mesostigmatid,,NA,1,,3,1,1,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,261
30,JUM,V,V269,V269,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Mesostigmatid,,NA,2,,,NA,NA,,2,2,2,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,269
32,JUM,V,V283,V283,Geotrygon_montana,Columbiformes,"Columbidae
",,Meso,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Geotrygon montana,114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,0,100,0,0,0,Geotrygon montana,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground,lowland_iquitos,283
33,JUM,V,V285,V285,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",,Feather,,NA,3,,,NA,NA,,3,0,0,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-midhigh,lowland_iquitos,285
35,JUM,V,V296,V296,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,7,,,NA,NA,,7,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,296
36,JUM,V,V297,V297,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,3,,,NA,NA,,3,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,297
37,JUM,V,V298,V298,Automolus_ochrolaemus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Automolus ochrolaemus,34.96803922,14.4712766,88.51851852,75.3,17.5,23.5,1,10,70,20,0,Automolus ochrolaemus,6861,Automolus_ochrolaemus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-throated Foliage-gleaner,bow06861,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,298
38,JUM,V,V299,V299,Xiphorhynchus_elegans,Passeriformes,Furnariidae,,Feather,,NA,3,Unknown,,NA,2,,5,0,0,NA,NA,NA,NA,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,299
40,JUM,V,V301,V301,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,301
42,JUM,V,V314,V314,Formicarius_colma,Passeriformes,"Formicariidae
",,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,314
45,JUM,V,V383,V383,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Mesostigmatid,,NA,2,,,NA,NA,,2,2,2,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,383
47,JUM,V,V385,V385,Formicarius_colma,Passeriformes,"Formicariidae
",,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,385
48,JUM,V,V386,V386,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Mesostigmatid,,NA,2,,,NA,NA,,2,2,2,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,386
51,JUM,V,V399,V399,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,399
52,JUM,V,V400,V400,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,400
53,JUM,V,V401,V401,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,,Feather,,NA,4,,,NA,NA,,4,0,0,NA,NA,NA,NA,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,401
57,JUM,V,V410,V410,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather?,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,410
58,JUM,V,V412,V412,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,412
59,JUM,V,V413,V413,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,1,Mesostigmatid,,NA,2,,3,2,2,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,413
67,JUM,V,V451,V451,Ramphotrigon_ruficauda,Passeriformes,Tyrannidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Ramphotrigon ruficauda,23.22666667,10.5,77.5,70.9,14.7,16.3,0,0,50,50,0,Ramphotrigon ruficauda,6184,Ramphotrigon_ruficauda,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Rufous-tailed Flatbill,bow06184,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,451
68,JUM,V,V452,V452,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,8,,,NA,NA,,8,0,0,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,452
69,JUM,V,V453,V453,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,4,,,NA,NA,,4,0,0,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,453
70,JUM,V,V458,V458,Dendrocincla_fuliginosa,Passeriformes,"Furnariidae
",,Mesostigmatid,,NA,2,Oribatida?,Oribatida,NA,1,,3,2,2,NA,NA,NA,NA,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-midhigh,lowland_iquitos,458
71,JUM,V,V459,V459,Lepidothrix_coronata,Passeriformes,Pipridae,,Feather,,NA,2,,,NA,NA,,2,0,0,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,459
72,JUM,V,V460,V460,Momotus_momota,Coraciiformes,Momotidae,,Trombiculid,,NA,2,,,NA,NA,,2,0,2,NA,NA,NA,NA,Momotus momota,110.3235714,29.00533333,132.6923077,253.9,18.6,28.4,0,30,30,30,10,Momotus momota,1524,Momotus_momota,Motmotidae,"Kingfishers, Motmots, Todies","Bee-eaters, Kingfishers, Motmots, Todies, Rollers, Ground-Rollers",Blue-crowned Motmot,bow01524,BL3,Momotidae,Motmots,87,CORACIIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground-midhigh,lowland_iquitos,460
75,JUM,V,V466,V466,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",,Feather,,NA,5,,,NA,NA,,5,0,0,NA,NA,NA,NA,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,466
76,JUM,V,V467,V467,Glyphorynchus_spirurus,Passeriformes,Furnariidae,,Feather,,NA,6,Oribatida?,,NA,1,,7,0,0,NA,NA,NA,NA,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,467
77,JUM,V,V476,V476,Euphonia_xanthogaster,Passeriformes,Fringillidae,,Feather,,NA,1,,,NA,NA,,1,0,0,NA,NA,NA,NA,Euphonia xanthogaster,13.62148594,5.870068027,60.89049587,36,22.4,16.4,1,0,20,60,20,Euphonia xanthogaster,12993,Euphonia_xanthogaster,P10,"Finches, Allies","Finches, Allies",Orange-bellied Euphonia,bow12993,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_iquitos,476
