"","X.No","Collection.x","Sample_group","Sample.No...","Full_Label","comment","species_binomial","Host.Order","Host.Family","New.Association","Lice.Genus","Lice.Species","Female","Male","Nimph","Eggs","Total","BoxLocation1","Lice.Genus2","Lice.Species2","Female2","Male2","Nimph2","Eggs2","Total2","BoxLocation2","Lice.Genus3","Lice.Species3","Female3","Male3","Nimph3","Eggs3","Total.1","BoxLocation3","total_lice","species_clean","mass_tidy","bill_tidy","wing_tidy","tail_tidy","wing_index_tidy","tarsus_tidy","sociality","ForStrat_ground","ForStrat_understory","ForStrat_midhigh","ForStrat_canopy","species_jetz","WJSpecID","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","foraging_cat","elevation_cat","sample","infestation_lice","Collection.y","powder_level","Host.genus","Host.species"
"38",166,"JEJ","P11","6262","P116262","","Schiffornis_turdina","Passeriformes","Tityridae","No","Myrsidea","blattae?","2","3","4","",9,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,9,"Schiffornis turdina",30.18625,9.520909091,86.09090909,67.7,15.9,22.1,"0",0,100,0,0,"Schiffornis_turdina",6225,"Schiffornis_turdina","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Thrush-like Schiffornis","bow06225","BL3","Cotingidae","Cotingas",104,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","lowland_manu",116262,0,"JEJ","low","Schiffornis","turdina"
"39",167,"JEJ","SP11","8","SP110008","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","11","7","25","",43,"L-04","Rallicola","new sp?",5,2,4,NA,11,"L-04","","",NA,NA,NA,"",NA,NA,54,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110008,1,"JEJ","med","Chlorospingus","flavigularis"
"40",168,"JEJ","SP11","13","SP110013","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","0","7","3","",10,"L-04","Rallicola","new sp?",3,0,0,NA,3,"L-04","","",NA,NA,NA,"",NA,NA,13,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110013,0,"JEJ","low","Chlorospingus","flavigularis"
"41",169,"JEJ","SP11","22","SP110022","","Anabacerthia_striaticollis","Passeriformes","Furnariidae","Yes","Myrsidea","(ochrolaemi/ waterstoni)","1","1","2","",4,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,4,"Anabacerthia striaticollis",24.58886525,10.28111111,82.62553191,76.1,18,20,"1",0,0,100,0,"Anabacerthia_striaticollis",6836,"Anabacerthia_striaticollis","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Montane Foliage-gleaner","bow06836","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",110022,0,"JEJ","med","Tangara","arthus"
"42",170,"JEJ","SP11","40","SP110040","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","0","0","1","",1,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110040,0,"JEJ","low","Chlorospingus","flavigularis"
"43",171,"JEJ","SP11","44","SP110044","","Leptopogon_superciliaris","Passeriformes","Tyrannidae","No","Myrsidea","leptopogoni?","3","1","1","",5,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,5,"Leptopogon superciliaris",13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,"1",0,0,100,0,"Leptopogon_superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",110044,0,"JEJ","low","Leptopogon","superciliaris"
"44",172,"JEJ","SP11","66","SP110066","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","0","0","2","",2,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110066,0,"JEJ","low","Chlorospingus","flavigularis"
"45",173,"JEJ","SP11","70","SP110070","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","1","2","3","",6,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,6,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110070,0,"JEJ","low","Chlorospingus","flavigularis"
"46",174,"JEJ","SP11","113","SP110113","","Basileuterus_tristriatus","Passeriformes","Parulidae","Yes","Myrsidea","(basileuteri/ paleno)","1","0","0","",1,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Basileuterus tristriatus",12.9,7.4035,60.89204545,56.5,13.6,20.4,"1",0,100,0,0,"Basileuterus_tristriatus",12792,"Basileuterus_tristriatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Three-striped Warbler","bow12792","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110113,0,"JEJ","med","Basileuterus","tristriatus"
"47",175,"JEJ","SP11","108","SP110108","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","0","1","0","",1,"L-04","Philopteridae","new sp?",NA,1,NA,NA,1,"L-04","","",NA,NA,NA,"",NA,NA,2,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110108,0,"JEJ","low","Chlorospingus","opthalmicus"
"48",176,"JEJ","SP11","186","SP110186","","Basileuterus_tristriatus","Passeriformes","Parulidae","Yes","Ricinus","(basileuteri/ paleno)","0","0","4","",4,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,4,"Basileuterus tristriatus",12.9,7.4035,60.89204545,56.5,13.6,20.4,"1",0,100,0,0,"Basileuterus_tristriatus",12792,"Basileuterus_tristriatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Three-striped Warbler","bow12792","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110186,0,"JEJ","low","Basileuterus","tristriatus"
"49",177,"JEJ","SP11","340","SP110340","","Leptopogon_superciliaris","Passeriformes","Tyrannidae","No","Myrsidea","leptopogoni?","","","","",1,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Leptopogon superciliaris",13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,"1",0,0,100,0,"Leptopogon_superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",110340,0,"JEJ","low","Leptopogon","superciliaris"
"50",178,"JEJ","SP11","120","SP110120","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","2","2","4","",8,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,8,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110120,0,"JEJ","med","Chlorospingus","flavigularis"
"51",179,"JEJ","SP11","144","SP110144","","Basileuterus_tristriatus","Passeriformes","Parulidae","Yes","Myrsidea","(basileuteri/ paleno)","1","0","1","",2,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Basileuterus tristriatus",12.9,7.4035,60.89204545,56.5,13.6,20.4,"1",0,100,0,0,"Basileuterus_tristriatus",12792,"Basileuterus_tristriatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Three-striped Warbler","bow12792","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",110144,0,"JEJ","low","Basileuterus","tristriatus"
"52",180,"JEJ","P12","675","P120675","","Willisornis_poecilinotus","Passeriformes","Thamnophilidae","No","Ricinus","new sp?","2","0","1","",3,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,3,"Willisornis poecilinotus",18.39630137,10.27342105,64.65822785,42.8,16.3,23,"0",60,40,0,0,"Willisornis_poecilinotus",6612,"Willisornis_poecilinotus","Thamnophilidae","Antbirds","Antbirds","Scale-backed Antbird","bow06612","BL3","Thamnophilidae","Antbirds",106,"PASSERIFORMES","PASSERIFORMES","Tyranni","ground","lowland_manu",120675,0,"JEJ","low","Willisornis","poecilinotus"
"53",181,"JEJ","P12","1245","P121245","","Glyphorynchus_spirurus","Passeriformes","Furnariidae","No","Rallicola","cephalosa?","1","0","1","",2,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Glyphorynchus spirurus",15.41370221,9.742558685,68.29475983,66,23.9,16.5,"1",0,0,40,60,"Glyphorynchus_spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu",121245,0,"JEJ","low","Glyphorynchus","spirurus"
"54",182,"JEJ","P12","1359","P121359","","Glyphorynchus_spirurus","Passeriformes","Furnariidae","No","Rallicola","cephalosa?","4","10","3","",17,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,17,"Glyphorynchus spirurus",15.41370221,9.742558685,68.29475983,66,23.9,16.5,"1",0,0,40,60,"Glyphorynchus_spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu",121359,0,"JEJ","low","Glyphorynchus","spirurus"
"55",183,"JEJ","SP12","1081","SP121081","","Tangara_arthus","Passeriformes","Thraupidae","Yes?","Myrsidea","(various species?)","0","2","1","0",2,"L-04","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,2,"Tangara arthus",21.19101695,7.5034375,76.02833333,54.4,23,19,"1",0,10,60,30,"Tangara_arthus",13020,"Tangara_arthus","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Golden Tanager","bow13020","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","montane_manu",121081,0,"JEJ","low","Tangara","arthus"
"56",184,"JEJ","SP12","911","SP120911","","Basileuterus_tristriatus","Passeriformes","Parulidae","No","Ricinus","new sp?","0","0","1","",1,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Basileuterus tristriatus",12.9,7.4035,60.89204545,56.5,13.6,20.4,"1",0,100,0,0,"Basileuterus_tristriatus",12792,"Basileuterus_tristriatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Three-striped Warbler","bow12792","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120911,0,"JEJ","low","Basileuterus","tristriatus"
"57",185,"JEJ","SP12","931","SP120931","","Basileuterus_tristriatus","Passeriformes","Parulidae","Yes?","Menoponidae","(Myrsidea basileuteri/ paleno)?","0","0","1","",1,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Basileuterus tristriatus",12.9,7.4035,60.89204545,56.5,13.6,20.4,"1",0,100,0,0,"Basileuterus_tristriatus",12792,"Basileuterus_tristriatus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Three-striped Warbler","bow12792","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120931,0,"JEJ","low","Basileuterus","tristriatus"
"58",186,"JEJ","SP12","934","SP120934","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","1","2","1","",4,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,4,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120934,0,"JEJ","low","Chlorospingus","flavigularis"
"59",187,"JEJ","SP12","36","SP120036","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","2","2","2","",6,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,6,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120036,0,"JEJ","low","Chlorospingus","flavigularis"
"60",188,"JEJ","SP12","40","SP120040","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","0","4","0","",4,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,4,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120040,0,"JEJ","low","Chlorospingus","flavigularis"
"61",189,"JEJ","SP12","68","SP120068","","Phylloscartes_ophthalmicus","Passeriformes","Tyrannidae","Yes","Myrsidea","new sp?","0","1","0","",1,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Phylloscartes ophthalmicus",9.276296296,6.063157895,57.72333333,56.6,16.5,15.3,"1",0,10,90,0,"Phylloscartes_ophthalmicus",5928,"Phylloscartes_ophthalmicus","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Marble-faced Bristle-tyrant","bow05928","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",120068,0,"JEJ","low","Pogonotriccus","opthalmicus"
"62",190,"JEJ","SP12","93","SP120093","","Leptopogon_superciliaris","Passeriformes","Tyrannidae","Yes","Philopterus s.l.?","new sp? (Tyranniphilopterus?)","1","0","0","",1,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Leptopogon superciliaris",13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,"1",0,0,100,0,"Leptopogon_superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",120093,0,"JEJ","low","Leptopogon","superciliaris"
"63",191,"JEJ","SP12","101","SP120101","","Premnoplex_brunnescens","Passeriformes","Furnariidae","No","Rallicola","mooreae?","2","0","1","",3,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,3,"Premnoplex brunnescens",15.77809045,9.921900826,59.63826531,61.1,14,20.1,"1",0,80,20,0,"Premnoplex_brunnescens",6811,"Premnoplex_brunnescens","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Spotted Barbtail","bow06811","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","understory","montane_manu",120101,0,"JEJ","low","Premnoplex","brunnescens"
"64",192,"JEJ","SP12","662","SP120662","","Leptopogon_superciliaris","Passeriformes","Tyrannidae","No","Myrsidea","leptopogoni?","5","2","1","",8,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,8,"Leptopogon superciliaris",13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,"1",0,0,100,0,"Leptopogon_superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",120662,0,"JEJ","low","Leptopogon","superciliaris"
"65",193,"JEJ","SP12","666","SP120666","","Tangara_arthus","Passeriformes","Thraupidae","Yes","Myrsidea","(various species?)","2","1","5","",8,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,8,"Tangara arthus",21.19101695,7.5034375,76.02833333,54.4,23,19,"1",0,10,60,30,"Tangara_arthus",13020,"Tangara_arthus","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Golden Tanager","bow13020","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh","montane_manu",120666,0,"JEJ","low","Tangara","arthus"
"66",194,"JEJ","SP12","767","SP120767","","Leptopogon_superciliaris","Passeriformes","Tyrannidae","No","Myrsidea","leptopogoni?","1","3","0","",4,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,4,"Leptopogon superciliaris",13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,"1",0,0,100,0,"Leptopogon_superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",120767,0,"JEJ","low","Leptopogon","superciliaris"
"67",195,"JEJ","SP12","792","SP120792","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea?","(ophthalmici/violaceae?)","0","0","1","",1,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,1,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120792,0,"JEJ","low","Chlorospingus","flavigularis"
"68",196,"JEJ","SP12","861","SP120861","","Anabacerthia_striaticollis","Passeriformes","Furnariidae","Yes","Myrsidea","(ochrolaemi/ waterstoni)","3","0","2","",5,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,5,"Anabacerthia striaticollis",24.58886525,10.28111111,82.62553191,76.1,18,20,"1",0,0,100,0,"Anabacerthia_striaticollis",6836,"Anabacerthia_striaticollis","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Montane Foliage-gleaner","bow06836","BL3","Furnariidae","Ovenbirds",110,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu",120861,0,"JEJ","low","Anabacerthia","striaticollis"
"69",197,"JEJ","SP12","885","SP120885","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","12","9","4","",25,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,25,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120885,1,"JEJ","low","Chlorospingus","flavigularis"
"70",198,"JEJ","SP12","938","SP120938","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","2","1","7","",10,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,10,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120938,0,"JEJ","low","Chlorospingus","flavigularis"
"71",199,"JEJ","SP12","993","SP120993","","Chlorospingus_flavigularis","Passeriformes","Passerellidae","Yes","Myrsidea","(ophthalmici/violaceae?)","5","0","2","",7,"L-05","","",NA,NA,NA,NA,NA,"","","",NA,NA,NA,"",NA,NA,7,"Chlorospingus flavigularis",25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,"1",0,60,30,10,"Chlorospingus_flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu",120993,0,"JEJ","low","Chlorospingus","flavigularis"
