"","sample","Sample_label","Sample_No","Full_Label","species_jetz","species_clean","species_binomial","family","sociality","mass_tidy","elevation_cat","foraging_cat","Powder.lvl","elevation_midpoint","ectoparasites_PA","Lice","Mites","Ticks","total_lice","Female","Male","Nimph","Eggs","total_mites","total_mesostigmatidae","total_no_feathers_mites","species_binomial.x","x","ectoparasite_code","species","species_taxonomy_SACC_2021","elevation_all_years","net_elevation","elevation","elevation_midpoint.1","Species_parameters","Station","X","day","month","year","full_date","date_status","date","year_seasonality"
"800","121163","SP12","1163","SP121163","Thripadectes_melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus","Furnariidae",1,45.98929688,"montane_manu","understory","low",1337,1,1,0,0,22,"4","3","15","0",0,0,0,NA,1833,"20_10_2012_san_pedro_Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus",1339,NA,1339,1337,"Thripadectes melanorhynchus","san_pedro",NA,20,10,2012,"2012-10-20",NA,2012-10-20,"294"
"801","121172","SP12","1172","SP121172","Lophotriccus_pileatus","Lophotriccus pileatus","Lophotriccus_pileatus","Tyrannidae",0,8.351454545,"montane_manu","midhigh","low",1384.5,1,0,1,0,0,"0","0","0","0",1,0,0,"Lophotriccus_pileatus",1846,"22_10_2012_san_pedro_Lophotriccus pileatus","Lophotriccus pileatus","Lophotriccus_pileatus",1418,NA,1418,1384.5,"Lophotriccus pileatus","san_pedro",NA,22,10,2012,"2012-10-22",NA,2012-10-22,"296"
"802","121216","SP12","1216","SP121216","Myrmotherula_schisticolor","Myrmotherula schisticolor","Myrmotherula_schisticolor","Thamnophilidae",1,9.628441558,"montane_manu","midhigh","low",1487,1,0,1,0,0,"0","0","0","0",4,0,0,"Myrmotherula_schisticolor",1869,"23_10_2012_san_pedro_Myrmotherula schisticolor","Myrmotherula schisticolor","Myrmotherula_schisticolor",1418,NA,1418,1487,"Myrmotherula schisticolor","san_pedro",NA,23,10,2012,"2012-10-23",NA,2012-10-23,"297"
"803","121185","SP12","1185","SP121185","Myrmotherula_schisticolor","Myrmotherula schisticolor","Myrmotherula_schisticolor","Thamnophilidae",1,9.628441558,"montane_manu","midhigh","med",1487,1,0,1,0,0,"0","0","0","0",10,1,1,"Myrmotherula_schisticolor",1868,"23_10_2012_san_pedro_Myrmotherula schisticolor","Myrmotherula schisticolor","Myrmotherula_schisticolor",1418,NA,1418,1487,"Myrmotherula schisticolor","san_pedro",NA,23,10,2012,"2012-10-23",NA,2012-10-23,"297"
"804","116171","P11","6171","P116171","Pipra_chloromeros","Ceratopipra chloromeros","Ceratopipra _chloromeros","Pipridae",1,16.72324324,"lowland_manu","undersory-midhigh","low",416,1,1,1,0,1,"0","0","1","0",1,0,0,"Ceratopipra _chloromeros",4219,"18_8_2011_pantiacolla_Pipra chloromeros",NA,"Ceratopipra_chloromeros",NA,NA,600,416,"Pipra chloromeros","pantiacolla",NA,18,8,2011,"2011-8-18",NA,2011-08-18,"230"
"805","130408","W13","408","W130408","Pipreola_arcuata","Pipreola arcuata","Pipreola_arcuata","Cotingidae",0,101.4315,"high_montane_manu","undersory-midhigh","med",2750,1,1,1,0,3,"1","0","2","0",1,0,0,"Pipreola_arcuata",5264,"1_10_2013_wayqecha_Pipreola arcuata",NA,"Pipreola_arcuata",NA,NA,NA,2750,"Pipreola arcuata","wayqecha",NA,1,10,2013,"2013-10-1",NA,2013-10-01,"274"
"806","120299","W12","W120299","W120299","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","very low",2648,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4848,"15_8_2012_wayqecha_Pipreola intermedia",NA,"Pipreola_intermedia",NA,NA,NA,2648,"Pipreola intermedia","wayqecha",NA,15,8,2012,"2012-8-15","check date",2012-08-15,"228"
"807","121273","SP12","1273","SP121273","Cyphorhinus_thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus","Troglodytidae",0,32.136625,"montane_manu","ground","low",1348,1,0,1,0,0,"0","0","0","0",99,83,83,"Cyphorhinus_thoracicus",2116,"7_11_2012_san_pedro_Cyphorhinus thoracicus","Cyphorhinus thoracicus","Cyphorhinus_thoracicus",1307,NA,1307,1348,"Cyphorhinus thoracicus","san_pedro",NA,7,11,2012,"2012-11-7",NA,2012-11-07,"312"
"808","130376","W13","376","W130376","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","very low",2648,1,0,1,0,0,"0","0","0","0",2,0,0,"Pipreola_intermedia",5258,"28_9_2013_wayqecha_Pipreola intermedia",NA,"Pipreola_intermedia",NA,NA,NA,2648,"Pipreola intermedia","wayqecha",NA,28,9,2013,"2013-9-28","check date",2013-09-28,"271"
"809","130860","W13","860","W130860","Pipreola_intermedia","Pipreola intermedia","Pipreola_intermedia","Cotingidae",1,48.25075,"high_montane_manu","undersory-midhigh","med",2648,1,0,1,0,0,"0","0","0","0",117,0,0,"Pipreola_intermedia",5314,"24_11_2013_wayqecha_Pipreola intermedia",NA,"Pipreola_intermedia",NA,NA,2833,2648,"Pipreola intermedia","wayqecha",NA,24,11,2013,"2013-11-24",NA,2013-11-24,"328"
"810","116149","P11","6149","P116149","Myrmoborus_myotherinus","Myrmoborus myotherinus","Myrmoborus_myotherinus","Thamnophilidae",1,20.73168831,"lowland_manu","ground-understory","low",426,1,1,1,0,2,"1","0","1","0",125,0,0,"Myrmoborus_myotherinus",183,"18_8_2011_pantiacolla_Myrmoborus myotherinus","Myrmoborus myotherinus","Myrmoborus_myotherinus",600,NA,600,426,"Myrmoborus myotherinus","pantiacolla",NA,18,8,2011,"2011-8-18",NA,2011-08-18,"230"
"811","116155","P11","6155","P116155","Myrmeciza_fortis","Hafferia fortis","Percnostola_fortis","Thamnophilidae",1,48.60083333,"lowland_manu","ground","med",422.5,1,1,1,0,1,"0","1","0","0",47,1,1,"Percnostola_fortis",145,"18_8_2011_pantiacolla_Myrmeciza fortis","Myrmeciza fortis","Hafferia_fortis",600,NA,600,422.5,"Myrmeciza fortis","pantiacolla",NA,18,8,2011,"2011-8-18",NA,2011-08-18,"230"
"812","120889","P12","889","P120889","Platyrinchus_platyrhynchos","Platyrinchus platyrhynchos","Platyrinchus_platyrhynchos","Tyrannidae",0,12.27526316,"lowland_manu","midhigh","low",421.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,NA,NA,NA,"Platyrinchus_platyrhynchos",NA,NA,NA,421.5,NA,NA,NA,NA,NA,NA,NA,"check date",NA,NA
"813","121407","SP12","1407","SP121407","Premnoplex_brunnescens","Premnoplex brunnescens","Premnoplex_brunnescens","Furnariidae",1,15.77809045,"montane_manu","understory","low",1366,1,0,1,0,0,"0","0","0","0",43,27,27,"Premnoplex_brunnescens",4665,"22_11_2012_san_pedro_Premnoplex brunnescens",NA,"Premnoplex_brunnescens",NA,NA,NA,1366,"Premnoplex brunnescens","san_pedro",NA,22,11,2012,"2012-11-22",NA,2012-11-22,"327"
"814","116177","P11","6177","P116177","Lepidothrix_coronata","Lepidothrix coronata","Lepidothrix_coronata","Pipridae",1,9.769768786,"lowland_manu","undersory-midhigh","low",417.5,1,0,1,0,0,"0","0","0","0",1,0,0,"Lepidothrix_coronata",187,"18_8_2011_pantiacolla_Lepidothrix coronata","Lepidothrix coronata","Lepidothrix_coronata",600,NA,600,417.5,"Lepidothrix coronata","pantiacolla",NA,18,8,2011,"2011-8-18",NA,2011-08-18,"230"
"815","121418","SP12","1418","SP121418","Premnoplex_brunnescens","Premnoplex brunnescens","Premnoplex_brunnescens","Furnariidae",1,15.77809045,"montane_manu","understory","low",1366,1,0,1,0,0,"0","0","0","0",30,26,26,"Premnoplex_brunnescens",4674,"24_11_2012_san_pedro_Premnoplex brunnescens",NA,"Premnoplex_brunnescens",NA,NA,NA,1366,"Premnoplex brunnescens","san_pedro",NA,24,11,2012,"2012-11-24",NA,2012-11-24,"329"
"816","130753","W13","753","W130753","Pyrrhomyias_cinnamomeus","Pyrrhomyias cinnamomeus","Pyrrhomyias_cinnamomeus","Tyrannidae",1,11.10103448,"high_montane_manu","understory","med",2324,1,1,1,0,1,"0","0","1","0",10,0,0,"Pyrrhomyias_cinnamomeus",5308,"25_11_2013_wayqecha_Pyrrhomyias cinnamomeus",NA,"Pyrrhomyias_cinnamomeus",NA,NA,NA,2324,"Pyrrhomyias cinnamomeus","wayqecha",NA,25,11,2013,"2013-11-25","check date",2013-11-25,"329"
"817","116220","P11","6220","P116220","Rhegmatorhina_melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta","Thamnophilidae",0,32.28411765,"lowland_manu","ground","high",600,1,1,1,0,2,"1","0","1","0",123,0,0,"Rhegmatorhina_melanosticta",205,"19_8_2011_pantiacolla_Rhegmatorhina melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta",600,NA,600,600,"Rhegmatorhina melanosticta","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"818","116221","P11","6221","P116221","Rhegmatorhina_melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta","Thamnophilidae",0,32.28411765,"lowland_manu","ground","low",600,1,0,1,0,0,"0","0","0","0",19,0,0,"Rhegmatorhina_melanosticta",206,"19_8_2011_pantiacolla_Rhegmatorhina melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta",600,NA,600,600,"Rhegmatorhina melanosticta","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"819","116222","P11","6222","P116222","Rhegmatorhina_melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta","Thamnophilidae",0,32.28411765,"lowland_manu","ground","med",600,1,1,1,0,1,"0","1","0","0",153,0,0,"Rhegmatorhina_melanosticta",207,"19_8_2011_pantiacolla_Rhegmatorhina melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta",600,NA,600,600,"Rhegmatorhina melanosticta","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"820","116223","P11","6223","P116223","Thalurania_furcata","Thalurania furcata","Thalurania_furcata","Trochilidae",0,4.515660377,"lowland_manu","other","low",420,1,1,1,0,1,"1","0","0","0",24,0,0,"Thalurania_furcata",224,"19_8_2011_pantiacolla_Thalurania furcata","Thalurania furcata","Thalurania_furcata",600,NA,600,420,"Thalurania furcata","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"821","116218","P11","6218","P116218","Rhegmatorhina_melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta","Thamnophilidae",0,32.28411765,"lowland_manu","ground","med",600,1,1,1,0,2,"1","0","1","0",9,0,0,"Rhegmatorhina_melanosticta",203,"19_8_2011_pantiacolla_Rhegmatorhina melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta",600,NA,600,600,"Rhegmatorhina melanosticta","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"822","116233","P11","6233","P116233","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,1,1,1,0,1,"1","0","0","0",14,0,0,"Mionectes_olivaceus",210,"19_8_2011_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",600,NA,600,1262,"Mionectes olivaceus","pantiacolla",NA,19,8,2011,"2011-8-19",NA,2011-08-19,"231"
"823","116441","P11","6441","P116441","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,1,1,0,0,2,"1","0","1","0",0,0,0,NA,381,"4_9_2011_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",397,NA,397,1262,"Mionectes olivaceus","pantiacolla",NA,4,9,2011,"2011-9-4",NA,2011-09-04,"247"
"824","116443","P11","6443","P116443","Cyanocompsa_cyanoides","Cyanoloxia cyanoides","Cyanoloxia_cyanoides","Cardinalidae",1,26.23404255,"lowland_manu","ground","low",423.5,1,1,0,0,1,"-","-","-","0",0,0,0,NA,387,"4_9_2011_pantiacolla_Cyanocompsa cyanoides","Cyanocompsa cyanoides","Cyanoloxia_cyanoides",397,NA,397,423.5,"Cyanocompsa cyanoides","pantiacolla",NA,4,9,2011,"2011-9-4",NA,2011-09-04,"247"
"825","116485","P11","6485","P116485","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","low",1262,1,1,0,0,2,"0","2","0","0",0,0,0,NA,425,"6_9_2011_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",397,NA,397,1262,"Mionectes olivaceus","pantiacolla",NA,6,9,2011,"2011-9-6",NA,2011-09-06,"249"
"826","116487","P11","6487","P116487","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","med",1262,1,1,0,0,2,"0","1","1","0",0,0,0,NA,426,"6_9_2011_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",397,NA,397,1262,"Mionectes olivaceus","pantiacolla",NA,6,9,2011,"2011-9-6",NA,2011-09-06,"249"
"827","116489","P11","6489","P116489","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","med",1262,0,0,0,0,0,"0","0","0","0",0,0,0,NA,427,"6_9_2011_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",397,NA,397,1262,"Mionectes olivaceus","pantiacolla",NA,6,9,2011,"2011-9-6",NA,2011-09-06,"249"
"828","120616","P12","616","P120616","Ancistrops_strigilatus","Ancistrops strigilatus","Ancistrops_strigilatus","Furnariidae",1,33.46333333,"lowland_manu","ground-understory","low",476.5,1,0,1,0,3,"2","1","0","0",8,0,0,"Ancistrops_strigilatus",1055,"24_6_2012_pantiacolla_Ancistrops strigilatus","Ancistrops strigilatus","Ancistrops_strigilatus",438,NA,438,476.5,"Ancistrops strigilatus","pantiacolla",NA,24,6,2012,"2012-6-24",NA,2012-06-24,"176"
"829","130803","P13","803","P130803","Ramphotrigon_fuscicauda","Ramphotrigon fuscicauda","Ramphotrigon_fuscicauda","Tyrannidae",1,18.96923077,"lowland_manu","undersory-midhigh","high",431,1,0,1,0,0,"0","0","0","0",37,0,0,"Ramphotrigon_fuscicauda",5072,"31_10_2013_pantiacolla_Ramphotrigon fuscicauda",NA,"Ramphotrigon_fuscicauda",NA,NA,NA,431,"Ramphotrigon fuscicauda","pantiacolla",NA,31,10,2013,"2013-10-31",NA,2013-10-31,"304"
"830","120844A","P12","0844A","P120844A","Cyanocompsa_cyanoides","Cyanoloxia cyanoides","Cyanoloxia_cyanoides","Cardinalidae",1,26.23404255,"lowland_manu","ground","med",423.5,1,0,1,0,0,"0","0","0","0",24,0,0,"Cyanoloxia_cyanoides",1154,"13_8_2012_pantiacolla_Cyanocompsa cyanoides","Cyanocompsa cyanoides","Cyanoloxia_cyanoides",NA,NA,NA,423.5,"Cyanocompsa cyanoides","pantiacolla",NA,13,8,2012,"2012-8-13",NA,2012-08-13,"226"
"831","121028","P12","1028","P121028","Ancistrops_strigilatus","Ancistrops strigilatus","Ancistrops_strigilatus","Furnariidae",1,33.46333333,"lowland_manu","ground-understory","high",476.5,1,0,1,0,0,"0","0","0","0",4,0,0,"Ancistrops_strigilatus",1220,"3_9_2012_pantiacolla_Ancistrops strigilatus","Ancistrops strigilatus","Ancistrops_strigilatus",421,NA,421,476.5,"Ancistrops strigilatus","pantiacolla",NA,3,9,2012,"2012-9-3",NA,2012-09-03,"247"
"832","121441","P12","1441","P121441","Cyanocompsa_cyanoides","Cyanoloxia cyanoides","Cyanoloxia_cyanoides","Cardinalidae",1,26.23404255,"lowland_manu","ground","low",423.5,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1399,"27_10_2012_pantiacolla_Cyanocompsa cyanoides","Cyanocompsa cyanoides","Cyanoloxia_cyanoides",385,NA,385,423.5,"Cyanocompsa cyanoides","pantiacolla",NA,27,10,2012,"2012-10-27",NA,2012-10-27,"301"
"833","130185","P13","185","P130185","Cyanocompsa_cyanoides","Cyanoloxia cyanoides","Cyanoloxia_cyanoides","Cardinalidae",1,26.23404255,"lowland_manu","ground","low",423.5,1,1,1,0,2,"0","1","1","0",16,0,0,"Cyanoloxia_cyanoides",2973,"6_9_2013_pantiacolla_Cyanocompsa cyanoides","Cyanocompsa cyanoides","Cyanoloxia_cyanoides",398,NA,398,423.5,"Cyanocompsa cyanoides","pantiacolla",NA,6,9,2013,"2013-9-6",NA,2013-09-06,"249"
"834","130219","P13","219","P130219","Cyanocompsa_cyanoides","Cyanoloxia cyanoides","Cyanoloxia_cyanoides","Cardinalidae",1,26.23404255,"lowland_manu","ground","low",423.5,1,1,1,0,1,"1","0","0","0",3,0,0,"Cyanoloxia_cyanoides",2982,"7_9_2013_pantiacolla_Cyanocompsa cyanoides","Cyanocompsa cyanoides","Cyanoloxia_cyanoides",398,NA,398,423.5,"Cyanocompsa cyanoides","pantiacolla",NA,7,9,2013,"2013-9-7",NA,2013-09-07,"250"
"835","130491","P13","491","P130491","Rhegmatorhina_melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta","Thamnophilidae",0,32.28411765,"lowland_manu","ground","low",600,1,0,1,0,0,"0","0","0","0",2,0,0,"Rhegmatorhina_melanosticta",3135,"25_9_2013_pantiacolla_Rhegmatorhina melanosticta","Rhegmatorhina melanosticta","Rhegmatorhina_melanosticta",395,NA,395,600,"Rhegmatorhina melanosticta","pantiacolla",NA,25,9,2013,"2013-9-25",NA,2013-09-25,"268"
"836","120029","TU12","29","TU120029","Rhynchocyclus_fulvipectus","Rhynchocyclus fulvipectus","Rhynchocyclus_fulvipectus","Tyrannidae",1,24.23724138,"high_montane_manu","understory","low",1365,0,0,0,0,0,"0","0","0","0",0,0,0,NA,4701,"14_10_2012_san_pedro_Rhynchocyclus fulvipectus",NA,"Rhynchocyclus_fulvipectus",NA,NA,NA,1365,"Rhynchocyclus fulvipectus","san_pedro",NA,14,10,2012,"2012-10-14",NA,2012-10-14,"288"
"837","121006","P12","P121006","P121006","Rupicola_peruvianus","Rupicola peruvianus","Rupicola_peruvianus","Cotingidae",0,207.3219231,"lowland_manu","ground-midhigh","low",1362,1,1,0,0,11,"2","0","9","0",0,0,0,NA,NA,NA,NA,"Rupicola_peruvianus",NA,NA,NA,1362,NA,NA,NA,NA,NA,NA,NA,"check date",NA,NA
"838","130372","P13","372","P130372","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"lowland_manu","understory","med",1262,1,1,1,0,14,"2","6","6","0",18,0,0,"Mionectes_olivaceus",3071,"19_9_2013_pantiacolla_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",410,NA,410,1262,"Mionectes olivaceus","pantiacolla",NA,19,9,2013,"2013-9-19",NA,2013-09-19,"262"
"839","120072","SP12","72","SP120072","Tangara_arthus","Tangara arthus","Tangara_arthus","Thraupidae",1,21.19101695,"montane_manu","midhigh","low",1308.5,1,0,1,0,0,"0","0","0","0",44,0,0,"Tangara_arthus",4587,"29_6_2012_san_pedro_Tangara arthus",NA,"Tangara_arthus",NA,NA,1387,1308.5,"Tangara arthus","san_pedro",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"840","121138","SP12","1138","SP121138","Tangara_arthus","Tangara arthus","Tangara_arthus","Thraupidae",1,21.19101695,"montane_manu","midhigh","low",1308.5,1,1,1,0,1,"1","0","0","0",4,0,0,"Tangara_arthus",4640,"17_10_2012_san_pedro_Tangara arthus",NA,"Tangara_arthus",NA,NA,1387,1308.5,"Tangara arthus","san_pedro",NA,17,10,2012,"2012-10-17",NA,2012-10-17,"291"
"841","110164","SP11","164","SP110164","Sporophila_nigricollis","Sporophila nigricollis","Sporophila_nigricollis","Emberizidae",0,11.3925,"montane_manu","understory","med",1337,1,0,1,0,0,"0","0","0","0",16,0,0,"Sporophila_nigricollis",830,"5_10_2011_san_pedro_Sporophila nigricollis","Sporophila nigricollis","Sporophila_nigricollis",1337,NA,1337,1337,"Sporophila nigricollis","san_pedro",NA,5,10,2011,"2011-10-5",NA,2011-10-05,"278"
"842","110196","SP11","196","SP110196","Sporophila_nigricollis","Sporophila nigricollis","Sporophila_nigricollis","Emberizidae",0,11.3925,"montane_manu","understory","low",1337,1,0,1,0,0,"0","0","0","0",1,0,0,"Sporophila_nigricollis",849,"8_10_2011_san_pedro_Sporophila nigricollis","Sporophila nigricollis","Sporophila_nigricollis",1337,NA,1337,1337,"Sporophila nigricollis","san_pedro",NA,8,10,2011,"2011-10-8",NA,2011-10-08,"281"
"843","110197","SP11","197","SP110197","Sporophila_nigricollis","Sporophila nigricollis","Sporophila_nigricollis","Emberizidae",0,11.3925,"montane_manu","understory","low",1337,0,0,0,0,0,"0","0","0","0",0,0,0,NA,850,"8_10_2011_san_pedro_Sporophila nigricollis","Sporophila nigricollis","Sporophila_nigricollis",1337,NA,1337,1337,"Sporophila nigricollis","san_pedro",NA,8,10,2011,"2011-10-8",NA,2011-10-08,"281"
"844","116163","P11","6163","P116163","Thamnomanes_ardesiacus","Thamnomanes ardesiacus","Thamnomanes_ardesiacus","Thamnophilidae",1,18.58714286,"lowland_manu","midhigh","low",421,1,0,1,0,0,"0","0","0","0",14,0,0,"Thamnomanes_ardesiacus",4217,"20_8_2011_pantiacolla_Thamnomanes ardesiacus",NA,"Thamnomanes_ardesiacus",NA,NA,NA,421,"Thamnomanes ardesiacus","pantiacolla",NA,20,8,2011,"2011-8-20","check date",2011-08-20,"232"
"845","120070","SP12","70","SP120070","Diglossa_glauca","Diglossa glauca","Diglossa_glauca","Thraupidae",1,12.82984848,"montane_manu","midhigh","low",1758,1,1,1,0,4,"2","1","1","yes",118,0,0,"Diglossa_glauca",2228,"29_6_2012_san_pedro_Diglossa glauca","Diglossa glauca","Diglossa_glauca",1387,NA,1387,1758,"Diglossa glauca","san_pedro",NA,29,6,2012,"2012-6-29",NA,2012-06-29,"181"
"846","121054","SP12","1054","SP121054","Ammodramus_aurifrons","Ammodramus aurifrons","Ammodramus_aurifrons","Emberizidae",0,17.815,"montane_manu","ground","low",387,1,0,1,0,0,"0","0","0","0",1,0,0,"Ammodramus_aurifrons",1972,"29_9_2012_san_pedro_Ammodramus aurifrons","Ammodramus aurifrons","Ammodramus_aurifrons",1337,NA,1337,387,"Ammodramus aurifrons","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"847","121051","SP12","1051","SP121051","Xiphorhynchus_triangularis","Xiphorhynchus triangularis","Xiphorhynchus_triangularis","Dendrocolaptidae",1,43.98926829,"montane_manu","midhigh","low",1501,0,0,0,0,0,"0","0","0","0",0,0,0,NA,1957,"29_9_2012_san_pedro_Xiphorhynchus triangularis","Xiphorhynchus triangularis","Xiphorhynchus_triangularis",1337,NA,1337,1501,"Xiphorhynchus triangularis","san_pedro",NA,29,9,2012,"2012-9-29",NA,2012-09-29,"273"
"848","121114","SP12","1114","SP121114","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"montane_manu","understory","med",1262,1,1,1,0,4,"1","0","3","0",13,0,0,"Mionectes_olivaceus",1812,"4_10_2012_san_pedro_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",1339,NA,1339,1262,"Mionectes olivaceus","san_pedro",NA,4,10,2012,"2012-10-4",NA,2012-10-04,"278"
"849","121171","SP12","1171","SP121171","Mionectes_olivaceus","Mionectes olivaceus","Mionectes_olivaceus","Tyrannidae",1,14.85200461,"montane_manu","understory","low",1262,1,1,1,0,3,"0","2","1","0",12,0,0,"Mionectes_olivaceus",1843,"22_10_2012_san_pedro_Mionectes olivaceus","Mionectes olivaceus","Mionectes_olivaceus",1418,NA,1418,1262,"Mionectes olivaceus","san_pedro",NA,22,10,2012,"2012-10-22",NA,2012-10-22,"296"
