,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,x,ectoparasite_code,species_taxonomy_SACC_2021,elevation_all_years,net_elevation,elevation_extrapolated_date,elevation_midpoint.1,Species_parameters,Station,X,species.y,degree,w_degree,elevation,date,year_seasonality,degree_species,degree_w_species
147,120767,SP12,767,SP120767,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,1,0,0,4,1,3,0,0,0,0,0,NA,1678,10_8_2012_san_pedro_Leptopogon superciliaris,Leptopogon_superciliaris,1395,NA,1395,1387,Leptopogon superciliaris,san_pedro,147,Leptopogon_superciliaris,77,9.064686966,1395,2012-08-10,223,111,10.01949443
148,120769,SP12,769,SP120769,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,40,35,35,Premnoplex_brunnescens,1680,10_8_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1395,NA,1395,1366,Premnoplex brunnescens,san_pedro,148,Premnoplex_brunnescens,5,0.429296484,1395,2012-08-10,223,5,0.429296484
149,120787,SP12,787,SP120787,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,0,1,0,0,0,0,0,0,1,0,0,Tangara_arthus,1686,11_8_2012_san_pedro_Tangara arthus,Tangara_arthus,1395,NA,1395,1308.5,Tangara arthus,san_pedro,149,Tangara_arthus,75,9.603873089,1395,2012-08-11,224,102,10.47767758
150,120792,SP12,792,SP120792,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,2,1,1,0,1,0,0,1,0,1,0,0,Chlorospingus_flavigularis,1909,13_8_2012_san_pedro_Chlorospingus flavigularis,Chlorospingus_flavigularis,1362,NA,1362,1362,Chlorospingus flavigularis,san_pedro,150,Chlorospingus_flavigularis,80,9.59592056,1362,2012-08-13,226,106,10.27773746
151,120804,SP12,804,SP120804,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,1,0,0,Premnoplex_brunnescens,1918,15_8_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1362,NA,1362,1366,Premnoplex brunnescens,san_pedro,151,Premnoplex_brunnescens,5,0.429296484,1362,2012-08-15,228,5,0.429296484
152,120857,SP12,857,SP120857,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,6,5,5,Premnoplex_brunnescens,1661,29_8_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1376,NA,1376,1366,Premnoplex brunnescens,san_pedro,152,Premnoplex_brunnescens,5,0.429296484,1376,2012-08-29,242,5,0.429296484
153,120861,SP12,861,SP120861,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,1,1,0,0,5,3,0,2,0,0,0,0,NA,1660,29_8_2012_san_pedro_Anabacerthia striaticollis,Anabacerthia_striaticollis,1376,NA,1376,1397,Anabacerthia striaticollis,san_pedro,153,Anabacerthia_striaticollis,67,8.122886626,1376,2012-08-29,242,78,8.768245732
154,120880,SP12,880,SP120880,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1673,30_8_2012_san_pedro_Chlorospingus flavigularis,Chlorospingus_flavigularis,1376,NA,1376,1362,Chlorospingus flavigularis,san_pedro,154,Chlorospingus_flavigularis,79,9.554253893,1376,2012-08-30,243,106,10.27773746
155,120885,SP12,885,SP120885,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,1,0,0,25,12,9,4,0,0,0,0,NA,1696,2_9_2012_san_pedro_Chlorospingus flavigularis,Chlorospingus_flavigularis,1395,NA,1395,1362,Chlorospingus flavigularis,san_pedro,155,Chlorospingus_flavigularis,79,9.546871095,1395,2012-09-02,246,106,10.27773746
156,120889,SP12,889,SP120889,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,1,0,1,0,0,0,0,0,0,2,0,1,Leptopogon_superciliaris,1694,2_9_2012_san_pedro_Leptopogon superciliaris,Leptopogon_superciliaris,1395,NA,1395,1387,Leptopogon superciliaris,san_pedro,156,Leptopogon_superciliaris,77,9.064686966,1395,2012-09-02,246,111,10.01949443
157,120890,SP12,890,SP120890,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,2,2,2,Premnoplex_brunnescens,1691,2_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1395,NA,1395,1366,Premnoplex brunnescens,san_pedro,157,Premnoplex_brunnescens,5,0.429296484,1395,2012-09-02,246,5,0.429296484
158,120938,SP12,938,SP120938,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,2,1,1,0,10,2,1,7,0,15,0,0,Chlorospingus_flavigularis,1708,4_9_2012_san_pedro_Chlorospingus flavigularis,Chlorospingus_flavigularis,1395,NA,1395,1362,Chlorospingus flavigularis,san_pedro,158,Chlorospingus_flavigularis,79,9.546871095,1395,2012-09-04,248,106,10.27773746
159,120993,SP12,993,SP120993,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,2,1,1,0,7,5,0,2,0,2,0,0,Chlorospingus_flavigularis,1923,23_9_2012_san_pedro_Chlorospingus flavigularis,Chlorospingus_flavigularis,1362,NA,1362,1362,Chlorospingus flavigularis,san_pedro,159,Chlorospingus_flavigularis,80,9.59592056,1362,2012-09-23,267,106,10.27773746
160,120998,SP12,998,SP120998,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,2,1,1,0,1,1,0,0,0,20,15,15,Premnoplex_brunnescens,1925,24_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1362,NA,1362,1366,Premnoplex brunnescens,san_pedro,160,Premnoplex_brunnescens,5,0.429296484,1362,2012-09-24,268,5,0.429296484
161,121004,SP12,1004,SP121004,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,56,55,55,Premnoplex_brunnescens,1926,24_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1362,NA,1362,1366,Premnoplex brunnescens,san_pedro,161,Premnoplex_brunnescens,5,0.429296484,1362,2012-09-24,268,5,0.429296484
162,121023,SP12,1023,SP121023,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,2,1,1,0,1,1,0,0,0,18,18,18,Premnoplex_brunnescens,1944,27_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1337,NA,1337,1366,Premnoplex brunnescens,san_pedro,162,Premnoplex_brunnescens,5,0.429296484,1337,2012-09-27,271,5,0.429296484
163,121029,SP12,1029,SP121029,Rhynchocyclus_fulvipectus,Rhynchocyclus fulvipectus,Rhyncgocyclus_fulvipectus,Tyrannidae,1,24.23724138,montane_manu,understory,low,1365,1,1,0,1,0,0,0,0,0,0,4,0,0,Rhyncgocyclus_fulvipectus,1951,27_9_2012_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1337,NA,1337,1365,Rhynchocyclus fulvipectus,san_pedro,163,Rhynchocyclus_fulvipectus,14,1.348078439,1337,2012-09-27,271,14,1.348078439
164,121038,SP12,1038,SP121038,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,2,1,1,0,1,0,0,1,0,4,0,0,Leptopogon_superciliaris,1949,27_9_2012_san_pedro_Leptopogon superciliaris,Leptopogon_superciliaris,1337,NA,1337,1387,Leptopogon superciliaris,san_pedro,164,Leptopogon_superciliaris,77,9.094071822,1337,2012-09-27,271,111,10.01949443
165,121091,SP12,1091,SP121091,Leptopogon_superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,13.20830645,montane_manu,midhigh,low,1387,1,2,1,1,0,1,1,0,0,0,1,0,0,Leptopogon_superciliaris,2013,2_10_2012_san_pedro_Leptopogon superciliaris,Leptopogon_superciliaris,1302,NA,1302,1387,Leptopogon superciliaris,san_pedro,165,Leptopogon_superciliaris,79,9.006180593,1302,2012-10-02,276,111,10.01949443
166,121104,SP12,1104,SP121104,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,1,0,1,0,0,0,0,0,0,18,0,0,Tangara_arthus,2028,3_10_2012_san_pedro_Tangara arthus,Tangara_arthus,1302,NA,1302,1308.5,Tangara arthus,san_pedro,166,Tangara_arthus,79,9.74769531,1302,2012-10-03,277,102,10.47767758
167,121151,SP12,1151,SP121151,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,1,0,1,0,0,0,0,0,0,3,0,0,Anabacerthia_striaticollis,1816,18_10_2012_san_pedro_Anabacerthia striaticollis,Anabacerthia_striaticollis,1339,NA,1339,1397,Anabacerthia striaticollis,san_pedro,167,Anabacerthia_striaticollis,67,8.122886626,1339,2012-10-18,292,78,8.768245732
168,121212,SP12,1212,SP121212,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,1,0,0,0,4,0,0,Basileuterus_tristriatus,1867,23_10_2012_san_pedro_Basileuterus tristriatus,Basileuterus_tristriatus,1418,NA,1418,1459,Basileuterus tristriatus,san_pedro,168,Basileuterus_tristriatus,61,7.462591448,1418,2012-10-23,297,66,7.910535746
169,121267,SP12,1267,SP121267,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,105,99,99,Premnoplex_brunnescens,2105,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1307,NA,1307,1366,Premnoplex brunnescens,san_pedro,169,Premnoplex_brunnescens,5,0.429296484,1307,2012-11-07,312,5,0.429296484
170,121269,SP12,1269,SP121269,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,464,342,342,Premnoplex_brunnescens,2106,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1307,NA,1307,1366,Premnoplex brunnescens,san_pedro,170,Premnoplex_brunnescens,5,0.429296484,1307,2012-11-07,312,5,0.429296484
171,121270,SP12,1270,SP121270,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,31,28,28,Premnoplex_brunnescens,2107,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1307,NA,1307,1366,Premnoplex brunnescens,san_pedro,171,Premnoplex_brunnescens,5,0.429296484,1307,2012-11-07,312,5,0.429296484
172,121282,SP12,1282,SP121282,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,122,105,105,Premnoplex_brunnescens,2108,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1307,NA,1307,1366,Premnoplex brunnescens,san_pedro,172,Premnoplex_brunnescens,5,0.429296484,1307,2012-11-07,312,5,0.429296484
173,121308,SP12,1308,SP121308,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,2,1,1,0,1,0,1,0,0,1,0,0,Tangara_arthus,2186,10_11_2012_san_pedro_Tangara arthus,Tangara_arthus,1262,NA,1262,1308.5,Tangara arthus,san_pedro,173,Tangara_arthus,79,9.647596103,1262,2012-11-10,315,102,10.47767758
174,121337,SP12,1337,SP121337,Chlorospingus_flavigularis,Chlorospingus flavigularis,Chlorospingus_flavigularis,Thraupidae,1,25.95577586,montane_manu,understory,low,1362,1,1,0,1,0,0,0,0,0,0,1,0,0,Chlorospingus_flavigularis,2205,11_11_2012_san_pedro_Chlorospingus flavigularis,Chlorospingus_flavigularis,1262,NA,1262,1362,Chlorospingus flavigularis,san_pedro,174,Chlorospingus_flavigularis,83,9.494425342,1262,2012-11-11,316,106,10.27773746
175,121360,SP12,1360,SP121360,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,1,0,1,0,0,0,0,0,0,10,0,0,Myioborus_miniatus,1608,16_11_2012_san_pedro_Myioborus miniatus,Myioborus_miniatus,1449,NA,1449,1404,Myioborus miniatus,san_pedro,175,Myioborus_miniatus,80,9.644690932,1449,2012-11-16,321,119,10.67468762
176,121362,SP12,1362,SP121362,Myioborus_miniatus,Myioborus miniatus,Myioborus_miniatus,Parulidae,1,9.782295082,montane_manu,midhigh,low,1404,1,2,1,1,0,6,1,0,5,0,70,0,0,Myioborus_miniatus,1609,16_11_2012_san_pedro_Myioborus miniatus,Myioborus_miniatus,1449,NA,1449,1404,Myioborus miniatus,san_pedro,176,Myioborus_miniatus,80,9.644690932,1449,2012-11-16,321,119,10.67468762
177,120643,W12,643,W120643,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4949,9_10_2012_wayqecha_Hemispingus atropileus,Kleinothraupis_atropileus,NA,NA,3013,2742,Hemispingus atropileus,wayqecha,177,Kleinothraupis_atropileus,32,5.427662097,3013,2012-10-09,283,58,7.555573571
178,120646,W12,646,W120646,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,low,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4950,9_10_2012_wayqecha_Hemispingus atropileus,Kleinothraupis_atropileus,NA,NA,3013,2742,Hemispingus atropileus,wayqecha,178,Kleinothraupis_atropileus,32,5.427662097,3013,2012-10-09,283,58,7.555573571
179,120709,W12,709,W120709,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,1,0,1,0,0,0,0,0,0,21,0,0,Kleinothraupis_atropileus,4960,16_10_2012_wayqecha_Hemispingus atropileus,Kleinothraupis_atropileus,NA,NA,2742,2742,Hemispingus atropileus,wayqecha,179,Kleinothraupis_atropileus,51,7.176187748,2742,2012-10-16,290,58,7.555573571
180,121433,SP12,1433,SP121433,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,0,1,0,0,0,0,0,0,17,0,0,Basileuterus_tristriatus,1645,25_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus_tristriatus,1573,NA,1573,1459,Basileuterus tristriatus,san_pedro,180,Basileuterus_tristriatus,60,7.59063163,1573,2012-11-25,330,66,7.910535746
181,121435,SP12,1435,SP121435,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,5,5,0,0,0,7,0,0,Basileuterus_tristriatus,1646,25_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus_tristriatus,1573,NA,1573,1459,Basileuterus tristriatus,san_pedro,181,Basileuterus_tristriatus,60,7.59063163,1573,2012-11-25,330,66,7.910535746
182,120016,TL12,16,TL120016,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,2,1,1,0,6,0,3,3,0,21,0,0,Chlorospingus_ophthalmicus,1731,28_10_2012_san_pedro_Chlorospingus ophthalmicus,Chlorospingus_flavopectus,1514,NA,1514,1821,Chlorospingus ophthalmicus,san_pedro,182,Chlorospingus_flavopectus,53,6.073339154,1514,2012-10-28,302,58,6.352051618
183,120020,TL12,20,TL120020,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,1,1,0,1,0,0,0,0,0,0,2,0,0,Anabacerthia_striaticollis,1735,28_10_2012_san_pedro_Anabacerthia striaticollis,Anabacerthia_striaticollis,1514,NA,1514,1397,Anabacerthia striaticollis,san_pedro,183,Anabacerthia_striaticollis,68,8.271053919,1514,2012-10-28,302,78,8.768245732
184,120033,TL12,33,TL120033,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,2,1,1,0,11,2,1,0,0,59,0,1,Chlorospingus_ophthalmicus,1732,28_10_2012_san_pedro_Chlorospingus ophthalmicus,Chlorospingus_flavopectus,1514,NA,1514,1821,Chlorospingus ophthalmicus,san_pedro,184,Chlorospingus_flavopectus,53,6.073339154,1514,2012-10-28,302,58,6.352051618
185,120034,TL12,34,TL120034,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,1,2,1,1,0,2,1,1,0,0,2,0,1,Chlorospingus_ophthalmicus,1733,28_10_2012_san_pedro_Chlorospingus ophthalmicus,Chlorospingus_flavopectus,1514,NA,1514,1821,Chlorospingus ophthalmicus,san_pedro,185,Chlorospingus_flavopectus,53,6.073339154,1514,2012-10-28,302,58,6.352051618
186,120047,TL12,47,TL120047,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,18,11,11,Premnoplex_brunnescens,1770,29_10_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1514,NA,1514,1366,Premnoplex brunnescens,san_pedro,186,Premnoplex_brunnescens,5,0.429296484,1514,2012-10-29,303,5,0.429296484
187,120052,TL12,52,TL120052,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,2,1,1,0,2,2,0,0,0,16,16,16,Chlorochrysa_calliparaea,1759,29_10_2012_san_pedro_Chlorochrysa calliparaea,Chlorochrysa_calliparaea,1514,NA,1514,1387,Chlorochrysa calliparaea,san_pedro,187,Chlorochrysa_calliparaea,78,10.20903393,1514,2012-10-29,303,106,11.10692484
188,120054,TL12,54,TL120054,Pyrrhomyias_cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,11.10103448,montane_manu,understory,low,2324,1,1,0,1,0,0,0,0,0,0,3,0,0,Pyrrhomyias_cinnamomeus,1760,29_10_2012_san_pedro_Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,1514,NA,1514,2324,Pyrrhomyias cinnamomeus,san_pedro,188,Pyrrhomyias_cinnamomeus,67,5.02248549,1514,2012-10-29,303,102,8.938209634
189,120058,TL12,58,TL120058,Chlorospingus_ophthalmicus,Chlorospingus flavopectus,Chlorospingus_ophthalmicus,Thraupidae,1,21.97914286,montane_manu,other,low,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1761,29_10_2012_san_pedro_Chlorospingus ophthalmicus,Chlorospingus_flavopectus,1514,NA,1514,1821,Chlorospingus ophthalmicus,san_pedro,189,Chlorospingus_flavopectus,53,6.073339154,1514,2012-10-29,303,58,6.352051618
190,120075,TL12,75,TL120075,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1788,31_10_2012_san_pedro_Anabacerthia striaticollis,Anabacerthia_striaticollis,1735,NA,1735,1397,Anabacerthia striaticollis,san_pedro,190,Anabacerthia_striaticollis,50,6.655030198,1735,2012-10-31,305,78,8.768245732
191,120082,TL12,82,TL120082,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,66,57,57,Premnoplex_brunnescens,1786,31_10_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1735,NA,1735,1366,Premnoplex brunnescens,san_pedro,191,Premnoplex_brunnescens,4,0.338387393,1735,2012-10-31,305,5,0.429296484
192,120093,TL12,93,TL120093,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,1,0,1,0,0,0,0,0,0,2,0,0,Chlorochrysa_calliparaea,1798,1_11_2012_san_pedro_Chlorochrysa calliparaea,Chlorochrysa_calliparaea,1735,NA,1735,1387,Chlorochrysa calliparaea,san_pedro,192,Chlorochrysa_calliparaea,58,8.358692249,1735,2012-11-01,306,106,11.10692484
193,120094,TL12,94,TL120094,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,0,1,0,0,6,0,1,Basileuterus_tristriatus,1795,1_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus_tristriatus,1735,NA,1735,1459,Basileuterus tristriatus,san_pedro,193,Basileuterus_tristriatus,45,6.394010444,1735,2012-11-01,306,66,7.910535746
194,120095,TL12,95,TL120095,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,0,1,0,0,3,0,0,Basileuterus_tristriatus,1796,1_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus_tristriatus,1735,NA,1735,1459,Basileuterus tristriatus,san_pedro,194,Basileuterus_tristriatus,45,6.394010444,1735,2012-11-01,306,66,7.910535746
195,120104,TL12,104,TL120104,Tangara_arthus,Tangara arthus,Tangara_arthus,Thraupidae,1,21.19101695,montane_manu,midhigh,low,1308.5,1,2,1,1,0,7,2,4,1,0,12,0,0,Tangara_arthus,1801,1_11_2012_san_pedro_Tangara arthus,Tangara_arthus,1735,NA,1735,1308.5,Tangara arthus,san_pedro,195,Tangara_arthus,55,7.203465857,1735,2012-11-01,306,102,10.47767758
196,120109,TL12,109,TL120109,Anabacerthia_striaticollis,Anabacerthia striaticollis,Anabacerthia_striaticollis,Furnariidae,1,24.58886525,montane_manu,midhigh,low,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1809,2_11_2012_san_pedro_Anabacerthia striaticollis,Anabacerthia_striaticollis,1735,NA,1735,1397,Anabacerthia striaticollis,san_pedro,196,Anabacerthia_striaticollis,50,6.655030198,1735,2012-11-02,307,78,8.768245732
197,120111,TL12,111,TL120111,Premnoplex_brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,15.77809045,montane_manu,understory,low,1366,1,1,0,1,0,0,0,0,0,0,198,198,198,Premnoplex_brunnescens,1807,2_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex_brunnescens,1735,NA,1735,1366,Premnoplex brunnescens,san_pedro,197,Premnoplex_brunnescens,4,0.338387393,1735,2012-11-02,307,5,0.429296484
198,120719,W12,719,W120719,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,1,0,1,0,0,0,0,0,0,5,0,0,Kleinothraupis_atropileus,4961,16_10_2012_wayqecha_Hemispingus atropileus,Kleinothraupis_atropileus,NA,NA,2742,2742,Hemispingus atropileus,wayqecha,198,Kleinothraupis_atropileus,51,7.176187748,2742,2012-10-16,290,58,7.555573571
199,120065,TU12,65,TU120065,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,2,1,1,0,4,1,2,1,0,16,0,0,Chlorornis_riefferii,2266,16_10_2012_san_pedro_Chlorornis riefferii,Chlorornis_riefferii,2728,NA,2728,2728,Chlorornis riefferii,san_pedro,199,Chlorornis_riefferii,43,6.149474048,2728,2012-10-16,290,49,6.446265492
200,120066,TU12,66,TU120066,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,low,2728,1,1,0,1,0,0,0,0,0,0,3,0,0,Chlorornis_riefferii,2267,16_10_2012_san_pedro_Chlorornis riefferii,Chlorornis_riefferii,2728,NA,2728,2728,Chlorornis riefferii,san_pedro,200,Chlorornis_riefferii,43,6.149474048,2728,2012-10-16,290,49,6.446265492
201,120696,W12,696,W120696,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,1,0,1,0,0,0,0,0,0,1,0,0,Kleinothraupis_atropileus,4956,15_10_2012_wayqecha_Hemispingus atropileus,Kleinothraupis_atropileus,NA,NA,2742,2742,Hemispingus atropileus,wayqecha,201,Kleinothraupis_atropileus,51,7.176187748,2742,2012-10-15,289,58,7.555573571
202,120753,W12,753,W120753,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,1,0,1,0,0,0,0,0,0,85,0,0,Kleinothraupis_atropileus,4963,17_10_2012_wayqecha_Hemispingus atropileus,Kleinothraupis_atropileus,NA,NA,2742,2742,Hemispingus atropileus,wayqecha,202,Kleinothraupis_atropileus,51,7.176187748,2742,2012-10-17,291,58,7.555573571
203,120760,W12,760,W120760,Hemispingus_atropileus,Kleinothraupis atropileus,Kleinothraupis_atropileus,Thraupidae,1,20.552,high_montane_manu,understory,med,2742,1,1,0,1,0,0,0,0,0,0,2,0,0,Kleinothraupis_atropileus,4967,17_10_2012_wayqecha_Hemispingus atropileus,Kleinothraupis_atropileus,NA,NA,2742,2742,Hemispingus atropileus,wayqecha,203,Kleinothraupis_atropileus,51,7.176187748,2742,2012-10-17,291,58,7.555573571
