,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,x,ectoparasite_code,species_taxonomy_SACC_2021,elevation_all_years,net_elevation,elevation_extrapolated_date,elevation_midpoint.1,Species_parameters,Station,X,species.y,degree,w_degree,elevation,date,year_seasonality,degree_species,degree_w_species
267,130298,W13,298,W130298,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,med,2742,1,2,1,1,0,1,0,0,1,0,6,0,0,Arremon_torquatus,4086,18_9_2013_wayqecha_Arremon torquatus,Arremon_torquatus,2788,NA,2788,2742,Arremon torquatus,wayqecha,267,Arremon_torquatus,10,0.555642463,2788,2013-09-18,261,10,0.555642463
268,130330,W13,330,W130330,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,high,2728,1,2,1,1,0,3,1,1,1,0,7,0,0,Chlorornis_riefferii,3920,25_9_2013_wayqecha_Chlorornis riefferii,Chlorornis_riefferii,2681,NA,2681,2728,Chlorornis riefferii,wayqecha,268,Chlorornis_riefferii,45,6.237709342,2681,2013-09-25,268,49,6.446265492
269,130349,W13,349,W130349,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,2,1,1,0,1,0,1,0,0,14,0,0,Arremon_torquatus,3919,25_9_2013_wayqecha_Atlapetes melanolaemus,Atlapetes_melanolaemus,2681,NA,2681,2742,Atlapetes melanolaemus,wayqecha,269,Atlapetes_melanolaemus,44,5.005543452,2681,2013-09-25,268,10,0.555642463
270,130351,W13,351,W130351,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3954,28_9_2013_wayqecha_Myioborus melanocephalus,Myioborus_melanocephalus,2742,NA,2742,2578,Myioborus melanocephalus,wayqecha,270,Myioborus_melanocephalus,54,7.717719065,2742,2013-09-28,271,69,8.183346828
271,130353,W13,353,W130353,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3955,28_9_2013_wayqecha_Myioborus melanocephalus,Myioborus_melanocephalus,2742,NA,2742,2578,Myioborus melanocephalus,wayqecha,271,Myioborus_melanocephalus,54,7.717719065,2742,2013-09-28,271,69,8.183346828
272,120455,W12,455,W120455,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4918,3_9_2012_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2816,2859,Iridisornis jelskii,wayqecha,272,Iridosornis_jelskii,22,2.531729659,2816,2012-09-03,247,23,2.685575813
273,120468,W12,468,W120468,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii,4922,5_9_2012_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2816,2859,Iridisornis jelskii,wayqecha,273,Iridosornis_jelskii,22,2.531729659,2816,2012-09-05,249,23,2.685575813
274,120474,W12,474,W120474,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,1,0,1,0,0,0,0,0,0,2,1,1,Iridosornis_jelskii,4923,6_9_2012_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2816,2859,Iridisornis jelskii,wayqecha,274,Iridosornis_jelskii,22,2.531729659,2816,2012-09-06,250,23,2.685575813
275,130416,W13,416,W130416,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,med,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4021,2_10_2013_wayqecha_Myioborus melanocephalus,Myioborus_melanocephalus,2833,NA,2833,2578,Myioborus melanocephalus,wayqecha,275,Myioborus_melanocephalus,49,7.506924717,2833,2013-10-02,275,69,8.183346828
276,130429,W13,429,W130429,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,1,0,1,0,0,0,0,0,0,7,0,0,Chlorornis_riefferii,3692,6_10_2013_wayqecha_Chlorornis riefferii,Chlorornis_riefferii,2995,NA,2995,2728,Chlorornis riefferii,wayqecha,276,Chlorornis_riefferii,30,4.916645873,2995,2013-10-06,279,49,6.446265492
277,130445,W13,445,W130445,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,1,0,1,0,0,0,0,0,0,16,0,0,Anisognathus_igniventris,4040,9_10_2013_wayqecha_Anisognathus igniventris,Anisognathus_igniventris,3013,NA,3013,2932,Anisognathus igniventris,wayqecha,277,Anisognathus_igniventris,31,4.755477215,3013,2013-10-09,282,40,5.462899245
278,121223,W12,1223,W121223,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,1,0,1,0,0,0,0,0,0,2,0,0,Iridosornis_jelskii,5015,11_12_2012_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2617,2859,Iridisornis jelskii,wayqecha,278,Iridosornis_jelskii,20,1.976174103,2617,2012-12-11,346,23,2.685575813
279,130637,W13,637,W130637,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,2,1,1,0,7,3,2,2,0,189,2,2,Iridosornis_jelskii,5304,9_11_2013_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2521,2859,Iridisornis jelskii,wayqecha,279,Iridosornis_jelskii,19,1.865062992,2521,2013-11-09,313,23,2.685575813
280,130560,W13,560,W130560,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,2,1,1,0,3,1,1,1,0,2,0,0,Arremon_torquatus,3771,31_10_2013_wayqecha_Arremon torquatus,Arremon_torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha,280,Arremon_torquatus,10,0.555642463,2650,2013-10-31,304,10,0.555642463
281,130561,W13,561,W130561,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,0,1,0,0,0,0,0,0,38,0,1,Arremon_torquatus,3772,31_10_2013_wayqecha_Arremon torquatus,Arremon_torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha,281,Arremon_torquatus,10,0.555642463,2650,2013-10-31,304,10,0.555642463
282,130572,W13,572,W130572,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,2,1,1,0,1,0,1,0,0,22,0,1,Arremon_torquatus,3780,2_11_2013_wayqecha_Arremon torquatus,Arremon_torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha,282,Arremon_torquatus,10,0.555642463,2650,2013-11-02,306,10,0.555642463
283,130633,W13,633,W130633,Myioborus_melanocephalus,Myioborus melanocephalus,Myioborus_melanocephalus,Parulidae,1,11.53984848,high_montane_manu,canopy,low,2578,1,1,0,1,0,0,0,0,0,0,9,0,0,Myioborus_melanocephalus,3836,9_11_2013_wayqecha_Myioborus melanocephalus,Myioborus_melanocephalus,2521,NA,2521,2578,Myioborus melanocephalus,wayqecha,283,Myioborus_melanocephalus,55,7.563538819,2521,2013-11-09,313,69,8.183346828
284,130676,W13,676,W130676,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,low,2859,1,2,1,1,0,8,3,0,0,0,41,0,0,Iridosornis_jelskii,5305,12_11_2013_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2617,2859,Iridisornis jelskii,wayqecha,284,Iridosornis_jelskii,20,1.976174103,2617,2013-11-12,316,23,2.685575813
285,130897,W13,897,W130897,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,2,1,1,0,1,0,1,0,0,53,0,0,Iridosornis_jelskii,5315,27_11_2013_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2995,2859,Iridisornis jelskii,wayqecha,285,Iridosornis_jelskii,21,2.483555611,2995,2013-11-27,331,23,2.685575813
286,130898,W13,898,W130898,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,2,1,1,0,19,10,6,3,0,115,0,0,Iridosornis_jelskii,5316,28_11_2013_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2995,2859,Iridisornis jelskii,wayqecha,286,Iridosornis_jelskii,21,2.483555611,2995,2013-11-28,332,23,2.685575813
287,130677,W13,677,W130677,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,2,1,1,0,11,2,7,2,0,191,0,0,Chlorornis_riefferii,3878,12_11_2013_wayqecha_Chlorornis riefferii,Chlorornis_riefferii,2617,NA,2617,2728,Chlorornis riefferii,wayqecha,287,Chlorornis_riefferii,44,6.185077763,2617,2013-11-12,316,49,6.446265492
288,130700,W13,700,W130700,Chlorornis_riefferii,Chlorornis riefferii,Chlorornis_riefferii,Thraupidae,1,48.93459016,high_montane_manu,midhigh,med,2728,1,2,1,1,0,6,2,2,1,0,27,0,0,Chlorornis_riefferii,3885,13_11_2013_wayqecha_Chlorornis riefferii,Chlorornis_riefferii,2617,NA,2617,2728,Chlorornis riefferii,wayqecha,288,Chlorornis_riefferii,44,6.185077763,2617,2013-11-13,317,49,6.446265492
289,130914,W13,914,W130914,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,high,2859,1,1,0,1,0,0,0,0,0,0,47,0,0,Iridosornis_jelskii,5321,1_12_2013_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2521,2859,Iridisornis jelskii,wayqecha,289,Iridosornis_jelskii,19,1.865062992,2521,2013-12-01,335,23,2.685575813
290,110129,P11,129,P110129,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,2,1,1,0,2,0,1,1,0,2,0,0,Leptopogon_amaurocephalus,512,7_10_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,397,NA,397,417,Leptopogon amaurocephalus,pantiacolla,290,Leptopogon_amaurocephalus,52,5.415284389,397,2011-10-07,280,92,8.553338964
291,130920,W13,920,W130920,Iridosornis_jelskii,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,20.34714286,high_montane_manu,understory,med,2859,1,1,0,1,0,0,0,0,0,0,19,0,0,Iridosornis_jelskii,5324,1_12_2013_wayqecha_Iridisornis jelskii,Iridosornis_jelskii,NA,NA,2521,2859,Iridisornis jelskii,wayqecha,291,Iridosornis_jelskii,19,1.865062992,2521,2013-12-01,335,23,2.685575813
292,110406,P11,406,P110406,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,2,1,1,0,5,1,2,2,0,5,0,0,Leptopogon_amaurocephalus,665,3_11_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,414,NA,414,417,Leptopogon amaurocephalus,pantiacolla,292,Leptopogon_amaurocephalus,77,7.748710404,414,2011-11-03,307,92,8.553338964
293,110258,P11,258,P110258,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,1,0,1,0,0,0,0,0,0,1,0,0,Lepidothrix_coronata,4138,18_10_2011_pantiacolla_Lepidothrix coronata,Lepidothrix_coronata,NA,NA,422,417.5,Lepidothrix coronata,pantiacolla,293,Lepidothrix_coronata,9,0.603043121,422,2011-10-18,291,10,0.853043121
294,121118,P12,1118,P121118,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4469,18_9_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,NA,NA,381,417,Leptopogon amaurocephalus,pantiacolla,294,Leptopogon_amaurocephalus,15,1.2757442,381,2012-09-18,262,92,8.553338964
295,130939,W13,939,W130939,Anisognathus_igniventris,Anisognathus igniventris,Anisognathus_igniventris,Thraupidae,1,34.8345,high_montane_manu,midhigh,med,2932,1,1,0,1,0,0,0,0,0,0,132,0,0,Anisognathus_igniventris,3683,2_12_2013_wayqecha_Anisognathus igniventris,Anisognathus_igniventris,2973,NA,2973,2932,Anisognathus igniventris,wayqecha,295,Anisognathus_igniventris,35,5.199170478,2973,2013-12-02,336,40,5.462899245
296,116216,P11,6216,P116216,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,0,1,0,0,0,0,0,0,7,0,1,Leptopogon_amaurocephalus,214,19_8_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,600,NA,600,417,Leptopogon amaurocephalus,pantiacolla,296,Leptopogon_amaurocephalus,76,7.806972804,600,2011-08-19,231,92,8.553338964
297,116225,P11,6225,P116225,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,2,1,1,0,15,5,6,4,0,26,0,0,Leptopogon_amaurocephalus,215,19_8_2011_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,600,NA,600,417,Leptopogon amaurocephalus,pantiacolla,297,Leptopogon_amaurocephalus,76,7.806972804,600,2011-08-19,231,92,8.553338964
298,120659,P12,659,P120659,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,2,1,1,0,11,5,4,2,0,25,0,0,Leptopogon_amaurocephalus,1075,26_6_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,438,NA,438,417,Leptopogon amaurocephalus,pantiacolla,298,Leptopogon_amaurocephalus,81,8.000399455,438,2012-06-26,178,92,8.553338964
299,120679,P12,679,P120679,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,2,1,1,0,2,2,0,0,0,17,0,0,Leptopogon_amaurocephalus,1092,29_6_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,415,NA,415,417,Leptopogon amaurocephalus,pantiacolla,299,Leptopogon_amaurocephalus,78,7.787171942,415,2012-06-29,181,92,8.553338964
300,120922,P12,922,P120922,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,0,1,0,0,0,0,0,0,5,0,0,Leptopogon_amaurocephalus,1191,22_8_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,438,NA,438,417,Leptopogon amaurocephalus,pantiacolla,300,Leptopogon_amaurocephalus,81,8.000399455,438,2012-08-22,235,92,8.553338964
301,121030,P12,1030,P121030,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,2,1,1,0,10,3,1,6,0,1,0,0,Leptopogon_amaurocephalus,1225,3_9_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,421,NA,421,417,Leptopogon amaurocephalus,pantiacolla,301,Leptopogon_amaurocephalus,80,7.894579349,421,2012-09-03,247,92,8.553338964
302,121606,P12,1606,P121606,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,1,0,0,4,2,2,0,0,0,0,0,NA,1488,20_11_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,413,NA,413,417,Leptopogon amaurocephalus,pantiacolla,302,Leptopogon_amaurocephalus,77,7.748710404,413,2012-11-20,325,92,8.553338964
303,121751,P12,1751,P121751,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,1,1,0,1,0,0,0,0,0,0,8,0,0,Leptopogon_amaurocephalus,1562,2_12_2012_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,414,NA,414,417,Leptopogon amaurocephalus,pantiacolla,303,Leptopogon_amaurocephalus,77,7.748710404,414,2012-12-02,337,92,8.553338964
304,130161,P13,161,P130161,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,low,417,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2949,5_9_2013_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,398,NA,398,417,Leptopogon amaurocephalus,pantiacolla,304,Leptopogon_amaurocephalus,59,6.316169098,398,2013-09-05,248,92,8.553338964
305,130379,P13,379,P130379,Leptopogon_amaurocephalus,Leptopogon amaurocephalus,Leptopogon_amaurocephalus,Tyrannidae,1,11.67782609,lowland_manu,undersory-midhigh,high,417,1,1,0,1,0,0,0,0,0,0,3,0,0,Leptopogon_amaurocephalus,3069,19_9_2013_pantiacolla_Leptopogon amaurocephalus,Leptopogon_amaurocephalus,410,NA,410,417,Leptopogon amaurocephalus,pantiacolla,305,Leptopogon_amaurocephalus,75,7.597713253,410,2013-09-19,262,92,8.553338964
306,110028,P11,28,P110028,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,2,1,1,0,4,2,0,2,0,14,0,0,Pipra_fasciicauda,456,28_9_2011_pantiacolla_Pipra fasciicauda,Pipra_fasciicauda,381,NA,381,413,Pipra fasciicauda,pantiacolla,306,Pipra_fasciicauda,4,0.556017316,381,2011-09-28,271,26,3.039821312
307,110138,P11,138,P110138,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,2,1,1,0,12,3,6,3,0,1,0,0,Mionectes_macconnelli,4125,10_10_2011_pantiacolla_Mionectes macconnelli,Mionectes_macconnelli,NA,NA,413,414,Mionectes macconnelli,pantiacolla,307,Mionectes_macconnelli,38,4.015692494,413,2011-10-10,283,39,4.140692494
308,110041,P11,41,P110041,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,1,0,1,0,0,0,0,0,0,8,0,1,Lepidothrix_coronata,461,28_9_2011_pantiacolla_Lepidothrix coronata,Lepidothrix_coronata,381,NA,381,417.5,Lepidothrix coronata,pantiacolla,308,Lepidothrix_coronata,3,0.259294872,381,2011-09-28,271,10,0.853043121
309,110055,P11,55,P110055,Mionectes_macconnelli,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,12.63060606,lowland_manu,midhigh,low,414,1,2,1,1,0,8,0,0,8,0,17,0,0,Mionectes_macconnelli,472,29_9_2011_pantiacolla_Mionectes macconnelli,Mionectes_macconnelli,381,NA,381,414,Mionectes macconnelli,pantiacolla,309,Mionectes_macconnelli,8,0.994091568,381,2011-09-29,272,39,4.140692494
310,110059,P11,59,P110059,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,med,417.5,1,1,0,1,0,0,0,0,0,0,2,0,0,Lepidothrix_coronata,471,29_9_2011_pantiacolla_Lepidothrix coronata,Lepidothrix_coronata,381,NA,381,417.5,Lepidothrix coronata,pantiacolla,310,Lepidothrix_coronata,3,0.259294872,381,2011-09-29,272,10,0.853043121
311,110063,P11,63,P110063,Lepidothrix_coronata,Lepidothrix coronata,Lepidothrix_coronata,Pipridae,1,9.769768786,lowland_manu,undersory-midhigh,low,417.5,1,2,1,1,0,1,0,0,1,0,3,0,0,Lepidothrix_coronata,482,30_9_2011_pantiacolla_Lepidothrix coronata,Lepidothrix_coronata,392,NA,392,417.5,Lepidothrix coronata,pantiacolla,311,Lepidothrix_coronata,7,0.412566931,392,2011-09-30,273,10,0.853043121
312,110069,P11,69,P110069,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,2,1,1,0,2,0,0,2,0,33,0,0,Habia_rubica,477,30_9_2011_pantiacolla_Habia rubica,Habia_rubica,392,NA,392,413,Habia rubica,pantiacolla,312,Habia_rubica,11,0.697700539,392,2011-09-30,273,19,2.014367205
313,110078,P11,78,P110078,Mionectes_olivaceus,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,14.85200461,lowland_manu,understory,low,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,490,1_10_2011_pantiacolla_Mionectes olivaceus,Mionectes_olivaceus,392,NA,392,1262,Mionectes olivaceus,pantiacolla,313,Mionectes_olivaceus,26,1.802796233,392,2011-10-01,274,76,5.901747981
314,110083,P11,83,P110083,Myrmoborus_leucophrys,Myrmoborus leucophrys,Myrmoborus_leucophrys,Thamnophilidae,1,19.82189189,lowland_manu,ground,low,889,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,492,3_10_2011_pantiacolla_Myrmoborus leucophrys,Myrmoborus_leucophrys,392,NA,392,889,Myrmoborus leucophrys,pantiacolla,314,Myrmoborus_leucophrys,12,0.908368144,392,2011-10-03,276,21,1.907735784
315,110087,P11,87,P110087,Habia_rubica,Habia rubica,Habia_rubica,Cardinalidae,1,33.58774194,lowland_manu,midhigh,low,413,1,1,0,1,0,0,0,0,0,0,2,0,0,Habia_rubica,491,3_10_2011_pantiacolla_Habia rubica,Habia_rubica,392,NA,392,413,Habia rubica,pantiacolla,315,Habia_rubica,11,0.697700539,392,2011-10-03,276,19,2.014367205
316,110090,P11,90,P110090,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low/med,413,1,2,1,1,0,1,0,0,1,0,1,0,1,Pipra_fasciicauda,493,3_10_2011_pantiacolla_Pipra fasciicauda,Pipra_fasciicauda,392,NA,392,413,Pipra fasciicauda,pantiacolla,316,Pipra_fasciicauda,18,1.858844881,392,2011-10-03,276,26,3.039821312
317,110088,P11,88,P110088,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,med,413,1,1,0,1,0,0,0,0,0,0,3,0,0,Terenotriccus_erythrurus,494,3_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus_erythrurus,392,NA,392,413,Terenotriccus erythrurus,pantiacolla,317,Terenotriccus_erythrurus,6,0.247175926,392,2011-10-03,276,7,0.390033069
318,110095,P11,95,P110095,Ramphotrigon_fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,18.96923077,lowland_manu,undersory-midhigh,low,431,1,1,0,1,0,0,0,0,0,0,9,0,8,Ramphotrigon_fuscicauda,501,5_10_2011_pantiacolla_Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,397,NA,397,431,Ramphotrigon fuscicauda,pantiacolla,318,Ramphotrigon_fuscicauda,29,2.857943213,397,2011-10-05,278,55,5.934204634
319,110098,P11,98,P110098,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,2,1,1,0,17,8,2,7,0,26,0,0,Pipra_fasciicauda,499,5_10_2011_pantiacolla_Pipra fasciicauda,Pipra_fasciicauda,397,NA,397,413,Pipra fasciicauda,pantiacolla,319,Pipra_fasciicauda,21,2.392178214,397,2011-10-05,278,26,3.039821312
320,110100,P11,100,P110100,Terenotriccus_erythrurus,Terenotriccus erythrurus,Terenotriccus_erythrurus,Tyrannidae,1,7.369767442,lowland_manu,midhigh,low,413,1,2,1,1,0,1,0,0,1,0,10,0,0,Terenotriccus_erythrurus,504,5_10_2011_pantiacolla_Terenotriccus erythrurus,Terenotriccus_erythrurus,397,NA,397,413,Terenotriccus erythrurus,pantiacolla,320,Terenotriccus_erythrurus,7,0.390033069,397,2011-10-05,278,7,0.390033069
321,110102,P11,102,P110102,Myrmoborus_myotherinus,Myrmoborus myotherinus,Myrmoborus_myotherinus,Thamnophilidae,1,20.73168831,lowland_manu,ground-understory,low,426,1,1,0,1,0,0,0,0,0,0,31,0,1,Myrmoborus_myotherinus,498,5_10_2011_pantiacolla_Myrmoborus myotherinus,Myrmoborus_myotherinus,397,NA,397,426,Myrmoborus myotherinus,pantiacolla,321,Myrmoborus_myotherinus,36,3.886476147,397,2011-10-05,278,54,5.595179627
322,110103,P11,103,P110103,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,2,1,1,0,2,2,0,0,0,53,0,1,Pipra_fasciicauda,500,5_10_2011_pantiacolla_Pipra fasciicauda,Pipra_fasciicauda,397,NA,397,413,Pipra fasciicauda,pantiacolla,322,Pipra_fasciicauda,21,2.392178214,397,2011-10-05,278,26,3.039821312
323,110111,P11,111,P110111,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,2,1,0,1,1,0,0,1,0,0,0,0,NA,509,6_10_2011_pantiacolla_Automolus ochrolaemus,Automolus_ochrolaemus,397,NA,397,680,Automolus ochrolaemus,pantiacolla,323,Automolus_ochrolaemus,44,3.982948199,397,2011-10-06,279,127,9.301351402
324,110124,P11,124,P110124,Pipra_fasciicauda,Pipra fasciicauda,Pipra_fasciicauda,Pipridae,1,16.82485876,lowland_manu,undersory-midhigh,low,413,1,2,1,1,0,9,0,2,4,0,15,0,0,Pipra_fasciicauda,513,7_10_2011_pantiacolla_Pipra fasciicauda,Pipra_fasciicauda,397,NA,397,413,Pipra fasciicauda,pantiacolla,324,Pipra_fasciicauda,21,2.392178214,397,2011-10-07,280,26,3.039821312
