"","sample","species","degree","w_degree","elevation"
"427","P116116","Myrmoborus_lophotes",7,0.600269274376417,415
"428","P116121","Pipra_fasciicauda",25,2.78982131158602,415
"429","P116123","Thamnophilus_schistaceus",72,6.33850210181478,415
"430","P121503","Isleria_hauxwelli",16,1.04979441705248,398
"431","P121801","Isleria_hauxwelli",12,0.870708919216984,392
"432","P116254","Automolus_ochrolaemus",72,5.79862323676878,600
"433","P116261","Deconychura_longicauda",11,1.78731354352064,600
"434","P116276","Automolus_ochrolaemus",67,5.23819590996661,837
"435","P116287","Automolus_ochrolaemus",67,5.23819590996661,837
"436","P116336","Myrmotherula_longipennis",34,3.63704313392152,385
"437","P120612","Akletos_goeldii",9,0.758936278093887,438
"438","P120615","Arremon_taciturnus",19,2.08350878670139,438
"439","P120629","Akletos_goeldii",9,0.758936278093887,438
"440","P120666","Tangara_schrankii",84,8.7983069511133,438
"441","P120703","Glyphorynchus_spirurus",92,8.41177511438203,415
"442","P120685","Myrmotherula_menetriesii",70,6.68588112602714,415
"443","P120695","Myrmotherula_longipennis",78,7.87256255616349,415
"444","P120711","Automolus_ochrolaemus",76,6.12561100137064,415
"445","P120712","Habia_rubica",19,2.01436720537527,415
"446","P121741","Isleria_hauxwelli",18,1.42312775038582,414
"447","P120716","Pipra_fasciicauda",25,2.78982131158602,415
"448","P120713","Habia_rubica",19,2.01436720537527,415
"449","P121757","Isleria_hauxwelli",18,1.42312775038582,414
"450","P130281","Isleria_hauxwelli",17,1.08979441705248,410
"451","P130439","Isleria_hauxwelli",14,0.951877750385815,395
"452","SP121226","Myrmotherula_longicauda",17,1.76673940509258,1418
"453","P120870","Ramphotrigon_fuscicauda",51,5.51649369031477,415
"454","P120913","Habia_rubica",19,2.01436720537527,438
"455","P120920","Arremon_taciturnus",19,2.08350878670139,438
"456","P121005","Tangara_schrankii",83,8.73997361777997,422
"457","P121042","Arremon_taciturnus",18,1.58350878670139,421
"458","P121064","Tangara_schrankii",83,8.73997361777997,421
"459","P121354","Arremon_taciturnus",18,1.58350878670139,415
"460","P121399","Xiphorhynchus_elegans",31,3.39271235385486,385
"461","P121426","Habia_rubica",10,0.543854384862449,385
"462","P121467","Thamnophilus_schistaceus",52,5.12822593072339,398
"463","P121575","Tangara_schrankii",83,8.7420569511133,413
"464","P121580","Terenotriccus_erythrurus",7,0.390033068783069,413
"465","P121593","Myrmotherula_longipennis",76,7.76993097721612,413
"466","P121756","Arremon_taciturnus",18,1.58350878670139,414
"467","P130060","Thamnophilus_schistaceus",74,6.46514900563559,432
"468","P130269","Arremon_taciturnus",18,1.58350878670139,410
"469","P130067","Thamnophilus_schistaceus",74,6.46514900563559,432
"470","P110275","Dendroma_erythroptera",20,2.80101140593057,422
"471","P130332","Deconychura_longicauda",15,3.11350401971111,415
"472","P130351","Arremon_taciturnus",18,1.58350878670139,415
"473","P130353","Automolus_ochrolaemus",76,6.12561100137064,415
"474","P130355","Terenotriccus_erythrurus",7,0.390033068783069,415
"475","P130392","Deconychura_longicauda",14,2.61350401971111,410
"476","SP121058","Phylloscartes_ophthalmicus",56,6.37047653337545,1337
"477","SP110004","Trichothraupis_melanops",46,4.99051700776638,1383
"478","SP121047","Phylloscartes_ophthalmicus",56,6.37047653337545,1337
"479","SP120068","Phylloscartes_ophthalmicus",55,6.24547653337545,1387
"480","SP110027","Thripadectes_melanorhynchus",44,5.11946185196291,1383
"481","SP110036","Trichothraupis_melanops",46,4.99051700776638,1387
"482","SP110039","Thripadectes_melanorhynchus",44,5.11946185196291,1387
"483","SP110038","Trichothraupis_melanops",46,4.99051700776638,1387
"484","SP110048","Thripadectes_melanorhynchus",44,5.11946185196291,1387
"485","SP110069","Thripadectes_melanorhynchus",44,5.11946185196291,1376
"486","SP110047","Thripadectes_melanorhynchus",44,5.11946185196291,1387
"487","SP121322","Phylloscartes_ophthalmicus",52,6.09533917073809,1262
"488","SP110320","Trichothraupis_melanops",44,4.63925438150376,1262
"489","SP121333","Phylloscartes_ophthalmicus",52,6.09533917073809,1262
"490","P120863","Ceratopipra_chloromeros",5,0.204069658719028,415
"491","SP110367","Thripadectes_melanorhynchus",43,4.88563832255115,1307
"492","P110034","Ceratopipra_chloromeros",0,0,381
"493","P110053","Ceratopipra_chloromeros",0,0,381
"494","P110110","Ceratopipra_chloromeros",4,0.171811594202899,397
"495","SP120061","Thripadectes_melanorhynchus",44,5.11946185196291,1387
"496","SP120062","Trichothraupis_melanops",46,4.99051700776638,1387
"497","P110122","Ceratopipra_chloromeros",4,0.171811594202899,397
"498","SP120670","Trichothraupis_melanops",45,4.73925438150376,1307
"499","P110210","Ceratopipra_chloromeros",5,0.204069658719028,438
"500","P110246","Ceratopipra_chloromeros",5,0.204069658719028,422
"501","P110278","Ceratopipra_chloromeros",5,0.204069658719028,422
"502","SP120764","Trichothraupis_melanops",46,4.99051700776638,1395
"503","SP120874","Myrmotherula_longicauda",17,1.76673940509258,1376
"504","P110356","Ceratopipra_chloromeros",5,0.204069658719028,414
"505","P110357","Ceratopipra_chloromeros",5,0.204069658719028,414
"506","P110360","Ceratopipra_chloromeros",5,0.204069658719028,414
"507","P110361","Ceratopipra_chloromeros",5,0.204069658719028,414
"508","P110412","Ceratopipra_chloromeros",5,0.204069658719028,422
"509","SP121002","Thripadectes_melanorhynchus",44,5.11946185196291,1362
"510","SP121019","Thripadectes_melanorhynchus",45,5.24446185196291,1337
"511","SP121022","Trichothraupis_melanops",46,4.99051700776638,1337
"512","SP121046","Thripadectes_melanorhynchus",45,5.24446185196291,1337
"513","P115955","Ceratopipra_chloromeros",4,0.171811594202899,397
"514","P116053","Ceratopipra_chloromeros",5,0.204069658719028,415
"515","SP121090","Thripadectes_melanorhynchus",45,5.04635260826543,1302
"516","SP121098","Thripadectes_melanorhynchus",45,5.04635260826543,1302
"517","P116054","Ceratopipra_chloromeros",5,0.204069658719028,415
"518","SP121163","Thripadectes_melanorhynchus",45,5.24446185196291,1339
"519","SP121216","Myrmotherula_schisticolor",26,2.25040442627711,1418
"520","SP121185","Myrmotherula_schisticolor",26,2.25040442627711,1418
"521","P116171","Ceratopipra_chloromeros",5,0.204069658719028,600
"522","W130860","Pipreola_intermedia",16,2.12282586251574,2833
"523","P116149","Myrmoborus_myotherinus",46,4.60183498191732,600
"524","P116155","Hafferia_fortis",9,0.388662667763834,600
"525","P116177","Lepidothrix_coronata",9,0.603043121094592,600
"526","P116233","Mionectes_olivaceus",47,3.84709334268746,600
"527","P116441","Mionectes_olivaceus",28,1.89060985346735,397
"528","P116443","Cyanoloxia_cyanoides",11,1.05491295980758,397
"529","P116485","Mionectes_olivaceus",28,1.89060985346735,397
"530","P116487","Mionectes_olivaceus",28,1.89060985346735,397
"531","P116489","Mionectes_olivaceus",28,1.89060985346735,397
"532","P120616","Ancistrops_strigilatus",10,0.844945751712056,438
"533","P121028","Ancistrops_strigilatus",10,0.844945751712056,421
"534","P121441","Cyanoloxia_cyanoides",11,1.05491295980758,385
"535","P130185","Cyanoloxia_cyanoides",13,1.13879453875495,398
"536","P130219","Cyanoloxia_cyanoides",13,1.13879453875495,398
"537","P130372","Mionectes_olivaceus",44,3.44233143792555,410
"538","SP120072","Tangara_arthus",75,9.60387308890539,1387
"539","SP121138","Tangara_arthus",75,9.60387308890539,1387
"540","SP120070","Diglossa_glauca",35,3.91427240503883,1387
"541","SP121051","Xiphorhynchus_triangularis",64,6.76769162250016,1337
"542","SP121114","Mionectes_olivaceus",44,3.34240148813604,1339
"543","SP121171","Mionectes_olivaceus",40,2.98046440561073,1418
"544","P116360","Thamnomanes_schistogynus",44,3.71702584211168,385
"545","SP121239","Mionectes_olivaceus",46,3.47825582987274,1307
"546","SP121313","Cyanerpes_caeruleus",41,3.05994302916821,1262
"547","SP121331","Cyanerpes_caeruleus",41,3.05994302916821,1262
"548","P116378","Thamnomanes_schistogynus",44,3.71702584211168,385
"549","TL120060","Iridosornis_analis",61,7.7310179081149,1514
"550","TL120062","Iridosornis_analis",61,7.7310179081149,1514
"551","TU120049","Buthraupis_montana",43,5.94008159551872,2728
"552","TU120050","Buthraupis_montana",43,5.94008159551872,2728
"553","W120483","Buthraupis_montana",40,5.75535937329649,2816
"554","W120876","Sporathraupis_cyanocephala",36,4.63585120818152,2973
"555","W130188","Sporathraupis_cyanocephala",40,4.93848771820934,2542
"556","W130234","Buthraupis_montana",40,5.67986917721806,2521
"557","W130566","Sporathraupis_cyanocephala",40,4.93848771820934,2650
"558","W130559","Sporathraupis_cyanocephala",40,4.93848771820934,2650
"559","W130623","Sporathraupis_cyanocephala",38,4.84500945733977,2521
"560","W130648","Sporathraupis_cyanocephala",38,4.84500945733977,2521
"561","W130654","Sporathraupis_cyanocephala",38,4.84500945733977,2521
