species,low_limit,high_limit
Ochthoeca_rufipectoralis,2663.895454,3085.478069
Pachyramphus_versicolor,2663.895454,2878.308174
Pharomachrus_auriceps,2663.895454,3085.478069
Pipreola_arcuata,2663.895454,3085.478069
Pipreola_intermedia,2663.895454,2972.059231
Psarocolius_atrovirens,2663.895454,2999.650664
Pseudocolaptes_boissonneautii,2663.895454,3085.478069
Pseudotriccus_ruficeps,2663.895454,3085.478069
Pyrrhomyias_cinnamomeus,2663.895454,3085.478069
Sporathraupis_cyanocephala,2663.895454,3030.271849
Synallaxis_azarae,2663.895454,3015.137389
Tangara_vassorii,2663.895454,2947.772532
Thlypopsis_ruficeps,2663.895454,3085.478069
Thlypopsis_superciliaris,2663.895454,3055.353601
Troglodytes_aedon,2663.895454,3085.478069
Troglodytes_solstitialis,2663.895454,2992.130715
Trogon_personatus,2663.895454,3085.478069
Turdus_chiguanco,2663.895454,3085.478069
Turdus_fuscater,2762.769154,3061.824645
Turdus_serranus,2663.895454,3039.243458
Zimmerius_bolivianus,2663.895454,3085.478069
Anabacerthia_striaticollis,1587.305504,1736.272085
Arremon_brunneinucha,1587.305504,1997.750616
Atlapetes_melanolaemus,2041.855573,2290.095573
Basileuterus_tristriatus,1587.305504,1831.135317
Catharus_maculatus,1587.305504,2290.095573
Catharus_ustulatus,1587.305504,1674.705148
Chiroxiphia_boliviana,1587.305504,1757.128079
Chlorochrysa_calliparaea,1587.305504,1683.750736
Chlorophonia_cyanea,1587.305504,1917.903139
Chlorospingus_flavopectus,1587.305504,2290.095573
Chlorospingus_parvirostris,1587.305504,1738.46579
Cnemoscopus_rubrirostris,2280.746375,2290.095573
Colaptes_rubiginosus,1587.305504,2004.912511
Conirostrum_albifrons,2152.179112,2290.095573
Conopophaga_ardesiaca,1587.305504,1607.458009
Contopus_fumigatus,1924.995676,2290.095573
Cranioleuca_curtata,1587.305504,1661.481729
Creurgops_dentatus,1587.305504,2290.095573
Cyanocorax_yncas,1587.305504,2145.293966
Cyanolyca_viridicyanus,2270.421044,2290.095573
Diglossa_caerulescens,1587.305504,2290.095573
Diglossa_glauca,1587.305504,2257.35741
Drymophila_caudata,1587.305504,2222.876488
Dubusia_castaneoventris,2193.066177,2290.095573
Dysithamnus_mentalis,1587.305504,1691.521775
Entomodestes_leucotis,1587.305504,2290.095573
Epinecrophylla_ornata,1587.305504,1627.628265
Eubucco_versicolor,1587.305504,1797.542692
Euphonia_mesochrysa,1587.305504,1690.767679
Euphonia_xanthogaster,1587.305504,1766.744263
Haplospiza_rustica,1587.305504,2290.095573
Henicorhina_leucophrys,1587.305504,2290.095573
Herpsilochmus_axillaris,1587.305504,1590.139445
Iridosornis_analis,1587.305504,2131.371583
Ixothraupis_punctata,1587.305504,1737.78356
Lathrotriccus_euleri,1587.305504,1609.968202
Lepidocolaptes_lacrymiger,1967.081181,2290.095573
Lepidothrix_coeruleocapilla,1587.305504,1598.398195
Leptopogon_superciliaris,1587.305504,1678.247765
Lochmias_nematura,1587.305504,1612.417208
Lophotriccus_pileatus,1587.305504,1686.520341
Malacoptila_fulvogularis,1587.305504,1728.004835
Mionectes_striaticollis,1587.305504,2290.095573
Myadestes_ralloides,1587.305504,2290.095573
Myiarchus_tuberculifer,1587.305504,2290.095573
Myiobius_villosus,1587.305504,1804.52004
Myioborus_melanocephalus,2095.047764,2290.095573
Myioborus_miniatus,1587.305504,1862.566217
Myiodynastes_chrysocephalus,1587.305504,2290.095573
Myiophobus_inornatus,1587.305504,2018.375881
Myiotheretes_striaticollis,1587.305504,2290.095573
Myiothlypis_coronata,1587.305504,1896.942438
Myiothlypis_signata,1937.107641,2290.095573
Myrmotherula_schisticolor,1587.305504,1735.477418
Ochthoeca_cinnamomeiventris,2022.482829,2290.095573
Odontorchilus_branickii,1587.305504,1690.95627
Pachyramphus_versicolor,1824.792353,2290.095573
Pharomachrus_antisianus,1587.305504,2290.095573
Pharomachrus_auriceps,1958.05816,2290.095573
Phylloscartes_ophthalmicus,1587.305504,1602.564094
Phylloscartes_ventralis,1587.305504,2111.268122
Piaya_cayana,1587.305504,1876.078359
Pipreola_intermedia,2195.237373,2290.095573
Platyrinchus_mystaceus,1587.305504,1736.890846
Poecilotriccus_plumbeiceps,1587.305504,2174.06094
Premnoplex_brunnescens,1587.305504,1593.503325
Psarocolius_atrovirens,1587.305504,2290.095573
Pseudocolaptes_boissonneautii,2119.73995,2290.095573
Pseudotriccus_ruficeps,2221.837818,2290.095573
Pyriglena_leuconota,1587.305504,1889.261285
Pyrrhomyias_cinnamomeus,1587.305504,2290.095573
Rupicola_peruvianus,1587.305504,1742.567206
Saltator_maximus,1587.305504,1597.125074
Setophaga_pitiayumi,1587.305504,1602.720397
Sphenopsis_melanotis,1587.305504,1942.853025
Spinus_magellanicus,1587.305504,2290.095573
Sporathraupis_cyanocephala,2223.485494,2290.095573
Synallaxis_azarae,1677.347666,2290.095573
Synallaxis_cabanisi,1587.305504,1641.957141
Syndactyla_rufosuperciliata,1587.305504,2114.615398
Tangara_chilensis,1587.305504,1589.738149
Tangara_gyrola,1587.305504,1685.562961
Tangara_nigroviridis,1587.305504,2035.213961
Tangara_xanthocephala,1587.305504,2186.345362
Thamnophilus_caerulescens,1587.305504,2151.799115
Thlypopsis_ruficeps,2097.153092,2290.095573
Thraupis_episcopus,1587.305504,1618.888723
Thripadectes_holostictus,1587.305504,2258.756273
Trichothraupis_melanops,1587.305504,1666.375119
Troglodytes_aedon,1587.305504,2290.095573
Troglodytes_solstitialis,2275.160571,2290.095573
Trogon_personatus,1675.144911,2290.095573
Turdus_chiguanco,2062.107852,2290.095573
Turdus_leucops,1587.305504,1969.080533
Turdus_nigriceps,1587.305504,1756.11366
Turdus_serranus,2159.802472,2290.095573
Vireo_leucophrys,1587.305504,2290.095573
Xiphorhynchus_ocellatus,1587.305504,1635.364881
Xiphorhynchus_triangularis,1587.305504,1899.249495
Zimmerius_bolivianus,1587.305504,2290.095573
Anabacerthia_striaticollis,1276.672255,1736.272085
Anisognathus_somptuosus,1587.305504,1997.750616
Basileuterus_tristriatus,1276.672255,1831.135317
Campylorhamphus_trochilirostris,1276.672255,1500.498782
Catharus_maculatus,1276.672255,1997.750616
Catharus_ustulatus,1276.672255,1674.705148
Cercomacroides_serva,1276.672255,1566.929409
Chiroxiphia_boliviana,1276.672255,1757.128079
Chlorochrysa_calliparaea,1276.672255,1683.750736
Chlorophonia_cyanea,1276.672255,1917.903139
Chlorospingus_flavigularis,1276.672255,1570.219056
Chlorospingus_flavopectus,1276.672255,1997.750616
Chlorospingus_parvirostris,1276.672255,1738.46579
Coereba_flaveola,1276.672255,1406.086842
Colaptes_rubiginosus,1276.672255,1997.750616
Conopias_cinchoneti,1276.672255,1511.817588
Conopophaga_ardesiaca,1276.672255,1607.458009
Contopus_fumigatus,1924.995676,1997.750616
Cranioleuca_curtata,1276.672255,1661.481729
Creurgops_dentatus,1276.672255,1997.750616
Cyanerpes_caeruleus,1276.672255,1496.7684
Cyanocorax_violaceus,1276.672255,1327.965988
Cyanocorax_yncas,1276.672255,1997.750616
Cyphorhinus_thoracicus,1276.672255,1574.868863
Diglossa_caerulescens,1435.670535,1997.750616
Diglossa_glauca,1276.672255,1997.750616
Drymophila_caudata,1432.910889,1997.750616
Dysithamnus_mentalis,1276.672255,1691.521775
Entomodestes_leucotis,1399.00214,1997.750616
Epinecrophylla_ornata,1276.672255,1627.628265
Epinecrophylla_spodionota,1276.672255,1423.114472
Eubucco_versicolor,1276.672255,1797.542692
Euphonia_mesochrysa,1276.672255,1690.767679
Euphonia_xanthogaster,1276.672255,1766.744263
Haplospiza_rustica,1276.672255,1997.750616
Henicorhina_leucophrys,1276.672255,1997.750616
Herpsilochmus_axillaris,1276.672255,1590.139445
Hylophylax_naevius,1276.672255,1288.421472
Hypocnemis_subflava,1276.672255,1437.704218
Iridosornis_analis,1276.672255,1997.750616
Ixothraupis_punctata,1276.672255,1737.78356
Lathrotriccus_euleri,1276.672255,1609.968202
Lepidocolaptes_lacrymiger,1967.081181,1997.750616
Lepidothrix_coeruleocapilla,1276.672255,1598.398195
Leptopogon_superciliaris,1276.672255,1678.247765
Lochmias_nematura,1276.672255,1612.417208
Lophotriccus_pileatus,1276.672255,1686.520341
Malacoptila_fulvogularis,1276.672255,1728.004835
Micromonacha_lanceolata,1276.672255,1535.040689
Mionectes_olivaceus,1276.672255,1522.513317
Mionectes_striaticollis,1276.672255,1997.750616
Myadestes_ralloides,1276.672255,1997.750616
Myiarchus_tuberculifer,1276.672255,1997.750616
Myiobius_villosus,1276.672255,1804.52004
Myioborus_miniatus,1276.672255,1862.566217
Myiodynastes_chrysocephalus,1276.672255,1997.750616
Myiophobus_inornatus,1276.672255,1997.750616
Myiotheretes_striaticollis,1276.672255,1997.750616
Myiothlypis_bivittata,1276.672255,1468.550548
Myiothlypis_coronata,1297.456078,1896.942438
Myiothlypis_signata,1937.107641,1997.750616
Myrmelastes_leucostigma,1276.672255,1419.427474
Myrmotherula_longicauda,1276.672255,1431.987319
Myrmotherula_schisticolor,1276.672255,1735.477418
Odontorchilus_branickii,1276.672255,1690.95627
Pachyramphus_versicolor,1824.792353,1997.750616
Pharomachrus_antisianus,1276.672255,1997.750616
Pharomachrus_auriceps,1958.05816,1997.750616
Pheugopedius_genibarbis,1276.672255,1517.294884
Phylloscartes_ophthalmicus,1276.672255,1602.564094
Phylloscartes_parkeri,1276.672255,1361.528009
Phylloscartes_ventralis,1337.531925,1997.750616
Piaya_cayana,1276.672255,1876.078359
Platyrinchus_mystaceus,1276.672255,1736.890846
Poecilotriccus_plumbeiceps,1570.158294,1997.750616
Premnoplex_brunnescens,1276.672255,1593.503325
Psarocolius_atrovirens,1276.672255,1997.750616
Psarocolius_decumanus,1276.672255,1297.618273
Pyriglena_leuconota,1276.672255,1889.261285
Pyrrhomyias_cinnamomeus,1399.382098,1997.750616
Ramphocelus_carbo,1276.672255,1477.80619
Rhynchocyclus_fulvipectus,1276.672255,1561.868643
Rupicola_peruvianus,1276.672255,1742.567206
Saltator_maximus,1276.672255,1597.125074
Sayornis_nigricans,1276.672255,1509.153411
Serpophaga_cinerea,1276.672255,1426.552662
Setophaga_pitiayumi,1276.672255,1602.720397
Sphenopsis_melanotis,1276.672255,1942.853025
Spinus_magellanicus,1276.672255,1997.750616
Stilpnia_cyanicollis,1276.672255,1543.423961
Synallaxis_azarae,1677.347666,1997.750616
Synallaxis_cabanisi,1276.672255,1641.957141
Syndactyla_rufosuperciliata,1396.246198,1997.750616
Tangara_arthus,1276.672255,1580.051281
Tangara_chilensis,1276.672255,1589.738149
Tangara_gyrola,1276.672255,1685.562961
Tangara_nigroviridis,1276.672255,1997.750616
Tangara_xanthocephala,1276.672255,1997.750616
Thamnophilus_caerulescens,1435.312561,1997.750616
Thamnophilus_palliatus,1276.672255,1450.684489
Thraupis_episcopus,1276.672255,1618.888723
Thripadectes_holostictus,1276.672255,1997.750616
Thripadectes_melanorhynchus,1276.672255,1463.557466
Trichothraupis_melanops,1276.672255,1666.375119
Troglodytes_aedon,1276.672255,1997.750616
Trogon_personatus,1675.144911,1997.750616
Turdus_hauxwelli,1276.672255,1577.479242
Turdus_leucops,1276.672255,1969.080533
Turdus_nigriceps,1276.672255,1756.11366
Tyrannus_melancholicus,1276.672255,1533.524103
Vireo_leucophrys,1276.672255,1997.750616
Xiphorhynchus_ocellatus,1276.672255,1635.364881
Xiphorhynchus_triangularis,1276.672255,1899.249495
Zimmerius_bolivianus,1276.672255,1997.750616
Akletos_goeldii,380.0000471,789.8583768
Ammodramus_aurifrons,380.0000471,789.8583768
Anabazenops_dorsalis,380.0000471,789.8583768
Automolus_infuscatus,380.0000471,576.1070774
Automolus_ochrolaemus,380.0000471,789.8583768
Automolus_rufipileatus,380.0000471,659.9768402
Automolus_subulatus,380.0000471,724.7440193
Campephilus_melanoleucos,380.0000471,789.8583768
Campylorhamphus_trochilirostris,380.0000471,789.8583768
Campylorhynchus_turdinus,380.0000471,789.8583768
Capito_auratus,380.0000471,789.8583768
Catharus_maculatus,380.0000471,789.8583768
Catharus_ustulatus,380.0000471,789.8583768
Ceratopipra_chloromeros,380.0000471,635.2510097
Cercomacra_manu,380.0000471,789.8583768
Cercomacroides_serva,380.0000471,789.8583768
Chlorothraupis_carmioli,380.0000471,789.8583768
Clibanornis_rubiginosus,380.0000471,789.8583768
Corythopis_torquatus,380.0000471,663.6282747
Cryptopipo_holochlora,380.0000471,741.5720476
Cyanerpes_caeruleus,380.0000471,789.8583768
Cyanocorax_violaceus,380.0000471,789.8583768
Cyanoloxia_cyanoides,380.0000471,676.2608194
Cymbilaimus_sanctaemariae,405.5124356,789.8583768
Deconychura_longicauda,380.0000471,789.8583768
Dendrexetastes_rufigula,380.0000471,789.8583768
Dendrocincla_fuliginosa,380.0000471,789.8583768
Dendrocolaptes_picumnus,380.0000471,789.8583768
Dysithamnus_mentalis,583.0497077,789.8583768
Epinecrophylla_ornata,478.8607096,789.8583768
Euphonia_rufiventris,380.0000471,733.6059807
Euphonia_xanthogaster,719.2837437,789.8583768
Galbula_cyanescens,380.0000471,789.8583768
Glyphorynchus_spirurus,380.0000471,700.9939589
Hafferia_fortis,380.0000471,613.5858084
Hylophylax_naevius,380.0000471,789.8583768
Hypocnemis_subflava,451.2888823,789.8583768
Lanio_versicolor,380.0000471,789.8583768
Lathrotriccus_euleri,380.0000471,789.8583768
Legatus_leucophaius,380.0000471,789.8583768
Lepidothrix_coronata,380.0000471,542.4015667
Leptopogon_amaurocephalus,380.0000471,619.196993
Loriotus_rufiventer,380.0000471,789.8583768
Machaeropterus_pyrocephalus,380.0000471,789.8583768
Malacoptila_semicincta,380.0000471,713.329019
Microcerculus_marginatus,380.0000471,789.8583768
Micromonacha_lanceolata,760.8903,789.8583768
Microrhopias_quixensis,380.9074699,789.8583768
Mionectes_macconnelli,380.0000471,533.9964236
Mionectes_oleagineus,380.0000471,637.0630182
Mionectes_olivaceus,380.0000727,789.8583768
Mionectes_striaticollis,392.9517686,789.8583768
Myadestes_ralloides,584.7768255,789.8583768
Myiobius_barbatus,380.0000471,504.430549
Myiobius_villosus,757.8127699,789.8583768
Myiodynastes_chrysocephalus,695.1247549,789.8583768
Myiotheretes_striaticollis,572.5914365,789.8583768
Myiothlypis_chrysogaster,614.0064834,789.8583768
Myiothlypis_fulvicauda,380.0000471,715.2676102
Myiotriccus_ornatus,772.9249806,789.8583768
Myrmelastes_brunneiceps,380.0000471,746.5097098
Myrmelastes_leucostigma,555.8201003,789.8583768
Myrmoborus_leucophrys,380.0000471,789.8583768
Myrmoborus_lophotes,380.0000471,789.8583768
Myrmoborus_myotherinus,380.0000471,747.5128609
Myrmotherula_axillaris,380.0000471,534.2222829
Myrmotherula_brachyura,380.0000471,776.2948127
Myrmotherula_menetriesii,380.0000471,553.0720514
Oneillornis_salvini,380.0000471,508.6982498
Pachysylvia_hypoxantha,380.0000471,636.6950575
Pheugopedius_genibarbis,686.3796686,789.8583768
Piaya_cayana,380.0000471,789.8583768
Pipra_fasciicauda,380.0000471,531.4677202
Psarocolius_angustifrons,380.0000471,789.8583768
Psarocolius_bifasciatus,380.0000471,772.4584179
Psarocolius_decumanus,380.0000471,789.8583768
Ramphocelus_carbo,380.0000471,789.8583768
Ramphotrigon_megacephalum,502.5432852,789.8583768
Rhegmatorhina_melanosticta,380.0000471,789.8583768
Saltator_grossus,380.0000471,737.1027516
Saltator_maximus,380.0000471,789.8583768
Schiffornis_turdina,506.2266987,789.8583768
Sciaphylax_hemimelaena,380.0000471,789.8583768
Synallaxis_cabanisi,380.0000471,789.8583768
Syndactyla_ucayalae,380.0000471,789.8583768
Tangara_chilensis,380.0000471,789.8583768
Tangara_gyrola,380.0000471,789.8583768
Tangara_schrankii,380.0000471,630.5838781
Thamnomanes_ardesiacus,380.0000471,525.366705
Thamnomanes_schistogynus,380.0000471,782.9777507
Thamnophilus_schistaceus,380.0000471,789.8583768
Tolmomyias_assimilis,380.0000471,789.8583768
Troglodytes_aedon,380.0000471,789.8583768
Trogon_collaris,380.0000471,789.8583768
Trogon_curucui,380.0000471,789.8583768
Trogon_melanurus,380.0000471,699.243252
Trogon_violaceus,380.0000471,789.8583768
Tunchiornis_ochraceiceps,380.0000471,789.8583768
Turdus_hauxwelli,380.0000471,789.8583768
Turdus_ignobilis,380.0000471,789.8583768
Turdus_nigriceps,757.3182765,789.8583768
Vireo_leucophrys,380.0000471,789.8583768
Xenops_minutus,380.0000471,656.6093798
Xiphorhynchus_elegans,380.0000471,556.9725997
Xiphorhynchus_guttatus,380.0000471,741.2686403
Xiphorhynchus_ocellatus,501.1134514,789.8583768
Anisognathus_igniventris,2663.895454,2950.028239
Asthenes_helleri,2730.919101,2950.028239
Atlapetes_melanolaemus,2515.537115,2950.028239
Buthraupis_montana,2515.537115,2950.028239
Cacicus_chrysonotus,2515.537115,2950.028239
Catamblyrhynchus_diadema,2515.537115,2924.456854
Catharus_maculatus,2515.537115,2736.859945
Chlorornis_riefferii,2515.537115,2950.028239
Chlorospingus_flavopectus,2515.537115,2553.857124
Cinnycerthia_fulva,2515.537115,2950.028239
Cnemoscopus_rubrirostris,2515.537115,2945.008408
Colaptes_rivolii,2515.537115,2950.028239
Conirostrum_albifrons,2515.537115,2950.028239
Contopus_fumigatus,2515.537115,2950.028239
Cranioleuca_marcapatae,2602.454076,2895.891164
Cyanolyca_viridicyanus,2515.537115,2950.028239
Dendrocincla_tyrannina,2515.537115,2928.223112
Diglossa_brunneiventris,2674.377858,2950.028239
Diglossa_cyanea,2515.537115,2950.028239
Diglossa_mystacalis,2685.341445,2950.028239
Dubusia_castaneoventris,2515.537115,2950.028239
Elaenia_pallatangae,2600.214431,2950.028239
Haplospiza_rustica,2515.537115,2950.028239
Hemitriccus_granadensis,2515.537115,2950.028239
Iridosornis_jelskii,2515.537115,2950.028239
Kleinothraupis_atropileus,2515.537115,2950.028239
Lepidocolaptes_lacrymiger,2515.537115,2849.993654
Margarornis_squamiger,2515.537115,2950.028239
Mecocerculus_leucophrys,2515.537115,2950.028239
Mecocerculus_stictopterus,2515.537115,2950.028239
Mionectes_striaticollis,2515.537115,2950.028239
Myadestes_ralloides,2515.537115,2950.028239
Myiarchus_tuberculifer,2515.537115,2950.028239
Myioborus_melanocephalus,2515.537115,2950.028239
Myiotheretes_fuscorufus,2515.537115,2950.028239
Myiotheretes_striaticollis,2515.537115,2950.028239
Myiothlypis_luteoviridis,2515.537115,2950.028239
Myiothlypis_signata,2515.537115,2922.600998
Nephelomyias_ochraceiventris,2515.537115,2950.028239
Ochthoeca_cinnamomeiventris,2515.537115,2950.028239
Ochthoeca_pulchella,2515.537115,2950.028239
Ochthoeca_rufipectoralis,2626.250537,2950.028239
Pachyramphus_versicolor,2515.537115,2878.308174
Pharomachrus_auriceps,2515.537115,2950.028239
Pipreola_arcuata,2515.537115,2950.028239
Pipreola_intermedia,2515.537115,2950.028239
Psarocolius_atrovirens,2515.537115,2950.028239
Pseudocolaptes_boissonneautii,2515.537115,2950.028239
Pseudotriccus_ruficeps,2515.537115,2950.028239
Pyrrhomyias_cinnamomeus,2515.537115,2950.028239
Sporathraupis_cyanocephala,2515.537115,2950.028239
Synallaxis_azarae,2515.537115,2950.028239
Tangara_vassorii,2515.537115,2947.772532
Thlypopsis_ruficeps,2515.537115,2950.028239
Thlypopsis_superciliaris,2515.537115,2950.028239
Troglodytes_aedon,2515.537115,2950.028239
Troglodytes_solstitialis,2515.537115,2950.028239
Trogon_personatus,2515.537115,2950.028239
Turdus_chiguanco,2515.537115,2950.028239
Turdus_fuscater,2762.769154,2950.028239
Turdus_serranus,2515.537115,2950.028239
Vireo_leucophrys,2515.537115,2641.098556
Zimmerius_bolivianus,2515.537115,2950.028239
Anisognathus_igniventris,2730.919101,3085.478069
Arremon_torquatus,2730.919101,2950.028239
Atlapetes_melanolaemus,2730.919101,3043.105712
Buthraupis_montana,2730.919101,3159.125689
Cacicus_chrysonotus,2730.919101,3073.464555
Catamblyrhynchus_diadema,2730.919101,2924.456854
Catharus_maculatus,2730.919101,2736.859945
Chlorornis_riefferii,2730.919101,3084.289006
Cinnycerthia_fulva,2730.919101,2965.743422
Cnemoscopus_rubrirostris,2730.919101,2945.008408
Colaptes_rivolii,2730.919101,3013.891037
Conirostrum_albifrons,2730.919101,2955.875979
Contopus_fumigatus,2730.919101,3098.601171
Cranioleuca_marcapatae,2730.919101,2895.891164
Cyanolyca_viridicyanus,2730.919101,2972.828212
Dendrocincla_tyrannina,2730.919101,2928.223112
Diglossa_brunneiventris,2730.919101,3058.565164
Diglossa_cyanea,2730.919101,3160.659789
Diglossa_mystacalis,2730.919101,3500
Dubusia_castaneoventris,2730.919101,3199.879118
Elaenia_pallatangae,2730.919101,3055.392993
Haplospiza_rustica,2730.919101,3261.352517
Hemitriccus_granadensis,2730.919101,3122.273068
Iridosornis_jelskii,2730.919101,3219.295107
Kleinothraupis_atropileus,2730.919101,2979.236886
Lepidocolaptes_lacrymiger,2730.919101,2849.993654
Margarornis_squamiger,2730.919101,3209.618774
Mecocerculus_leucophrys,2730.919101,3124.358086
Mecocerculus_stictopterus,2730.919101,3097.003387
Mionectes_striaticollis,2730.919101,3262.841942
Myadestes_ralloides,2730.919101,2959.142628
Myiarchus_tuberculifer,2730.919101,3499.999869
Myioborus_melanocephalus,2730.919101,3053.067458
Myiotheretes_fuscorufus,2730.919101,3074.14123
Myiotheretes_striaticollis,2730.919101,3465.566754
Myiothlypis_luteoviridis,2730.919101,2995.830535
Myiothlypis_signata,2730.919101,2922.600998
Nephelomyias_ochraceiventris,2730.919101,3330.508109
Ochthoeca_cinnamomeiventris,2730.919101,3091.443769
Ochthoeca_pulchella,2730.919101,2952.158076
Ochthoeca_rufipectoralis,2730.919101,3120.232091
Pachyramphus_versicolor,2730.919101,2878.308174
Pharomachrus_auriceps,2730.919101,3150.513992
Pipreola_arcuata,2730.919101,3134.219536
Pipreola_intermedia,2730.919101,2972.059231
Psarocolius_atrovirens,2730.919101,2999.650664
Pseudocolaptes_boissonneautii,2730.919101,3148.235875
Pseudotriccus_ruficeps,2730.919101,3282.603134
Pyrrhomyias_cinnamomeus,2730.919101,3211.274402
Sporathraupis_cyanocephala,2730.919101,3030.271849
Synallaxis_azarae,2730.919101,3015.137389
Tangara_vassorii,2730.919101,2947.772532
Thlypopsis_ruficeps,2730.919101,3226.134207
Thlypopsis_superciliaris,2730.919101,3055.353601
Troglodytes_aedon,2730.919101,3499.999907
Troglodytes_solstitialis,2730.919101,2992.130715
Trogon_personatus,2730.919101,3300.041624
Turdus_chiguanco,2730.919101,3098.850978
Turdus_fuscater,2762.769154,3061.824645
Turdus_serranus,2730.919101,3039.243458
Zimmerius_bolivianus,2730.919101,3107.958443
Anisognathus_igniventris,2663.895454,3043.105712
Anisognathus_somptuosus,2041.855573,2290.095573
Arremon_torquatus,2515.537115,2950.028239
Asthenes_helleri,2730.919101,3043.105712
Buthraupis_montana,2373.517395,3043.105712
Cacicus_chrysonotus,2350.087507,3043.105712
Catamblyrhynchus_diadema,2483.208637,2924.456854
Catharus_maculatus,2041.855573,2736.859945
Chlorornis_riefferii,2356.834131,3043.105712
Chlorospingus_flavopectus,2041.855573,2553.857124
Cinnycerthia_fulva,2349.895621,2965.743422
Cnemoscopus_rubrirostris,2280.746375,2945.008408
Colaptes_rivolii,2297.705728,3013.891037
Conirostrum_albifrons,2152.179112,2955.875979
Contopus_fumigatus,2041.855573,3043.105712
Cranioleuca_marcapatae,2602.454076,2895.891164
Creurgops_dentatus,2041.855573,2405.332723
Cyanocorax_yncas,2041.855573,2145.293966
Cyanolyca_viridicyanus,2270.421044,2972.828212
Dendrocincla_tyrannina,2347.711409,2928.223112
Diglossa_brunneiventris,2674.377858,3043.105712
Diglossa_caerulescens,2041.855573,2487.962302
Diglossa_cyanea,2306.093976,3043.105712
Diglossa_glauca,2041.855573,2257.35741
Diglossa_mystacalis,2685.341445,3043.105712
Drymophila_caudata,2041.855573,2222.876488
Dubusia_castaneoventris,2193.066177,3043.105712
Elaenia_pallatangae,2600.214431,3043.105712
Entomodestes_leucotis,2041.855573,2509.870223
Haplospiza_rustica,2041.855573,3043.105712
Hemitriccus_granadensis,2329.957483,3043.105712
Henicorhina_leucophrys,2041.855573,2427.680976
Iridosornis_analis,2041.855573,2131.371583
Iridosornis_jelskii,2396.290618,3043.105712
Kleinothraupis_atropileus,2511.987288,2979.236886
Lepidocolaptes_lacrymiger,2041.855573,2849.993654
Margarornis_squamiger,2302.918767,3043.105712
Mecocerculus_leucophrys,2340.367314,3043.105712
Mecocerculus_stictopterus,2334.535418,3043.105712
Mionectes_striaticollis,2041.855573,3043.105712
Myadestes_ralloides,2041.855573,2959.142628
Myiarchus_tuberculifer,2041.855573,3043.105712
Myioborus_melanocephalus,2095.047764,3043.105712
Myiodynastes_chrysocephalus,2041.855573,2489.463301
Myiotheretes_fuscorufus,2418.935813,3043.105712
Myiotheretes_striaticollis,2041.855573,3043.105712
Myiothlypis_luteoviridis,2392.229016,2995.830535
Myiothlypis_signata,2041.855573,2922.600998
Nephelomyias_ochraceiventris,2389.343884,3043.105712
Ochthoeca_cinnamomeiventris,2041.855573,3043.105712
Ochthoeca_pulchella,2399.519241,2952.158076
Ochthoeca_rufipectoralis,2626.250537,3043.105712
Pachyramphus_versicolor,2041.855573,2878.308174
Pharomachrus_antisianus,2041.855573,2409.06337
Pharomachrus_auriceps,2041.855573,3043.105712
Phylloscartes_ventralis,2041.855573,2111.268122
Pipreola_arcuata,2331.444554,3043.105712
Pipreola_intermedia,2195.237373,2972.059231
Poecilotriccus_plumbeiceps,2041.855573,2174.06094
Psarocolius_atrovirens,2041.855573,2999.650664
Pseudocolaptes_boissonneautii,2119.73995,3043.105712
Pseudotriccus_ruficeps,2221.837818,3043.105712
Pyrrhomyias_cinnamomeus,2041.855573,3043.105712
Spinus_magellanicus,2041.855573,2316.558477
Sporathraupis_cyanocephala,2223.485494,3030.271849
Synallaxis_azarae,2041.855573,3015.137389
Syndactyla_rufosuperciliata,2041.855573,2114.615398
Tangara_vassorii,2324.559234,2947.772532
Tangara_xanthocephala,2041.855573,2186.345362
Thamnophilus_caerulescens,2041.855573,2151.799115
Thlypopsis_ruficeps,2097.153092,3043.105712
Thlypopsis_superciliaris,2301.048834,3043.105712
Thripadectes_holostictus,2041.855573,2258.756273
Troglodytes_aedon,2041.855573,3043.105712
Troglodytes_solstitialis,2275.160571,2992.130715
Trogon_personatus,2041.855573,3043.105712
Turdus_chiguanco,2062.107852,3043.105712
Turdus_fuscater,2762.769154,3043.105712
Turdus_serranus,2159.802472,3039.243458
Vireo_leucophrys,2041.855573,2641.098556
Zimmerius_bolivianus,2041.855573,3043.105712
Akletos_goeldii,380.0000471,576.1070774
Ammodramus_aurifrons,380.0000471,576.1070774
Anabazenops_dorsalis,380.0000471,576.1070774
Arremon_taciturnus,380.0000471,576.1070774
Automolus_ochrolaemus,380.0000471,576.1070774
Automolus_rufipileatus,380.0000471,576.1070774
Automolus_subulatus,380.0000471,576.1070774
Campephilus_melanoleucos,380.0000471,576.1070774
Campylorhamphus_trochilirostris,380.0000471,576.1070774
Campylorhynchus_turdinus,380.0000471,576.1070774
Capito_auratus,380.0000471,576.1070774
Catharus_maculatus,380.0000471,576.1070774
Catharus_ustulatus,380.0000471,576.1070774
Ceratopipra_chloromeros,380.0000471,576.1070774
Cercomacra_manu,380.0000471,576.1070774
Cercomacroides_serva,380.0000471,576.1070774
Chlorothraupis_carmioli,380.0000471,576.1070774
Clibanornis_rubiginosus,380.0000471,576.1070774
Corythopis_torquatus,380.0000471,576.1070774
Cryptopipo_holochlora,380.0000471,576.1070774
