NO#,Collection,Sample label,Sample No. #,Full_Label,Powder lvl,Host genus,Host species,Order,Family,Lice,Mites,Ticks,Other,Host Family,Order2,Date of collection,Country,Province,Locality,Altitude
1279,JEJ,P13,353,P130353,low,Automolus,ochrolaemus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1280,JEJ,P13,443,P130443,med,Phlegopsis,nigromaculata,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
1281,JEJ,P13,355,P130355,low,Terenotriccus,erythrurus,Passeriformes,"Tityridae
",No,No,No,No,,,,,,,
1282,JEJ,P13,392,P130392,high,Deconychura,longicauda,Passeriformes,"Furnariidae
",No,Yes,No,No,,,,,,,
1283,JEJ,P13,803,P130803,high,Ramphotrigon,fuscicauda,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1284,JEJ,P13,887,P130887,low,Sciaphylax,hemimelaena,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1285,JEJ,SP11,4,SP110004,high,Trichothraupis,melanops,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1286,JEJ,SP11,9,SP110009,low,Myiothlypis,coronata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1287,JEJ,SP11,17,SP110017,high,Myiothlypis,coronata,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
1288,JEJ,SP11,27,SP110027,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1289,JEJ,SP11,36,SP110036,low,Trichothraupis,melanops,Passeriformes,Thraupidae,Yes,No,No,No,,,,,,,
1290,JEJ,SP11,39,SP110039,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1291,JEJ,SP11,38,SP110038,low,Trichothraupis,melanops,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1292,JEJ,SP11,48,SP110048,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1293,JEJ,SP11,69,SP110069,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1294,JEJ,SP11,94,SP110094,high,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,Yes,Yes,No,No,,,,,,,
1295,JEJ,SP11,41,SP110041,low,Myiothlypis,coronata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1296,JEJ,SP11,42,SP110042,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1297,JEJ,SP11,47,SP110047,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1298,JEJ,SP11,126,SP110126,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,Yes,Yes,No,No,,,,,,,
1299,JEJ,SP11,143,SP110143,low,Myiothlypis,coronata,Passeriformes,Parulidae,No,No,No,No,,,,,,,
1300,JEJ,SP11,320,SP110320,low,Trichothraupis,melanops,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1301,JEJ,SP12,30,SP120030,med,Myiothlypis,bivittata,Passeriformes,Parulidae,No,No,No,No,,,,,,,
1302,JEJ,SP11,159,SP110159,high,Myiothlypis,bivittata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1303,JEJ,SP11,367,SP110367,med,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,Yes,,,,,,,
1304,JEJ,SP12,57,SP120057,low,Myiothlypis,coronata,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
1305,JEJ,SP12,65,SP120065,low,Lophotriccus,pileatus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1306,JEJ,SP12,80,SP120080,low,Myiothlypis,coronata,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
1307,JEJ,SP12,61,SP120061,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,No,No,Yes,,,,,,,
1308,JEJ,SP12,62,SP120062,low,Trichothraupis,melanops,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1309,JEJ,SP12,660,SP120660,low,Myiothlypis,bivittata,Passeriformes,Parulidae,Yes,Yes,No,Yes,,,,,,,
1310,JEJ,SP12,670,SP120670,low,Trichothraupis,melanops,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1311,JEJ,SP12,675,SP120675,low,Lophotriccus,pileatus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
1312,JEJ,SP12,809,SP120809,low,Myiothlypis,bivittata,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
1313,JEJ,SP12,778,SP120778,low,Myiothlypis,coronata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1314,JEJ,SP12,54,SP120054,none,Myiothlypis,coronata,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
1315,JEJ,SP12,764,SP120764,low,Trichothraupis,melanops,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1316,JEJ,SP12,874,SP120874,low,Myrmotherula,longicauda,Passeriformes,Thamnophilidae,No,No,No,No,,,,,,,
1317,JEJ,SP12,859,SP120859,low,Myiothlypis,bivittata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1318,JEJ,SP12,772,SP120772,low,Lophotriccus,pileatus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1319,JEJ,SP12,894,SP120894,low,Myiothlypis,coronata,Passeriformes,Parulidae,No,No,No,No,,,,,,,
1320,JEJ,SP12,1000,SP121000,low,Myiothlypis,coronata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1321,JEJ,SP12,954,SP120954,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1322,JEJ,SP12,1001,SP121001,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,Yes,Yes,No,No,,,,,,,
1323,JEJ,SP12,943,SP120943,low,Myiothlypis,coronata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1324,JEJ,SP12,1002,SP121002,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1325,JEJ,SP12,1019,SP121019,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1326,JEJ,SP12,1022,SP121022,low,Trichothraupis,melanops,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1327,JEJ,SP12,1025,SP121025,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1328,JEJ,SP12,1031,SP121031,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,Yes,Yes,No,No,,,,,,,
1329,JEJ,SP12,1046,SP121046,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,Yes,No,No,,,,,,,
1330,JEJ,SP12,1057,SP121057,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1331,JEJ,SP12,1059,SP121059,none,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1332,JEJ,SP12,1064,SP121064,med,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1333,JEJ,SP12,1065,SP121065,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1334,JEJ,SP12,1066,SP121066,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1335,JEJ,SP12,1077,SP121077,low,Myiothlypis,bivittata,Passeriformes,Parulidae,No,Yes,No,No,,,,,,,
1336,JEJ,SP12,1079,SP121079,low,Myiothlypis,bivittata,Passeriformes,Parulidae,Yes,Yes,No,No,,,,,,,
1337,JEJ,SP12,1090,SP121090,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,No,No,No,,,,,,,
1338,JEJ,SP12,1098,SP121098,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,No,No,No,No,,,,,,,
1339,JEJ,SP12,1117,SP121117,low,Myiothlypis,bivittata,Passeriformes,Parulidae,No,Yes,No,Yes,,,,,,,
1340,JEJ,SP12,1163,SP121163,low,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,Yes,No,No,No,,,,,,,
1341,JEJ,SP12,1172,SP121172,low,Lophotriccus,pileatus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1342,JEJ,SP12,1216,SP121216,low,Myrmotherula,schisticolor,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1343,JEJ,SP12,1185,SP121185,med,Myrmotherula,schisticolor,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
1344,JEJ,SP12,1210,SP121210,med,Myiothlypis,bivittata,Passeriformes,Parulidae,No,Yes,No,Yes,,,,,,,
1345,JEJ,SP12,1223,SP121223,low,Myiothlypis,bivittata,Passeriformes,Parulidae,No,No,No,No,,,,,,,
1346,JEJ,SP12,1226,SP121226,low,Myrmotherula,longicauda,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1347,JEJ,SP12,1273,SP121273,low,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,No,Yes,No,No,,,,,,,
1348,JEJ,SP12,1292,SP121292,low,Myiothlypis,bivittata,Passeriformes,Parulidae,Yes,No,No,No,,,,,,,
1349,JEJ,P11,6148,P116148,med,Mionectes,oleagineus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1350,JEJ,P11,6149,P116149,low,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1351,JEJ,P11,6155,P116155,med,Percnostola,fortis,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1352,JEJ,P11,6169,P116167,low,Mionectes,oleagineus,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1353,JEJ,P11,6171,P116171,low,Ceratopipra ,chloromeros,Passeriformes,Pipridae,Yes,Yes,No,No,,,,,,,
1354,JEJ,P11,6177,P116177,low,Lepidothrix,coronata,Passeriformes,Pipridae,No,Yes,No,No,,,,,,,
1355,JEJ,P11,6183,P116183,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1356,JEJ,P11,6186,P116186,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1357,JEJ,P11,6220,P116220,high,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1358,JEJ,P11,6221,P116221,low,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,No,Yes,No,No,,,,,,,
1359,JEJ,P11,6222,P116222,med,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1360,JEJ,P11,6223,P116223,low,Thalurania,furcata,Apodiformes,Trochilidae,Yes,Yes,No,No,,,,,,,
1361,JEJ,P11,6218,P116218,med,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,Yes,Yes,No,No,,,,,,,
1362,JEJ,P11,6233,P116233,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1363,JEJ,P11,6441,P116441,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,No,No,No,,,,,,,
1364,JEJ,P11,6443,P116443,low,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,Yes,No,No,No,,,,,,,
1365,JEJ,P11,6485,P116485,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,No,No,No,,,,,,,
1366,JEJ,P11,6487,P116487,med,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,No,No,No,,,,,,,
1367,JEJ,P11,6489,P116489,med,Mionectes,olivaceus,Passeriformes,Tyrannidae,No,No,No,No,,,,,,,
1368,JEJ,P12,616,P120616,low,Ancistrops,strigilatus,Passeriformes,Furnariidae,No,Yes,No,No,,,,,,,
1369,JEJ,P12,704,P120704,low,Mionectes,striaticollis,Passeriformes,Tyrannidae,No,Yes,No,No,,,,,,,
1370,JEJ,P12,0844A,P120844A,med,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,No,Yes,No,No,,,,,,,
1371,JEJ,P12,1028,P121028,high,Ancistrops,strigilatus,Passeriformes,Furnariidae,No,Yes,No,Yes,,,,,,,
1372,JEJ,P12,1441,P121441,low,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,No,No,No,Yes,,,,,,,
1373,JEJ,P13,185,P130185,low,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,Yes,Yes,No,No,,,,,,,
1374,JEJ,P13,219,P130219,low,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,Yes,Yes,No,No,,,,,,,
1375,JEJ,P13,491,P130491,low,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,No,Yes,No,Yes,,,,,,,
1376,JEJ,SP11,10,SP110010,high,Sphenopsis,melanotis,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1377,JEJ,SP11,11,SP110011,high,Sphenopsis,melanotis,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1378,JEJ,P13,372,P130372,med,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1379,JEJ,SP11,28,SP110028,med,Sphenopsis,melanotis,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1380,JEJ,SP11,124,SP110124,med,Sphenopsis,melanotis,Passeriformes,Thraupidae,No,Yes,No,Yes,,,,,,,
1381,JEJ,SP11,164,SP110164,med,Sporophila,nigricollis,Passeriformes,Thraupidae,No,Yes,No,Yes,,,,,,,
1382,JEJ,SP11,196,SP110196,low,Sporophila,nigricollis,Passeriformes,Thraupidae,No,Yes,No,Yes,,,,,,,
1383,JEJ,SP11,197,SP110197,low,Sporophila,nigricollis,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1384,JEJ,SP12,55,SP120055,low,Sphenopsis,melanotis,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1385,JEJ,SP12,70,SP120070,low,Diglossa,glauca,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1386,JEJ,SP12,1054,SP121054,low,Ammodramus,aurifrons,Passeriformes,Emberizidae,No,Yes,No,No,,,,,,,
1387,JEJ,SP12,1051,SP121051,low,Xiphorhynchus,triangularis,Passeriformes,Furnariidae,No,No,No,Yes,,,,,,,
1388,JEJ,SP12,1114,SP121114,med,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1389,JEJ,SP12,1171,SP121171,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1390,JEJ,SP12,1215,SP121215,med,Sphenopsis,melanotis,Passeriformes,Thraupidae,Yes,Yes,No,Yes,,,,,,,
1391,JEJ,SP12,1239,SP121239,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1392,JEJ,SP12,1313,SP121313,low,Cyanerpes,caeruleus,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1393,JEJ,SP12,1331,SP121331,low,Cyanerpes,caeruleus,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1394,JEJ,SP12,1361,SP121361,med,Sphenopsis,melanotis,Passeriformes,Thraupidae,No,Yes,No,Yes,,,,,,,
1395,JEJ,SP13,113,SP13113,med,Sphenopsis,melanotis,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1396,JEJ,SP13,248,SP13248,low,Ammodramus,aurifrons,Passeriformes,Emberizidae,No,No,No,No,,,,,,,
1397,JEJ,TL12,53,TL120053,low,Anisognathus,somptuosus,Passeriformes,Thraupidae,Yes,No,No,No,,,,,,,
1398,JEJ,TL12,55,TL120055,low,Anisognathus,somptuosus,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1399,JEJ,TL12,56,TL120056,low,Sphenopsis,melanotis,Passeriformes,Thraupidae,No,No,No,Yes,,,,,,,
1400,JEJ,TL12,60,TL120060,med,Iridosornis,analis,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1401,JEJ,TL12,62,TL120062,med,Iridosornis,analis,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1402,JEJ,TU12,49,TU120049,med,Buthraupis,montana,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1403,JEJ,TU12,50,TU120050,low,Buthraupis,montana,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1404,JEJ,TU12,59,TU120059,low,Sphenopsis,melanotis,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1405,JEJ,VC12,88,VC120088,med,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,Yes,,,,,,,
1406,JEJ,VC12,89,VC120089,high,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,No,No,Yes,,,,,,,
1407,JEJ,VC12,108,VC120108,low,Mionectes,olivaceus,Passeriformes,Tyrannidae,Yes,Yes,No,No,,,,,,,
1408,JEJ,W12,322,W120322,med,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1409,JEJ,W12,483,W120483,med,Buthraupis,montana,Passeriformes,Thraupidae,Yes,No,No,No,,,,,,,
1410,JEJ,W12,518,W120518,med,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1411,JEJ,W12,525,W120525,med,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1412,JEJ,W12,530,W120530,low,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1413,JEJ,W12,691,W120691,med,Dubusia,taeniata,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1414,JEJ,W12,715,W120715,med,Haplospiza,rustica,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1415,JEJ,W12,826,W120826,med,Haplospiza,rustica,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1416,JEJ,W12,876,W120876,med,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,No,No,No,,,,,,,
1417,JEJ,W13,188,W130188,low,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1418,JEJ,W13,234,W130234,med,Buthraupis,montana,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1419,JEJ,W13,515,W130515,low,Haplospiza,rustica,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1420,JEJ,W13,566,W130566,low,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1421,JEJ,W13,559,W130559,low,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1422,JEJ,W13,603,W130603,med,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
1423,JEJ,W13,623,W130623,low,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1424,JEJ,W13,648,W130648,med,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1425,JEJ,W13,654,W130654,high,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,No,Yes,No,No,,,,,,,
1426,JEJ,W13,814,W130814,low,Haplospiza,rustica,Passeriformes,Thraupidae,No,No,Yes,No,,,,,,,
1427,JEJ,W13,850,W130850,low,Haplospiza,rustica,Passeriformes,Thraupidae,Yes,Yes,No,No,,,,,,,
