"","species_pair","species","species2","low_limit","high_limit"
"211","Myrmotherula.brachyura&Hafferia.fortis","Myrmotherula.brachyura","Hafferia.fortis",380.0000471,613.5858084
"212","Myrmotherula.menetriesii&Hafferia.fortis","Myrmotherula.menetriesii","Hafferia.fortis",380.0000471,553.0720514
"213","Oneillornis.salvini&Hafferia.fortis","Oneillornis.salvini","Hafferia.fortis",380.0000471,508.6982498
"214","Rhegmatorhina.melanosticta&Hafferia.fortis","Rhegmatorhina.melanosticta","Hafferia.fortis",380.0000471,613.5858084
"215","Sciaphylax.hemimelaena&Hafferia.fortis","Sciaphylax.hemimelaena","Hafferia.fortis",380.0000471,613.5858084
"216","Thamnomanes.ardesiacus&Hafferia.fortis","Thamnomanes.ardesiacus","Hafferia.fortis",380.0000471,525.366705
"217","Thamnomanes.schistogynus&Hafferia.fortis","Thamnomanes.schistogynus","Hafferia.fortis",380.0000471,613.5858084
"218","Thamnophilus.schistaceus&Hafferia.fortis","Thamnophilus.schistaceus","Hafferia.fortis",380.0000471,613.5858084
"219","Cercomacra.manu&Herpsilochmus.axillaris","Cercomacra.manu","Herpsilochmus.axillaris",920.4601664,1047.448962
"220","Cercomacroides.serva&Herpsilochmus.axillaris","Cercomacroides.serva","Herpsilochmus.axillaris",920.4601664,1566.929409
"221","Cymbilaimus.sanctaemariae&Herpsilochmus.axillaris","Cymbilaimus.sanctaemariae","Herpsilochmus.axillaris",920.4601664,1161.333136
"222","Drymophila.caudata&Herpsilochmus.axillaris","Drymophila.caudata","Herpsilochmus.axillaris",1432.910889,1590.139445
"223","Dysithamnus.mentalis&Herpsilochmus.axillaris","Dysithamnus.mentalis","Herpsilochmus.axillaris",920.4601664,1590.139445
"224","Epinecrophylla.ornata&Herpsilochmus.axillaris","Epinecrophylla.ornata","Herpsilochmus.axillaris",920.4601664,1590.139445
"225","Epinecrophylla.spodionota&Herpsilochmus.axillaris","Epinecrophylla.spodionota","Herpsilochmus.axillaris",920.4601664,1423.114472
"226","Hylophylax.naevius&Herpsilochmus.axillaris","Hylophylax.naevius","Herpsilochmus.axillaris",920.4601664,1288.421472
"227","Hypocnemis.subflava&Herpsilochmus.axillaris","Hypocnemis.subflava","Herpsilochmus.axillaris",920.4601664,1437.704218
"228","Microrhopias.quixensis&Herpsilochmus.axillaris","Microrhopias.quixensis","Herpsilochmus.axillaris",920.4601664,1185.003847
"229","Myrmelastes.leucostigma&Herpsilochmus.axillaris","Myrmelastes.leucostigma","Herpsilochmus.axillaris",920.4601664,1419.427474
"230","Myrmoborus.leucophrys&Herpsilochmus.axillaris","Myrmoborus.leucophrys","Herpsilochmus.axillaris",920.4601664,1130.37757
"231","Myrmoborus.lophotes&Herpsilochmus.axillaris","Myrmoborus.lophotes","Herpsilochmus.axillaris",920.4601664,1158.186905
"232","Myrmotherula.longicauda&Herpsilochmus.axillaris","Myrmotherula.longicauda","Herpsilochmus.axillaris",969.1766003,1431.987319
"233","Myrmotherula.schisticolor&Herpsilochmus.axillaris","Myrmotherula.schisticolor","Herpsilochmus.axillaris",1242.949247,1590.139445
"234","Pyriglena.leuconota&Herpsilochmus.axillaris","Pyriglena.leuconota","Herpsilochmus.axillaris",1036.267373,1590.139445
"235","Rhegmatorhina.melanosticta&Herpsilochmus.axillaris","Rhegmatorhina.melanosticta","Herpsilochmus.axillaris",920.4601664,1011.101573
"236","Sciaphylax.hemimelaena&Herpsilochmus.axillaris","Sciaphylax.hemimelaena","Herpsilochmus.axillaris",920.4601664,1212.630708
"237","Thamnophilus.caerulescens&Herpsilochmus.axillaris","Thamnophilus.caerulescens","Herpsilochmus.axillaris",1435.312561,1590.139445
"238","Thamnophilus.palliatus&Herpsilochmus.axillaris","Thamnophilus.palliatus","Herpsilochmus.axillaris",941.374244,1450.684489
"239","Akletos.goeldii&Hylophylax.naevius","Akletos.goeldii","Hylophylax.naevius",380.0000471,816.2073002
"240","Cercomacra.manu&Hylophylax.naevius","Cercomacra.manu","Hylophylax.naevius",380,1047.448962
"241","Cercomacroides.serva&Hylophylax.naevius","Cercomacroides.serva","Hylophylax.naevius",380,1288.421472
"242","Cymbilaimus.sanctaemariae&Hylophylax.naevius","Cymbilaimus.sanctaemariae","Hylophylax.naevius",405.5124356,1161.333136
"243","Dysithamnus.mentalis&Hylophylax.naevius","Dysithamnus.mentalis","Hylophylax.naevius",583.0497077,1288.421472
"244","Epinecrophylla.ornata&Hylophylax.naevius","Epinecrophylla.ornata","Hylophylax.naevius",478.8607096,1288.421472
"245","Epinecrophylla.spodionota&Hylophylax.naevius","Epinecrophylla.spodionota","Hylophylax.naevius",854.8672431,1288.421472
"246","Hafferia.fortis&Hylophylax.naevius","Hafferia.fortis","Hylophylax.naevius",380.0000471,613.5858084
"247","Herpsilochmus.axillaris&Hylophylax.naevius","Herpsilochmus.axillaris","Hylophylax.naevius",920.4601664,1288.421472
"248","Hypocnemis.subflava&Hylophylax.naevius","Hypocnemis.subflava","Hylophylax.naevius",451.2888823,1288.421472
"249","Microrhopias.quixensis&Hylophylax.naevius","Microrhopias.quixensis","Hylophylax.naevius",380.9074699,1185.003847
"250","Myrmelastes.brunneiceps&Hylophylax.naevius","Myrmelastes.brunneiceps","Hylophylax.naevius",380.0000471,746.5097098
"251","Myrmelastes.leucostigma&Hylophylax.naevius","Myrmelastes.leucostigma","Hylophylax.naevius",555.8201003,1288.421472
"252","Myrmoborus.leucophrys&Hylophylax.naevius","Myrmoborus.leucophrys","Hylophylax.naevius",380,1130.37757
"253","Myrmoborus.lophotes&Hylophylax.naevius","Myrmoborus.lophotes","Hylophylax.naevius",380,1158.186905
"254","Myrmoborus.myotherinus&Hylophylax.naevius","Myrmoborus.myotherinus","Hylophylax.naevius",380.0000471,747.5128609
"255","Myrmotherula.axillaris&Hylophylax.naevius","Myrmotherula.axillaris","Hylophylax.naevius",380.0000471,534.2222829
"256","Myrmotherula.brachyura&Hylophylax.naevius","Myrmotherula.brachyura","Hylophylax.naevius",380.0000471,776.2948127
"257","Myrmotherula.longicauda&Hylophylax.naevius","Myrmotherula.longicauda","Hylophylax.naevius",969.1766003,1288.421472
"258","Myrmotherula.menetriesii&Hylophylax.naevius","Myrmotherula.menetriesii","Hylophylax.naevius",380.0000471,553.0720514
"259","Myrmotherula.schisticolor&Hylophylax.naevius","Myrmotherula.schisticolor","Hylophylax.naevius",1242.949247,1288.421472
"260","Oneillornis.salvini&Hylophylax.naevius","Oneillornis.salvini","Hylophylax.naevius",380.0000471,508.6982498
"261","Pyriglena.leuconota&Hylophylax.naevius","Pyriglena.leuconota","Hylophylax.naevius",1036.267373,1288.421472
"262","Rhegmatorhina.melanosticta&Hylophylax.naevius","Rhegmatorhina.melanosticta","Hylophylax.naevius",380,1011.101573
"263","Sciaphylax.hemimelaena&Hylophylax.naevius","Sciaphylax.hemimelaena","Hylophylax.naevius",380,1212.630708
"264","Thamnomanes.ardesiacus&Hylophylax.naevius","Thamnomanes.ardesiacus","Hylophylax.naevius",380.0000471,525.366705
"265","Thamnomanes.schistogynus&Hylophylax.naevius","Thamnomanes.schistogynus","Hylophylax.naevius",380.0000471,782.9777507
"266","Thamnophilus.palliatus&Hylophylax.naevius","Thamnophilus.palliatus","Hylophylax.naevius",941.374244,1288.421472
"267","Thamnophilus.schistaceus&Hylophylax.naevius","Thamnophilus.schistaceus","Hylophylax.naevius",380.0000471,848.7361562
"268","Akletos.goeldii&Hypocnemis.subflava","Akletos.goeldii","Hypocnemis.subflava",451.2888823,816.2073002
"269","Cercomacra.manu&Hypocnemis.subflava","Cercomacra.manu","Hypocnemis.subflava",451.2888823,1047.448962
"270","Cercomacroides.serva&Hypocnemis.subflava","Cercomacroides.serva","Hypocnemis.subflava",451.2888823,1437.704218
"271","Cymbilaimus.sanctaemariae&Hypocnemis.subflava","Cymbilaimus.sanctaemariae","Hypocnemis.subflava",451.2888823,1161.333136
"272","Drymophila.caudata&Hypocnemis.subflava","Drymophila.caudata","Hypocnemis.subflava",1432.910889,1437.704218
"273","Dysithamnus.mentalis&Hypocnemis.subflava","Dysithamnus.mentalis","Hypocnemis.subflava",583.0497077,1437.704218
"274","Epinecrophylla.ornata&Hypocnemis.subflava","Epinecrophylla.ornata","Hypocnemis.subflava",478.8607096,1437.704218
"275","Epinecrophylla.spodionota&Hypocnemis.subflava","Epinecrophylla.spodionota","Hypocnemis.subflava",854.8672431,1423.114472
"276","Hafferia.fortis&Hypocnemis.subflava","Hafferia.fortis","Hypocnemis.subflava",451.2888823,613.5858084
"277","Herpsilochmus.axillaris&Hypocnemis.subflava","Herpsilochmus.axillaris","Hypocnemis.subflava",920.4601664,1437.704218
"278","Hylophylax.naevius&Hypocnemis.subflava","Hylophylax.naevius","Hypocnemis.subflava",451.2888823,1288.421472
"279","Microrhopias.quixensis&Hypocnemis.subflava","Microrhopias.quixensis","Hypocnemis.subflava",451.2888823,1185.003847
"280","Myrmelastes.brunneiceps&Hypocnemis.subflava","Myrmelastes.brunneiceps","Hypocnemis.subflava",451.2888823,746.5097098
"281","Myrmelastes.leucostigma&Hypocnemis.subflava","Myrmelastes.leucostigma","Hypocnemis.subflava",555.8201003,1419.427474
"282","Myrmoborus.leucophrys&Hypocnemis.subflava","Myrmoborus.leucophrys","Hypocnemis.subflava",451.2888823,1130.37757
"283","Myrmoborus.lophotes&Hypocnemis.subflava","Myrmoborus.lophotes","Hypocnemis.subflava",451.2888823,1158.186905
"284","Myrmoborus.myotherinus&Hypocnemis.subflava","Myrmoborus.myotherinus","Hypocnemis.subflava",451.2888823,747.5128609
"285","Myrmotherula.axillaris&Hypocnemis.subflava","Myrmotherula.axillaris","Hypocnemis.subflava",451.2888823,534.2222829
"286","Myrmotherula.brachyura&Hypocnemis.subflava","Myrmotherula.brachyura","Hypocnemis.subflava",451.2888823,776.2948127
"287","Myrmotherula.longicauda&Hypocnemis.subflava","Myrmotherula.longicauda","Hypocnemis.subflava",969.1766003,1431.987319
"288","Myrmotherula.menetriesii&Hypocnemis.subflava","Myrmotherula.menetriesii","Hypocnemis.subflava",451.2888823,553.0720514
"289","Myrmotherula.schisticolor&Hypocnemis.subflava","Myrmotherula.schisticolor","Hypocnemis.subflava",1242.949247,1437.704218
"290","Oneillornis.salvini&Hypocnemis.subflava","Oneillornis.salvini","Hypocnemis.subflava",451.2888823,508.6982498
"291","Pyriglena.leuconota&Hypocnemis.subflava","Pyriglena.leuconota","Hypocnemis.subflava",1036.267373,1437.704218
"292","Rhegmatorhina.melanosticta&Hypocnemis.subflava","Rhegmatorhina.melanosticta","Hypocnemis.subflava",451.2888823,1011.101573
"293","Sciaphylax.hemimelaena&Hypocnemis.subflava","Sciaphylax.hemimelaena","Hypocnemis.subflava",451.2888823,1212.630708
"294","Thamnomanes.ardesiacus&Hypocnemis.subflava","Thamnomanes.ardesiacus","Hypocnemis.subflava",451.2888823,525.366705
"295","Thamnomanes.schistogynus&Hypocnemis.subflava","Thamnomanes.schistogynus","Hypocnemis.subflava",451.2888823,782.9777507
"296","Thamnophilus.caerulescens&Hypocnemis.subflava","Thamnophilus.caerulescens","Hypocnemis.subflava",1435.312561,1437.704218
"297","Thamnophilus.palliatus&Hypocnemis.subflava","Thamnophilus.palliatus","Hypocnemis.subflava",941.374244,1437.704218
"298","Thamnophilus.schistaceus&Hypocnemis.subflava","Thamnophilus.schistaceus","Hypocnemis.subflava",451.2888823,848.7361562
"299","Akletos.goeldii&Microrhopias.quixensis","Akletos.goeldii","Microrhopias.quixensis",380.9074699,816.2073002
"300","Cercomacra.manu&Microrhopias.quixensis","Cercomacra.manu","Microrhopias.quixensis",380.9074699,1047.448962
"301","Cercomacroides.serva&Microrhopias.quixensis","Cercomacroides.serva","Microrhopias.quixensis",380.9074699,1185.003847
"302","Cymbilaimus.sanctaemariae&Microrhopias.quixensis","Cymbilaimus.sanctaemariae","Microrhopias.quixensis",405.5124356,1161.333136
"303","Dysithamnus.mentalis&Microrhopias.quixensis","Dysithamnus.mentalis","Microrhopias.quixensis",583.0497077,1185.003847
"304","Epinecrophylla.ornata&Microrhopias.quixensis","Epinecrophylla.ornata","Microrhopias.quixensis",478.8607096,1185.003847
"305","Epinecrophylla.spodionota&Microrhopias.quixensis","Epinecrophylla.spodionota","Microrhopias.quixensis",854.8672431,1185.003847
"306","Hafferia.fortis&Microrhopias.quixensis","Hafferia.fortis","Microrhopias.quixensis",380.9074699,613.5858084
"307","Herpsilochmus.axillaris&Microrhopias.quixensis","Herpsilochmus.axillaris","Microrhopias.quixensis",920.4601664,1185.003847
"308","Hylophylax.naevius&Microrhopias.quixensis","Hylophylax.naevius","Microrhopias.quixensis",380.9074699,1185.003847
"309","Hypocnemis.subflava&Microrhopias.quixensis","Hypocnemis.subflava","Microrhopias.quixensis",451.2888823,1185.003847
"310","Myrmelastes.brunneiceps&Microrhopias.quixensis","Myrmelastes.brunneiceps","Microrhopias.quixensis",380.9074699,746.5097098
"311","Myrmelastes.leucostigma&Microrhopias.quixensis","Myrmelastes.leucostigma","Microrhopias.quixensis",555.8201003,1185.003847
"312","Myrmoborus.leucophrys&Microrhopias.quixensis","Myrmoborus.leucophrys","Microrhopias.quixensis",380.9074699,1130.37757
"313","Myrmoborus.lophotes&Microrhopias.quixensis","Myrmoborus.lophotes","Microrhopias.quixensis",380.9074699,1158.186905
"314","Myrmoborus.myotherinus&Microrhopias.quixensis","Myrmoborus.myotherinus","Microrhopias.quixensis",380.9074699,747.5128609
"315","Myrmotherula.axillaris&Microrhopias.quixensis","Myrmotherula.axillaris","Microrhopias.quixensis",380.9074699,534.2222829
"316","Myrmotherula.brachyura&Microrhopias.quixensis","Myrmotherula.brachyura","Microrhopias.quixensis",380.9074699,776.2948127
"317","Myrmotherula.longicauda&Microrhopias.quixensis","Myrmotherula.longicauda","Microrhopias.quixensis",969.1766003,1185.003847
"318","Myrmotherula.menetriesii&Microrhopias.quixensis","Myrmotherula.menetriesii","Microrhopias.quixensis",380.9074699,553.0720514
"319","Oneillornis.salvini&Microrhopias.quixensis","Oneillornis.salvini","Microrhopias.quixensis",380.9074699,508.6982498
"320","Pyriglena.leuconota&Microrhopias.quixensis","Pyriglena.leuconota","Microrhopias.quixensis",1036.267373,1185.003847
"321","Rhegmatorhina.melanosticta&Microrhopias.quixensis","Rhegmatorhina.melanosticta","Microrhopias.quixensis",380.9074699,1011.101573
"322","Sciaphylax.hemimelaena&Microrhopias.quixensis","Sciaphylax.hemimelaena","Microrhopias.quixensis",380.9074699,1185.003847
"323","Thamnomanes.ardesiacus&Microrhopias.quixensis","Thamnomanes.ardesiacus","Microrhopias.quixensis",380.9074699,525.366705
"324","Thamnomanes.schistogynus&Microrhopias.quixensis","Thamnomanes.schistogynus","Microrhopias.quixensis",380.9074699,782.9777507
"325","Thamnophilus.palliatus&Microrhopias.quixensis","Thamnophilus.palliatus","Microrhopias.quixensis",941.374244,1185.003847
"326","Thamnophilus.schistaceus&Microrhopias.quixensis","Thamnophilus.schistaceus","Microrhopias.quixensis",380.9074699,848.7361562
"327","Akletos.goeldii&Myrmelastes.brunneiceps","Akletos.goeldii","Myrmelastes.brunneiceps",380.0000471,746.5097098
"328","Cercomacra.manu&Myrmelastes.brunneiceps","Cercomacra.manu","Myrmelastes.brunneiceps",380.0000471,746.5097098
"329","Cercomacroides.serva&Myrmelastes.brunneiceps","Cercomacroides.serva","Myrmelastes.brunneiceps",380.0000471,746.5097098
"330","Cymbilaimus.sanctaemariae&Myrmelastes.brunneiceps","Cymbilaimus.sanctaemariae","Myrmelastes.brunneiceps",405.5124356,746.5097098
"331","Dysithamnus.mentalis&Myrmelastes.brunneiceps","Dysithamnus.mentalis","Myrmelastes.brunneiceps",583.0497077,746.5097098
"332","Epinecrophylla.ornata&Myrmelastes.brunneiceps","Epinecrophylla.ornata","Myrmelastes.brunneiceps",478.8607096,746.5097098
"333","Hafferia.fortis&Myrmelastes.brunneiceps","Hafferia.fortis","Myrmelastes.brunneiceps",380.0000471,613.5858084
"334","Hylophylax.naevius&Myrmelastes.brunneiceps","Hylophylax.naevius","Myrmelastes.brunneiceps",380.0000471,746.5097098
"335","Hypocnemis.subflava&Myrmelastes.brunneiceps","Hypocnemis.subflava","Myrmelastes.brunneiceps",451.2888823,746.5097098
"336","Microrhopias.quixensis&Myrmelastes.brunneiceps","Microrhopias.quixensis","Myrmelastes.brunneiceps",380.9074699,746.5097098
"337","Myrmelastes.leucostigma&Myrmelastes.brunneiceps","Myrmelastes.leucostigma","Myrmelastes.brunneiceps",555.8201003,746.5097098
"338","Myrmoborus.leucophrys&Myrmelastes.brunneiceps","Myrmoborus.leucophrys","Myrmelastes.brunneiceps",380.0000471,746.5097098
"339","Myrmoborus.lophotes&Myrmelastes.brunneiceps","Myrmoborus.lophotes","Myrmelastes.brunneiceps",380.0000471,746.5097098
"340","Myrmoborus.myotherinus&Myrmelastes.brunneiceps","Myrmoborus.myotherinus","Myrmelastes.brunneiceps",380.0000471,746.5097098
"341","Myrmotherula.axillaris&Myrmelastes.brunneiceps","Myrmotherula.axillaris","Myrmelastes.brunneiceps",380.0000471,534.2222829
"342","Myrmotherula.brachyura&Myrmelastes.brunneiceps","Myrmotherula.brachyura","Myrmelastes.brunneiceps",380.0000471,746.5097098
"343","Myrmotherula.menetriesii&Myrmelastes.brunneiceps","Myrmotherula.menetriesii","Myrmelastes.brunneiceps",380.0000471,553.0720514
"344","Oneillornis.salvini&Myrmelastes.brunneiceps","Oneillornis.salvini","Myrmelastes.brunneiceps",380.0000471,508.6982498
"345","Rhegmatorhina.melanosticta&Myrmelastes.brunneiceps","Rhegmatorhina.melanosticta","Myrmelastes.brunneiceps",380.0000471,746.5097098
"346","Sciaphylax.hemimelaena&Myrmelastes.brunneiceps","Sciaphylax.hemimelaena","Myrmelastes.brunneiceps",380.0000471,746.5097098
"347","Thamnomanes.ardesiacus&Myrmelastes.brunneiceps","Thamnomanes.ardesiacus","Myrmelastes.brunneiceps",380.0000471,525.366705
"348","Thamnomanes.schistogynus&Myrmelastes.brunneiceps","Thamnomanes.schistogynus","Myrmelastes.brunneiceps",380.0000471,746.5097098
"349","Thamnophilus.schistaceus&Myrmelastes.brunneiceps","Thamnophilus.schistaceus","Myrmelastes.brunneiceps",380.0000471,746.5097098
"350","Akletos.goeldii&Myrmelastes.leucostigma","Akletos.goeldii","Myrmelastes.leucostigma",555.8201003,816.2073002
"351","Cercomacra.manu&Myrmelastes.leucostigma","Cercomacra.manu","Myrmelastes.leucostigma",555.8201003,1047.448962
"352","Cercomacroides.serva&Myrmelastes.leucostigma","Cercomacroides.serva","Myrmelastes.leucostigma",555.8201003,1419.427474
"353","Cymbilaimus.sanctaemariae&Myrmelastes.leucostigma","Cymbilaimus.sanctaemariae","Myrmelastes.leucostigma",555.8201003,1161.333136
"354","Dysithamnus.mentalis&Myrmelastes.leucostigma","Dysithamnus.mentalis","Myrmelastes.leucostigma",583.0497077,1419.427474
"355","Epinecrophylla.ornata&Myrmelastes.leucostigma","Epinecrophylla.ornata","Myrmelastes.leucostigma",555.8201003,1419.427474
"356","Epinecrophylla.spodionota&Myrmelastes.leucostigma","Epinecrophylla.spodionota","Myrmelastes.leucostigma",854.8672431,1419.427474
"357","Hafferia.fortis&Myrmelastes.leucostigma","Hafferia.fortis","Myrmelastes.leucostigma",555.8201003,613.5858084
"358","Herpsilochmus.axillaris&Myrmelastes.leucostigma","Herpsilochmus.axillaris","Myrmelastes.leucostigma",920.4601664,1419.427474
"359","Hylophylax.naevius&Myrmelastes.leucostigma","Hylophylax.naevius","Myrmelastes.leucostigma",555.8201003,1288.421472
"360","Hypocnemis.subflava&Myrmelastes.leucostigma","Hypocnemis.subflava","Myrmelastes.leucostigma",555.8201003,1419.427474
"361","Microrhopias.quixensis&Myrmelastes.leucostigma","Microrhopias.quixensis","Myrmelastes.leucostigma",555.8201003,1185.003847
"362","Myrmelastes.brunneiceps&Myrmelastes.leucostigma","Myrmelastes.brunneiceps","Myrmelastes.leucostigma",555.8201003,746.5097098
"363","Myrmoborus.leucophrys&Myrmelastes.leucostigma","Myrmoborus.leucophrys","Myrmelastes.leucostigma",555.8201003,1130.37757
"364","Myrmoborus.lophotes&Myrmelastes.leucostigma","Myrmoborus.lophotes","Myrmelastes.leucostigma",555.8201003,1158.186905
"365","Myrmoborus.myotherinus&Myrmelastes.leucostigma","Myrmoborus.myotherinus","Myrmelastes.leucostigma",555.8201003,747.5128609
"366","Myrmotherula.brachyura&Myrmelastes.leucostigma","Myrmotherula.brachyura","Myrmelastes.leucostigma",555.8201003,776.2948127
"367","Myrmotherula.longicauda&Myrmelastes.leucostigma","Myrmotherula.longicauda","Myrmelastes.leucostigma",969.1766003,1419.427474
"368","Myrmotherula.schisticolor&Myrmelastes.leucostigma","Myrmotherula.schisticolor","Myrmelastes.leucostigma",1242.949247,1419.427474
"369","Pyriglena.leuconota&Myrmelastes.leucostigma","Pyriglena.leuconota","Myrmelastes.leucostigma",1036.267373,1419.427474
"370","Rhegmatorhina.melanosticta&Myrmelastes.leucostigma","Rhegmatorhina.melanosticta","Myrmelastes.leucostigma",555.8201003,1011.101573
"371","Sciaphylax.hemimelaena&Myrmelastes.leucostigma","Sciaphylax.hemimelaena","Myrmelastes.leucostigma",555.8201003,1212.630708
"372","Thamnomanes.schistogynus&Myrmelastes.leucostigma","Thamnomanes.schistogynus","Myrmelastes.leucostigma",555.8201003,782.9777507
"373","Thamnophilus.palliatus&Myrmelastes.leucostigma","Thamnophilus.palliatus","Myrmelastes.leucostigma",941.374244,1419.427474
"374","Thamnophilus.schistaceus&Myrmelastes.leucostigma","Thamnophilus.schistaceus","Myrmelastes.leucostigma",555.8201003,848.7361562
"375","Akletos.goeldii&Myrmoborus.leucophrys","Akletos.goeldii","Myrmoborus.leucophrys",380.0000471,816.2073002
"376","Cercomacra.manu&Myrmoborus.leucophrys","Cercomacra.manu","Myrmoborus.leucophrys",380,1047.448962
"377","Cercomacroides.serva&Myrmoborus.leucophrys","Cercomacroides.serva","Myrmoborus.leucophrys",380,1130.37757
"378","Cymbilaimus.sanctaemariae&Myrmoborus.leucophrys","Cymbilaimus.sanctaemariae","Myrmoborus.leucophrys",405.5124356,1130.37757
"379","Dysithamnus.mentalis&Myrmoborus.leucophrys","Dysithamnus.mentalis","Myrmoborus.leucophrys",583.0497077,1130.37757
"380","Epinecrophylla.ornata&Myrmoborus.leucophrys","Epinecrophylla.ornata","Myrmoborus.leucophrys",478.8607096,1130.37757
"381","Epinecrophylla.spodionota&Myrmoborus.leucophrys","Epinecrophylla.spodionota","Myrmoborus.leucophrys",854.8672431,1130.37757
"382","Hafferia.fortis&Myrmoborus.leucophrys","Hafferia.fortis","Myrmoborus.leucophrys",380.0000471,613.5858084
"383","Herpsilochmus.axillaris&Myrmoborus.leucophrys","Herpsilochmus.axillaris","Myrmoborus.leucophrys",920.4601664,1130.37757
"384","Hylophylax.naevius&Myrmoborus.leucophrys","Hylophylax.naevius","Myrmoborus.leucophrys",380,1130.37757
"385","Hypocnemis.subflava&Myrmoborus.leucophrys","Hypocnemis.subflava","Myrmoborus.leucophrys",451.2888823,1130.37757
"386","Microrhopias.quixensis&Myrmoborus.leucophrys","Microrhopias.quixensis","Myrmoborus.leucophrys",380.9074699,1130.37757
"387","Myrmelastes.brunneiceps&Myrmoborus.leucophrys","Myrmelastes.brunneiceps","Myrmoborus.leucophrys",380.0000471,746.5097098
"388","Myrmelastes.leucostigma&Myrmoborus.leucophrys","Myrmelastes.leucostigma","Myrmoborus.leucophrys",555.8201003,1130.37757
"389","Myrmoborus.lophotes&Myrmoborus.leucophrys","Myrmoborus.lophotes","Myrmoborus.leucophrys",380,1130.37757
"390","Myrmoborus.myotherinus&Myrmoborus.leucophrys","Myrmoborus.myotherinus","Myrmoborus.leucophrys",380.0000471,747.5128609
"391","Myrmotherula.axillaris&Myrmoborus.leucophrys","Myrmotherula.axillaris","Myrmoborus.leucophrys",380.0000471,534.2222829
"392","Myrmotherula.brachyura&Myrmoborus.leucophrys","Myrmotherula.brachyura","Myrmoborus.leucophrys",380.0000471,776.2948127
"393","Myrmotherula.longicauda&Myrmoborus.leucophrys","Myrmotherula.longicauda","Myrmoborus.leucophrys",969.1766003,1130.37757
"394","Myrmotherula.menetriesii&Myrmoborus.leucophrys","Myrmotherula.menetriesii","Myrmoborus.leucophrys",380.0000471,553.0720514
"395","Oneillornis.salvini&Myrmoborus.leucophrys","Oneillornis.salvini","Myrmoborus.leucophrys",380.0000471,508.6982498
"396","Pyriglena.leuconota&Myrmoborus.leucophrys","Pyriglena.leuconota","Myrmoborus.leucophrys",1036.267373,1130.37757
"397","Rhegmatorhina.melanosticta&Myrmoborus.leucophrys","Rhegmatorhina.melanosticta","Myrmoborus.leucophrys",380,1011.101573
"398","Sciaphylax.hemimelaena&Myrmoborus.leucophrys","Sciaphylax.hemimelaena","Myrmoborus.leucophrys",380,1130.37757
"399","Thamnomanes.ardesiacus&Myrmoborus.leucophrys","Thamnomanes.ardesiacus","Myrmoborus.leucophrys",380.0000471,525.366705
"400","Thamnomanes.schistogynus&Myrmoborus.leucophrys","Thamnomanes.schistogynus","Myrmoborus.leucophrys",380.0000471,782.9777507
"401","Thamnophilus.palliatus&Myrmoborus.leucophrys","Thamnophilus.palliatus","Myrmoborus.leucophrys",941.374244,1130.37757
"402","Thamnophilus.schistaceus&Myrmoborus.leucophrys","Thamnophilus.schistaceus","Myrmoborus.leucophrys",380.0000471,848.7361562
"403","Akletos.goeldii&Myrmoborus.lophotes","Akletos.goeldii","Myrmoborus.lophotes",380.0000471,816.2073002
"404","Cercomacra.manu&Myrmoborus.lophotes","Cercomacra.manu","Myrmoborus.lophotes",380,1047.448962
"405","Cercomacroides.serva&Myrmoborus.lophotes","Cercomacroides.serva","Myrmoborus.lophotes",380,1158.186905
"406","Cymbilaimus.sanctaemariae&Myrmoborus.lophotes","Cymbilaimus.sanctaemariae","Myrmoborus.lophotes",405.5124356,1158.186905
"407","Dysithamnus.mentalis&Myrmoborus.lophotes","Dysithamnus.mentalis","Myrmoborus.lophotes",583.0497077,1158.186905
"408","Epinecrophylla.ornata&Myrmoborus.lophotes","Epinecrophylla.ornata","Myrmoborus.lophotes",478.8607096,1158.186905
"409","Epinecrophylla.spodionota&Myrmoborus.lophotes","Epinecrophylla.spodionota","Myrmoborus.lophotes",854.8672431,1158.186905
"410","Hafferia.fortis&Myrmoborus.lophotes","Hafferia.fortis","Myrmoborus.lophotes",380.0000471,613.5858084
"411","Herpsilochmus.axillaris&Myrmoborus.lophotes","Herpsilochmus.axillaris","Myrmoborus.lophotes",920.4601664,1158.186905
"412","Hylophylax.naevius&Myrmoborus.lophotes","Hylophylax.naevius","Myrmoborus.lophotes",380,1158.186905
"413","Hypocnemis.subflava&Myrmoborus.lophotes","Hypocnemis.subflava","Myrmoborus.lophotes",451.2888823,1158.186905
"414","Microrhopias.quixensis&Myrmoborus.lophotes","Microrhopias.quixensis","Myrmoborus.lophotes",380.9074699,1158.186905
"415","Myrmelastes.brunneiceps&Myrmoborus.lophotes","Myrmelastes.brunneiceps","Myrmoborus.lophotes",380.0000471,746.5097098
"416","Myrmelastes.leucostigma&Myrmoborus.lophotes","Myrmelastes.leucostigma","Myrmoborus.lophotes",555.8201003,1158.186905
"417","Myrmoborus.leucophrys&Myrmoborus.lophotes","Myrmoborus.leucophrys","Myrmoborus.lophotes",380,1130.37757
"418","Myrmoborus.myotherinus&Myrmoborus.lophotes","Myrmoborus.myotherinus","Myrmoborus.lophotes",380.0000471,747.5128609
"419","Myrmotherula.axillaris&Myrmoborus.lophotes","Myrmotherula.axillaris","Myrmoborus.lophotes",380.0000471,534.2222829
