"","species_pair","species","species2","low_limit","high_limit"
"420","Myrmotherula.brachyura&Myrmoborus.lophotes","Myrmotherula.brachyura","Myrmoborus.lophotes",380.0000471,776.2948127
"421","Myrmotherula.longicauda&Myrmoborus.lophotes","Myrmotherula.longicauda","Myrmoborus.lophotes",969.1766003,1158.186905
"422","Myrmotherula.menetriesii&Myrmoborus.lophotes","Myrmotherula.menetriesii","Myrmoborus.lophotes",380.0000471,553.0720514
"423","Oneillornis.salvini&Myrmoborus.lophotes","Oneillornis.salvini","Myrmoborus.lophotes",380.0000471,508.6982498
"424","Pyriglena.leuconota&Myrmoborus.lophotes","Pyriglena.leuconota","Myrmoborus.lophotes",1036.267373,1158.186905
"425","Rhegmatorhina.melanosticta&Myrmoborus.lophotes","Rhegmatorhina.melanosticta","Myrmoborus.lophotes",380,1011.101573
"426","Sciaphylax.hemimelaena&Myrmoborus.lophotes","Sciaphylax.hemimelaena","Myrmoborus.lophotes",380,1158.186905
"427","Thamnomanes.ardesiacus&Myrmoborus.lophotes","Thamnomanes.ardesiacus","Myrmoborus.lophotes",380.0000471,525.366705
"428","Thamnomanes.schistogynus&Myrmoborus.lophotes","Thamnomanes.schistogynus","Myrmoborus.lophotes",380.0000471,782.9777507
"429","Thamnophilus.palliatus&Myrmoborus.lophotes","Thamnophilus.palliatus","Myrmoborus.lophotes",941.374244,1158.186905
"430","Thamnophilus.schistaceus&Myrmoborus.lophotes","Thamnophilus.schistaceus","Myrmoborus.lophotes",380.0000471,848.7361562
"431","Akletos.goeldii&Myrmoborus.myotherinus","Akletos.goeldii","Myrmoborus.myotherinus",380.0000471,747.5128609
"432","Cercomacra.manu&Myrmoborus.myotherinus","Cercomacra.manu","Myrmoborus.myotherinus",380.0000471,747.5128609
"433","Cercomacroides.serva&Myrmoborus.myotherinus","Cercomacroides.serva","Myrmoborus.myotherinus",380.0000471,747.5128609
"434","Cymbilaimus.sanctaemariae&Myrmoborus.myotherinus","Cymbilaimus.sanctaemariae","Myrmoborus.myotherinus",405.5124356,747.5128609
"435","Dysithamnus.mentalis&Myrmoborus.myotherinus","Dysithamnus.mentalis","Myrmoborus.myotherinus",583.0497077,747.5128609
"436","Epinecrophylla.ornata&Myrmoborus.myotherinus","Epinecrophylla.ornata","Myrmoborus.myotherinus",478.8607096,747.5128609
"437","Hafferia.fortis&Myrmoborus.myotherinus","Hafferia.fortis","Myrmoborus.myotherinus",380.0000471,613.5858084
"438","Hylophylax.naevius&Myrmoborus.myotherinus","Hylophylax.naevius","Myrmoborus.myotherinus",380.0000471,747.5128609
"439","Hypocnemis.subflava&Myrmoborus.myotherinus","Hypocnemis.subflava","Myrmoborus.myotherinus",451.2888823,747.5128609
"440","Microrhopias.quixensis&Myrmoborus.myotherinus","Microrhopias.quixensis","Myrmoborus.myotherinus",380.9074699,747.5128609
"441","Myrmelastes.brunneiceps&Myrmoborus.myotherinus","Myrmelastes.brunneiceps","Myrmoborus.myotherinus",380.0000471,746.5097098
"442","Myrmelastes.leucostigma&Myrmoborus.myotherinus","Myrmelastes.leucostigma","Myrmoborus.myotherinus",555.8201003,747.5128609
"443","Myrmoborus.leucophrys&Myrmoborus.myotherinus","Myrmoborus.leucophrys","Myrmoborus.myotherinus",380.0000471,747.5128609
"444","Myrmoborus.lophotes&Myrmoborus.myotherinus","Myrmoborus.lophotes","Myrmoborus.myotherinus",380.0000471,747.5128609
"445","Myrmotherula.axillaris&Myrmoborus.myotherinus","Myrmotherula.axillaris","Myrmoborus.myotherinus",380.0000471,534.2222829
"446","Myrmotherula.brachyura&Myrmoborus.myotherinus","Myrmotherula.brachyura","Myrmoborus.myotherinus",380.0000471,747.5128609
"447","Myrmotherula.menetriesii&Myrmoborus.myotherinus","Myrmotherula.menetriesii","Myrmoborus.myotherinus",380.0000471,553.0720514
"448","Oneillornis.salvini&Myrmoborus.myotherinus","Oneillornis.salvini","Myrmoborus.myotherinus",380.0000471,508.6982498
"449","Rhegmatorhina.melanosticta&Myrmoborus.myotherinus","Rhegmatorhina.melanosticta","Myrmoborus.myotherinus",380.0000471,747.5128609
"450","Sciaphylax.hemimelaena&Myrmoborus.myotherinus","Sciaphylax.hemimelaena","Myrmoborus.myotherinus",380.0000471,747.5128609
"451","Thamnomanes.ardesiacus&Myrmoborus.myotherinus","Thamnomanes.ardesiacus","Myrmoborus.myotherinus",380.0000471,525.366705
"452","Thamnomanes.schistogynus&Myrmoborus.myotherinus","Thamnomanes.schistogynus","Myrmoborus.myotherinus",380.0000471,747.5128609
"453","Thamnophilus.schistaceus&Myrmoborus.myotherinus","Thamnophilus.schistaceus","Myrmoborus.myotherinus",380.0000471,747.5128609
"454","Akletos.goeldii&Myrmotherula.axillaris","Akletos.goeldii","Myrmotherula.axillaris",380.0000471,534.2222829
"455","Cercomacra.manu&Myrmotherula.axillaris","Cercomacra.manu","Myrmotherula.axillaris",380.0000471,534.2222829
"456","Cercomacroides.serva&Myrmotherula.axillaris","Cercomacroides.serva","Myrmotherula.axillaris",380.0000471,534.2222829
"457","Cymbilaimus.sanctaemariae&Myrmotherula.axillaris","Cymbilaimus.sanctaemariae","Myrmotherula.axillaris",405.5124356,534.2222829
"458","Epinecrophylla.ornata&Myrmotherula.axillaris","Epinecrophylla.ornata","Myrmotherula.axillaris",478.8607096,534.2222829
"459","Hafferia.fortis&Myrmotherula.axillaris","Hafferia.fortis","Myrmotherula.axillaris",380.0000471,534.2222829
"460","Hylophylax.naevius&Myrmotherula.axillaris","Hylophylax.naevius","Myrmotherula.axillaris",380.0000471,534.2222829
"461","Hypocnemis.subflava&Myrmotherula.axillaris","Hypocnemis.subflava","Myrmotherula.axillaris",451.2888823,534.2222829
"462","Microrhopias.quixensis&Myrmotherula.axillaris","Microrhopias.quixensis","Myrmotherula.axillaris",380.9074699,534.2222829
"463","Myrmelastes.brunneiceps&Myrmotherula.axillaris","Myrmelastes.brunneiceps","Myrmotherula.axillaris",380.0000471,534.2222829
"464","Myrmoborus.leucophrys&Myrmotherula.axillaris","Myrmoborus.leucophrys","Myrmotherula.axillaris",380.0000471,534.2222829
"465","Myrmoborus.lophotes&Myrmotherula.axillaris","Myrmoborus.lophotes","Myrmotherula.axillaris",380.0000471,534.2222829
"466","Myrmoborus.myotherinus&Myrmotherula.axillaris","Myrmoborus.myotherinus","Myrmotherula.axillaris",380.0000471,534.2222829
"467","Myrmotherula.brachyura&Myrmotherula.axillaris","Myrmotherula.brachyura","Myrmotherula.axillaris",380.0000471,534.2222829
"468","Myrmotherula.menetriesii&Myrmotherula.axillaris","Myrmotherula.menetriesii","Myrmotherula.axillaris",380.0000471,534.2222829
"469","Oneillornis.salvini&Myrmotherula.axillaris","Oneillornis.salvini","Myrmotherula.axillaris",380.0000471,508.6982498
"470","Rhegmatorhina.melanosticta&Myrmotherula.axillaris","Rhegmatorhina.melanosticta","Myrmotherula.axillaris",380.0000471,534.2222829
"471","Sciaphylax.hemimelaena&Myrmotherula.axillaris","Sciaphylax.hemimelaena","Myrmotherula.axillaris",380.0000471,534.2222829
"472","Thamnomanes.ardesiacus&Myrmotherula.axillaris","Thamnomanes.ardesiacus","Myrmotherula.axillaris",380.0000471,525.366705
"473","Thamnomanes.schistogynus&Myrmotherula.axillaris","Thamnomanes.schistogynus","Myrmotherula.axillaris",380.0000471,534.2222829
"474","Thamnophilus.schistaceus&Myrmotherula.axillaris","Thamnophilus.schistaceus","Myrmotherula.axillaris",380.0000471,534.2222829
"475","Akletos.goeldii&Myrmotherula.brachyura","Akletos.goeldii","Myrmotherula.brachyura",380.0000471,776.2948127
"476","Cercomacra.manu&Myrmotherula.brachyura","Cercomacra.manu","Myrmotherula.brachyura",380.0000471,776.2948127
"477","Cercomacroides.serva&Myrmotherula.brachyura","Cercomacroides.serva","Myrmotherula.brachyura",380.0000471,776.2948127
"478","Cymbilaimus.sanctaemariae&Myrmotherula.brachyura","Cymbilaimus.sanctaemariae","Myrmotherula.brachyura",405.5124356,776.2948127
"479","Dysithamnus.mentalis&Myrmotherula.brachyura","Dysithamnus.mentalis","Myrmotherula.brachyura",583.0497077,776.2948127
"480","Epinecrophylla.ornata&Myrmotherula.brachyura","Epinecrophylla.ornata","Myrmotherula.brachyura",478.8607096,776.2948127
"481","Hafferia.fortis&Myrmotherula.brachyura","Hafferia.fortis","Myrmotherula.brachyura",380.0000471,613.5858084
"482","Hylophylax.naevius&Myrmotherula.brachyura","Hylophylax.naevius","Myrmotherula.brachyura",380.0000471,776.2948127
"483","Hypocnemis.subflava&Myrmotherula.brachyura","Hypocnemis.subflava","Myrmotherula.brachyura",451.2888823,776.2948127
"484","Microrhopias.quixensis&Myrmotherula.brachyura","Microrhopias.quixensis","Myrmotherula.brachyura",380.9074699,776.2948127
"485","Myrmelastes.brunneiceps&Myrmotherula.brachyura","Myrmelastes.brunneiceps","Myrmotherula.brachyura",380.0000471,746.5097098
"486","Myrmelastes.leucostigma&Myrmotherula.brachyura","Myrmelastes.leucostigma","Myrmotherula.brachyura",555.8201003,776.2948127
"487","Myrmoborus.leucophrys&Myrmotherula.brachyura","Myrmoborus.leucophrys","Myrmotherula.brachyura",380.0000471,776.2948127
"488","Myrmoborus.lophotes&Myrmotherula.brachyura","Myrmoborus.lophotes","Myrmotherula.brachyura",380.0000471,776.2948127
"489","Myrmoborus.myotherinus&Myrmotherula.brachyura","Myrmoborus.myotherinus","Myrmotherula.brachyura",380.0000471,747.5128609
"490","Myrmotherula.axillaris&Myrmotherula.brachyura","Myrmotherula.axillaris","Myrmotherula.brachyura",380.0000471,534.2222829
"491","Myrmotherula.menetriesii&Myrmotherula.brachyura","Myrmotherula.menetriesii","Myrmotherula.brachyura",380.0000471,553.0720514
"492","Oneillornis.salvini&Myrmotherula.brachyura","Oneillornis.salvini","Myrmotherula.brachyura",380.0000471,508.6982498
"493","Rhegmatorhina.melanosticta&Myrmotherula.brachyura","Rhegmatorhina.melanosticta","Myrmotherula.brachyura",380.0000471,776.2948127
"494","Sciaphylax.hemimelaena&Myrmotherula.brachyura","Sciaphylax.hemimelaena","Myrmotherula.brachyura",380.0000471,776.2948127
"495","Thamnomanes.ardesiacus&Myrmotherula.brachyura","Thamnomanes.ardesiacus","Myrmotherula.brachyura",380.0000471,525.366705
"496","Thamnomanes.schistogynus&Myrmotherula.brachyura","Thamnomanes.schistogynus","Myrmotherula.brachyura",380.0000471,776.2948127
"497","Thamnophilus.schistaceus&Myrmotherula.brachyura","Thamnophilus.schistaceus","Myrmotherula.brachyura",380.0000471,776.2948127
"498","Cercomacra.manu&Myrmotherula.longicauda","Cercomacra.manu","Myrmotherula.longicauda",969.1766003,1047.448962
"499","Cercomacroides.serva&Myrmotherula.longicauda","Cercomacroides.serva","Myrmotherula.longicauda",969.1766003,1431.987319
"500","Cymbilaimus.sanctaemariae&Myrmotherula.longicauda","Cymbilaimus.sanctaemariae","Myrmotherula.longicauda",969.1766003,1161.333136
"501","Dysithamnus.mentalis&Myrmotherula.longicauda","Dysithamnus.mentalis","Myrmotherula.longicauda",969.1766003,1431.987319
"502","Epinecrophylla.ornata&Myrmotherula.longicauda","Epinecrophylla.ornata","Myrmotherula.longicauda",969.1766003,1431.987319
"503","Epinecrophylla.spodionota&Myrmotherula.longicauda","Epinecrophylla.spodionota","Myrmotherula.longicauda",969.1766003,1423.114472
"504","Herpsilochmus.axillaris&Myrmotherula.longicauda","Herpsilochmus.axillaris","Myrmotherula.longicauda",969.1766003,1431.987319
"505","Hylophylax.naevius&Myrmotherula.longicauda","Hylophylax.naevius","Myrmotherula.longicauda",969.1766003,1288.421472
"506","Hypocnemis.subflava&Myrmotherula.longicauda","Hypocnemis.subflava","Myrmotherula.longicauda",969.1766003,1431.987319
"507","Microrhopias.quixensis&Myrmotherula.longicauda","Microrhopias.quixensis","Myrmotherula.longicauda",969.1766003,1185.003847
"508","Myrmelastes.leucostigma&Myrmotherula.longicauda","Myrmelastes.leucostigma","Myrmotherula.longicauda",969.1766003,1419.427474
"509","Myrmoborus.leucophrys&Myrmotherula.longicauda","Myrmoborus.leucophrys","Myrmotherula.longicauda",969.1766003,1130.37757
"510","Myrmoborus.lophotes&Myrmotherula.longicauda","Myrmoborus.lophotes","Myrmotherula.longicauda",969.1766003,1158.186905
"511","Myrmotherula.schisticolor&Myrmotherula.longicauda","Myrmotherula.schisticolor","Myrmotherula.longicauda",1242.949247,1431.987319
"512","Pyriglena.leuconota&Myrmotherula.longicauda","Pyriglena.leuconota","Myrmotherula.longicauda",1036.267373,1431.987319
"513","Rhegmatorhina.melanosticta&Myrmotherula.longicauda","Rhegmatorhina.melanosticta","Myrmotherula.longicauda",969.1766003,1011.101573
"514","Sciaphylax.hemimelaena&Myrmotherula.longicauda","Sciaphylax.hemimelaena","Myrmotherula.longicauda",969.1766003,1212.630708
"515","Thamnophilus.palliatus&Myrmotherula.longicauda","Thamnophilus.palliatus","Myrmotherula.longicauda",969.1766003,1431.987319
"516","Akletos.goeldii&Myrmotherula.menetriesii","Akletos.goeldii","Myrmotherula.menetriesii",380.0000471,553.0720514
"517","Cercomacra.manu&Myrmotherula.menetriesii","Cercomacra.manu","Myrmotherula.menetriesii",380.0000471,553.0720514
"518","Cercomacroides.serva&Myrmotherula.menetriesii","Cercomacroides.serva","Myrmotherula.menetriesii",380.0000471,553.0720514
"519","Cymbilaimus.sanctaemariae&Myrmotherula.menetriesii","Cymbilaimus.sanctaemariae","Myrmotherula.menetriesii",405.5124356,553.0720514
"520","Epinecrophylla.ornata&Myrmotherula.menetriesii","Epinecrophylla.ornata","Myrmotherula.menetriesii",478.8607096,553.0720514
"521","Hafferia.fortis&Myrmotherula.menetriesii","Hafferia.fortis","Myrmotherula.menetriesii",380.0000471,553.0720514
"522","Hylophylax.naevius&Myrmotherula.menetriesii","Hylophylax.naevius","Myrmotherula.menetriesii",380.0000471,553.0720514
"523","Hypocnemis.subflava&Myrmotherula.menetriesii","Hypocnemis.subflava","Myrmotherula.menetriesii",451.2888823,553.0720514
"524","Microrhopias.quixensis&Myrmotherula.menetriesii","Microrhopias.quixensis","Myrmotherula.menetriesii",380.9074699,553.0720514
"525","Myrmelastes.brunneiceps&Myrmotherula.menetriesii","Myrmelastes.brunneiceps","Myrmotherula.menetriesii",380.0000471,553.0720514
"526","Myrmoborus.leucophrys&Myrmotherula.menetriesii","Myrmoborus.leucophrys","Myrmotherula.menetriesii",380.0000471,553.0720514
"527","Myrmoborus.lophotes&Myrmotherula.menetriesii","Myrmoborus.lophotes","Myrmotherula.menetriesii",380.0000471,553.0720514
"528","Myrmoborus.myotherinus&Myrmotherula.menetriesii","Myrmoborus.myotherinus","Myrmotherula.menetriesii",380.0000471,553.0720514
"529","Myrmotherula.axillaris&Myrmotherula.menetriesii","Myrmotherula.axillaris","Myrmotherula.menetriesii",380.0000471,534.2222829
"530","Myrmotherula.brachyura&Myrmotherula.menetriesii","Myrmotherula.brachyura","Myrmotherula.menetriesii",380.0000471,553.0720514
"531","Oneillornis.salvini&Myrmotherula.menetriesii","Oneillornis.salvini","Myrmotherula.menetriesii",380.0000471,508.6982498
"532","Rhegmatorhina.melanosticta&Myrmotherula.menetriesii","Rhegmatorhina.melanosticta","Myrmotherula.menetriesii",380.0000471,553.0720514
"533","Sciaphylax.hemimelaena&Myrmotherula.menetriesii","Sciaphylax.hemimelaena","Myrmotherula.menetriesii",380.0000471,553.0720514
"534","Thamnomanes.ardesiacus&Myrmotherula.menetriesii","Thamnomanes.ardesiacus","Myrmotherula.menetriesii",380.0000471,525.366705
"535","Thamnomanes.schistogynus&Myrmotherula.menetriesii","Thamnomanes.schistogynus","Myrmotherula.menetriesii",380.0000471,553.0720514
"536","Thamnophilus.schistaceus&Myrmotherula.menetriesii","Thamnophilus.schistaceus","Myrmotherula.menetriesii",380.0000471,553.0720514
"537","Cercomacroides.serva&Myrmotherula.schisticolor","Cercomacroides.serva","Myrmotherula.schisticolor",1242.949247,1566.929409
"538","Drymophila.caudata&Myrmotherula.schisticolor","Drymophila.caudata","Myrmotherula.schisticolor",1432.910889,1735.477418
"539","Dysithamnus.mentalis&Myrmotherula.schisticolor","Dysithamnus.mentalis","Myrmotherula.schisticolor",1242.949247,1691.521775
"540","Epinecrophylla.ornata&Myrmotherula.schisticolor","Epinecrophylla.ornata","Myrmotherula.schisticolor",1242.949247,1627.628265
"541","Epinecrophylla.spodionota&Myrmotherula.schisticolor","Epinecrophylla.spodionota","Myrmotherula.schisticolor",1242.949247,1423.114472
"542","Herpsilochmus.axillaris&Myrmotherula.schisticolor","Herpsilochmus.axillaris","Myrmotherula.schisticolor",1242.949247,1590.139445
"543","Hylophylax.naevius&Myrmotherula.schisticolor","Hylophylax.naevius","Myrmotherula.schisticolor",1242.949247,1288.421472
"544","Hypocnemis.subflava&Myrmotherula.schisticolor","Hypocnemis.subflava","Myrmotherula.schisticolor",1242.949247,1437.704218
"545","Myrmelastes.leucostigma&Myrmotherula.schisticolor","Myrmelastes.leucostigma","Myrmotherula.schisticolor",1242.949247,1419.427474
"546","Myrmotherula.longicauda&Myrmotherula.schisticolor","Myrmotherula.longicauda","Myrmotherula.schisticolor",1242.949247,1431.987319
"547","Pyriglena.leuconota&Myrmotherula.schisticolor","Pyriglena.leuconota","Myrmotherula.schisticolor",1242.949247,1735.477418
"548","Thamnophilus.caerulescens&Myrmotherula.schisticolor","Thamnophilus.caerulescens","Myrmotherula.schisticolor",1435.312561,1735.477418
"549","Thamnophilus.palliatus&Myrmotherula.schisticolor","Thamnophilus.palliatus","Myrmotherula.schisticolor",1242.949247,1450.684489
"550","Akletos.goeldii&Oneillornis.salvini","Akletos.goeldii","Oneillornis.salvini",380.0000471,508.6982498
"551","Cercomacra.manu&Oneillornis.salvini","Cercomacra.manu","Oneillornis.salvini",380.0000471,508.6982498
"552","Cercomacroides.serva&Oneillornis.salvini","Cercomacroides.serva","Oneillornis.salvini",380.0000471,508.6982498
"553","Cymbilaimus.sanctaemariae&Oneillornis.salvini","Cymbilaimus.sanctaemariae","Oneillornis.salvini",405.5124356,508.6982498
"554","Epinecrophylla.ornata&Oneillornis.salvini","Epinecrophylla.ornata","Oneillornis.salvini",478.8607096,508.6982498
"555","Hafferia.fortis&Oneillornis.salvini","Hafferia.fortis","Oneillornis.salvini",380.0000471,508.6982498
"556","Hylophylax.naevius&Oneillornis.salvini","Hylophylax.naevius","Oneillornis.salvini",380.0000471,508.6982498
"557","Hypocnemis.subflava&Oneillornis.salvini","Hypocnemis.subflava","Oneillornis.salvini",451.2888823,508.6982498
"558","Microrhopias.quixensis&Oneillornis.salvini","Microrhopias.quixensis","Oneillornis.salvini",380.9074699,508.6982498
"559","Myrmelastes.brunneiceps&Oneillornis.salvini","Myrmelastes.brunneiceps","Oneillornis.salvini",380.0000471,508.6982498
"560","Myrmoborus.leucophrys&Oneillornis.salvini","Myrmoborus.leucophrys","Oneillornis.salvini",380.0000471,508.6982498
"561","Myrmoborus.lophotes&Oneillornis.salvini","Myrmoborus.lophotes","Oneillornis.salvini",380.0000471,508.6982498
"562","Myrmoborus.myotherinus&Oneillornis.salvini","Myrmoborus.myotherinus","Oneillornis.salvini",380.0000471,508.6982498
"563","Myrmotherula.axillaris&Oneillornis.salvini","Myrmotherula.axillaris","Oneillornis.salvini",380.0000471,508.6982498
"564","Myrmotherula.brachyura&Oneillornis.salvini","Myrmotherula.brachyura","Oneillornis.salvini",380.0000471,508.6982498
"565","Myrmotherula.menetriesii&Oneillornis.salvini","Myrmotherula.menetriesii","Oneillornis.salvini",380.0000471,508.6982498
"566","Rhegmatorhina.melanosticta&Oneillornis.salvini","Rhegmatorhina.melanosticta","Oneillornis.salvini",380.0000471,508.6982498
"567","Sciaphylax.hemimelaena&Oneillornis.salvini","Sciaphylax.hemimelaena","Oneillornis.salvini",380.0000471,508.6982498
"568","Thamnomanes.ardesiacus&Oneillornis.salvini","Thamnomanes.ardesiacus","Oneillornis.salvini",380.0000471,508.6982498
"569","Thamnomanes.schistogynus&Oneillornis.salvini","Thamnomanes.schistogynus","Oneillornis.salvini",380.0000471,508.6982498
"570","Thamnophilus.schistaceus&Oneillornis.salvini","Thamnophilus.schistaceus","Oneillornis.salvini",380.0000471,508.6982498
"571","Cercomacra.manu&Pyriglena.leuconota","Cercomacra.manu","Pyriglena.leuconota",1036.267373,1047.448962
"572","Cercomacroides.serva&Pyriglena.leuconota","Cercomacroides.serva","Pyriglena.leuconota",1036.267373,1566.929409
"573","Cymbilaimus.sanctaemariae&Pyriglena.leuconota","Cymbilaimus.sanctaemariae","Pyriglena.leuconota",1036.267373,1161.333136
"574","Drymophila.caudata&Pyriglena.leuconota","Drymophila.caudata","Pyriglena.leuconota",1432.910889,1889.261285
"575","Dysithamnus.mentalis&Pyriglena.leuconota","Dysithamnus.mentalis","Pyriglena.leuconota",1036.267373,1691.521775
"576","Epinecrophylla.ornata&Pyriglena.leuconota","Epinecrophylla.ornata","Pyriglena.leuconota",1036.267373,1627.628265
"577","Epinecrophylla.spodionota&Pyriglena.leuconota","Epinecrophylla.spodionota","Pyriglena.leuconota",1036.267373,1423.114472
"578","Herpsilochmus.axillaris&Pyriglena.leuconota","Herpsilochmus.axillaris","Pyriglena.leuconota",1036.267373,1590.139445
"579","Hylophylax.naevius&Pyriglena.leuconota","Hylophylax.naevius","Pyriglena.leuconota",1036.267373,1288.421472
"580","Hypocnemis.subflava&Pyriglena.leuconota","Hypocnemis.subflava","Pyriglena.leuconota",1036.267373,1437.704218
"581","Microrhopias.quixensis&Pyriglena.leuconota","Microrhopias.quixensis","Pyriglena.leuconota",1036.267373,1185.003847
"582","Myrmelastes.leucostigma&Pyriglena.leuconota","Myrmelastes.leucostigma","Pyriglena.leuconota",1036.267373,1419.427474
"583","Myrmoborus.leucophrys&Pyriglena.leuconota","Myrmoborus.leucophrys","Pyriglena.leuconota",1036.267373,1130.37757
"584","Myrmoborus.lophotes&Pyriglena.leuconota","Myrmoborus.lophotes","Pyriglena.leuconota",1036.267373,1158.186905
"585","Myrmotherula.longicauda&Pyriglena.leuconota","Myrmotherula.longicauda","Pyriglena.leuconota",1036.267373,1431.987319
"586","Myrmotherula.schisticolor&Pyriglena.leuconota","Myrmotherula.schisticolor","Pyriglena.leuconota",1242.949247,1735.477418
"587","Sciaphylax.hemimelaena&Pyriglena.leuconota","Sciaphylax.hemimelaena","Pyriglena.leuconota",1036.267373,1212.630708
"588","Thamnophilus.caerulescens&Pyriglena.leuconota","Thamnophilus.caerulescens","Pyriglena.leuconota",1435.312561,1889.261285
"589","Thamnophilus.palliatus&Pyriglena.leuconota","Thamnophilus.palliatus","Pyriglena.leuconota",1036.267373,1450.684489
"590","Akletos.goeldii&Rhegmatorhina.melanosticta","Akletos.goeldii","Rhegmatorhina.melanosticta",380.0000471,816.2073002
"591","Cercomacra.manu&Rhegmatorhina.melanosticta","Cercomacra.manu","Rhegmatorhina.melanosticta",380,1011.101573
"592","Cercomacroides.serva&Rhegmatorhina.melanosticta","Cercomacroides.serva","Rhegmatorhina.melanosticta",380,1011.101573
"593","Cymbilaimus.sanctaemariae&Rhegmatorhina.melanosticta","Cymbilaimus.sanctaemariae","Rhegmatorhina.melanosticta",405.5124356,1011.101573
"594","Dysithamnus.mentalis&Rhegmatorhina.melanosticta","Dysithamnus.mentalis","Rhegmatorhina.melanosticta",583.0497077,1011.101573
"595","Epinecrophylla.ornata&Rhegmatorhina.melanosticta","Epinecrophylla.ornata","Rhegmatorhina.melanosticta",478.8607096,1011.101573
"596","Epinecrophylla.spodionota&Rhegmatorhina.melanosticta","Epinecrophylla.spodionota","Rhegmatorhina.melanosticta",854.8672431,1011.101573
"597","Hafferia.fortis&Rhegmatorhina.melanosticta","Hafferia.fortis","Rhegmatorhina.melanosticta",380.0000471,613.5858084
"598","Herpsilochmus.axillaris&Rhegmatorhina.melanosticta","Herpsilochmus.axillaris","Rhegmatorhina.melanosticta",920.4601664,1011.101573
"599","Hylophylax.naevius&Rhegmatorhina.melanosticta","Hylophylax.naevius","Rhegmatorhina.melanosticta",380,1011.101573
"600","Hypocnemis.subflava&Rhegmatorhina.melanosticta","Hypocnemis.subflava","Rhegmatorhina.melanosticta",451.2888823,1011.101573
"601","Microrhopias.quixensis&Rhegmatorhina.melanosticta","Microrhopias.quixensis","Rhegmatorhina.melanosticta",380.9074699,1011.101573
"602","Myrmelastes.brunneiceps&Rhegmatorhina.melanosticta","Myrmelastes.brunneiceps","Rhegmatorhina.melanosticta",380.0000471,746.5097098
"603","Myrmelastes.leucostigma&Rhegmatorhina.melanosticta","Myrmelastes.leucostigma","Rhegmatorhina.melanosticta",555.8201003,1011.101573
"604","Myrmoborus.leucophrys&Rhegmatorhina.melanosticta","Myrmoborus.leucophrys","Rhegmatorhina.melanosticta",380,1011.101573
"605","Myrmoborus.lophotes&Rhegmatorhina.melanosticta","Myrmoborus.lophotes","Rhegmatorhina.melanosticta",380,1011.101573
"606","Myrmoborus.myotherinus&Rhegmatorhina.melanosticta","Myrmoborus.myotherinus","Rhegmatorhina.melanosticta",380.0000471,747.5128609
"607","Myrmotherula.axillaris&Rhegmatorhina.melanosticta","Myrmotherula.axillaris","Rhegmatorhina.melanosticta",380.0000471,534.2222829
"608","Myrmotherula.brachyura&Rhegmatorhina.melanosticta","Myrmotherula.brachyura","Rhegmatorhina.melanosticta",380.0000471,776.2948127
"609","Myrmotherula.longicauda&Rhegmatorhina.melanosticta","Myrmotherula.longicauda","Rhegmatorhina.melanosticta",969.1766003,1011.101573
"610","Myrmotherula.menetriesii&Rhegmatorhina.melanosticta","Myrmotherula.menetriesii","Rhegmatorhina.melanosticta",380.0000471,553.0720514
"611","Oneillornis.salvini&Rhegmatorhina.melanosticta","Oneillornis.salvini","Rhegmatorhina.melanosticta",380.0000471,508.6982498
"612","Sciaphylax.hemimelaena&Rhegmatorhina.melanosticta","Sciaphylax.hemimelaena","Rhegmatorhina.melanosticta",380,1011.101573
"613","Thamnomanes.ardesiacus&Rhegmatorhina.melanosticta","Thamnomanes.ardesiacus","Rhegmatorhina.melanosticta",380.0000471,525.366705
"614","Thamnomanes.schistogynus&Rhegmatorhina.melanosticta","Thamnomanes.schistogynus","Rhegmatorhina.melanosticta",380.0000471,782.9777507
"615","Thamnophilus.palliatus&Rhegmatorhina.melanosticta","Thamnophilus.palliatus","Rhegmatorhina.melanosticta",941.374244,1011.101573
"616","Thamnophilus.schistaceus&Rhegmatorhina.melanosticta","Thamnophilus.schistaceus","Rhegmatorhina.melanosticta",380.0000471,848.7361562
"617","Akletos.goeldii&Sciaphylax.hemimelaena","Akletos.goeldii","Sciaphylax.hemimelaena",380.0000471,816.2073002
"618","Cercomacra.manu&Sciaphylax.hemimelaena","Cercomacra.manu","Sciaphylax.hemimelaena",380,1047.448962
"619","Cercomacroides.serva&Sciaphylax.hemimelaena","Cercomacroides.serva","Sciaphylax.hemimelaena",380,1212.630708
"620","Cymbilaimus.sanctaemariae&Sciaphylax.hemimelaena","Cymbilaimus.sanctaemariae","Sciaphylax.hemimelaena",405.5124356,1161.333136
"621","Dysithamnus.mentalis&Sciaphylax.hemimelaena","Dysithamnus.mentalis","Sciaphylax.hemimelaena",583.0497077,1212.630708
"622","Epinecrophylla.ornata&Sciaphylax.hemimelaena","Epinecrophylla.ornata","Sciaphylax.hemimelaena",478.8607096,1212.630708
"623","Epinecrophylla.spodionota&Sciaphylax.hemimelaena","Epinecrophylla.spodionota","Sciaphylax.hemimelaena",854.8672431,1212.630708
"624","Hafferia.fortis&Sciaphylax.hemimelaena","Hafferia.fortis","Sciaphylax.hemimelaena",380.0000471,613.5858084
"625","Herpsilochmus.axillaris&Sciaphylax.hemimelaena","Herpsilochmus.axillaris","Sciaphylax.hemimelaena",920.4601664,1212.630708
