flock_id,elevation,elevation_bin,num_species,num_ind,flock_type,flock_type_ref,flock_type_cat,sites,trail,weather_cloudy,forest_type,habitat,mean_canopy_H,num_trees,num_sm_steam,num_lg_steam,vain_vol,bamb_vol,canopy_cover,epiphyte_perc,site_network_q1,site_network_q1_1
FF020,1033,900_1100,12,18,2,4,Montane_subcanopy,San Pedro,Carretera abajo,50,Montane rainforest,Disturbed primary forest,12,19,15,18,0,5,20,10,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F037,1127,1100_1300,13,24,2,4,Montane_subcanopy,San Pedro,Road down,100,Montane rainforest,Disturbed primary forest,16,40,30,20,5,0,10,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF023,1131,1100_1300,19,30,2,4,Montane_subcanopy,San Pedro,Carretera abajo,95,Montane rainforest,Disturbed primary forest,12,17,10,23,10,50,80,20,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F082,1134,1100_1300,11,18,2,4,Montane_subcanopy,Villa Carmen,Mirador,0,Lowland forest,Bamboo forest,19,42,22,28,15,0,40,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF024,1146,1100_1300,6,12,2,4,Montane_subcanopy,San Pedro,Carretera abajo,70,Montane rainforest,Disturbed primary forest,8,7,10,5,5,0,30,40,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F025,1173,1100_1300,12,20,2,4,Montane_subcanopy,San Pedro,Road down,0,Montane rainforest,Disturbed primary forest,14,18,58,29,5,0,40,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F036,1173,1100_1300,8,18,2,4,Montane_subcanopy,San Pedro,Road down,100,Montane rainforest,Disturbed primary forest,12,16,42,17,0,0,70,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F013,1259,1100_1300,4,7,2,4,Montane_subcanopy,San Pedro,Maldita trail,90,Montane rainforest,Disturbed primary forest,18,34,28,22,30,30,40,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F002,1267,1100_1300,6,9,2,4,Montane_subcanopy,San Pedro,River,90,Montane rainforest,Disturbed primary forest,14,52,25,18,5,50,10,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F001,1273,1100_1300,4,7,2,4,Montane_subcanopy,San Pedro,Loop,30,Montane rainforest,Disturbed primary forest,20,45,81,34,10,0,30,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF016,1280,1100_1300,14,31,2,4,Montane_subcanopy,San Pedro,Trocha maldita,100,Montane rainforest,Disturbed primary forest,22,28,44,22,20,15,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F011,1283,1100_1300,14,28,2,4,Montane_subcanopy,San Pedro,Maldita trail,70,Montane rainforest,Disturbed primary forest,10,20,128,40,0,10,60,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF001,1288,1100_1300,5,9,2,4,Montane_subcanopy,San Pedro,Loop,70,Montane rainforest,Disturbed primary forest,18,15,23,30,15,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF017,1293,1100_1300,13,22,2,4,Montane_subcanopy,San Pedro,Trocha maldita,10,Montane rainforest,Disturbed primary forest,21,22,16,28,30,5,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F005,1298,1100_1300,12,21,2,4,Montane_subcanopy,San Pedro,River,NA,Montane rainforest,Disturbed primary forest,12,33,83,26,0,20,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF006,1298,1100_1300,10,17,2,4,Montane_subcanopy,San Pedro,Rio trail,90,Montane rainforest,Primary forest,17,17,22,34,30,0,30,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F038,1300,1300_1500,18,35,2,4,Montane_subcanopy,San Pedro,Road down,100,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F004,1306,1300_1500,10,11,2,4,Montane_subcanopy,San Pedro,River,100,Montane rainforest,Disturbed primary forest,12,33,48,21,40,70,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF003,1309,1300_1500,6,9,2,4,Montane_subcanopy,San Pedro,Road down,100,Montane rainforest,Disturbed primary forest,11,4,3,9,0,0,40,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF004,1310,1300_1500,12,16,2,4,Montane_subcanopy,San Pedro,Carretera arriba,100,Montane rainforest,Disturbed primary forest,19,5,2,16,0,5,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F006,1320,1300_1500,16,22,2,4,Montane_subcanopy,San Pedro,Garrocha,100,Montane rainforest,Disturbed primary forest,16,22,56,34,10,0,60,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F024,1326,1300_1500,11,18,2,4,Montane_subcanopy,San Pedro,Road down,0,Montane rainforest,Disturbed primary forest,10,15,135,19,0,0,80,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF027,1343,1300_1500,7,7,2,4,Montane_subcanopy,San Pedro,Carretera abajo,100,Montane rainforest,Disturbed primary forest,12,12,22,25,10,5,5,5,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF028,1345,1300_1500,6,14,2,4,Montane_subcanopy,San Pedro,Trocha maldita,100,Montane rainforest,Disturbed primary forest,24,28,29,17,10,50,5,5,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F009,1348,1300_1500,14,26,2,4,Montane_subcanopy,San Pedro,Road down,80,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F010,1354,1300_1500,13,26,2,4,Montane_subcanopy,San Pedro,Road down,90,Montane rainforest,Disturbed primary forest,10,43,29,18,5,0,60,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF026,1355,1300_1500,13,24,2,4,Montane_subcanopy,San Pedro,Carretera abajo,100,Montane rainforest,Disturbed primary forest,17,28,30,18,5,40,0,0,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF002,1366,1300_1500,5,8,2,4,Montane_subcanopy,San Pedro,Road down,40,Montane rainforest,Disturbed primary forest,17,16,7,12,0,0,40,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F012,1371,1300_1500,14,23,2,4,Montane_subcanopy,San Pedro,Loop,10,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F018,1375,1300_1500,6,8,2,4,Montane_subcanopy,San Pedro,Trocha rio,100,Montane rainforest,Disturbed primary forest,18,45,60,41,10,0,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F019,1380,1300_1500,10,18,2,4,Montane_subcanopy,San Pedro,Trocha rio,NA,Montane rainforest,Disturbed primary forest,16,26,200,80,0,0,40,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F008,1385,1300_1500,7,8,2,4,Montane_subcanopy,San Pedro,Loop,40,Montane rainforest,Disturbed primary forest,12,28,86,29,10,20,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F003,1390,1300_1500,20,36,2,4,Montane_subcanopy,San Pedro,Road up,80,Montane rainforest,Disturbed primary forest,12,33,145,19,15,10,60,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F040,1403,1300_1500,15,30,2,4,Montane_subcanopy,San Pedro,NA,50,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F015,1422,1300_1500,17,29,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF005,1428,1300_1500,19,36,2,4,Montane_subcanopy,San Pedro,Carretera arriba,70,Montane rainforest,Primary forest,19,26,16,31,15,40,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF010,1432,1300_1500,23,42,2,4,Montane_subcanopy,San Pedro,Carretera arriba,90,Montane rainforest,Disturbed primary forest,14,18,10,9,0,30,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF019,1450,1300_1500,13,19,2,4,Montane_subcanopy,San Pedro,Carretera arriba,20,Montane rainforest,Disturbed primary forest,13,16,28,8,5,50,60,5,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F020,1462,1300_1500,22,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,Montane rainforest,Disturbed primary forest,12,23,225,45,5,20,70,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F007,1468,1300_1500,7,13,2,4,Montane_subcanopy,San Pedro,Road up,80,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F021,1509,1500_1700,23,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,100,Montane rainforest,Disturbed primary forest,14,NA,NA,NA,NA,NA,NA,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F026,1512,1500_1700,11,15,2,4,Montane_subcanopy,San Pedro,Lucho Trail,70,Montane rainforest,Disturbed primary forest,18,36,42,38,30,5,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF012,1520,1500_1700,14,25,2,4,Montane_subcanopy,San Pedro,Carretera arriba,90,Montane rainforest,Disturbed primary forest,20,20,20,19,5,30,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF021,1538,1500_1700,23,39,2,4,Montane_subcanopy,San Pedro,Trocha cocina,90,Montane rainforest,Disturbed primary forest,10,22,14,12,5,30,25,25,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF007,1581,1500_1700,9,11,2,4,Montane_subcanopy,San Pedro,Trocha Lucho,100,Montane rainforest,Primary forest,13,13,12,16,5,0,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF013,1650,1500_1700,7,11,2,4,Montane_subcanopy,San Pedro,Carretera arriba,60,Montane rainforest,Disturbed primary forest,14,7,16,22,5,20,30,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F022,1654,1500_1700,18,26,2,4,Montane_subcanopy,San Pedro,Mirador,100,Montane rainforest,Disturbed primary forest,14,38,89,29,5,10,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F016,1655,1500_1700,18,21,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,Montane rainforest,Disturbed primary forest,12,23,400,20,0,20,30,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F014,1672,1500_1700,8,12,2,4,Montane_subcanopy,San Pedro,Mirador,100,Montane rainforest,Disturbed primary forest,10,18,45,17,0,0,70,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF011,1672,1500_1700,15,19,2,4,Montane_subcanopy,San Pedro,Carretera arriba,100,Montane rainforest,Disturbed primary forest,12,19,15,13,0,0,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF008,1718,1700_1900,10,12,2,4,Montane_subcanopy,San Pedro,Trocha Lucho,100,Montane rainforest,Primary forest,16,20,15,18,5,0,50,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF009,1718,1700_1900,14,25,2,4,Montane_subcanopy,San Pedro,Trocha Lucho,50,Montane rainforest,Primary forest,12,18,6,20,10,30,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF014,1721,1700_1900,11,21,2,4,Montane_subcanopy,San Pedro,Carretera arriba,90,Montane rainforest,Disturbed primary forest,25,15,15,30,20,10,40,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F017,1724,1700_1900,29,54,2,4,Montane_subcanopy,San Pedro,Road down,100,Montane rainforest,Disturbed primary forest,14,66,38,23,20,40,20,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F023,1743,1700_1900,5,8,2,4,Montane_subcanopy,San Pedro,Kitchen trail,90,Montane rainforest,Disturbed primary forest,12,19,164,10,0,40,30,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF022,1787,1700_1900,8,12,2,4,Montane_subcanopy,San Pedro,Trocha cocina,100,Montane rainforest,Disturbed primary forest,8,8,20,12,0,15,40,10,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF018,1873,1700_1900,5,7,2,4,Montane_subcanopy,San Pedro,Trocha Union,20,Montane rainforest,Disturbed primary forest,11,10,21,9,10,10,15,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
F027,1888,1700_1900,11,15,2,4,Montane_subcanopy,San Pedro,Lucho Trail,90,Montane rainforest,Disturbed primary forest,10,38,68,11,0,60,60,NA,Site3_Montane_1100_1900,Site3_Montane_1100_1900_ Montane_subcanopy
FF092,2344,2300_2500,11,24,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,100,Cloud forest,Cloud forest,NA,NA,NA,NA,NA,5,30,0,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F035,2364,2300_2500,6,10,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,100,Montane rainforest,Disturbed primary forest,4,9,17,3,0,5,80,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ Montane_subcanopy
FF093,2367,2300_2500,7,14,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,60,Cloud forest,Cloud forest,14,18,25,13,0,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF094,2369,2300_2500,9,18,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,100,Cloud forest,Cloud forest,7,NA,NA,NA,NA,0,50,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF095,2422,2300_2500,7,17,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,100,Cloud forest,Cloud forest,14,16,20,10,0,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F130,2475,2300_2500,11,22,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,20,Cloud forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF091,2496,2300_2500,7,12,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,80,Cloud forest,Cloud forest,20,30,6,12,10,20,40,5,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F142,2507,2500_2700,6,10,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,70,Cloud forest,NA,20,28,14,6,0,60,80,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F143,2520,2500_2700,9,16,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,100,Cloud forest,NA,16,29,24,NA,NA,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF081,2526,2500_2700,3,6,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha oso,90,Cloud forest,Cloud forest,19,24,22,11,0,40,20,50,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F033,2527,2500_2700,14,19,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,80,Montane rainforest,Disturbed primary forest,14,44,22,18,0,5,20,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ Montane_subcanopy
F135,2534,2500_2700,16,29,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,100,Cloud forest,Disturbed primary forest,14,24,52,15,0,0,70,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF106,2542,2500_2700,4,10,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,20,Cloud forest,Cloud forest,14,10,20,6,0,0,40,20,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF090,2549,2500_2700,8,11,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,20,Cloud forest,Cloud forest,12,10,50,35,0,70,30,0,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF096,2576,2500_2700,13,28,3,5,MontaneHigh_subcanopy,Wayqecha,Pillahuata,100,Cloud forest,Cloud forest,18,16,20,10,0,0,20,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F034,2615,2500_2700,8,15,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,100,Montane rainforest,Disturbed primary forest,12,28,6,10,0,50,70,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ Montane_subcanopy
FF080,2625,2500_2700,5,9,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha oso,100,Cloud forest,Elfin forest,8,19,50,8,5,0,10,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF086,2653,2500_2700,12,34,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,100,Cloud forest,Cloud forest,20,26,50,15,5,60,40,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F148,2660,2500_2700,20,37,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,100,Cloud forest,NA,30,NA,NA,NA,NA,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF105,2676,2500_2700,14,28,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,80,Cloud forest,Cloud forest,18,15,30,8,20,0,30,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F032,2717,2700_2900,6,9,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,100,Montane rainforest,Disturbed primary forest,14,44,17,9,0,40,30,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ Montane_subcanopy
FF085,2736,2700_2900,12,23,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,80,Cloud forest,Cloud forest,22,10,50,11,40,30,5,5,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F131,2750,2700_2900,9,15,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,100,Cloud forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F136,2770,2700_2900,10,18,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,100,Cloud forest,Disturbed primary forest,10,17,23,5,0,40,80,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF097,2781,2700_2900,17,33,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,100,Cloud forest,Cloud forest,24,29,14,5,10,0,50,0,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F134,2783,2700_2900,19,41,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,0,Cloud forest,Disturbed primary forest,20,32,40,22,0,0,60,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF098,2790,2700_2900,8,16,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,60,Cloud forest,Cloud forest,18,11,40,7,5,30,50,0,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F147,2800,2700_2900,15,27,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Zorro,100,Cloud forest,NA,24,30,4,0,0,40,30,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF101,2809,2700_2900,6,15,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,100,Cloud forest,Cloud forest,16,15,14,16,5,0,60,80,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F132,2810,2700_2900,14,23,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,100,Cloud forest,Disturbed primary forest,24,44,12,8,30,50,50,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF099,2813,2700_2900,4,10,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,60,Cloud forest,Cloud forest,15,10,16,12,0,10,30,20,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F145,2819,2700_2900,7,9,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Zorro,100,Cloud forest,NA,12,11,20,NA,NA,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF102,2825,2700_2900,7,16,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,100,Cloud forest,Elfin forest,4,14,20,8,0,40,50,60,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF089,2830,2700_2900,8,14,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,20,Cloud forest,Cloud forest,10,12,50,21,5,30,30,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F133,2831,2700_2900,18,39,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,100,Cloud forest,Disturbed primary forest,22,18,8,NA,NA,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F146,2834,2700_2900,7,17,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Sclefflera,100,Cloud forest,NA,6,3,20,24,0,0,100,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F137,2840,2700_2900,10,18,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,100,Cloud forest,Disturbed primary forest,14,18,20,10,0,0,70,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF083,2845,2700_2900,16,31,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,40,Cloud forest,Cloud forest,NA,13,50,20,0,0,10,60,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF100,2862,2700_2900,5,15,3,5,MontaneHigh_subcanopy,Wayqecha,Helecho,100,Cloud forest,Elfin forest,5,15,2,5,0,10,40,50,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF104,2872,2700_2900,10,29,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,100,Cloud forest,Cloud forest,16,18,20,8,0,10,40,5,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF082,2881,2700_2900,6,10,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,20,Cloud forest,Elfin forest,8,25,50,17,0,0,10,40,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F141,2883,2700_2900,6,11,3,5,MontaneHigh_subcanopy,Wayqecha,Carretera arriba,100,Cloud forest,NA,14,18,40,20,0,40,40,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F144,2911,2900_3100,8,18,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,100,Cloud forest,NA,14,9,30,NA,NA,NA,NA,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F138,2924,2900_3100,6,13,3,5,MontaneHigh_subcanopy,Wayqecha,Carretera arriba,100,Cloud forest,NA,8,12,40,10,10,5,20,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF103,2935,2900_3100,10,20,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,100,Cloud forest,Cloud forest,8,17,20,8,0,10,50,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF084,2974,2900_3100,8,20,3,5,MontaneHigh_subcanopy,Wayqecha,Canopy,80,Cloud forest,Cloud forest,10,16,19,9,10,0,20,10,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F139,2980,2900_3100,8,17,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha canopy,100,Cloud forest,NA,10,20,10,9,0,0,30,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF088,2990,2900_3100,9,22,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,100,Cloud forest,Cloud forest,18,26,14,4,10,0,5,5,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F140,2993,2900_3100,19,34,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha canopy,100,Cloud forest,NA,22,34,19,32,0,10,20,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF087,3013,2900_3100,9,22,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,100,Cloud forest,Elfin forest,4,20,28,3,0,50,60,30,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
F031,3070,2900_3100,8,17,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,100,Montane rainforest,Disturbed primary forest,10,81,24,4,0,50,60,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ Montane_subcanopy
F030,3239,3100_3500,8,16,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,100,Montane rainforest,Disturbed primary forest,12,33,41,8,0,60,40,NA,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ Montane_subcanopy
FF109,3396,3100_3500,8,20,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,80,Cloud forest,Elfin forest,8,12,20,8,0,0,30,0,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
FF108,3424,3100_3500,5,15,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,90,Cloud forest,Elfin forest,6,6,30,20,6,20,50,0,Site4_HighMontane_1901_3500,Site4_HighMontane_1901_3500_ MontaneHigh_subcanopy
