X.No,Collection,Sample_group,Sample.No...,Full_Label,comment,species_binomial,Host.Order,Host.Family,New.Association,Lice.Genus,Lice.Species,Female,Male,Nimph,Eggs,Total,BoxLocation1,Lice.Genus2,Lice.Species2,Female2,Male2,Nimph2,Eggs2,Total2,BoxLocation2,Lice.Genus3,Lice.Species3,Female3,Male3,Nimph3,Eggs3,Total.1,BoxLocation3,total_lice,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample,infestation_lice
52,JUM,,M574,M574,,Geotrygon_montana,Columbiformes,Columbidae,No,Columbicola,macrourae?,4,1,0,,5,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,5,Geotrygon montana,114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,0,100,0,0,0,Geotrygon_montana,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground,lowland_iquitos,574,0
54,JUM,,M581,M581,,Turdus_albicollis,Passeriformes,Turdidae,Yes,Myrsidea,(various?),1,0,1,,2,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Turdus albicollis,50.02123288,11.26238806,104.8428571,90,21.2,30,0,80,0,20,0,Turdus_albicollis,9003,Turdus_albicollis,M5,Thrushes,"Thrushes, Dippers, Chats, Old World Flycatchers",White-necked Thrush,bow09003,BL3,Turdidae,Thrushes,178,PASSERIFORMES,PASSERIFORMES,Passeri,ground,lowland_iquitos,581,0
55,JUM,,M583,M583,,Dendrocincla_merula,Passeriformes,Furnariidae,Yes,Rallicola,(fuliginosa/deceri…?),0,1,0,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla_merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,other,lowland_iquitos,583,0
58,JUM,,M591,M591,,Schiffornis_turdina,Passeriformes,Tityridae,No,Myrsidea,blattae?,0,0,1,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Schiffornis turdina,30.18625,9.520909091,86.09090909,67.7,15.9,22.1,0,0,100,0,0,Schiffornis_turdina,6225,Schiffornis_turdina,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Thrush-like Schiffornis,bow06225,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,591,0
59,JUM,,M598,M598,,Dendrocincla_fuliginosa,Passeriformes,Furnariidae,No,Rallicola,fuliginosa?,0,0,1,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Dendrocincla fuliginosa,31.68493671,19.41738462,95.81428571,86.7,18.3,24.7,1,33,33,33,0,Dendrocincla_fuliginosa,6893,Dendrocincla_fuliginosa,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain-brown Woodcreeper,bow06893,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-midhigh,lowland_iquitos,598,0
64,JUM,,M619,M619,,Dendrocincla_merula,Passeriformes,Furnariidae,Yes,Rallicola,(fuliginosa/deceri…?),0,1,0,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Dendrocincla merula,46.92958333,19.43829268,102.744186,80,20.3,24.7,1,40,40,20,0,Dendrocincla_merula,6896,Dendrocincla_merula,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",White-chinned Woodcreeper,bow06896,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,other,lowland_iquitos,619,0
65,JUM,,M625,M625,,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,Myrsidea,oleaginei?,0,1,0,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes_oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,625,0
67,JUM,,M651,M651,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,cephalosa?,0,1,0,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus_spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,651,0
68,JUM,,V657,V657,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,cephalosa?,2,0,0,,2,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus_spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,657,0
72,JUM,,V679,V679,,Automolus_ochrolaemus,Passeriformes,Furnariidae,No,Myrsidea,ochrolaemi?,3,2,1,,6,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,6,Automolus ochrolaemus,34.96803922,14.4712766,88.51851852,75.3,17.5,23.5,1,10,70,20,0,Automolus_ochrolaemus,6861,Automolus_ochrolaemus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Buff-throated Foliage-gleaner,bow06861,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,679,0
73,JUM,,V682,V682,,Celeus_grammicus,Piciformes,Picidae,Yes,Picicola?,new sp?,4,9,0,,13,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,13,Celeus grammicus,64.5,24.8,122.8,71,22.5,20.6,1,0,0,80,20,Celeus_grammicus,1011,Celeus_grammicus,Picidae,Woodpeckers,"Woodpeckers, Honeyguides, Toucans, Barbets",Scaly-breasted Woodpecker,bow01011,BL3,Picidae,Woodpeckers,95,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,midhigh,lowland_iquitos,682,0
74,JUM,,V691,V691,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,cephalosa?,2,0,1,,3,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus_spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,691,0
75,JUM,,V692,V692,,Onychorhynchus_coronatus,Passeriformes,Tityridae,Yes,Philopterus,new sp?,0,1,2,,3,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,3,Onychorhynchus coronatus,14.66117647,13.396875,73.8125,63.8,18.8,15.9,0,0,30,70,0,Onychorhynchus_coronatus,5980,Onychorhynchus_coronatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Amazonian Royal Flycatcher,bow05980,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,692,0
76,JUM,,V694,V694,,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,Myrsidea,new sp?,0,0,1,,1,L-02,Ricinus,new sp?,1,0,0,NA,1,L-02,,,NA,NA,NA,,NA,NA,2,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus_elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,694,0
77,JUM,,V695,V695,,Ancistrops_strigilatus,Passeriformes,Furnariidae,Yes,Myrsidea,new sp?,0,0,2,,2,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Ancistrops strigilatus,33.46333333,14.2,87.83333333,72.5,18.1,23.1,1,50,50,0,0,Ancistrops_strigilatus,6827,Ancistrops_strigilatus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Chestnut-winged Hookbill,bow06827,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,695,0
78,JUM,,V720,V720,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,cephalosa?,0,1,0,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus_spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,720,0
80,JUM,,857,857,,Formicarius_colma,Passeriformes,Formicariidae,No,Formicaricola,analoides?,1,0,3,,4,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius_colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,other_iquitos,NA,0
81,JUM,,3678,3678,,Formicarius_colma,Passeriformes,Formicariidae,No,Formicaricola,analoides?,2,0,2,,4,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Formicarius colma,45.426,12,85.8,53.4,19,29.9,0,80,20,0,0,Formicarius_colma,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,other_iquitos,NA,0
82,JUM,,968,968,,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,Myrsidea,new sp?,1,0,0,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus_erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,other_iquitos,NA,0
83,JUM,,3808,3808,,Mionectes_oleagineus,Passeriformes,Tyrannidae,Yes,Rallicola,new sp?,1,0,1,,2,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes_oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,other_iquitos,NA,0
84,JUM,,2103,2103,,Mionectes_oleagineus,Passeriformes,Tyrannidae,No,Myrsidea,oleaginei?,4,0,5,,9,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,9,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes_oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,other_iquitos,NA,0
85,JUM,,4182,4182,,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,Myrsidea,new sp?,0,0,1,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus_erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,other_iquitos,NA,0
86,JUM,,4281,4281,,Terenotriccus_erythrurus,Passeriformes,Tyrannidae,Yes,Myrsidea,new sp?,0,0,1,,1,L-02,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus_erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,other_iquitos,NA,0
87,JUM,,1022,1022,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,Ricinus,new sp?,1,0,0,,1,L-02,Philopterus?,new sp?,0,0,1,NA,1,L-02,,,NA,NA,NA,,NA,NA,2,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis_poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,other_iquitos,NA,0
93,JUM,,V789,V789,,Euphonia_xanthogaster,Passeriformes,Fringillidae,Yes,Myrsidea,(violacei/ rozsai…?),0,0,2,,2,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Euphonia xanthogaster,13.62148594,5.870068027,60.89049587,36,22.4,16.4,1,0,20,60,20,Euphonia_xanthogaster,12993,Euphonia_xanthogaster,P10,"Finches, Allies","Finches, Allies",Orange-bellied Euphonia,bow12993,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,midhigh,lowland_iquitos,789,0
94,JUM,,V806,V806,,Geotrygon_montana,Passeriformes,Columbidae,No,Columbicola,macrourae?,1,1,0,,2,L-03,Physconelloides,cubanus?,1,0,1,NA,2,L-03,,,NA,NA,NA,,NA,NA,4,Geotrygon montana,114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,0,100,0,0,0,Geotrygon_montana,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground,lowland_iquitos,806,0
95,JUM,,V808,V808,,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,pessimalis?,0,1,0,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Manacus manacus,16.455,7.9,57,32.8,15.9,20.9,0,0,80,20,0,Manacus_manacus,6369,Manacus_manacus,Pipridae,Manakins,Manakins,White-bearded Manakin,bow06369,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,808,0
97,JUM,,V813,V813,,Willisornis_poecilinotus,Passeriformes,Thamnophilidae,Yes,Myrsidea,new sp?,0,2,0,,2,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,2,Willisornis poecilinotus,18.39630137,10.27342105,64.65822785,42.8,16.3,23,0,60,40,0,0,Willisornis_poecilinotus,6612,Willisornis_poecilinotus,Thamnophilidae,Antbirds,Antbirds,Scale-backed Antbird,bow06612,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,813,0
99,JUM,,V820,V820,,Xiphorhynchus_elegans,Passeriformes,Furnariidae,Yes,Ricinus,new sp?,0,0,1,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Xiphorhynchus elegans,38.50835294,24.42858824,100.1363636,82,20.1,21.9,1,0,30,60,10,Xiphorhynchus_elegans,20106,Xiphorhynchus_elegans,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Elegant Woodcreeper,bow20106,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,820,0
101,JUM,,M826,M826,,Myrmoborus_myotherinus,Passeriformes,Thamnophilidae,Yes,Philopteridae?,new sp?,1,0,0,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Myrmoborus myotherinus,20.73168831,10.19666667,62.45783133,40.1,14.8,25.7,1,50,50,0,0,Myrmoborus_myotherinus,6561,Myrmoborus_myotherinus,Thamnophilidae,Antbirds,Antbirds,Black-faced Antbird,bow06561,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,826,0
103,JUM,,M851,M851,,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,Myrsidea,new sp?,0,2,6,,8,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,8,Hafferia fortis,48.60083333,13.35384615,81.69230769,62.9,10.7,34.1,1,60,40,0,0,Myrmeciza_fortis,6592,Myrmeciza_fortis,Thamnophilidae,Antbirds,Antbirds,Sooty Antbird,bow06592,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,851,0
105,JUM,,M866,M866,,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,pessimalis?,1,4,7,,10,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,10,Manacus manacus,16.455,7.9,57,32.8,15.9,20.9,0,0,80,20,0,Manacus_manacus,6369,Manacus_manacus,Pipridae,Manakins,Manakins,White-bearded Manakin,bow06369,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,866,0
106,JUM,,M867,M867,,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,pessimalis?,1,0,0,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Manacus manacus,16.455,7.9,57,32.8,15.9,20.9,0,0,80,20,0,Manacus_manacus,6369,Manacus_manacus,Pipridae,Manakins,Manakins,White-bearded Manakin,bow06369,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,867,0
107,JUM,,M877,M877,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Myrsidea,dalgleishi?,0,0,1,,2,L-03,Rallicola,cephalosa?,0,1,0,NA,1,L-03,,,NA,NA,NA,,NA,NA,3,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus_spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,lowland_iquitos,877,0
108,JUM,,M884,M884,,Lepidothrix_coronata,Passeriformes,Pipridae,Yes?,Ricinus,new sp?/contamination?,1,0,0,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix_coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,undersory-midhigh,lowland_iquitos,884,0
109,JUM,,890,890,,Manacus_manacus,Passeriformes,Pipridae,No,Ricinus,pessimalis?,5,2,1,,8,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,8,Manacus manacus,16.455,7.9,57,32.8,15.9,20.9,0,0,80,20,0,Manacus_manacus,6369,Manacus_manacus,Pipridae,Manakins,Manakins,White-bearded Manakin,bow06369,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,other_iquitos,NA,0
110,JUM,,892,892,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,cephalosa?,6,1,1,,8,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,8,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus_spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,other_iquitos,NA,0
111,JUM,,897,897,,Manacus_manacus,Passeriformes,Pipridae,No,Myrsidea,pessimalis?,4,1,0,,5,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,5,Manacus manacus,16.455,7.9,57,32.8,15.9,20.9,0,0,80,20,0,Manacus_manacus,6369,Manacus_manacus,Pipridae,Manakins,Manakins,White-bearded Manakin,bow06369,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,other_iquitos,NA,0
112,JUM,,1007,1007,,Hafferia_fortis,Passeriformes,Thamnophilidae,Yes,Myrsidea,new sp?,0,0,1,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Hafferia fortis,48.60083333,13.35384615,81.69230769,62.9,10.7,34.1,1,60,40,0,0,Myrmeciza_fortis,6592,Myrmeciza_fortis,Thamnophilidae,Antbirds,Antbirds,Sooty Antbird,bow06592,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,other_iquitos,NA,0
113,JUM,,1018,1018,,Glyphorynchus_spirurus,Passeriformes,Furnariidae,No,Rallicola,cephalosa?,1,0,0,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Glyphorynchus spirurus,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,Glyphorynchus_spirurus,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,canopy,other_iquitos,NA,0
115,JEJ,,P120085,P120085,,Formicarius_rufipectus,Passeriformes,Formicariidae,No,Formicaricola,analoides?,0,3,2,,5,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,5,Formicarius rufipectus,63.83571429,12.8375,87.44444444,55.4,12.7,36.5,0,100,0,0,0,Formicarius_rufipectus,6959,Formicarius_rufipectus,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-breasted Antthrush,bow06959,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,120085,0
116,JEJ,,W120733,W120733,,Chamaeza_mollissima,Passeriformes,Formicariidae,Yes,Formicaricola,(willisi?),1,2,3,,6,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,6,Chamaeza mollissima,72.6175,10.75,88.75,66.2,12.9,37.1,0,100,0,0,0,Chamaeza_mollissima,6965,Chamaeza_mollissima,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Barred Antthrush,bow06965,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,high_montane_manu,120733,0
117,JEJ,,VC120112,VC120112,,Formicarius_analis,Passeriformes,Formicariidae,No,Formicaricola,analoides?,1,1,2,,4,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,4,Formicarius analis,57.04347826,12.79475,89.42857143,56.8,16.6,32.4,0,100,0,0,0,Formicarius_analis,6955,Formicarius_analis,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Black-faced Antthrush,bow06955,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,120112,0
118,JEJ,,P110171,P110171,,Sclerurus_caudacutus,Passeriformes,Furnariidae,No,Furnariphilus,parkeri?,1,0,0,,1,L-03,,,NA,NA,NA,NA,NA,,,,NA,NA,NA,,NA,NA,1,Sclerurus caudacutus,37.54095238,15.42761905,88.47619048,63.4,17.4,22.6,0,100,0,0,0,Sclerurus_caudacutus,6874,Sclerurus_caudacutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Black-tailed Leaftosser,bow06874,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_manu,110171,0
