species,Aburria aburri,Accipiter bicolor,Accipiter collaris,Accipiter striatus,Accipiter superciliosus,Adelomyia melanogenys,Aglaeactis castelnaudii,Aglaeactis cupripennis,Aglaiocercus kingii,Akletos goeldii,Amazona farinosa,Amazona mercenarius,Amazona ochrocephala,Amblycercus holosericeus,Ammodramus aurifrons,Ampelion rubrocristatus,Ampelion rufaxilla,Anabacerthia ruficaudata,Anabacerthia striaticollis,Anabazenops dorsalis,Anairetes parulus,Ancistrops strigilatus,Andigena hypoglauca,Anisognathus igniventris,Anisognathus somptuosus,Ara ararauna,Ara macao,Ara militaris,Ara severus,Aramides cajaneus,Aratinga weddellii,Arremon brunneinucha,Arremon castaneiceps,Arremon taciturnus,Arremon torquatus,Asthenes helleri,Atlapetes melanolaemus,Attila spadiceus,Aulacorhynchus albivitta,Aulacorhynchus coeruleicinctis,Aulacorhynchus derbianus,Automolus infuscatus,Automolus melanopezus,Automolus ochrolaemus,Automolus rufipileatus,Automolus subulatus,Baryphthengus martii,Basileuterus tristriatus,Boissonneaua matthewsii,Bolborhynchus lineola,Bolborhynchus orbygnesius,Brotogeris cyanoptera,Brotogeris sanctithomae,Bucco capensis,Bucco macrodactylus,Buteo platypterus,Buteogallus solitarius,Buteogallus urubitinga,Buthraupis montana,Cacicus cela,Cacicus chrysonotus,Cacicus oseryi,Cacicus solitarius,Campephilus haematogaster,Campephilus melanoleucos,Campephilus rubricollis,Camptostoma obsoletum,Campylopterus largipennis,Campylorhamphus trochilirostris,Campylorhynchus turdinus,Capito auratus,Catamblyrhynchus diadema,Catharus fuscater,Catharus maculatus,Catharus ustulatus,Celeus flavus,Celeus grammicus,Celeus spectabilis,Cephalopterus ornatus,Ceratopipra chloromeros,Ceratopipra rubrocapilla,Cercomacra cinerascens,Cercomacra manu,Cercomacroides nigrescens,Cercomacroides serva,Chaetocercus mulsant,Chalcostigma ruficeps,Chalcothraupis ruficervix,Chamaeza campanisona,Chamaeza mollissima,Chamaeza nobilis,Charadrius collaris,Chelidoptera tenebrosa,Chionomesa lactea,Chiroxiphia boliviana,Chlorestes cyanus,Chloroceryle aenea,Chloroceryle americana,Chloroceryle inda,Chlorochrysa calliparaea,Chlorophanes spiza,Chlorophonia cyanea,Chloropipo unicolor,Chlorornis riefferii,Chlorospingus canigularis,Chlorospingus flavigularis,Chlorospingus flavopectus,Chlorospingus parvirostris,Chlorostilbon mellisugus,Chlorothraupis carmioli,Chrysuronia oenone,Ciccaba albitarsis,Cinclodes albiventris,Cinclus leucocephalus,Cinnycerthia fulva,Cissopis leverianus,Cistothorus platensis,Clibanornis rubiginosus,Cnemarchus erythropygius,Cnemoscopus rubrirostris,Cnemotriccus fuscatus,Coccyzus americanus,Coccyzus melacoryphus,Coeligena coeligena,Coeligena torquata,Coeligena violifer,Coereba flaveola,Colaptes punctigula,Colaptes rivolii,Colaptes rubiginosus,Colibri coruscans,Colibri cyanotus,Colonia colonus,Columbina talpacoti,Conirostrum albifrons,Conirostrum ferrugineiventre,Conirostrum sitticolor,Conopias cinchoneti,Conopophaga ardesiaca,Conopophaga castaneiceps,Conopophaga peruviana,Contopus fumigatus,Contopus sordidulus,Corythopis torquatus,Cranioleuca curtata,Cranioleuca gutturata,Cranioleuca marcapatae,Creurgops dentatus,Cryptopipo holochlora,Crypturellus atrocapillus,Crypturellus bartletti,Crypturellus cinereus,Crypturellus obsoletus,Crypturellus soui,Crypturellus undulatus,Crypturellus variegatus,Cyanerpes caeruleus,Cyanerpes cyaneus,Cyanocorax cyanomelas,Cyanocorax violaceus,Cyanocorax yncas,Cyanoloxia cyanoides,Cyanolyca viridicyanus,Cymbilaimus lineatus,Cymbilaimus sanctaemariae,Cyphorhinus arada,Cyphorhinus thoracicus,Dacnis cayana,Dacnis flaviventer,Dacnis lineata,Daptrius ater,Deconychura longicauda,Dendrexetastes rufigula,Dendrocincla fuliginosa,Dendrocincla merula,Dendrocincla tyrannina,Dendrocolaptes certhia,Dendrocolaptes picumnus,Dendroma erythroptera,Dendroma rufa,Dendroplex picus,Dichrozona cincta,Diglossa brunneiventris,Diglossa caerulescens,Diglossa cyanea,Diglossa glauca,Diglossa mystacalis,Diglossa sittoides,Discosura popelairii,Doryfera johannae,Doryfera ludovicae,Dromococcyx pavoninus,Drymophila caudata,Drymophila devillei,Drymotoxeres pucheranii,Dryobates affinis,Dryobates nigriceps,Dryobates passerinus,Dryocopus lineatus,Dubusia castaneoventris,Dubusia taeniata,Dysithamnus mentalis,Elaenia albiceps,Elaenia gigas,Elaenia obscura,Elaenia pallatangae,Elaenia parvirostris,Elaenia spectabilis,Elanoides forficatus,Electron platyrhynchum,Elliotomyia chionogaster,Elliotomyia viridicauda,Empidonax alnorum,Ensifera ensifera,Entomodestes leucotis,Epinecrophylla erythrura,Epinecrophylla haematonota,Epinecrophylla leucophthalma,Epinecrophylla ornata,Epinecrophylla spodionota,Eubucco richardsoni,Eubucco tucinkae,Eubucco versicolor,Euchrepornis callinota,Euchrepornis sharpei,Euphonia chlorotica,Euphonia chrysopasta,Euphonia laniirostris,Euphonia mesochrysa,Euphonia rufiventris,Euphonia xanthogaster,Eurypyga helias,Eutoxeres condamini,Florisuga mellivora,Formicarius analis,Formicarius colma,Formicarius rufifrons,Formicarius rufipectus,Frederickena unduliger,Furnarius leucopus,Galbula cyanescens,Geothlypis aequinoctialis,Geotrygon montana,Geotrygon saphirina,Geranoaetus polyosoma,Glaucidium bolivianum,Glaucidium brasilianum,Glaucidium hardyi,Glaucis hirsutus,Glyphorynchus spirurus,Grallaria albigula,Grallaria erythroleuca,Grallaria guatimalensis,Grallaria rufula,Grallaria squamigera,Grallaricula ferrugineipectus,Grallaricula flavirostris,Gymnoderus foetidus,Habia rubica,Hafferia fortis,Haplophaedia assimilis,Haplophaedia aureliae,Haplospiza rustica,Heliangelus amethysticollis,Heliodoxa aurescens,Heliodoxa leadbeateri,Heliodoxa rubinoides,Heliodoxa schreibersii,Heliothryx auritus,Hemithraupis flavicollis,Hemithraupis guira,Hemitriccus flammulatus,Hemitriccus granadensis,Hemitriccus griseipectus,Hemitriccus iohannis,Hemitriccus rufigularis,Henicorhina leucophrys,Herpetotheres cachinnans,Herpsilochmus axillaris,Herpsilochmus rufimarginatus,Hydropsalis climacocerca,Hylophilus thoracicus,Hylophylax naevius,Hypocnemis subflava,Hypocnemoides maculicauda,Ibycter americanus,Icterus cayanensis,Iridophanes pulcherrimus,Iridosornis analis,Iridosornis jelskii,Isleria hauxwelli,Ixothraupis punctata,Ixothraupis xanthogastra,Jacamerops aureus,Klais guimeti,Kleinothraupis atropileus,Kleinothraupis parodii,Knipolegus aterrimus,Knipolegus signatus,Lafresnaya lafresnayi,Laniisoma elegans,Lanio versicolor,Laniocera hypopyrra,Lathrotriccus euleri,Legatus leucophaius,Lepidocolaptes fatimalimae,Lepidocolaptes lacrymiger,Lepidothrix coeruleocapilla,Lepidothrix coronata,Leptopogon amaurocephalus,Leptopogon superciliaris,Leptopogon taczanowskii,Leptosittaca branickii,Leptotila rufaxilla,Leptotila verreauxi,Lesbia nuna,Leucopternis kuhli,Leucopternis melanops,Liosceles thoracicus,Lipaugus vociferans,Lochmias nematura,Lophostrix cristata,Lophotriccus eulophotes,Lophotriccus pileatus,Loriotus cristatus,Loriotus luctuosus,Loriotus rufiventer,Lurocalis rufiventris,Lurocalis semitorquatus,Machaeropterus pyrocephalus,Malacoptila fulvogularis,Malacoptila semicincta,Manacus manacus,Margarornis squamiger,Mecocerculus leucophrys,Mecocerculus stictopterus,Megaceryle torquata,Megascops albogularis,Megascops choliba,Megascops ingens,Megascops watsonii,Melanerpes cruentatus,Metallura aeneocauda,Metallura tyrianthina,Metopothrix aurantiaca,Micraster buckleyi,Micraster semitorquatus,Micrastur gilvicollis,Micrastur mirandollei,Micrastur ruficollis,Microbates cinereiventris,Microcerculus marginatus,Micromonacha lanceolata,Microrhopias quixensis,Microspingus trifasciatus,Mionectes macconnelli,Mionectes oleagineus,Mionectes olivaceus,Mionectes striaticollis,Mitrephanes olivaceus,Mitu tuberosum,Momotus aequatorialis,Momotus momota,Monasa morphoeus,Monasa nigrifrons,Myadestes ralloides,Myiarchus cephalotes,Myiarchus ferox,Myiarchus tuberculifer,Myiobius barbatus,Myiobius villosus,Myioborus melanocephalus,Myioborus miniatus,Myiodynastes chrysocephalus,Myiodynastes maculatus,Myiopagis gaimardii,Myiophobus fasciatus,Myiophobus inornatus,Myiornis ecaudatus,Myiotheretes fumigatus,Myiotheretes fuscorufus,Myiotheretes striaticollis,Myiothlypis bivittata,Myiothlypis chrysogaster,Myiothlypis coronata,Myiothlypis fulvicauda,Myiothlypis luteoviridis,Myiothlypis signata,Myiotriccus ornatus,Myiozetetes cayanensis,Myiozetetes granadensis,Myiozetetes similis,Myrmelastes brunneiceps,Myrmelastes leucostigma,Myrmoborus leucophrys,Myrmoborus lophotes,Myrmoborus myotherinus,Myrmophylax atrothorax,Myrmothera berlepschi,Myrmothera campanisona,Myrmotherula axillaris,Myrmotherula brachyura,Myrmotherula iheringi,Myrmotherula longicauda,Myrmotherula longipennis,Myrmotherula menetriesii,Myrmotherula multostriata,Myrmotherula schisticolor,Myrmotherula sclateri,Nannopsittaca dachilleae,Neoctantes niger,Neomorphus geoffroyi,Nephelomyias ochraceiventris,Nonnula ruficapilla,Nothocercus nigrocapillus,Nyctidromus albicollis,Nyctiphrynus ocellatus,Nystalus striolatus,Ochthoeca cinnamomeiventris,Ochthoeca frontalis,Ochthoeca fumicolor,Ochthoeca pulchella,Ochthoeca rufipectoralis,Ochthornis littoralis,Ocreatus underwoodii,Odontophorus balliviani,Odontophorus speciosus,Odontophorus stellatus,Odontorchilus branickii,Oneillornis salvini,Onychorhynchus coronatus,Ornithion inerme,Orochelidon flavipes,Ortalis guttata,Orthopsittaca manilatus,Pachyramphus marginatus,Pachyramphus minor,Pachyramphus polychopterus,Pachyramphus versicolor,Pachysylvia hypoxantha,Paraclaravis mondetoura,Patagioenas cayennensis,Patagioenas fasciata,Patagioenas plumbea,Patagioenas subvinacea,Penelope jacquacu,Penelope montagnii,Phaethornis guy,Phaethornis hispidus,Phaethornis koepckeae,Phaethornis malaris,Phaethornis ruber,Phaethornis stuarti,Phaethornis superciliosus,Pharomachrus antisianus,Pharomachrus auriceps,Pharomachrus pavoninus,Pheucticus aureoventris,Pheucticus chrysogaster,Pheugopedius genibarbis,Philydor erythrocercum,Philydor pyrrhodes,Phlegopsis nigromaculata,Phlogophilus harterti,Phyllomyias burmeisteri,Phyllomyias cinereiceps,Phyllomyias plumbeiceps,Phyllomyias uropygialis,Phylloscartes ophthalmicus,Phylloscartes orbitalis,Phylloscartes parkeri,Phylloscartes poecilotis,Phylloscartes ventralis,Piaya cayana,Piculus leucolaemus,Picumnus aurifrons,Picumnus rufiventris,Picumnus subtilus,Pionites leucogaster,Pionus menstruus,Pionus tumultuosus,Pipile cumanensis,Pipra fasciicauda,Pipraeidea melanonota,Pipreola arcuata,Pipreola frontalis,Pipreola intermedia,Pipreola pulchra,Piprites chloris,Piranga flava,Piranga leucoptera,Piranga olivacea,Pitangus sulphuratus,Platyrinchus coronatus,Platyrinchus mystaceus,Platyrinchus platyrhynchos,Poecilotriccus albifacies,Poecilotriccus latirostris,Poecilotriccus plumbeiceps,Poecilotriccus pulchellus,Premnoplex brunnescens,Premnornis guttuliger,Primolius couloni,Psarocolius angustifrons,Psarocolius atrovirens,Psarocolius bifasciatus,Psarocolius decumanus,Pseudocolaptes boissonneautii,Pseudospingus xanthophthalmus,Pseudotriccus ruficeps,Pseudotriccus simplex,Psittacara leucophtalmus,Psittacara mitratus,Psophia leucoptera,Pteroglossus azara,Pteroglossus beauharnaisii,Pteroglossus castanotis,Pterophanes cyanopterus,Pygiptila stellaris,Pygochelidon cyanoleuca,Pyriglena leuconota,Pyrilia barrabandi,Pyrocephalus rubinus,Pyrrhomyias cinnamomeus,Pyrrhyra roseifrons,Querula purpurata,Ramphastos tucanus,Ramphastos vitellinus,Ramphocelus carbo,Ramphotrigon fuscicauda,Ramphotrigon megacephalum,Ramphotrigon ruficauda,Rauenia bonariensis,Rhegmatorhina melanosticta,Rhynchocyclus fulvipectus,Rhynchocyclus olivaceus,Rhytipterna simplex,Rupicola peruvianus,Rupornis magnirostris,Saltator coerulescens,Saltator grossus,Saltator maximus,Sayornis nigricans,Schiffornis turdina,Schistes geoffroyi,Sciaphylax hemimelaena,Sclateria naevia,Sclerurus albigularis,Sclerurus caudacutus,Sclerurus obscurior,Scytalopus atratus,Scytalopus parvirostris,Scytalopus schulenbergi,Selenidera reinwardtii,Serpophaga cinerea,Serpophoga hypoleuca,Setophaga pitiayumi,Sittasomus griseicapillus,Sphenopsis frontalis,Sphenopsis melanotis,Spinus magellanicus,Spinus olivaceus,Spizaetus isidori,Spoophila angolensis,Sporathraupis cyanocephala,Sporophila bouvronides,Sporophila caerulescens,Sporophila castaneiventris,Sporophila luctuosa,Sporophila nigricollis,Sporophila schistacea,Stelgidopteryx ruficollis,Stilpnia cyanicollis,Stilpnia nigrocincta,Streptoprocne rutila,Streptoprocne zonaris,Sublegatus modestus,Synallaxis albigularis,Synallaxis azarae,Synallaxis cabanisi,Synallaxis gujanensis,Syndactyla rufosuperciliata,Syndactyla ucayalae,Syrtidicola fluviatilis,Tachornis squamata,Tachycineta albiventer,Talaphorus chlorocercus,Tangara arthus,Tangara callophrys,Tangara chilensis,Tangara chrysotis,Tangara cyanotis,Tangara gyrola,Tangara mexicana,Tangara nigroviridis,Tangara parzudakii,Tangara schrankii,Tangara vassorii,Tangara velia,Tangara xanthocephala,Taphrospilus hypostictus,Taraba major,Terenotriccus erythrurus,Tersina viridis,Thalurania furcata,Thamnistes anabatinus,Thamnomanes ardesiacus,Thamnomanes schistogynus,Thamnophilus aethiops,Thamnophilus caerulescens,Thamnophilus doliatus,Thamnophilus palliatus,Thamnophilus schistaceus,Thamnophilus unicolor,Thlypopsis ornata,Thlypopsis ruficeps,Thlypopsis sordida,Thlypopsis superciliaris,Thraupis episcopus,Thraupis palmarum,Threnetes leucurus,Thripadectes holostictus,Thripadectes melanorhynchus,Thripadectes scrutator,Thripophaga fusciceps,Tinamus guttatus,Tinamus major,Tinamus osgoodi,Tinamus tao,Tityra semifasciata,Todirostrum chrysocrotaphum,Todirostrum maculatum,Tolmomyias assimilis,Tolmomyias flaviventris,Tolmomyias poliocephalus,Tolmomyias sulphurescens,Touit huetii,Trichothraupis melanops,Troglodytes aedon,Troglodytes solstitialis,Trogon collaris,Trogon curucui,Trogon melanurus,Trogon personatus,Trogon violaceus,Trogon viridis,Tunchiornis ochraceiceps,Turdus albicollis,Turdus amaurochalinus,Turdus chiguanco,Turdus fuscater,Turdus hauxwelli,Turdus ignobilis,Turdus lawrencii,Turdus leucops,Turdus nigriceps,Turdus serranus,Tyranneutes stolzmanni,Tyrannus albogularis,Tyrannus melancholicus,Tyrannus tyrannus,Uropsalis lyra,Uropsalis segmentata,Vireo flavoviridis,Vireo leucophrys,Vireo olivaceus,Vireolanius leucotis,Willisornis poecilinotus,Xenops minutus,Xenops rutilans,Xenops tenuirostris,Xiphocolaptes promeropirhynchus,Xiphorhynchus elegans,Xiphorhynchus guttatus,Xiphorhynchus obsoletus,Xiphorhynchus ocellatus,Xiphorhynchus triangularis,Zentrygon frenata,Zimmerius bolivianus,Zimmerius cinereicapilla,Zonotrichia capensis
1000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,16,10,0,2,0,0,2,0,1,0,0,2,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,2,0,0,0,2,0
1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,10,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,13,1,0,0,0,0,0,0,0,1,20,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,6,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1060,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0
