Host.Family,BLFamilyLatin,species_clean,species_jetz,sociality,foraging_cat,elevation_cat,TipLabel,Full_Label,keycol,valuecol
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,1,midhigh,lowland_iquitos,Myrmotherula_axillaris,P116078,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,1,midhigh,lowland_iquitos,Myrmotherula_axillaris,P116259,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V400,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V408,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,P116149,Lice.Genus,Philopteridae
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,M826,Lice.Genus,Philopteridae?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,1,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,P116030,Lice.Genus,Philopterus like?
Thamnophilidae,Thamnophilidae,Sciaphylax hemimelaena,Myrmeciza hemimelaena,0,ground-understory,lowland_iquitos,Myrmeciza_hemimelaena,P116206,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,1,ground-understory,lowland_iquitos,Myrmeciza_goeldii,P120629,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,1,ground-understory,lowland_iquitos,Myrmeciza_goeldii,P115991,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,1,ground-understory,lowland_iquitos,Myrmeciza_goeldii,P115940,Lice.Genus,Philopteridae
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,1,ground-understory,lowland_iquitos,Myrmeciza_goeldii,P120612,Lice.Genus,Philopterus-like
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,1,ground-understory,lowland_iquitos,Myrmeciza_goeldii,P115991,Lice.Genus2,Philopteridae
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,1,ground-understory,lowland_iquitos,Myrmeciza_goeldii,P115940,Lice.Genus2,Myrsidea
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,1,ground,lowland_iquitos,Myrmeciza_fortis,1007,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,1,ground,lowland_iquitos,Myrmeciza_fortis,M851,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,1,ground,lowland_iquitos,Myrmeciza_fortis,P116155,Lice.Genus,Myrsidea
Parulidae,Parulidae,Myioborus miniatus,Myioborus miniatus,1,midhigh,lowland_iquitos,Myioborus_miniatus,SP121362,Lice.Genus,Menoponidae
"Parulidae
",Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,1,canopy,lowland_iquitos,Myioborus_melanocephalus,W121161,Lice.Genus,Menoponidae
Momotidae,Momotidae,Momotus momota,Momotus momota,0,ground-understory,lowland_iquitos,Momotus_momota,P110042,Lice.Genus,Brueelia
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P110094,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P110243,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P115919,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116068,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116110,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116183,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116186,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116233,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116441,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116485,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P116487,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,P130372,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,SP121114,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,SP121171,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,SP121239,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,VC120088,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,VC120089,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,1,understory,lowland_iquitos,Mionectes_olivaceus,VC120108,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,2103,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,M625,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,P110185,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,P115958,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,P116148,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,V91,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,P110312,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,3808,Lice.Genus,Rallicola
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,1,ground-understory,lowland_iquitos,Mionectes_oleagineus,P110312,Lice.Genus2,Philopteridae
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P110055,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P110138,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P110192,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P115906,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P115944,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P115959,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P116004,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P116019,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P116094,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P116112,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P115960,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P110399,Lice.Genus,Philopteridae
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P110420,Lice.Genus,unknown eggs
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P115960,Lice.Genus2,Menoponidae
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,1,midhigh,lowland_iquitos,Mionectes_macconnelli,P110420,Lice.Genus2,Philopteridae
Bucconidae,Bucconidae,Micromonacha lanceolata,Micromonacha lanceolata,0,ground-understory,lowland_iquitos,Micromonacha_lanceolata,1582,Lice.Genus,Brueelia?
Pipridae,Pipridae,Manacus manacus,Manacus manacus,0,understory,lowland_iquitos,Manacus_manacus,897,Lice.Genus,Myrsidea
Pipridae,Pipridae,Manacus manacus,Manacus manacus,0,understory,lowland_iquitos,Manacus_manacus,V90,Lice.Genus,Philopterus
Pipridae,Pipridae,Manacus manacus,Manacus manacus,0,understory,lowland_iquitos,Manacus_manacus,890,Lice.Genus,Ricinus
Pipridae,Pipridae,Manacus manacus,Manacus manacus,0,understory,lowland_iquitos,Manacus_manacus,M866,Lice.Genus,Ricinus
Pipridae,Pipridae,Manacus manacus,Manacus manacus,0,understory,lowland_iquitos,Manacus_manacus,M867,Lice.Genus,Ricinus
Pipridae,Pipridae,Manacus manacus,Manacus manacus,0,understory,lowland_iquitos,Manacus_manacus,V808,Lice.Genus,Ricinus
Pipridae,Pipridae,Manacus manacus,Manacus manacus,0,understory,lowland_iquitos,Manacus_manacus,V90,Lice.Genus2,Ricinus
Bucconidae,Bucconidae,Malacoptila semicincta,Malacoptila semicincta,0,ground-understory,lowland_iquitos,Malacoptila_semicincta,P121372,Lice.Genus,Picicola?
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,1,ground-understory,lowland_iquitos,Malacoptila_fulvogularis,SP121189,Lice.Genus,Picicola?
Tyrannidae,Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,1,midhigh,lowland_iquitos,Leptopogon_superciliaris,SP121038,Lice.Genus,Menoponidae?
Tyrannidae,Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,1,midhigh,lowland_iquitos,Leptopogon_superciliaris,SP110044,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,1,midhigh,lowland_iquitos,Leptopogon_superciliaris,SP110340,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,1,midhigh,lowland_iquitos,Leptopogon_superciliaris,SP120662,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,1,midhigh,lowland_iquitos,Leptopogon_superciliaris,SP120767,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,1,midhigh,lowland_iquitos,Leptopogon_superciliaris,SP121091,Lice.Genus,Myrsidea
Tyrannidae,Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,1,midhigh,lowland_iquitos,Leptopogon_superciliaris,SP120093,Lice.Genus,Philopterus s.l.?
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P110129,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P110406,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P115912,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P116225,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P120659,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P121030,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P121606,Lice.Genus,Myrsidea
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,1,ground-understory,lowland_iquitos,Leptopogon_amaurocephalus,P120679,Lice.Genus,Philopteridae
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,1,ground-understory,lowland_iquitos,Lepidothrix_coronata,P110063,Lice.Genus,Philopteridae
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,1,ground-understory,lowland_iquitos,Lepidothrix_coronata,M884,Lice.Genus,Ricinus
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,1,ground-understory,lowland_iquitos,Lepidothrix_coronata,P116013,Lice.Genus,Ricinus
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,1,ground-understory,lowland_iquitos,Lepidothrix_coronata,P116013,Lice.Genus2,Philopteridae
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,0,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116059,Lice.Genus,Cotingacola
"Tityridae
",Cotingidae,Laniocera hypopyrra,Laniocera hypopyrra,0,ground-understory,lowland_iquitos,Laniocera_hypopyrra,P116131,Lice.Genus,Cotingacola
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,1,canopy,lowland_iquitos,Lanio_versicolor,P115976,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,1,canopy,lowland_iquitos,Lanio_versicolor,P116172,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,1,canopy,lowland_iquitos,Lanio_versicolor,P116232,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Lanio versicolor,Lanio versicolor,1,canopy,lowland_iquitos,Lanio_versicolor,P130233,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,1,understory,lowland_iquitos,Iridosornis_jelskii,W120412,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,1,understory,lowland_iquitos,Iridosornis_jelskii,W130360,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,1,understory,lowland_iquitos,Iridosornis_jelskii,W130637,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,1,understory,lowland_iquitos,Iridosornis_jelskii,W130897,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,1,understory,lowland_iquitos,Iridosornis_jelskii,W130898,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,1,understory,lowland_iquitos,Iridosornis_jelskii,W130676,Lice.Genus,Philopteridae
"Thraupidae
",Thraupidae,Iridosornis jelskii,Iridosornis jelskii,1,understory,lowland_iquitos,Iridosornis_jelskii,W130676,Lice.Genus2,Myrsidea
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,1,understory,lowland_iquitos,Iridosornis_analis,TL120060,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Iridosornis analis,Iridosornis analis,1,understory,lowland_iquitos,Iridosornis_analis,TL120062,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Hylophylax naevius,Hylophylax naevius,0,understory,lowland_iquitos,Hylophylax_naevius,P130187,Lice.Genus,Myrsidea
Furnariidae,Furnariidae,Automolus subulatus,Hyloctistes subulatus,1,ground-understory,lowland_iquitos,Hyloctistes_subulatus,1036,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,1,understory,lowland_iquitos,Hemispingus_melanotis,SP110011,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,1,understory,lowland_iquitos,Hemispingus_melanotis,SP110028,Lice.Genus,Myrsidea
Thraupidae,Thraupidae,Sphenopsis melanotis,Hemispingus melanotis,1,understory,lowland_iquitos,Hemispingus_melanotis,SP121215,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,1,understory,lowland_iquitos,Hemispingus_atropileus,W130453,Lice.Genus,Myrsidea
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,1,understory,lowland_iquitos,Hemispingus_atropileus,W121001,Lice.Genus,Philopteridae
"Thraupidae
",Thraupidae,Kleinothraupis atropileus,Hemispingus atropileus,1,understory,lowland_iquitos,Hemispingus_atropileus,W121044,Lice.Genus,Philopteridae
Thraupidae,Emberizidae,Haplospiza rustica,Haplospiza rustica,0,ground,lowland_iquitos,Haplospiza_rustica,W130850,Lice.Genus,Brueelia?
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,1,midhigh,lowland_iquitos,Habia_rubica,P110049,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,1,midhigh,lowland_iquitos,Habia_rubica,P110069,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,1,midhigh,lowland_iquitos,Habia_rubica,P116058,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,1,midhigh,lowland_iquitos,Habia_rubica,P116085,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,1,midhigh,lowland_iquitos,Habia_rubica,P120713,Lice.Genus,Myrsidea
Cardinalidae,Cardinalidae,Habia rubica,Habia rubica,1,midhigh,lowland_iquitos,Habia_rubica,P120913,Lice.Genus,Myrsidea
"Cardinalidae
",Cardinalidae,Habia rubica,Habia rubica,1,midhigh,lowland_iquitos,Habia_rubica,P110037,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P116005,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P116150,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P116152,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P130180,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P130298,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P121755,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P116151,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P130182,Lice.Genus,Myrsidea
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P110256,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P130155,Lice.Genus,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P121755,Lice.Genus2,Menoponidae
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P116151,Lice.Genus2,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P130182,Lice.Genus2,Ricinus
Thamnophilidae,Thamnophilidae,Oneillornis salvini,Gymnopithys salvini,0,ground,lowland_iquitos,Gymnopithys_salvini,P130155,Lice.Genus2,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,P116231,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V33,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,1162,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M877,Lice.Genus,Myrsidea
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,1018,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,1099,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,1256,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,892,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M493,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M499,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M513,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M515,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M517,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M519,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M549,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,M651,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,P121245,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,P121359,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,P130040,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V1229,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V1284,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V235,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V240,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V467,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V657,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V691,Lice.Genus,Rallicola
Furnariidae,Dendrocolaptidae,Glyphorynchus spirurus,Glyphorynchus spirurus,1,canopy,lowland_iquitos,Glyphorynchus_spirurus,V720,Lice.Genus,Rallicola
