NO.,Collection,Sample.label,Sample.No...,Full_Label,Powder.lvl,species_binomial,Order,Family,Lice,Mites,Ticks,Other,Host.Family,Order2,Date.of.collection,Country,Province,Locality,Altitude,species_clean,mass_tidy,bill_tidy,wing_tidy,tail_tidy,wing_index_tidy,tarsus_tidy,sociality,ForStrat_ground,ForStrat_understory,ForStrat_midhigh,ForStrat_canopy,species_jetz,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,foraging_cat,elevation_cat,sample
1126,JEJ,P11,405,P110405,med,Cyanoloxia_cyanoides,Passeriformes,Cardinalidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Cyanoloxia cyanoides,26.23404255,13.61864865,76.72093023,66.8,13.8,21.1,1,70,30,0,0,Cyanocompsa cyanoides,13305,Cyanocompsa_cyanoides,P12,"Cardinals, Allies","Cardinals, Allies",Blue-black Grosbeak,bow13305,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,ground,lowland_iquitos,110405
1127,JEJ,P11,412,P110412,high,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110412
1127,JEJ,P11,412,P110412,high,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110412
1127,JEJ,P11,412,P110412,high,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110412
1127,JEJ,P11,412,P110412,high,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110412
1127,JEJ,P11,412,P110412,high,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110412
1127,JEJ,P11,412,P110412,high,Ceratopipra _chloromeros,Passeriformes,Pipridae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110412
1128,JEJ,P11,417,P110417,low,Geotrygon_montana,Columbiformes,"Columbidae
",1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Geotrygon montana,114.4062791,7.908604651,132.3859155,76.3,27.1,26.9,0,100,0,0,0,Geotrygon montana,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,ground,lowland_iquitos,110417
1129,JEJ,P11,418,P110418,low,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110418
1130,JEJ,P11,420,P110420,low,Mionectes_macconnelli,Passeriformes,Tyrannidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,110420
1131,JEJ,P11,421,P110421,med,Trogon_violaceus,Trogoniformes,Trogonidae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Trogon violaceus,46.18,11,112,104,38.4,10.8,1,0,70,20,10,Trogon violaceus,1447,Trogon_violaceus,Trogonidae,Trogons,Trogons,Violaceous Trogon,bow01447,BL3,Trogonidae,Trogons,81,TROGONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,understory,lowland_iquitos,110421
1132,JEJ,P11,422,P110422,low,Lepidothrix_coronata,Passeriformes,Pipridae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Lepidothrix coronata,9.769768786,6.224307229,56.94444444,26.6,17.9,14.2,1,0,50,50,0,Lepidothrix coronata,6346,Lepidothrix_coronata,Pipridae,Manakins,Manakins,Blue-crowned Manakin,bow06346,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110422
1133,JEJ,P11,424,P110424,med,Saltator_maximus,Passeriformes,Thraupidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Saltator maximus,45.26047619,14.85625,94.36363636,88.9,16.9,25.3,1,20,40,20,20,Saltator maximus,13290,Saltator_maximus,P19,"Grosbeaks, Saltators, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Buff-throated Saltator,bow13290,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,110424
1134,JEJ,P11,425,P110425,med,Pipra_fasciicauda,Passeriformes,Pipridae,0,0,0,Yes,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,110425
1135,JEJ,P11,5895,P115895,med,Mionectes _olivaceus,Passeriformes,Tyrannidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes olivaceus,14.85200461,9.08445993,65.57358025,51.5,17,16.8,1,0,100,0,0,Mionectes olivaceus,5762,Mionectes_olivaceus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Olive-striped Flycatcher,bow05762,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,115895
1136,JEJ,P11,5906,P115906,high,Mionectes_macconnelli,Passeriformes,Tyrannidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115906
1137,JEJ,P11,5910,P115910,high,Cyanoloxia_cyanoides,Passeriformes,Cardinalidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Cyanoloxia cyanoides,26.23404255,13.61864865,76.72093023,66.8,13.8,21.1,1,70,30,0,0,Cyanocompsa cyanoides,13305,Cyanocompsa_cyanoides,P12,"Cardinals, Allies","Cardinals, Allies",Blue-black Grosbeak,bow13305,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,ground,lowland_iquitos,115910
1138,JEJ,P11,5919,P115919,high,Mionectes_olivaceus,Passeriformes,Tyrannidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes olivaceus,14.85200461,9.08445993,65.57358025,51.5,17,16.8,1,0,100,0,0,Mionectes olivaceus,5762,Mionectes_olivaceus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Olive-striped Flycatcher,bow05762,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,115919
1139,JEJ,P11,5925,P115925,med,Phlegopsis_nigromaculata,Passeriformes,Thamnophilidae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Phlegopsis nigromaculata,48.78089286,12.42773585,87.43103448,57.6,11.1,30.8,0,60,40,0,0,Phlegopsis nigromaculata,6614,Phlegopsis_nigromaculata,Thamnophilidae,Antbirds,Antbirds,Black-spotted Bare-eye,bow06614,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,115925
1140,JEJ,P11,5929,P115929,high,Automolus_melanopezus,Passeriformes,Furnariidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Automolus melanopezus,31.118,14.28076923,82.76923077,75.5,17.1,21.8,1,0,80,20,0,Automolus melanopezus,6866,Automolus_melanopezus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Brown-rumped Foliage-gleaner,bow06866,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,115929
1141,JEJ,P11,5932,P115932,high,Mionectes_macconnelli,Passeriformes,Tyrannidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115932
1142,JEJ,P11,5935,P115935,med,Xenops_minutus,Passeriformes,Furnariidae,0,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Xenops minutus,12.16725806,10.44927273,61.44827586,49.2,22.1,14.7,1,0,50,50,0,Xenops minutus,6880,Xenops_minutus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Plain Xenops,bow06880,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115935
1144,JEJ,P11,5937,P115937,low,Syndactyla _ucayalae,Passeriformes,"Furnariidae
",1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Syndactyla ucayalae,52.21692308,17.11142857,98,85.1,15.5,27,1,0,70,30,0,Simoxenops ucayalae,6851,Simoxenops_ucayalae,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Peruvian Recurvebill,bow06851,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,understory,lowland_iquitos,115937
1145,JEJ,P11,5940,P115940,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940
1145,JEJ,P11,5940,P115940,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940
1145,JEJ,P11,5940,P115940,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940
1145,JEJ,P11,5940,P115940,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940
1145,JEJ,P11,5940,P115940,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940
1145,JEJ,P11,5940,P115940,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115940
1146,JEJ,P11,5942,P115942,low,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115942
1147,JEJ,P11,5944,P115944,med,Mionectes_macconnelli,Passeriformes,Tyrannidae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115944
1148,JEJ,P11,5945,P115945,low,Thamnophilus_schistaceus,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Thamnophilus schistaceus,21.191,11.22071429,64.3125,51.8,13.2,20.1,1,0,20,80,0,Thamnophilus schistaceus,6424,Thamnophilus_schistaceus,Thamnophilidae,Antbirds,Antbirds,Plain-winged Antshrike,bow06424,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115945
1149,JEJ,P11,5948,P115948,med,Terenotriccus_erythrurus,Passeriformes,"Tityridae
",1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Terenotriccus erythrurus,7.369767442,5.111627907,47.74468085,38.1,16.2,14.8,1,0,30,70,0,Terenotriccus erythrurus,5999,Terenotriccus_erythrurus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ruddy-tailed Flycatcher,bow05999,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115948
1150,JEJ,P11,5950,P115950,low,Oneillornis_salvini,Passeriformes,Thamnophilidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Oneillornis salvini,25.86508475,11.39172727,71.90677966,45.1,16.5,25.5,0,60,40,0,0,Gymnopithys salvini,6602,Gymnopithys_salvini,Thamnophilidae,Antbirds,Antbirds,White-throated Antbird,bow06602,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground,lowland_iquitos,115950
1151,JEJ,P11,5952,P115952,low,Pipra_fasciicauda,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115952
1152,JEJ,P11,5955,P115955,med,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955
1152,JEJ,P11,5955,P115955,med,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955
1152,JEJ,P11,5955,P115955,med,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955
1152,JEJ,P11,5955,P115955,med,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955
1152,JEJ,P11,5955,P115955,med,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955
1152,JEJ,P11,5955,P115955,med,Ceratopipra _chloromeros,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Ceratopipra chloromeros,16.72324324,6.88341853,61.36391437,26.2,18.5,15.9,1,0,50,50,0,Pipra chloromeros,6342,Pipra_chloromeros,Pipridae,Manakins,Manakins,Round-tailed Manakin,bow06342,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115955
1153,JEJ,P11,5956,P115956,low,Pipra_fasciicauda,Passeriformes,Pipridae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115956
1154,JEJ,P11,5958,P115958,low,Mionectes_oleagineus,Passeriformes,Tyrannidae,1,1,0,Yes,NA,NA,NA,NA,NA,NA,NA,Mionectes oleagineus,11.49915698,7.792196721,60.54227405,48.2,17.1,16,1,0,50,50,0,Mionectes oleagineus,5763,Mionectes_oleagineus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Ochre-bellied Flycatcher,bow05763,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115958
1155,JEJ,P11,5959,P115959,high,Mionectes_macconnelli,Passeriformes,Tyrannidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115959
1156,JEJ,P11,5960,P115960,med,Mionectes_macconnelli,Passeriformes,Tyrannidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Mionectes macconnelli,12.63060606,7.94,61.75,49.8,16.7,16,1,0,20,80,0,Mionectes macconnelli,5764,Mionectes_macconnelli,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",MacConnell's Flycatcher,bow05764,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,midhigh,lowland_iquitos,115960
1157,JEJ,P11,5964,P115964,high,Pipra_fasciicauda,Passeriformes,Pipridae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Pipra fasciicauda,16.82485876,7.333184932,63.63225806,29.8,20,16,1,0,50,50,0,Pipra fasciicauda,6337,Pipra_fasciicauda,Pipridae,Manakins,Manakins,Band-tailed Manakin,bow06337,BL3,Pipridae,Manakins,103,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115964
1158,JEJ,P11,5984,P115984,med,Cyphorhinus_arada,Passeriformes,Troglodytidae,0,1,0,No,NA,NA,NA,NA,NA,NA,NA,Cyphorhinus arada,26.05117647,12.58315789,64.31578947,39,10.1,24,0,50,50,0,0,Cyphorhinus arada,9791,Cyphorhinus_arada,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Musician Wren,bow09791,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,ground-understory,lowland_iquitos,115984
1159,JEJ,P11,5991,P115991,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991
1159,JEJ,P11,5991,P115991,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991
1159,JEJ,P11,5991,P115991,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991
1159,JEJ,P11,5991,P115991,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991
1159,JEJ,P11,5991,P115991,low,Percnostola_goeldii,Passeriformes,Thamnophilidae,1,1,0,No,NA,NA,NA,NA,NA,NA,NA,Akletos goeldii,44.03666667,13.99944444,85.94736842,69.2,11.2,33.8,1,50,50,0,0,Myrmeciza goeldii,6591,Myrmeciza_goeldii,Thamnophilidae,Antbirds,Antbirds,Goeldi's Antbird,bow06591,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,ground-understory,lowland_iquitos,115991
