Host.Family,BLFamilyLatin,species_clean,species_jetz,foraging_cat,elevation_cat,TipLabel,Full_Label,sociality,keycol,valuecol
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116121,1,ectos_binomial2,Philopterus-like_new sp?
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116111,1,ectos_binomial2,Philopterus-like_new sp?
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,1,ectos_binomial2,Ricinus_invadens/pessimalis?
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,1,ectos_binomial2,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,1,ectos_binomial2,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,1,ectos_binomial2,Myrsidea_(edgarsmithi?)
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110324,1,ectos_binomial2,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,1,ectos_binomial2,Myrsidea_(edgarsmithi?)
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,1,ectos_binomial2,Myrsidea_(edgarsmithi?)
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,1,ectos_binomial2,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,1,ectos_binomial2,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110098,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110133,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110228,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110320,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110368,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115952,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116012,1,ectos_binomial3,unknown eggs_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110124,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116121,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116111,1,ectos_binomial3,Ricinus_invadens/pessimalis?
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110324,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,1,ectos_binomial3,_
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,1,ectos_binomial,Myrsidea_(baileyae/edgarsmithi)?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,1,ectos_binomial,Myrsidea_(baileyae/edgarsmithi)?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,1,ectos_binomial,Myrsidea_(baileyae/edgarsmithi)?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,1,ectos_binomial,Philopteridae_new sp?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,1,ectos_binomial,Philopteridae_new sp?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110122,1,ectos_binomial,Philopterus-like_new sp?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,1,ectos_binomial,Ricinus_invadens/pessimalis?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,1,ectos_binomial,Ricinus_invadens/pessimalis?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,1,ectos_binomial,Ricinus_invadens/pessimalis?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,1,ectos_binomial2,Philopterus-like_new sp?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,1,ectos_binomial2,Philopterus-like_new sp?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,1,ectos_binomial2,Ricinus_invadens/pessimalis?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,1,ectos_binomial2,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,1,ectos_binomial2,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110122,1,ectos_binomial2,"Myrsidea_(baileyae, edgarsmithi)?"
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,1,ectos_binomial2,Myrsidea_(baileyae/edgarsmithi)?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,1,ectos_binomial2,Myrsidea_(baileyae/edgarsmithi)?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,1,ectos_binomial2,Myrsidea_(baileyae/edgarsmithi/rekasii)?
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110122,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,1,ectos_binomial3,_
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,1,ectos_binomial3,Philopterus-like_new sp?
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120068,1,ectos_binomial,Myrsidea_new sp?
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,1,ectos_binomial,Myrsidea_new sp?
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,1,ectos_binomial,Philopteridae?_new sp?
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120068,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120068,1,ectos_binomial3,_
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,1,ectos_binomial3,_
Tyrannidae,Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,0,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,0,ectos_binomial3,_
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,canopy,lowland_manu,Philydor_rufum,P116034,0,ectos_binomial,Myrsidea_new sp?
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,canopy,lowland_manu,Philydor_rufum,P116034,0,ectos_binomial2,_
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,canopy,lowland_manu,Philydor_rufum,P116034,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,ground-understory,lowland_manu,Percnostola_lophotes,P116116,1,ectos_binomial,Formicaphagus_new sp?
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,ground-understory,lowland_manu,Percnostola_lophotes,P116116,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,ground-understory,lowland_manu,Percnostola_lophotes,P116116,1,ectos_binomial3,_
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,0,ectos_binomial,Philopterus_new sp?
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,0,ectos_binomial2,_
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,midhigh,lowland_manu,Myrmotherula_axillaris,P116078,1,ectos_binomial,Ricinus_new sp?
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,midhigh,lowland_manu,Myrmotherula_axillaris,P116259,1,ectos_binomial,Ricinus_new sp?
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,midhigh,lowland_manu,Myrmotherula_axillaris,P116078,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,midhigh,lowland_manu,Myrmotherula_axillaris,P116259,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,midhigh,lowland_manu,Myrmotherula_axillaris,P116078,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmotherula axillaris,Myrmotherula axillaris,midhigh,lowland_manu,Myrmotherula_axillaris,P116259,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V400,1,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V408,1,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116149,1,ectos_binomial,Philopteridae_new sp?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,M826,1,ectos_binomial,Philopteridae?_new sp?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116030,1,ectos_binomial,Philopterus like?_new sp?
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V400,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V408,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116149,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,M826,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116030,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V400,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,V408,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116149,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_iquitos,Myrmoborus_myotherinus,M826,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Myrmoborus myotherinus,Myrmoborus myotherinus,ground-understory,lowland_manu,Myrmoborus_myotherinus,P116030,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Sciaphylax hemimelaena,Myrmeciza hemimelaena,ground-understory,lowland_manu,Myrmeciza_hemimelaena,P116206,0,ectos_binomial,Ricinus_new sp?
Thamnophilidae,Thamnophilidae,Sciaphylax hemimelaena,Myrmeciza hemimelaena,ground-understory,lowland_manu,Myrmeciza_hemimelaena,P116206,0,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Sciaphylax hemimelaena,Myrmeciza hemimelaena,ground-understory,lowland_manu,Myrmeciza_hemimelaena,P116206,0,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P120629,1,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P115991,1,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P115940,1,ectos_binomial,Philopteridae_new sp?
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P120612,1,ectos_binomial,Philopterus-like_new sp?
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P120629,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P115991,1,ectos_binomial2,Philopteridae_new sp?
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P115940,1,ectos_binomial2,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P120612,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P120629,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P115991,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P115940,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Akletos goeldii,Myrmeciza goeldii,ground-understory,lowland_manu,Myrmeciza_goeldii,P120612,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,lowland_iquitos,Myrmeciza_fortis,M851,1,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,lowland_manu,Myrmeciza_fortis,P116155,1,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,other_iquitos,Myrmeciza_fortis,1007,1,ectos_binomial,Myrsidea_new sp?
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,lowland_iquitos,Myrmeciza_fortis,M851,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,lowland_manu,Myrmeciza_fortis,P116155,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,other_iquitos,Myrmeciza_fortis,1007,1,ectos_binomial2,_
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,lowland_iquitos,Myrmeciza_fortis,M851,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,lowland_manu,Myrmeciza_fortis,P116155,1,ectos_binomial3,_
Thamnophilidae,Thamnophilidae,Hafferia fortis,Myrmeciza fortis,ground,other_iquitos,Myrmeciza_fortis,1007,1,ectos_binomial3,_
Parulidae,Parulidae,Myioborus miniatus,Myioborus miniatus,midhigh,montane_manu,Myioborus_miniatus,SP121362,1,ectos_binomial,Menoponidae_new sp - not Myrsidea!
Parulidae,Parulidae,Myioborus miniatus,Myioborus miniatus,midhigh,montane_manu,Myioborus_miniatus,SP121362,1,ectos_binomial2,_
Parulidae,Parulidae,Myioborus miniatus,Myioborus miniatus,midhigh,montane_manu,Myioborus_miniatus,SP121362,1,ectos_binomial3,_
"Parulidae
",Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,canopy,high_montane_manu,Myioborus_melanocephalus,W121161,1,ectos_binomial,Menoponidae_new sp?
"Parulidae
",Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,canopy,high_montane_manu,Myioborus_melanocephalus,W121161,1,ectos_binomial2,_
"Parulidae
",Parulidae,Myioborus melanocephalus,Myioborus melanocephalus,canopy,high_montane_manu,Myioborus_melanocephalus,W121161,1,ectos_binomial3,_
Momotidae,Momotidae,Momotus momota,Momotus momota,ground-midhigh,lowland_manu,Momotus_momota,P110042,0,ectos_binomial,Brueelia_marginella/  xilitla?
Momotidae,Momotidae,Momotus momota,Momotus momota,ground-midhigh,lowland_manu,Momotus_momota,P110042,0,ectos_binomial2,_
Momotidae,Momotidae,Momotus momota,Momotus momota,ground-midhigh,lowland_manu,Momotus_momota,P110042,0,ectos_binomial3,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P110094,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P110243,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P115919,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116068,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116110,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116183,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116186,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116233,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116441,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116485,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116487,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P130372,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,VC120088,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,VC120089,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,VC120108,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,montane_manu,Mionectes_olivaceus,SP121114,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,montane_manu,Mionectes_olivaceus,SP121171,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,montane_manu,Mionectes_olivaceus,SP121239,1,ectos_binomial,Myrsidea_olivacei?
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P110094,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P110243,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P115919,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116068,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116110,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116183,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116186,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116233,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116441,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116485,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P116487,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,P130372,1,ectos_binomial2,_
Tyrannidae,Tyrannidae,Mionectes olivaceus,Mionectes olivaceus,understory,lowland_manu,Mionectes_olivaceus,VC120088,1,ectos_binomial2,_
