,id_db_flocks,flock_id,elevation,species,ind_per_sp,sex,foraging_height_max,foraging_height_min,vocalization,color_band,num_species,num_ind,flock_type,flock_type_ref,flock_type_cat,location,trail,coordinates,weather_cloudy,forest_type,habitat,mean_canopy_H,num_trees,num_sm_steam,num_lg_steam,vain_vol,bamb_vol,canopy_cover,epiphyte_perc,record,day,month,year,time,method,taxon_order_SACC,family,species_clean,species_taxonomy_SACC_2021,action_taxonomy,notes_taxonomy,database_decision
1,887,FF106,2542,Ampelion rubrocristatus,2,UK,NA,NA,Y,NA,4,10,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,NA,20,Cloud forest,Cloud forest,14,10,20,6,0,0,40,20,NA,24,10,2014,9:00,flock_obs,358,Cotingidae,Ampelion rubrocristatus,Ampelion rubrocristatus,NC,NA,include
2,2056,F135,2534,Ampelion rubrocristatus,1,NA,NA,NA,NA,NA,16,29,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,NA,100,Cloud forest,Disturbed primary forest,14,24,52,15,0,0,70,NA,NA,18,10,2013,9:40,flock_obs,358,Cotingidae,Ampelion rubrocristatus,Ampelion rubrocristatus,NC,NA,include
3,5,FF001,1288,Anabacerthia striaticollis,1,UK,3,2.5,N,NA,5,9,2,4,Montane_subcanopy,San Pedro,Loop,"S13<8d> 03' 29.8"" W71<8d> 32' 52.8""",70,Montane rainforest,Disturbed primary forest,18,15,23,30,15,NA,NA,NA,NA,9,9,2014,8:42,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
4,46,FF005,1428,Anabacerthia striaticollis,1,UK,8,8,Y,NA,19,36,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,70,Montane rainforest,Primary forest,19,26,16,31,15,40,50,NA,"Folder1 (R1, R2)",11,9,2014,7:40,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
5,158,FF014,1721,Anabacerthia striaticollis,1,UK,4,4,NA,NA,11,21,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,90,Montane rainforest,Disturbed primary forest,25,15,15,30,20,10,40,NA,"Folder 1(R12, 13,14)",13,9,2014,18:50,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
6,283,FF026,1355,Anabacerthia striaticollis,1,UK,6,6,N,NA,13,24,2,4,Montane_subcanopy,San Pedro,Carretera abajo,NA,100,Montane rainforest,Disturbed primary forest,17,28,30,18,5,40,0,0,Folder 1(R38),21,9,2014,10:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
7,296,FF028,1345,Anabacerthia striaticollis,3,UK,8,4,Y,NA,6,14,2,4,Montane_subcanopy,San Pedro,Trocha maldita,NA,100,Montane rainforest,Disturbed primary forest,24,28,29,17,10,50,5,5,NA,23,9,2014,16:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
8,913,F002,1267,Anabacerthia striaticollis,1,UK,6,6,N,NA,6,9,2,4,Montane_subcanopy,San Pedro,River,S13 03.255 W71 32.299,90,Montane rainforest,Disturbed primary forest,14,52,25,18,5,50,10,NA,N,12,7,2013,9:45,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
9,931,F003,1390,Anabacerthia striaticollis,1,UK,NA,NA,N,NA,20,36,2,4,Montane_subcanopy,San Pedro,Road up,S13 03.571 W71 33.065,80,Montane rainforest,Disturbed primary forest,12,33,145,19,15,10,60,NA,July 14 (F10/02),12,7,2013,15:55,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
10,975,F006,1320,Anabacerthia striaticollis,1,UK,14,14,N,NA,16,22,2,4,Montane_subcanopy,San Pedro,Garrocha,S13 03.351 W71 32.403,100,Montane rainforest,Disturbed primary forest,16,22,56,34,10,0,60,NA,F10/29,30,7,2013,7:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
11,982,F007,1468,Anabacerthia striaticollis,1,UK,3,3,Y,NA,7,13,2,4,Montane_subcanopy,San Pedro,Road up,S13 03.832 W71 33.262,80,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,N,14,7,2013,15:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
12,1008,F010,1354,Anabacerthia striaticollis,1,UK,8,8,N,NA,13,26,2,4,Montane_subcanopy,San Pedro,Road down,NA,90,Montane rainforest,Disturbed primary forest,10,43,29,18,5,0,60,NA,Folder 10 R4,17,7,2013,7:30,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
13,1081,F016,1655,Anabacerthia striaticollis,1,NA,3,NA,N,NA,18,21,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,NA,Montane rainforest,Disturbed primary forest,12,23,400,20,0,20,30,NA,Folder 10 R15,21,7,2013,10:50,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
14,1102,F017,1724,Anabacerthia striaticollis,1,NA,12,NA,Y,NA,29,54,2,4,Montane_subcanopy,San Pedro,Road down,NA,100,Montane rainforest,Disturbed primary forest,14,66,38,23,20,40,20,NA,"Folder 10 R18, 20",23,7,2013,7:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
15,1125,F018,1375,Anabacerthia striaticollis,1,NA,4,NA,N,NA,6,8,2,4,Montane_subcanopy,San Pedro,Trocha rio,NA,100,Montane rainforest,Disturbed primary forest,18,45,60,41,10,0,20,NA,NA,23,7,2013,6:30,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
16,1135,F019,1380,Anabacerthia striaticollis,1,NA,6,NA,N,NA,10,18,2,4,Montane_subcanopy,San Pedro,Trocha rio,NA,NA,Montane rainforest,Disturbed primary forest,16,26,200,80,0,0,40,NA,NA,23,7,2013,7:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
17,1156,F020,1462,Anabacerthia striaticollis,2,NA,NA,NA,NA,NA,22,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,NA,Montane rainforest,Disturbed primary forest,12,23,225,45,5,20,70,NA,NA,25,7,2013,10:10,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
18,1177,F021,1509,Anabacerthia striaticollis,1,NA,NA,NA,NA,NA,23,38,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,100,Montane rainforest,Disturbed primary forest,14,NA,NA,NA,NA,NA,NA,NA,NA,25,7,2013,11:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
19,1188,F022,1654,Anabacerthia striaticollis,1,NA,NA,NA,NA,NA,18,26,2,4,Montane_subcanopy,San Pedro,Mirador,NA,100,Montane rainforest,Disturbed primary forest,14,38,89,29,5,10,50,NA,NA,25,7,2013,13:35,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
20,1353,F039,969,Anabacerthia striaticollis,2,NA,NA,NA,NA,NA,21,40,2,4,Montane_subcanopy,San Pedro,Road down,NA,100,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,2013,9:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
21,1369,F040,1403,Anabacerthia striaticollis,3,NA,NA,NA,NA,NA,15,30,2,4,Montane_subcanopy,San Pedro,NA,NA,50,Montane rainforest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9,2013,8:00,flock_obs,320,Furnariidae,Anabacerthia striaticollis,Anabacerthia striaticollis,NC,NA,include
22,563,FF064,412,Anabazenops dorsalis,2,UK,8,3,N,NA,15,24,1,1,Lowland_understory,Pantiacolla,Capibara,NA,100,Lowland rainforest,Terra Firme,24,5,30,3,20,0,20,5,NA,9,10,2014,15:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
23,1378,F050,562,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,5,8,1,2,Lowland_understory_Bamboo,Villa Carmen,Camping trail,NA,0,Lowland forest,Bamboo forest,28,NA,NA,NA,NA,NA,NA,NA,NA,21,8,2013,8:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
24,1382,F051,640,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,5,6,1,2,Lowland_understory_Bamboo,Villa Carmen,Camping trail,NA,100,Lowland forest,Bamboo forest,20,3,16,10,0,95,20,NA,NA,21,8,2013,11:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
25,1391,F052,535,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,9,13,1,2,Lowland_understory_Bamboo,Villa Carmen,Oroya trail,NA,0,Lowland forest,Bamboo forest,4,3,40,22,0,5,40,NA,NA,22,8,2013,7:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
26,1413,F055,648,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,10,12,1,2,Lowland_understory_Bamboo,Villa Carmen,Camping trail,NA,100,Lowland forest,Bamboo forest,24,3,31,4,0,95,15,NA,NA,23,8,2013,6:30,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
27,1421,F056,658,Anabazenops dorsalis,2,NA,NA,NA,NA,NA,8,11,1,2,Lowland_understory_Bamboo,Villa Carmen,Camping trail,NA,70,Lowland forest,Bamboo forest,22,4,40,13,0,90,5,NA,NA,23,8,2013,9:45,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
28,1429,F057,882,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,6,8,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,100,Lowland forest,Bamboo forest,24,2,16,2,0,100,10,NA,NA,23,8,2013,11:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
29,1458,F060,550,Anabazenops dorsalis,2,NA,NA,NA,NA,NA,5,8,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,100,Lowland forest,Bamboo forest,10,1,32,4,0,90,40,NA,NA,27,8,2013,13:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
30,1482,F063,700,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,11,17,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,100,Lowland forest,Bamboo forest,18,20,22,36,10,10,10,NA,NA,28,8,2013,12:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
31,1492,F065,643,Anabazenops dorsalis,3,NA,NA,NA,NA,NA,6,14,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,18,7,26,10,0,60,20,NA,NA,29,8,2013,11:30,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
32,1506,F067,682,Anabazenops dorsalis,2,NA,NA,NA,NA,NA,7,8,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,22,10,15,18,0,80,30,NA,NA,31,8,2013,7:30,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
33,1512,F068,694,Anabazenops dorsalis,2,NA,NA,NA,NA,NA,8,12,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,28,11,11,10,0,80,5,NA,NA,31,8,2013,9:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
34,1525,F070,729,Anabazenops dorsalis,2,NA,NA,NA,NA,NA,5,8,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,20,10,15,NA,NA,NA,NA,NA,NA,31,8,2013,11:20,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
35,1549,F073,678,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,9,12,1,2,Lowland_understory_Bamboo,Villa Carmen,Jaguar trail,NA,100,Lowland forest,Bamboo forest,24,9,11,8,0,60,30,NA,NA,4,9,2013,13:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
36,1568,F076,762,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,23,29,1,3,Lowland_understory&canopy,Villa Carmen,Jaguar trail,NA,0,Lowland forest,Bamboo forest,24,48,29,22,0,5,20,NA,NA,5,9,2013,15:00,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
37,1605,F079,925,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,8,11,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,0,Lowland forest,Bamboo forest,18,8,22,39,0,50,50,NA,NA,7,9,2013,8:40,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
38,1608,F080,667,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,5,8,1,2,Lowland_understory_Bamboo,Villa Carmen,Mirador trail,NA,0,Lowland forest,Bamboo forest,20,10,20,10,0,70,30,NA,NA,7,9,2013,10:30,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
39,1622,F081,580,Anabazenops dorsalis,1,NA,NA,NA,NA,NA,12,19,1,2,Lowland_understory_Bamboo,Villa Carmen,Main trail,NA,0,Lowland forest,Bamboo forest,25,10,14,16,0,30,10,NA,NA,7,9,2013,11:40,flock_obs,317,Furnariidae,Anabazenops dorsalis,Anabazenops dorsalis,NC,NA,include
40,625,FF069,411,Ancistrops strigilatus,1,UK,14,10,N,NA,12,16,1,1,Lowland_understory,Pantiacolla,Aracari,NA,0,Lowland rainforest,Terra Firme,26,9,13,3,10,0,15,25,NA,13,10,2014,10:00,flock_obs,323,Furnariidae,Ancistrops strigilatus,Ancistrops strigilatus,NC,NA,include
41,670,FF083,2845,Anisognathus igniventris,2,UK,8,2,Y,NA,16,31,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,40,Cloud forest,Cloud forest,NA,13,50,20,0,0,10,60,NA,18,10,2014,7:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
42,690,FF084,2974,Anisognathus igniventris,3,UK,6,1,Y,NA,8,20,3,5,MontaneHigh_subcanopy,Wayqecha,Canopy,NA,80,Cloud forest,Cloud forest,10,16,19,9,10,0,20,10,NA,18,10,2014,9:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
43,703,FF085,2736,Anisognathus igniventris,2,UK,8,8,Y,NA,12,23,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,NA,80,Cloud forest,Cloud forest,22,10,50,11,40,30,5,5,NA,18,10,2014,14:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
44,711,FF086,2653,Anisognathus igniventris,3,UK,20,20,Y,NA,12,34,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,NA,100,Cloud forest,Cloud forest,20,26,50,15,5,60,40,10,NA,18,10,2014,16:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
45,725,FF087,3013,Anisognathus igniventris,3,UK,18,12,N,NA,9,22,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,100,Cloud forest,Elfin forest,4,20,28,3,0,50,60,30,NA,19,10,2014,9:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
46,734,FF088,2990,Anisognathus igniventris,3,UK,18,12,N,NA,9,22,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,100,Cloud forest,Cloud forest,18,26,14,4,10,0,5,5,NA,19,10,2014,11:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
47,814,FF097,2781,Anisognathus igniventris,2,UK,14,10,Y,NA,17,33,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,100,Cloud forest,Cloud forest,24,29,14,5,10,0,50,0,NA,22,10,2014,6:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
48,839,FF100,2862,Anisognathus igniventris,2,UK,3,3,Y,NA,5,15,3,5,MontaneHigh_subcanopy,Wayqecha,Helecho,NA,100,Cloud forest,Elfin forest,5,15,2,5,0,10,40,50,NA,22,10,2014,13:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
49,849,FF102,2825,Anisognathus igniventris,4,UK,4,2,Y,NA,7,16,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,100,Cloud forest,Elfin forest,4,14,20,8,0,40,50,60,NA,23,10,2014,9:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
50,856,FF103,2935,Anisognathus igniventris,3,UK,NA,NA,Y,NA,10,20,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,100,Cloud forest,Cloud forest,8,17,20,8,0,10,50,10,NA,23,10,2014,11:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
51,864,FF104,2872,Anisognathus igniventris,3,UK,NA,NA,Y,NA,10,29,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,100,Cloud forest,Cloud forest,16,18,20,8,0,10,40,5,NA,23,10,2014,14:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
52,894,FF107,3482,Anisognathus igniventris,2,UK,NA,NA,Y,NA,4,8,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,90,Cloud forest,Elfin forest,6,8,30,10,0,0,70,0,NA,25,10,2014,6:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
53,1250,F030,3239,Anisognathus igniventris,3,NA,NA,NA,NA,NA,8,16,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,NA,100,Montane rainforest,Disturbed primary forest,12,33,41,8,0,60,40,NA,NA,2,8,2013,8:45,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
54,1259,F031,3070,Anisognathus igniventris,3,NA,NA,NA,NA,NA,8,17,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,NA,100,Montane rainforest,Disturbed primary forest,10,81,24,4,0,50,60,NA,NA,2,8,2013,9:40,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
55,2018,F133,2831,Anisognathus igniventris,2,NA,NA,NA,NA,NA,18,39,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,100,Cloud forest,Disturbed primary forest,22,18,8,NA,NA,NA,NA,NA,NA,17,10,2013,14:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
56,2091,F139,2980,Anisognathus igniventris,2,NA,NA,NA,NA,NA,8,17,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha canopy,NA,100,Cloud forest,NA,10,20,10,9,0,0,30,NA,NA,19,10,2013,10:10,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
57,2112,F141,2883,Anisognathus igniventris,2,NA,NA,NA,NA,NA,6,11,3,5,MontaneHigh_subcanopy,Wayqecha,Carretera arriba,NA,100,Cloud forest,NA,14,18,40,20,0,40,40,NA,NA,19,10,2013,13:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
58,2134,F144,2911,Anisognathus igniventris,2,NA,NA,NA,NA,NA,8,18,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,NA,100,Cloud forest,NA,14,9,30,NA,NA,NA,NA,NA,NA,20,10,2013,11:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
59,2150,F146,2834,Anisognathus igniventris,3,NA,NA,NA,NA,NA,7,17,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Sclefflera,NA,100,Cloud forest,NA,6,3,20,24,0,0,100,NA,NA,20,10,2013,15:00,flock_obs,629,Thraupidae,Anisognathus igniventris,Anisognathus igniventris,NC,NA,include
60,78,FF009,1718,Anisognathus somptuosus,4,UK,15,3,Y,NA,14,25,2,4,Montane_subcanopy,San Pedro,Trocha Lucho,NA,50,Montane rainforest,Primary forest,12,18,6,20,10,30,20,NA,NA,11,9,2014,13:00,flock_obs,630,Thraupidae,Anisognathus somptuosus,Anisognathus somptuosus,NC,NA,include
61,1242,F027,1888,Anisognathus somptuosus,2,NA,NA,NA,NA,NA,11,15,2,4,Montane_subcanopy,San Pedro,Lucho Trail,NA,90,Montane rainforest,Disturbed primary forest,10,38,68,11,0,60,60,NA,NA,28,7,2013,10:30,flock_obs,630,Thraupidae,Anisognathus somptuosus,Anisognathus somptuosus,NC,NA,include
62,1709,F099,444,Arremon taciturnus,1,NA,NA,NA,NA,NA,16,23,1,3,Lowland_understory&canopy,Pantiacolla,Aracari trail,NA,100,Lowland forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,9,2013,11:00,flock_obs,539,Passerellidae,Arremon taciturnus,Arremon taciturnus,NC,NA,include
63,1874,F116,430,Arremon taciturnus,1,NA,NA,NA,NA,NA,11,16,1,1,Lowland_understory,Pantiacolla,Monk-saki Trail,NA,100,Lowland forest,Disturbed primary forest,19,23,17,19,10,0,30,NA,NA,4,10,2013,15:00,flock_obs,539,Passerellidae,Arremon taciturnus,Arremon taciturnus,NC,NA,include
64,1976,F130,2475,Arremon torquatus,1,NA,NA,NA,NA,NA,11,22,3,5,MontaneHigh_subcanopy,Wayqecha,Trocha Oso,NA,20,Cloud forest,Disturbed primary forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,2013,8:00,flock_obs,538,Passerellidae,Arremon torquatus,Arremon torquatus,NC,NA,include
65,109,FF010,1432,Atlapetes melanolaemus,2,UK,1,1,Y,NA,23,42,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,90,Montane rainforest,Disturbed primary forest,14,18,10,9,0,30,20,NA,NA,12,9,2014,7:30,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
66,135,FF012,1520,Atlapetes melanolaemus,1,UK,3,5,Y,NA,14,25,2,4,Montane_subcanopy,San Pedro,Carretera arriba,NA,90,Montane rainforest,Disturbed primary forest,20,20,20,19,5,30,20,NA,NA,13,9,2014,9:22,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
67,664,FF082,2881,Atlapetes melanolaemus,2,UK,1,1,Y,NA,6,10,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,20,Cloud forest,Elfin forest,8,25,50,17,0,0,10,40,NA,17,10,2014,17:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
68,673,FF083,2845,Atlapetes melanolaemus,2,UK,4,0,Y,NA,16,31,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,40,Cloud forest,Cloud forest,NA,13,50,20,0,0,10,60,NA,18,10,2014,7:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
69,686,FF084,2974,Atlapetes melanolaemus,2,UK,1,0,Y,NA,8,20,3,5,MontaneHigh_subcanopy,Wayqecha,Canopy,NA,80,Cloud forest,Cloud forest,10,16,19,9,10,0,20,10,NA,18,10,2014,9:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
70,740,FF089,2830,Atlapetes melanolaemus,2,UK,6,4,Y,NA,8,14,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,NA,20,Cloud forest,Cloud forest,10,12,50,21,5,30,30,10,NA,20,10,2014,6:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
71,791,FF095,2422,Atlapetes melanolaemus,3,UK,5,5,NA,NA,7,17,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,NA,100,Cloud forest,Cloud forest,14,16,20,10,0,NA,NA,NA,NA,20,10,2014,15:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
72,820,FF097,2781,Atlapetes melanolaemus,1,UK,12,6,Y,NA,17,33,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,100,Cloud forest,Cloud forest,24,29,14,5,10,0,50,0,NA,22,10,2014,6:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
73,850,FF102,2825,Atlapetes melanolaemus,2,UK,2,0,Y,NA,7,16,3,5,MontaneHigh_subcanopy,Wayqecha,Zorro,NA,100,Cloud forest,Elfin forest,4,14,20,8,0,40,50,60,NA,23,10,2014,9:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
74,862,FF103,2935,Atlapetes melanolaemus,1,UK,NA,NA,Y,NA,10,20,3,5,MontaneHigh_subcanopy,Wayqecha,Road up,NA,100,Cloud forest,Cloud forest,8,17,20,8,0,10,50,10,NA,23,10,2014,11:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
75,878,FF105,2676,Atlapetes melanolaemus,3,UK,NA,NA,Y,NA,14,28,3,5,MontaneHigh_subcanopy,Wayqecha,Oso,NA,80,Cloud forest,Cloud forest,18,15,30,8,20,0,30,10,NA,24,10,2014,8:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
76,1257,F030,3239,Atlapetes melanolaemus,3,NA,NA,NA,NA,NA,8,16,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,NA,100,Montane rainforest,Disturbed primary forest,12,33,41,8,0,60,40,NA,NA,2,8,2013,8:45,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
77,1298,F035,2364,Atlapetes melanolaemus,3,NA,NA,NA,NA,NA,6,10,3,5,MontaneHigh_subcanopy,San Pedro,Trocha Union,NA,100,Montane rainforest,Disturbed primary forest,4,9,17,3,0,5,80,NA,NA,2,8,2013,16:40,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
78,2067,F136,2770,Atlapetes melanolaemus,2,NA,NA,NA,NA,NA,10,18,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,NA,100,Cloud forest,Disturbed primary forest,10,17,23,5,0,40,80,NA,NA,18,10,2013,12:30,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
79,2073,F137,2840,Atlapetes melanolaemus,1,NA,NA,NA,NA,NA,10,18,3,5,MontaneHigh_subcanopy,Wayqecha,Road down,NA,100,Cloud forest,Disturbed primary forest,14,18,20,10,0,0,70,NA,NA,19,10,2013,6:00,flock_obs,544,Passerellidae,Atlapetes melanolaemus,Atlapetes melanolaemus,NC,NA,include
