"","species_taxonomy_SACC_2021","deg_weighted","species","species_jetz","TipLabel"
"225","Tangara_nigroviridis",5.07895009891042,"Tangara nigroviridis","Tangara nigroviridis","Tangara_nigroviridis"
"226","Tangara_parzudakii",1.92305078749846,"Tangara parzudakii","Tangara parzudakii","Tangara_parzudakii"
"227","Tangara_schrankii",9.30449985272216,"Tangara schrankii","Tangara schrankii","Tangara_schrankii"
"228","Tangara_vassorii",7.584725443615,"Tangara vassorii","Tangara vassorii","Tangara_vassorii"
"229","Tangara_velia",1.68240740740741,"Tangara velia","Tangara velia","Tangara_velia"
"230","Tangara_xanthocephala",6.54235184465207,"Tangara xanthocephala","Tangara xanthocephala","Tangara_xanthocephala"
"231","Terenotriccus_erythrurus",0.390033068783069,"Terenotriccus erythrurus","Terenotriccus erythrurus","Terenotriccus_erythrurus"
"232","Thamnomanes_ardesiacus",5.552660457501,"Thamnomanes ardesiacus","Thamnomanes ardesiacus","Thamnomanes_ardesiacus"
"233","Thamnomanes_schistogynus",7.20406245234988,"Thamnomanes schistogynus","Thamnomanes schistogynus","Thamnomanes_schistogynus"
"234","Thamnophilus_aethiops",1.90181950699453,"Thamnophilus aethiops","Thamnophilus aethiops","Thamnophilus_aethiops"
"235","Thamnophilus_doliatus",1.06424237820225,"Thamnophilus doliatus","Thamnophilus doliatus","Thamnophilus_doliatus"
"236","Thamnophilus_palliatus",2.50550943082581,"Thamnophilus palliatus","Thamnophilus palliatus","Thamnophilus_palliatus"
"237","Thamnophilus_schistaceus",7.05246423480533,"Thamnophilus schistaceus","Thamnophilus schistaceus","Thamnophilus_schistaceus"
"238","Thamnophilus_unicolor",2.84147323042536,"Thamnophilus unicolor","Thamnophilus unicolor","Thamnophilus_unicolor"
"239","Thlypopsis_ornata",4.26628642957553,"Thlypopsis ornata","Thlypopsis ornata","Thlypopsis_ornata"
"240","Thlypopsis_ruficeps",6.83541364353246,"Thlypopsis ruficeps","Thlypopsis ruficeps","Thlypopsis_ruficeps"
"241","Thlypopsis_superciliaris",6.33477569234939,"Hemispingus superciliaris","Hemispingus superciliaris","Hemispingus_superciliaris"
"242","Thraupis_episcopus",2.721588605613,"Thraupis episcopus","Thraupis episcopus","Thraupis_episcopus"
"243","Thraupis_palmarum",6.43984257217897,"Thraupis palmarum","Thraupis palmarum","Thraupis_palmarum"
"244","Thripadectes_melanorhynchus",5.99410110160216,"Thripadectes melanorhynchus","Thripadectes melanorhynchus","Thripadectes_melanorhynchus"
"245","Thripophaga_fusciceps",2.14954778771009,"Thripophaga fusciceps","Thripophaga fusciceps","Thripophaga_fusciceps"
"246","Tityra_semifasciata",4.52778467142929,"Tityra semifasciata","Tityra semifasciata","Tityra_semifasciata"
"247","Todirostrum_chrysocrotaphum",5.4859636649929,"Todirostrum chrysocrotaphum","Todirostrum chrysocrotaphum","Todirostrum_chrysocrotaphum"
"248","Tolmomyias_assimilis",4.92257101383715,"Tolmomyias assimilis","Tolmomyias assimilis","Tolmomyias_assimilis"
"249","Trichothraupis_melanops",5.77801700776638,"Trichothraupis melanops","Trichothraupis melanops","Trichothraupis_melanops"
"250","Troglodytes_solstitialis",2.62083636359851,"Troglodytes solstitialis","Troglodytes solstitialis","Troglodytes_solstitialis"
"251","Trogon_collaris",5.39765141207853,"Trogon collaris","Trogon collaris","Trogon_collaris"
"252","Trogon_curucui",2.03836726235807,"Trogon curucui","Trogon curucui","Trogon_curucui"
"253","Trogon_melanurus",1.60282957935395,"Trogon melanurus","Trogon melanurus","Trogon_melanurus"
"254","Trogon_personatus",5.36648623095871,"Trogon personatus","Trogon personatus","Trogon_personatus"
"255","Trogon_violaceus",3.9228044180512,"Trogon violaceus","Trogon violaceus","Trogon_violaceus"
"256","Trogon_viridis",4.04207549002434,"Trogon viridis","Trogon viridis","Trogon_viridis"
"257","Tunchiornis_ochraceiceps",4.19509728290662,"Hylophilus ochraceiceps","Hylophilus ochraceiceps","Hylophilus_ochraceiceps"
"258","Turdus_nigriceps",3.0792210960882,"Turdus nigriceps","Turdus nigriceps","Turdus_nigriceps"
"259","Vireo_leucophrys",6.48941304851452,"Vireo leucophrys","Vireo leucophrys","Vireo_leucophrys"
"260","Vireo_olivaceus",4.78354458934471,"Vireo olivaceus","Vireo olivaceus","Vireo_olivaceus"
"261","Xenops_minutus",4.87131084323357,"Xenops minutus","Xenops minutus","Xenops_minutus"
"262","Xenops_rutilans",6.32235427642737,"Xenops rutilans","Xenops rutilans","Xenops_rutilans"
"263","Xenops_tenuirostris",6.7840457533517,"Xenops tenuirostris","Xenops tenuirostris","Xenops_tenuirostris"
"264","Xiphocolaptes_promeropirhynchus",6.65329001640518,"Xiphocolaptes promeropirhynchus","Xiphocolaptes promeropirhynchus","Xiphocolaptes_promeropirhynchus"
"265","Xiphorhynchus_elegans",7.66338259441619,"Xiphorhynchus elegans","Xiphorhynchus elegans","Xiphorhynchus_elegans"
"266","Xiphorhynchus_guttatus",7.21547619658515,"Xiphorhynchus guttatus","Xiphorhynchus guttatus","Xiphorhynchus_guttatus"
"267","Xiphorhynchus_ocellatus",1.81329683974599,"Xiphorhynchus ocellatus","Xiphorhynchus ocellatus","Xiphorhynchus_ocellatus"
"268","Xiphorhynchus_triangularis",8.06192078763071,"Xiphorhynchus triangularis","Xiphorhynchus triangularis","Xiphorhynchus_triangularis"
"269","Zimmerius_bolivianus",7.08497432097543,"Zimmerius bolivianus","Zimmerius bolivianus","Zimmerius_bolivianus"
