Host.Family,BLFamilyLatin,species_clean,species_jetz,Mite.Group,Mite.Group2,sociality,foraging_cat,elevation_cat,TipLabel,Sample.Full..,keycol,valuecol
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120617,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120662,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120701,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120816,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121017,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121018,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121045,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130133,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130376,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130657,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130693,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130860,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130861,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130862,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,Other mite?,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120693,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120481,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120617,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120662,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120701,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120816,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121017,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121018,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W121045,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130133,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130376,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130657,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130693,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130860,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130861,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W130862,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola intermedia,Pipreola intermedia,Feather,Other mite?,1,undersory-midhigh,high_montane_manu,Pipreola_intermedia,W120693,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120717,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120722,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120737,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W130408,Mite.Genus,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120717,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120722,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W120737,Mite.Genus2,
"Cotingidae
",Cotingidae,Pipreola arcuata,Pipreola arcuata,Feather,,0,undersory-midhigh,high_montane_manu,Pipreola_arcuata,W130408,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110098,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110124,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110322,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110331,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110332,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115952,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116111,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116121,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P120716,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116012,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather ,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110133,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Oribatida (shell),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,Mite.Genus,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110028,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110098,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110124,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110193,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110322,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110331,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110332,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115952,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115956,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P115964,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116014,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116022,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116111,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116121,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P120716,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110103,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P116012,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Feather ,,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110133,Mite.Genus2,
Pipridae,Pipridae,Pipra fasciicauda,Pipra fasciicauda,Oribatida (shell),,1,undersory-midhigh,lowland_manu,Pipra_fasciicauda,P110090,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110361,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116053,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Unknown,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110053,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Unknown,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110412,Mite.Genus,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110246,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110278,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110360,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110361,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P115955,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116053,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116054,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P116171,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110034,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110357,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Unknown,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110053,Mite.Genus2,
Pipridae,Pipridae,Ceratopipra chloromeros,Pipra chloromeros,Feather,Unknown,1,undersory-midhigh,lowland_manu,Pipra_chloromeros,P110412,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120074,Mite.Genus,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121047,Mite.Genus,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121058,Mite.Genus,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,Mite.Genus,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,Mite.Genus,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP120074,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121047,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121058,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121322,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Feather,,1,midhigh,montane_manu,Phylloscartes_ophthalmicus,SP121333,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P120676,Mite.Genus,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P121135,Mite.Genus,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P130443,Mite.Genus,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,Trombiculid,0,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,Mite.Genus,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P120676,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P121135,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,,0,ground,lowland_manu,Phlegopsis_nigromaculata,P130443,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Phlegopsis nigromaculata,Phlegopsis nigromaculata,Feather,Trombiculid,0,ground,lowland_manu,Phlegopsis_nigromaculata,P115925,Mite.Genus2,
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,Feather,,0,canopy,lowland_manu,Philydor_rufum,P116034,Mite.Genus,
"Furnariidae
",Furnariidae,Dendroma rufa,Philydor rufum,Feather,,0,canopy,lowland_manu,Philydor_rufum,P116034,Mite.Genus2,
Trochilidae,Trochilidae,Phaethornis superciliosus,Phaethornis superciliosus,Mesostigmatid,,0,understory,lowland_iquitos,Phaethornis_superciliosus,V1132,Mite.Genus,
Trochilidae,Trochilidae,Phaethornis superciliosus,Phaethornis superciliosus,Mesostigmatid,,0,understory,lowland_iquitos,Phaethornis_superciliosus,V1132,Mite.Genus2,
"Parulidae
",Parulidae,Myiothlypis fulvicauda,Phaeothlypis fulvicauda,Feather,,0,ground,lowland_iquitos,Phaeothlypis_fulvicauda,V1227,Mite.Genus,
"Parulidae
",Parulidae,Myiothlypis fulvicauda,Phaeothlypis fulvicauda,Feather,,0,ground,lowland_iquitos,Phaeothlypis_fulvicauda,V1227,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,Feather,,1,ground-understory,lowland_manu,Percnostola_lophotes,P116116,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmoborus lophotes,Percnostola lophotes,Feather,,1,ground-understory,lowland_manu,Percnostola_lophotes,P116116,Mite.Genus2,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,Feather,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V216,Mite.Genus,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,Mesostigmatid,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,Mite.Genus,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,Feather,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V216,Mite.Genus2,
Tityridae,Tyrannidae,Onychorhynchus coronatus,Onychorhynchus coronatus,Mesostigmatid,,0,midhigh,lowland_iquitos,Onychorhynchus_coronatus,V692,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,Feather,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121216,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,Feather,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121342,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,Feather,Mesostigmatid,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121185,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,Feather,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121216,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,Feather,,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121342,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula schisticolor,Myrmotherula schisticolor,Feather,Mesostigmatid,1,midhigh,montane_manu,Myrmotherula_schisticolor,SP121185,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,Feather,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120685,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,Feather,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120799,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,Feather,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120685,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula menetriesii,Myrmotherula menetriesii,Feather,,1,midhigh,lowland_manu,Myrmotherula_menetriesii,P120799,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,Feather,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P110043,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,Feather,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P120695,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,Feather,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P110043,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula longipennis,Myrmotherula longipennis,Feather,,1,undersory-midhigh,lowland_manu,Myrmotherula_longipennis,P120695,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Myrmotherula longicauda,Myrmotherula longicauda,Feather,,1,midhigh,montane_manu,Myrmotherula_longicauda,SP121226,Mite.Genus,
Thamnophilidae,Thamnophilidae,Myrmotherula longicauda,Myrmotherula longicauda,Feather,,1,midhigh,montane_manu,Myrmotherula_longicauda,SP121226,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110086,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110172,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110380,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P120807,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P120956,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P121796,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,Mesostigmatid,1,other,lowland_manu,Myrmotherula_hauxwelli,P121007,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,Trombiculid,1,other,lowland_manu,Myrmotherula_hauxwelli,P116080,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Mesostigmatid,,1,other,lowland_manu,Myrmotherula_hauxwelli,P130439,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Trombiculid,,1,other,lowland_manu,Myrmotherula_hauxwelli,P121757,Mite.Genus,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110086,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110172,Mite.Genus2,
Thamnophilidae,Thamnophilidae,Isleria hauxwelli,Myrmotherula hauxwelli,Feather,,1,other,lowland_manu,Myrmotherula_hauxwelli,P110380,Mite.Genus2,
