Host.Family,BLFamilyLatin,species_clean,species_jetz,Mite.Group,Mite.Group2,sociality,foraging_cat,elevation_cat,TipLabel,Sample.Full..,keycol,valuecol
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P110203,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P110222,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P110311,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P110348,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P110375,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P116007,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P116167,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,Mesostigmatid,1,undersory-midhigh,lowland_iquitos,Mionectes_oleagineus,V1256,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,Mesostigmatid,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P115958,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P110338,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P116148,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes oleagineus,Mionectes oleagineus,Mesostigmatid,Feather,1,undersory-midhigh,lowland_manu,Mionectes_oleagineus,P110404,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P110055,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P110138,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P115932,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P115944,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P115959,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116004,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116019,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116094,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116112,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,Unknown,1,midhigh,lowland_manu,Mionectes_macconnelli,P115906,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,Unknown,1,midhigh,lowland_manu,Mionectes_macconnelli,P115960,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather ,,1,midhigh,lowland_manu,Mionectes_macconnelli,P110192,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Mesostigmatid,Feather,1,midhigh,lowland_manu,Mionectes_macconnelli,P110399,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Mesostigmatid,Oribatida,1,midhigh,lowland_manu,Mionectes_macconnelli,P110420,Mite.Genus,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P110055,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P110138,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P115932,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P115944,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P115959,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116004,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116019,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116094,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,,1,midhigh,lowland_manu,Mionectes_macconnelli,P116112,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,Unknown,1,midhigh,lowland_manu,Mionectes_macconnelli,P115906,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather,Unknown,1,midhigh,lowland_manu,Mionectes_macconnelli,P115960,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Feather ,,1,midhigh,lowland_manu,Mionectes_macconnelli,P110192,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Mesostigmatid,Feather,1,midhigh,lowland_manu,Mionectes_macconnelli,P110399,Mite.Genus2,
Tyrannidae,Tyrannidae,Mionectes macconnelli,Mionectes macconnelli,Mesostigmatid,Oribatida,1,midhigh,lowland_manu,Mionectes_macconnelli,P110420,Mite.Genus2,
"Bucconidae
",Bucconidae,Micromonacha lanceolata,Micromonacha lanceolata,Mesostigmatid,,0,ground-midhigh,other_iquitos,Micromonacha_lanceolata,1582,Mite.Genus,
"Bucconidae
",Bucconidae,Micromonacha lanceolata,Micromonacha lanceolata,Mesostigmatid,,0,ground-midhigh,other_iquitos,Micromonacha_lanceolata,1582,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_iquitos,Microcerculus_marginatus,M543,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_iquitos,Microcerculus_marginatus,V678,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P110390,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P116453,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P120770,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P121374,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130254,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130255,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130352,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,montane_manu,Microcerculus_marginatus,SP121141,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,montane_manu,Microcerculus_marginatus,SP121244,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,other_iquitos,Microcerculus_marginatus,1052,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,Mesostigmatid,0,ground-understory,lowland_iquitos,Microcerculus_marginatus,M540,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,Mesostigmatid,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130405,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,Mesostigmatid,0,ground-understory,other_iquitos,Microcerculus_marginatus,791,Mite.Genus,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_iquitos,Microcerculus_marginatus,M543,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_iquitos,Microcerculus_marginatus,V678,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P110390,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P116453,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P120770,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P121374,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130254,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130255,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130352,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,montane_manu,Microcerculus_marginatus,SP121141,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,montane_manu,Microcerculus_marginatus,SP121244,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,,0,ground-understory,other_iquitos,Microcerculus_marginatus,1052,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,Mesostigmatid,0,ground-understory,lowland_iquitos,Microcerculus_marginatus,M540,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,Mesostigmatid,0,ground-understory,lowland_manu,Microcerculus_marginatus,P130405,Mite.Genus2,
Troglodytidae,Troglodytidae,Microcerculus marginatus,Microcerculus marginatus,Feather,Mesostigmatid,0,ground-understory,other_iquitos,Microcerculus_marginatus,791,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Mecocerculus stictopterus,Mecocerculus stictopterus,Feather,,1,midhigh-canopy,high_montane_manu,Mecocerculus_stictopterus,W121041,Mite.Genus,
"Tyrannidae
",Tyrannidae,Mecocerculus stictopterus,Mecocerculus stictopterus,Feather,,1,midhigh-canopy,high_montane_manu,Mecocerculus_stictopterus,W121041,Mite.Genus2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,781,Mite.Genus,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,804,Mite.Genus,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,809,Mite.Genus,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,888,Mite.Genus,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,Mesostigmatid,0,understory,other_iquitos,Manacus_manacus,866,Mite.Genus,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Mesostigmatid,,0,understory,other_iquitos,Manacus_manacus,831,Mite.Genus,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Unknown,,0,understory,other_iquitos,Manacus_manacus,867,Mite.Genus,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,781,Mite.Genus2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,804,Mite.Genus2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,809,Mite.Genus2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,,0,understory,other_iquitos,Manacus_manacus,888,Mite.Genus2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Feather,Mesostigmatid,0,understory,other_iquitos,Manacus_manacus,866,Mite.Genus2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Mesostigmatid,,0,understory,other_iquitos,Manacus_manacus,831,Mite.Genus2,
Pipridae,Pipridae,Manacus manacus,Manacus manacus,Unknown,,0,understory,other_iquitos,Manacus_manacus,867,Mite.Genus2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Feather,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP120917,Mite.Genus,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Feather,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121189,Mite.Genus,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Feather,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121276,Mite.Genus,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Mesostigmatid,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121176,Mite.Genus,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Feather,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP120917,Mite.Genus2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Feather,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121189,Mite.Genus2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Feather,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121276,Mite.Genus2,
Bucconidae,Bucconidae,Malacoptila fulvogularis,Malacoptila fulvogularis,Mesostigmatid,,1,undersory-midhigh,montane_manu,Malacoptila_fulvogularis,SP121176,Mite.Genus2,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,Feather,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120065,Mite.Genus,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,Feather,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120772,Mite.Genus,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,Feather,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP121172,Mite.Genus,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,Feather,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120065,Mite.Genus2,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,Feather,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP120772,Mite.Genus2,
Tyrannidae,Tyrannidae,Lophotriccus pileatus,Lophotriccus pileatus,Feather,,0,midhigh,montane_manu,Lophotriccus_pileatus,SP121172,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP110340,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120662,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121038,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121091,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,Trombiculid,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120889,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP110340,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120662,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121038,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,,1,midhigh,montane_manu,Leptopogon_superciliaris,SP121091,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon superciliaris,Leptopogon superciliaris,Feather,Trombiculid,1,midhigh,montane_manu,Leptopogon_superciliaris,SP120889,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110129,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110406,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116225,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120679,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120736,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120818,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120922,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121030,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121751,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P130379,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,Trombiculid,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P115912,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,Trombiculid,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116216,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather ,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120659,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Oribatida,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120812,Mite.Genus,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110129,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P110406,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116225,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120679,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120736,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120818,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120922,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121030,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P121751,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P130379,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,Trombiculid,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P115912,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather,Trombiculid,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P116216,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Feather ,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120659,Mite.Genus2,
"Tyrannidae
",Tyrannidae,Leptopogon amaurocephalus,Leptopogon amaurocephalus,Oribatida,,1,undersory-midhigh,lowland_manu,Leptopogon_amaurocephalus,P120812,Mite.Genus2,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V412,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V452,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V453,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V459,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V733,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110059,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110063,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110175,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110190,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110258,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110269,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110317,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110422,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116013,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116051,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P116177,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,,1,undersory-midhigh,other_iquitos,Lepidothrix_coronata,784,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,Oribatida,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110333,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,Feather,Trombiculid/Oribatida,1,undersory-midhigh,lowland_manu,Lepidothrix_coronata,P110041,Mite.Genus,
Pipridae,Pipridae,Lepidothrix coronata,Lepidothrix coronata,not found in box,,1,undersory-midhigh,lowland_iquitos,Lepidothrix_coronata,V96,Mite.Genus,
