#No,Collection,Sample_group,Sample No. #,Full_Label,comment,Host Genus,Host Species,species_binomial,Host Order,host_family,New Association,Lice Genus,lice_genus_tidy,Lice Species,Female,Male,Nimph,Eggs,Total,BoxLocation1
165,JEJ,P11,6259,P116259,,Myrmotherula,axillaris,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,Yes,Ricinus,Ricinus,new sp?,2,3,4,,9,L-04
165,JEJ,P11,6259,P116259,,Myrmotherula,axillaris,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
165,JEJ,P11,6259,P116259,,Myrmotherula,axillaris,Myrmotherula_axillaris,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
132,JUM,,935,935,,Nonnula,brunnea,Nonnula_brunnea,Piciformes,Bucconidae,Yes,Philopteridae?,Philopteridae,new sp. (Mayriphilopterus?),2,1,1,,4,L-03
132,JUM,,935,935,,Nonnula,brunnea,Nonnula_brunnea,Piciformes,Bucconidae,Yes,,,,,,,,,
132,JUM,,935,935,,Nonnula,brunnea,Nonnula_brunnea,Piciformes,Bucconidae,Yes,,,,,,,,,
133,JUM,,1489,1489,,Nonnula,brunnea,Nonnula_brunnea,Piciformes,Bucconidae,Yes,Philopteridae?,Philopteridae,new sp. (Mayriphilopterus?),3,1,5,,9,L-03
133,JUM,,1489,1489,,Nonnula,brunnea,Nonnula_brunnea,Piciformes,Bucconidae,Yes,,,,,,,,,
133,JUM,,1489,1489,,Nonnula,brunnea,Nonnula_brunnea,Piciformes,Bucconidae,Yes,,,,,,,,,
300,JEJ,P11,256,P110256,possible contamination,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Ricinus,Ricinus,new sp?,0,0,1,,1,
300,JEJ,P11,256,P110256,possible contamination,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
300,JEJ,P11,256,P110256,possible contamination,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
337,JEJ,P11,6005,P116005,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),1,0,1,,2,
337,JEJ,P11,6005,P116005,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
337,JEJ,P11,6005,P116005,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
364,JEJ,P11,6150,P116150,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),0,2,1,,3,
364,JEJ,P11,6150,P116150,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
364,JEJ,P11,6150,P116150,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
365,JEJ,P11,6151,P116151,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),0,1,1,,2,
365,JEJ,P11,6151,P116151,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Ricinus,Ricinus,new sp?,0,0,1,,1,
365,JEJ,P11,6151,P116151,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
366,JEJ,P11,6152,P116152,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),0,1,0,,1,
366,JEJ,P11,6152,P116152,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
366,JEJ,P11,6152,P116152,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
377,JEJ,P12,1755,P121755,*possibly P121775,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),0,0,2,,2,
377,JEJ,P12,1755,P121755,*possibly P121775,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Menoponidae,Menoponidae,new sp?,0,0,1,,1,
377,JEJ,P12,1755,P121755,*possibly P121775,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
383,JEJ,P13,155,P130155,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Ricinus,Ricinus,new sp?,1,0,0,,1,
383,JEJ,P13,155,P130155,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),0,1,0,0,1,
383,JEJ,P13,155,P130155,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
384,JEJ,P13,180,P130180,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),1,9,0,,10,
384,JEJ,P13,180,P130180,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
384,JEJ,P13,180,P130180,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
381,JEJ,P13,182,P130182,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),2,1,2,,5,
381,JEJ,P13,182,P130182,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Ricinus,Ricinus,new sp?,1,1,0,0,2,
381,JEJ,P13,182,P130182,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
379,JEJ,P13,298,P130298,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,(milleri?),0,1,5,,6,
379,JEJ,P13,298,P130298,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
379,JEJ,P13,298,P130298,,Oneillornis,salvini,Oneillornis_salvini,Passeriformes,Thamnophilidae,,,,,,,,,,
75,JUM,,V692,V692,,Onychorhynchus,coronatus,Onychorhynchus_coronatus,Passeriformes,Tityridae,Yes,Philopterus,Philopterus,new sp?,0,1,2,,3,L-02
75,JUM,,V692,V692,,Onychorhynchus,coronatus,Onychorhynchus_coronatus,Passeriformes,Tityridae,Yes,,,,,,,,,
75,JUM,,V692,V692,,Onychorhynchus,coronatus,Onychorhynchus_coronatus,Passeriformes,Tityridae,Yes,,,,,,,,,
418,JEJ,P11,6155,P116155,,Percnostola,fortis,Percnostola_fortis,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,0,1,0,,1,
418,JEJ,P11,6155,P116155,,Percnostola,fortis,Percnostola_fortis,Passeriformes,Thamnophilidae,,,,,,,,,,
418,JEJ,P11,6155,P116155,,Percnostola,fortis,Percnostola_fortis,Passeriformes,Thamnophilidae,,,,,,,,,,
323,JEJ,P11,5940,P115940,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Philopteridae,Philopteridae,new sp?,5,6,3,,16,
323,JEJ,P11,5940,P115940,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,0,0,2,0,2,
323,JEJ,P11,5940,P115940,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,,,,,,,,,
333,JEJ,P11,5991,P115991,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,1,0,2,,3,
333,JEJ,P11,5991,P115991,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Philopteridae,Philopteridae,new sp?,0,0,1,,1,
333,JEJ,P11,5991,P115991,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,,,,,,,,,
372,JEJ,P12,612,P120612,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Philopterus-like,Philopteridae,new sp?,1,0,0,,1,
372,JEJ,P12,612,P120612,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,,,,,,,,,
372,JEJ,P12,612,P120612,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,,,,,,,,,
373,JEJ,P12,629,P120629,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,0,1,0,,1,
373,JEJ,P12,629,P120629,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,,,,,,,,,
373,JEJ,P12,629,P120629,,Percnostola,goeldii,Percnostola_goeldii,Passeriformes,Thamnophilidae,,,,,,,,,,
320,JEJ,P11,5925,P115925,,Phlegopsis,nigromaculata,Phlegopsis_nigromaculata,Passeriformes,Thamnophilidae,,Myrsidea,Myrsidea,new sp?,1,0,0,,1,
320,JEJ,P11,5925,P115925,,Phlegopsis,nigromaculata,Phlegopsis_nigromaculata,Passeriformes,Thamnophilidae,,,,,,,,,,
320,JEJ,P11,5925,P115925,,Phlegopsis,nigromaculata,Phlegopsis_nigromaculata,Passeriformes,Thamnophilidae,,,,,,,,,,
189,JEJ,SP12,68,SP120068,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes,Myrsidea,Myrsidea,new sp?,0,1,0,,1,L-05
189,JEJ,SP12,68,SP120068,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
189,JEJ,SP12,68,SP120068,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
207,JEJ,SP12,1322,SP121322,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes?,Myrsidea,Myrsidea,new sp?,4,3,7,,14,L-05
207,JEJ,SP12,1322,SP121322,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes?,,,,,,,,,
207,JEJ,SP12,1322,SP121322,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes?,,,,,,,,,
208,JEJ,SP12,1333,SP121333,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes,Philopteridae?,Philopteridae,new sp?,0,0,4,,4,L-05
208,JEJ,SP12,1333,SP121333,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
208,JEJ,SP12,1333,SP121333,,Phylloscartes,ophthalmicus,Phylloscartes_ophthalmicus,Passeriformes,Tyrannidae,Yes,,,,,,,,,
266,JEJ,P11,28,P110028,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,new sp?,2,0,2,,4,
266,JEJ,P11,28,P110028,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
266,JEJ,P11,28,P110028,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
277,JEJ,P11,90,P110090,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopteridae,Philopteridae,new sp?,0,0,1,,1,
277,JEJ,P11,90,P110090,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
277,JEJ,P11,90,P110090,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
279,JEJ,P11,98,P110098,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),8,2,7,,17,
279,JEJ,P11,98,P110098,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
279,JEJ,P11,98,P110098,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
281,JEJ,P11,103,P110103,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Ricinus,Ricinus,invadens/pessimalis?,2,0,0,,2,
281,JEJ,P11,103,P110103,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
281,JEJ,P11,103,P110103,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
285,JEJ,P11,124,P110124,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),0,2,4,,6,
285,JEJ,P11,124,P110124,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopterus-like,Philopteridae,new sp?,0,1,2,0,3,
285,JEJ,P11,124,P110124,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
286,JEJ,P11,133,P110133,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),2,0,15,,17,
286,JEJ,P11,133,P110133,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
286,JEJ,P11,133,P110133,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
296,JEJ,P11,193,P110193,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopterus-like,Philopteridae,new sp?,1,1,4,,6,
296,JEJ,P11,193,P110193,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),0,0,2,0,2,
296,JEJ,P11,193,P110193,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
297,JEJ,P11,228,P110228,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),0,0,1,,1,
297,JEJ,P11,228,P110228,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
297,JEJ,P11,228,P110228,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
304,JEJ,P11,320,P110320,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),1,0,0,,1,
304,JEJ,P11,320,P110320,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
304,JEJ,P11,320,P110320,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
306,JEJ,P11,324,P110324,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopterus-like,Philopteridae,new sp?,0,1,0,,1,
306,JEJ,P11,324,P110324,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
306,JEJ,P11,324,P110324,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
311,JEJ,P11,368,P110368,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),0,1,1,,2,
311,JEJ,P11,368,P110368,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
311,JEJ,P11,368,P110368,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
326,JEJ,P11,5952,P115952,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),1,2,3,,6,
326,JEJ,P11,5952,P115952,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
326,JEJ,P11,5952,P115952,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
328,JEJ,P11,5956,P115956,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Ricinus,Ricinus,invadens/pessimalis?,1,0,0,,1,
328,JEJ,P11,5956,P115956,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
328,JEJ,P11,5956,P115956,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
332,JEJ,P11,5964,P115964,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopterus-like,Philopteridae,new sp?,1,0,6,,7,
332,JEJ,P11,5964,P115964,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),1,0,2,,3,
332,JEJ,P11,5964,P115964,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
338,JEJ,P11,6012,P116012,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),0,0,5,,5,
338,JEJ,P11,6012,P116012,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopteridae,Philopteridae,new sp?,3,1,1,,5,
338,JEJ,P11,6012,P116012,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,unknown eggs,,,,,,Yes,,
340,JEJ,P11,6014,P116014,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopteridae,Philopteridae,new sp?,6,2,1,,9,
340,JEJ,P11,6014,P116014,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),2,4,3,,9,
340,JEJ,P11,6014,P116014,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
342,JEJ,P11,6022,P116022,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),0,0,2,,2,
342,JEJ,P11,6022,P116022,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Ricinus,Ricinus,invadens/pessimalis?,2,0,0,,2,
342,JEJ,P11,6022,P116022,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
357,JEJ,P11,6111,P116111,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),4,3,6,,13,
357,JEJ,P11,6111,P116111,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopterus-like,Philopteridae,new sp?,0,1,0,,1,
357,JEJ,P11,6111,P116111,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Ricinus,Ricinus,invadens/pessimalis?,1,0,0,,1,
361,JEJ,P11,6121,P116121,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Myrsidea,Myrsidea,(edgarsmithi?),2,1,9,,12,
361,JEJ,P11,6121,P116121,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,Philopterus-like,Philopteridae,new sp?,0,1,2,,3,
361,JEJ,P11,6121,P116121,,Pipra,fasciicauda,Pipra_fasciicauda,Passeriformes,Pipridae,,,,,,,,,,
145,JEJ,W12,617,W120617,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,Pseudocophorus,Pseudocophorus,antennatus? (cotingacola meridae/cotingacola tergalis),0,1,2,,3,L-04
145,JEJ,W12,617,W120617,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
145,JEJ,W12,617,W120617,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
146,JEJ,W12,650,W120650,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,Pseudocophorus,Pseudocophorus,antennatus? (cotingacola meridae/cotingacola tergalis),1,0,1,,2,L-04
146,JEJ,W12,650,W120650,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
146,JEJ,W12,650,W120650,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
147,JEJ,W12,717,W120717,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,Pseudocophorus,Pseudocophorus,antennatus? (cotingacola meridae/cotingacola tergalis),1,3,6,,10,L-04
147,JEJ,W12,717,W120717,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
147,JEJ,W12,717,W120717,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
148,JEJ,W12,722,W120722,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,Pseudocophorus,Pseudocophorus,antennatus? (cotingacola meridae/cotingacola tergalis),1,1,5,,7,L-04
148,JEJ,W12,722,W120722,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
148,JEJ,W12,722,W120722,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
149,JEJ,W12,737,W120737,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,Pseudocophorus,Pseudocophorus,antennatus? (cotingacola meridae/cotingacola tergalis),8,3,2,,13,L-04
149,JEJ,W12,737,W120737,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
149,JEJ,W12,737,W120737,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
153,JEJ,W13,408,W130408,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,Pseudocophorus?,Pseudocophorus,antennatus? (cotingacola meridae/cotingacola tergalis),1,0,2,,3,L-04
153,JEJ,W13,408,W130408,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
153,JEJ,W13,408,W130408,,Pipreola,arcuata,Pipreola_arcuata,Passeriformes,Cotingidae,No,,,,,,,,,
150,JEJ,W12,1017,W121017,,Pipreola,intermedia,Pipreola_intermedia,Passeriformes,Cotingidae,Yes?,Menacanthus,Menacanthus,new sp?,0,0,1,,1,L-04
150,JEJ,W12,1017,W121017,,Pipreola,intermedia,Pipreola_intermedia,Passeriformes,Cotingidae,Yes?,,,,,,,,,
150,JEJ,W12,1017,W121017,,Pipreola,intermedia,Pipreola_intermedia,Passeriformes,Cotingidae,Yes?,,,,,,,,,
151,JEJ,W12,1018,W121018,,Pipreola,intermedia,Pipreola_intermedia,Passeriformes,Cotingidae,No,Philopteridae?,Philopteridae,cotingacola tergalis/pseudocophorus peruvianus?,0,0,2,,2,L-04
151,JEJ,W12,1018,W121018,,Pipreola,intermedia,Pipreola_intermedia,Passeriformes,Cotingidae,No,,,,,,,,,
151,JEJ,W12,1018,W121018,,Pipreola,intermedia,Pipreola_intermedia,Passeriformes,Cotingidae,No,,,,,,,,,
36,JUM,,M491,M491,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,1,0,0,,1,L-01
36,JUM,,M491,M491,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,0,
36,JUM,,M491,M491,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
37,JUM,,M492,M492,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,1,0,0,,1,L-01
37,JUM,,M492,M492,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,0,
37,JUM,,M492,M492,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
57,JUM,,M590,M590,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,Yes,Ricinus,Ricinus,new sp?,0,0,1,,1,L-02
57,JUM,,M590,M590,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
57,JUM,,M590,M590,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,Yes,,,,,,,,,
63,JUM,,M606,M606,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,0,0,1,,1,L-02
63,JUM,,M606,M606,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
63,JUM,,M606,M606,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
1,JUM,,V32,V32,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,0,0,1,,1,L-01
1,JUM,,V32,V32,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,0,
1,JUM,,V32,V32,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
28,JUM,,V443,V443,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,1,0,1,,2,L-01
28,JUM,,V443,V443,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,0,
28,JUM,,V443,V443,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
70,JUM,,V669,V669,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,1,0,1,,2,L-02
70,JUM,,V669,V669,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
70,JUM,,V669,V669,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
96,JUM,,V812,V812,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,2,0,1,,3,L-03
96,JUM,,V812,V812,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
96,JUM,,V812,V812,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
98,JUM,,V814,V814,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,1,0,0,,1,L-03
98,JUM,,V814,V814,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
98,JUM,,V814,V814,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
4,JUM,,V87,V87,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,Myrsidea,Myrsidea,mayermae?,1,0,0,,1,L-01
4,JUM,,V87,V87,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,0,
4,JUM,,V87,V87,,Pithys,albifrons,Pithys_albifrons,Passeriformes,Thamnophilidae,No,,,,,,,,,
191,JEJ,SP12,101,SP120101,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,Rallicola,Rallicola,mooreae?,2,0,1,,3,L-05
191,JEJ,SP12,101,SP120101,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,,,,,,,,,
191,JEJ,SP12,101,SP120101,,Premnoplex,brunnescens,Premnoplex_brunnescens,Passeriformes,Furnariidae,No,,,,,,,,,
