#,Collection,Sample_Group,Sample No. #,Sample Full #,Host genus,Host species,Host Order,Host Family,Box Location,Mite Group,Mite Genus,Mite Species,Total,Mite Group2,Mite Genus2,Mite Species2,Total2,Comment,total_mites,,,,
841,JEJ,SP12,1000,SP121000,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,3,,,,,,3,,,,
842,JEJ,SP12,954,SP120954,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Feather,,,7,,,,,,7,,,,
843,JEJ,SP12,1001,SP121001,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,6,Oribatida/ Mesostigmatid,,,1,,7,,,,
844,JEJ,SP12,943,SP120943,Myiothlypis,coronata,Passeriformes,Parulidae,,Feather,,,7,,,,,,7,,,,
845,JEJ,SP12,1002,SP121002,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Unknown,,,2,,,,,,2,,,,
846,JEJ,SP12,1019,SP121019,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Feather,,,4,Trombiculid,,,1,,5,,,,
847,JEJ,SP12,1022,SP121022,Trichothraupis,melanops,Passeriformes,Thraupidae,,Feather,,,3,,,,,,3,,,,
848,JEJ,SP12,1025,SP121025,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Mesostigmatid,,,20,,,,,,20,,,,
849,JEJ,SP12,1031,SP121031,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Mesostigmatid,,,16,Feather,,,38,,54,,,,
850,JEJ,SP12,1046,SP121046,Thripadectes,melanorhynchus,Passeriformes,Furnariidae,,Trombiculid,,,1,Mesostigmatid/ Feather,,,1,,2,,,,
851,JEJ,SP12,1057,SP121057,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,30,,,,,,30,,,,
852,JEJ,SP12,1059,SP121059,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Mesostigmatid,,,2,,,,,,2,,,,
853,JEJ,SP12,1064,SP121064,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,229,,,,,,229,,,,
854,JEJ,SP12,1065,SP121065,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,78,,,,,,78,,,,
855,JEJ,SP12,1066,SP121066,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Mesostigmatid,,,31,Feather,,,54,,85,,,,
856,JEJ,SP12,1077,SP121077,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,2,,,,,,2,,,,
857,JEJ,SP12,1079,SP121079,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,21,,,,,,21,,,,
858,JEJ,SP12,1117,SP121117,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,19,Mesostigmatid,,,1,,20,,,,
859,JEJ,SP12,1172,SP121172,Lophotriccus,pileatus,Passeriformes,Tyrannidae,,Feather,,,1,,,,,,1,,,,
860,JEJ,SP12,1216,SP121216,Myrmotherula,schisticolor,Passeriformes,Thamnophilidae,,Feather,,,4,,,,,,4,,,,
861,JEJ,SP12,1185,SP121185,Myrmotherula,schisticolor,Passeriformes,Thamnophilidae,,Feather,,,9,Mesostigmatid,,,1,,10,,,,
862,JEJ,SP12,1210,SP121210,Myiothlypis,bivittata,Passeriformes,Parulidae,,Feather,,,42,Mesostigmatid,,,1,,43,,,,
863,JEJ,SP12,1226,SP121226,Myrmotherula,longicauda,Passeriformes,Thamnophilidae,,Feather,,,3,,,,,,3,,,,
864,JEJ,SP12,1273,SP121273,Cyphorhinus,thoracicus,Passeriformes,Troglodytidae,,Feather,,,16,Mesostigmatid,,,83,,99,,,,
865,JEJ,P11,6148,P116148,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,10,Oribatida,,,1,,11,,,,
866,JEJ,P11,6149,P116149,Myrmoborus,myotherinus,Passeriformes,Thamnophilidae,,Feather,,,125,,,,,,125,,,,
867,JEJ,P11,6155,P116155,Percnostola,fortis,Passeriformes,Thamnophilidae,,Feather,,,46,Mesostigmatid,,,1,,47,,,,
868,JEJ,P11,6169,P116167,Mionectes,oleagineus,Passeriformes,Tyrannidae,,Feather,,,18,,,,,,18,,,,
869,JEJ,P11,6171,P116171,Ceratopipra ,chloromeros,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
870,JEJ,P11,6177,P116177,Lepidothrix,coronata,Passeriformes,Pipridae,,Feather,,,1,,,,,,1,,,,
871,JEJ,P11,6183,P116183,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,12,,,,,,12,,,,
872,JEJ,P11,6186,P116186,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,82,,,,,,82,,,,
873,JEJ,P11,6220,P116220,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Feather,,,123,,,,,,123,,,,
874,JEJ,P11,6221,P116221,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Feather,,,19,,,,,,19,,,,
875,JEJ,P11,6222,P116222,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Feather,,,153,,,,,,153,,,,
876,JEJ,P11,6223,P116223,Thalurania,furcata,Apodiformes,Trochilidae,,Feather,,,24,,,,,,24,,,,
877,JEJ,P11,6218,P116218,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Feather,,,9,,,,,,9,,,,
878,JEJ,P11,6233,P116233,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,14,,,,,,14,,,,
879,JEJ,P12,616,P120616,Ancistrops,strigilatus,Passeriformes,Furnariidae,,Feather,,,8,,,,,,8,,,,
880,JEJ,P12,704,P120704,Mionectes,striaticollis,Passeriformes,Tyrannidae,,Feather,,,1003,,,,,,1003,,,,
881,JEJ,P12,0844A,P120844A,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,,Feather,,,24,,,,,,24,,,,
882,JEJ,P12,1028,P121028,Ancistrops,strigilatus,Passeriformes,Furnariidae,,Feather,,,4,,,,,,4,,,,
883,JEJ,P13,185,P130185,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,,Feather,,,16,,,,,,16,,,,
884,JEJ,P13,219,P130219,Cyanoloxia,cyanoides,Passeriformes,Cardinalidae,,Feather,,,3,,,,,,3,,,,
885,JEJ,P13,491,P130491,Rhegmatorhina,melanosticta,Passeriformes,Thamnophilidae,,Feather,,,2,,,,,,2,,,,
886,JEJ,SP11,11,SP110011,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Trombiculid,,,1,Feather,,,4,,5,,,,
887,JEJ,P13,372,P130372,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,18,,,,,,18,,,,
888,JEJ,SP11,28,SP110028,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Feather,,,5,,,,,,5,,,,
889,JEJ,SP11,124,SP110124,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Feather,,,1,,,,,,1,,,,
890,JEJ,SP11,164,SP110164,Sporophila,nigricollis,Passeriformes,Thraupidae,,Feather,,,16,,,,,,16,,,,
891,JEJ,SP11,196,SP110196,Sporophila,nigricollis,Passeriformes,Thraupidae,,Feather,,,1,,,,,,1,,,,
892,JEJ,SP12,55,SP120055,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Feather,,,2,,,,,,2,,,,
893,JEJ,SP12,70,SP120070,Diglossa,glauca,Passeriformes,Thraupidae,,Feather,,,118,,,,,,118,,,,
894,JEJ,SP12,1054,SP121054,Ammodramus,aurifrons,Passeriformes,Emberizidae,,Feather,,,1,,,,,,1,,,,
895,JEJ,SP12,1114,SP121114,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,13,,,,,,13,,,,
896,JEJ,SP12,1171,SP121171,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,12,,,,,,12,,,,
897,JEJ,SP12,1215,SP121215,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Feather,,,26,,,,,,26,,,,
898,JEJ,SP12,1239,SP121239,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,2,,,,,,2,,,,
899,JEJ,SP12,1331,SP121331,Cyanerpes,caeruleus,Passeriformes,Thraupidae,,Feather,,,3,,,,,,3,,,,
900,JEJ,SP12,1361,SP121361,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Feather,,,35,,,,,,35,,,,
901,JEJ,TL12,60,TL120060,Iridosornis,analis,Passeriformes,Thraupidae,,Feather,,,23,,,,,,23,,,,
902,JEJ,TL12,62,TL120062,Iridosornis,analis,Passeriformes,Thraupidae,,Feather,,,3,,,,,,3,,,,
903,JEJ,TU12,49,TU120049,Buthraupis,montana,Passeriformes,Thraupidae,,Feather,,,1,,,,,,1,,,,
904,JEJ,TU12,59,TU120059,Sphenopsis,melanotis,Passeriformes,Thraupidae,,Feather,,,2,,,,,,2,,,,
905,JEJ,VC12,88,VC120088,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,2,,,,,,2,,,,
906,JEJ,VC12,108,VC120108,Mionectes,olivaceus,Passeriformes,Tyrannidae,,Feather,,,16,,,,,,16,,,,
907,JEJ,W12,518,W120518,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,28,,,,,,28,,,,
908,JEJ,W12,525,W120525,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,66,,,,,,66,,,,
909,JEJ,W12,530,W120530,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,2,,,,,,2,,,,
910,JEJ,W12,691,W120691,Dubusia,taeniata,Passeriformes,Thraupidae,,Feather,,,52,,,,,,52,,,,
911,JEJ,W12,715,W120715,Haplospiza,rustica,Passeriformes,Thraupidae,,Feather,,,28,,,,,,28,,,,
912,JEJ,W12,826,W120826,Haplospiza,rustica,Passeriformes,Thraupidae,,Feather,,,18,,,,,,18,,,,
913,JEJ,W13,188,W130188,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,2,,,,,,2,,,,
914,JEJ,W13,234,W130234,Buthraupis,montana,Passeriformes,Thraupidae,,Feather,,,4,,,,,,4,,,,
915,JEJ,W13,515,W130515,Haplospiza,rustica,Passeriformes,Thraupidae,,Feather,,,6,,,,,,6,,,,
916,JEJ,W13,566,W130566,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,7,,,,,,7,,,,
917,JEJ,W13,559,W130559,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,3,,,,,,3,,,,
918,JEJ,W13,603,W130603,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,3,,,,,,3,,,,
919,JEJ,W13,623,W130623,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,43,,,,,,43,,,,
920,JEJ,W13,648,W130648,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,87,,,,,,87,,,,
921,JEJ,W13,654,W130654,Sporathraupis ,cyanocephala,Passeriformes,Thraupidae,,Feather,,,25,,,,,,25,,,,
922,JEJ,W13,850,W130850,Haplospiza,rustica,Passeriformes,Thraupidae,,Feather,,,90,,,,,,90,,,,
