"","species_clean","detections_flocks","NO.","Collection","Sample.label","Sample.No...","Full_Label","Powder.lvl","species_binomial","Order","Family","Lice","Mites","Ticks","Other","Host.Family","Order2","Date.of.collection","Country","Province","Locality","Altitude","mass_tidy","bill_tidy","wing_tidy","tail_tidy","wing_index_tidy","tarsus_tidy","sociality","ForStrat_ground","ForStrat_understory","ForStrat_midhigh","ForStrat_canopy","species_jetz","WJSpecID","TipLabel","PatchClade","Hackett_FineClades","Hackett_CoarseClades","English","FileName","Taxo","BLFamilyLatin","BLFamilyEnglish","FamSequID","IOCOrder","PassNonPass","OscSubOsc","foraging_cat","elevation_cat","sample"
"124","Glyphorynchus spirurus",48,554,"JUM","V","1189","V1189","med","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,0,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1189"
"125","Glyphorynchus spirurus",48,555,"JUM","V","1149","V1149","med","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,0,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1149"
"126","Glyphorynchus spirurus",48,556,"JUM","V","1173","V1173","med","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1173"
"127","Glyphorynchus spirurus",48,558,"JUM","V","1206","V1206","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1206"
"128","Glyphorynchus spirurus",48,649,"JEJ","P11","6231","P116231","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","116231"
"129","Glyphorynchus spirurus",48,669,"JEJ","P11","6420","P116420","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,0,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","116420"
"130","Glyphorynchus spirurus",48,731,"JEJ","P12","1238","P121238","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,1,0,"Yes",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","121238"
"131","Glyphorynchus spirurus",48,732,"JEJ","P12","1245","P121245","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","121245"
"132","Glyphorynchus spirurus",48,739,"JEJ","P12","1271","P121271","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","121271"
"133","Glyphorynchus spirurus",48,742,"JEJ","P12","1359","P121359","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","121359"
"134","Glyphorynchus spirurus",48,811,"JUM","V","1224","V1224","med","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,0,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1224"
"135","Glyphorynchus spirurus",48,812,"JUM","V","1225","V1225","med","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1225"
"136","Glyphorynchus spirurus",48,952,"JUM","V12","29","V1229","high","Glyphorynchus_spirurus","Passeriformes","Furnariidae",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1229"
"137","Glyphorynchus spirurus",48,989,"JEJ","P13","40","P130040","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","130040"
"138","Glyphorynchus spirurus",48,1057,"JUM","V","1244","V1244","high","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1244"
"139","Glyphorynchus spirurus",48,1059,"JUM","V","1284","V1284","med","Glyphorynchus_spirurus","Passeriformes","Furnariidae",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_iquitos","1284"
"140","Glyphorynchus spirurus",48,1220,"JEJ","P12","703","P120703","low","Glyphorynchus_spirurus","Passeriformes","Furnariidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,15.41370221,9.742558685,68.29475983,66,23.9,16.5,1,0,0,40,60,"Glyphorynchus spirurus",6901,"Glyphorynchus_spirurus","Furnaridae","Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes","Wedge-billed Woodcreeper","bow06901","BL3","Dendrocolaptidae","Woodcreepers",111,"PASSERIFORMES","PASSERIFORMES","Tyranni","canopy","lowland_manu","120703"
"141","Leptopogon superciliaris",44,678,"JEJ","SP11","44","SP110044","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","110044"
"142","Leptopogon superciliaris",44,697,"JEJ","SP11","340","SP110340","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","110340"
"143","Leptopogon superciliaris",44,777,"JEJ","SP12","93","SP120093","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","120093"
"144","Leptopogon superciliaris",44,784,"JEJ","SP12","662","SP120662","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","120662"
"145","Leptopogon superciliaris",44,788,"JEJ","SP12","767","SP120767","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","120767"
"146","Leptopogon superciliaris",44,797,"JEJ","SP12","889","SP120889","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","120889"
"147","Leptopogon superciliaris",44,805,"JEJ","SP12","1038","SP121038","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","121038"
"148","Leptopogon superciliaris",44,806,"JEJ","SP12","1091","SP121091","low","Leptopogon_superciliaris","Passeriformes","Tyrannidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,13.20830645,8.679135802,66.40677966,60.1,18.1,15.7,1,0,0,100,0,"Leptopogon superciliaris",5769,"Leptopogon_superciliaris","TitTyranRest","Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies","Slaty-capped Flycatcher","bow05769","BL3","Tyrannidae","Tyrant-flycatchers",105,"PASSERIFORMES","PASSERIFORMES","Tyranni","midhigh","montane_manu","121091"
"149","Chlorospingus flavigularis",43,673,"JEJ","SP11","8","SP110008","med","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","110008"
"150","Chlorospingus flavigularis",43,674,"JEJ","SP11","13","SP110013","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","110013"
"151","Chlorospingus flavigularis",43,677,"JEJ","SP11","40","SP110040","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","110040"
"152","Chlorospingus flavigularis",43,680,"JEJ","SP11","66","SP110066","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","110066"
"153","Chlorospingus flavigularis",43,681,"JEJ","SP11","70","SP110070","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","110070"
"154","Chlorospingus flavigularis",43,696,"JEJ","SP11","101","SP110101","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","110101"
"155","Chlorospingus flavigularis",43,698,"JEJ","SP11","120","SP110120","med","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","110120"
"156","Chlorospingus flavigularis",43,768,"JEJ","SP12","934","SP120934","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120934"
"157","Chlorospingus flavigularis",43,770,"JEJ","SP12","36","SP120036","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120036"
"158","Chlorospingus flavigularis",43,771,"JEJ","SP12","40","SP120040","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120040"
"159","Chlorospingus flavigularis",43,791,"JEJ","SP12","792","SP120792","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120792"
"160","Chlorospingus flavigularis",43,795,"JEJ","SP12","880","SP120880","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",0,0,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120880"
"161","Chlorospingus flavigularis",43,796,"JEJ","SP12","885","SP120885","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,0,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120885"
"162","Chlorospingus flavigularis",43,799,"JEJ","SP12","938","SP120938","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120938"
"163","Chlorospingus flavigularis",43,800,"JEJ","SP12","993","SP120993","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","120993"
"164","Chlorospingus flavigularis",43,822,"JEJ","SP12","1337","SP121337","low","Chlorospingus_flavigularis","Passeriformes","Passerellidae
",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,25.95577586,9.036065574,77.04952381,61.6,17.8,21.3,1,0,60,30,10,"Chlorospingus flavigularis",12843,"Chlorospingus_flavigularis","P20b","Buntings, American Sparrows, Brush-Finches","New World Warblers, New World blackbirds, Buntings, American Sparrows, Allies","Yellow-throated Bush-tanager","bow12843","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","understory","montane_manu","121337"
"165","Chlorochrysa calliparaea",41,826,"JEJ","SP12","1412","SP121412","low","Chlorochrysa_calliparaea","Passeriformes","Thraupidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,17.34217391,8.642105263,68.63636364,43,26.1,18.6,1,0,0,50,50,"Chlorochrysa calliparaea",13003,"Chlorochrysa_calliparaea","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Orange-eared Tanager","bow13003","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh-canopy","montane_manu","121412"
"166","Chlorochrysa calliparaea",41,835,"JEJ","TL12","52","TL120052","low","Chlorochrysa_calliparaea","Passeriformes","Thraupidae",1,1,0,"No",NA,NA,NA,NA,NA,NA,NA,17.34217391,8.642105263,68.63636364,43,26.1,18.6,1,0,0,50,50,"Chlorochrysa calliparaea",13003,"Chlorochrysa_calliparaea","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Orange-eared Tanager","bow13003","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh-canopy","montane_manu","120052"
"167","Chlorochrysa calliparaea",41,840,"JEJ","TL12","93","TL120093","low","Chlorochrysa_calliparaea","Passeriformes","Thraupidae",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,17.34217391,8.642105263,68.63636364,43,26.1,18.6,1,0,0,50,50,"Chlorochrysa calliparaea",13003,"Chlorochrysa_calliparaea","P17P18","Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies","Orange-eared Tanager","bow13003","BL3","Thraupidae","Tanagers",193,"PASSERIFORMES","PASSERIFORMES","Passeri","midhigh-canopy","montane_manu","120093"
"168","Myioborus melanocephalus",41,880,"JEJ","W12","764","W120764","med","Myioborus_melanocephalus","Passeriformes","Parulidae
",0,1,0,"No",NA,NA,NA,NA,NA,NA,NA,11.53984848,6.9432,65.4,66.5,15.5,19.6,1,0,20,0,80,"Myioborus melanocephalus",12766,"Myioborus_melanocephalus","P20a","New World Warblers","New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies","Spectacled Redstart","bow12766","BL3","Parulidae","New World warblers",171,"PASSERIFORMES","PASSERIFORMES","Passeri","canopy","high_montane_manu","120764"
