,sample,species,degree,w_degree,elevation
470,P116171,Ceratopipra_chloromeros,5,0.204069659,600
471,W120696,Kleinothraupis_atropileus,51,7.176187748,2742
472,W130898,Iridosornis_jelskii,21,2.483555611,2995
473,P110138,Mionectes_macconnelli,38,4.015692494,413
474,SP120040,Chlorospingus_flavigularis,79,9.546871095,1387
475,P130379,Leptopogon_amaurocephalus,75,7.597713253,410
476,P130161,Leptopogon_amaurocephalus,59,6.316169098,398
477,P130439,Isleria_hauxwelli,14,0.95187775,395
478,TL120033,Chlorospingus_flavopectus,53,6.073339154,1514
479,TL120094,Basileuterus_tristriatus,45,6.394010444,1735
480,P110069,Habia_rubica,11,0.697700539,392
481,P116053,Ceratopipra_chloromeros,5,0.204069659,415
482,W130633,Myioborus_melanocephalus,55,7.563538819,2521
483,SP121019,Thripadectes_melanorhynchus,45,5.244461852,1337
484,P116057,Automolus_infuscatus,55,5.499888859,415
485,W121150,Pipreola_intermedia,17,2.233936974,2521
486,SP121402,Myiothlypis_coronata,36,4.772666239,1449
487,TL120056,Sphenopsis_melanotis,64,7.216723282,1514
488,SP120943,Myiothlypis_coronata,36,4.772666239,1395
489,W130416,Myioborus_melanocephalus,49,7.506924717,2833
490,P120863,Ceratopipra_chloromeros,5,0.204069659,415
491,SP110028,Sphenopsis_melanotis,61,6.811197435,1383
492,P115976,Lanio_versicolor,45,5.045559418,397
493,P115932,Mionectes_macconnelli,27,2.73166171,397
494,W121090,Myioborus_melanocephalus,57,7.73692164,2542
495,P116121,Pipra_fasciicauda,25,2.789821312,415
496,P110083,Myrmoborus_leucophrys,12,0.908368144,392
497,P110063,Lepidothrix_coronata,7,0.412566931,392
498,SP110011,Sphenopsis_melanotis,61,6.811197435,1383
499,SP110004,Trichothraupis_melanops,46,4.990517008,1383
500,W121044,Kleinothraupis_atropileus,52,7.158911326,2650
501,SP110084,Myioborus_miniatus,83,9.778770471,1395
502,SP120857,Premnoplex_brunnescens,5,0.429296484,1376
503,SP110320,Trichothraupis_melanops,44,4.639254382,1262
504,SP121235,Malacoptila_fulvogularis,14,1.402664,1418
505,SP110069,Thripadectes_melanorhynchus,44,5.119461852,1376
506,P110087,Habia_rubica,11,0.697700539,392
507,W121048,Arremon_torquatus,10,0.555642463,2650
508,P121352,Thamnomanes_ardesiacus,63,5.393828549,415
509,SP120809,Myiothlypis_bivittata,29,3.254110719,1362
510,P116019,Mionectes_macconnelli,38,4.015692494,415
511,P110376,Automolus_subulatus,40,3.837536501,414
512,SP120874,Myrmotherula_longicauda,17,1.766739405,1376
513,SP121091,Leptopogon_superciliaris,79,9.006180593,1302
514,SP110144,Basileuterus_tristriatus,59,7.372313671,1362
515,P120788,Thamnomanes_ardesiacus,63,5.393828549,415
516,P110190,Lepidothrix_coronata,10,0.853043121,438
517,P130185,Cyanoloxia_cyanoides,13,1.138794539,398
518,W130488,Kleinothraupis_atropileus,51,7.176187748,2788
519,SP121412,Chlorochrysa_calliparaea,76,10.07854202,1449
520,W120760,Kleinothraupis_atropileus,51,7.176187748,2742
521,P110129,Leptopogon_amaurocephalus,52,5.415284389,397
522,TL120034,Chlorospingus_flavopectus,53,6.073339154,1514
523,TL120075,Anabacerthia_striaticollis,50,6.655030198,1735
524,P116276,Automolus_ochrolaemus,67,5.23819591,837
525,TU120050,Buthraupis_montana,43,5.940081596,2728
526,SP121292,Myiothlypis_bivittata,30,3.325539291,1307
527,P121426,Habia_rubica,10,0.543854385,385
528,SP121114,Mionectes_olivaceus,44,3.342401488,1339
529,SP121090,Thripadectes_melanorhynchus,45,5.046352608,1302
530,P130040,Glyphorynchus_spirurus,93,8.513424774,432
531,SP120016,Premnoplex_brunnescens,5,0.429296484,1387
532,SP121171,Mionectes_olivaceus,40,2.980464406,1418
533,P116172,Lanio_versicolor,75,8.164118142,600
534,SP121004,Premnoplex_brunnescens,5,0.429296484,1362
535,P130372,Mionectes_olivaceus,44,3.442331438,410
536,P110359,Arremon_taciturnus,18,1.583508787,414
537,P116031,Isleria_hauxwelli,18,1.42312775,415
538,P110367,Xenops_minutus,40,3.114916259,414
539,W130145,Kleinothraupis_atropileus,52,7.158911326,2650
540,VC120089,Mionectes_olivaceus,47,3.847093343,604
541,P121399,Xiphorhynchus_elegans,31,3.392712354,385
542,P116094,Mionectes_macconnelli,38,4.015692494,415
543,P110318,Epinecrophylla_leucophthalma,52,5.163178307,410
544,SP110186,Basileuterus_tristriatus,59,7.372313671,1337
545,TL120020,Anabacerthia_striaticollis,68,8.271053919,1514
546,P110297,Thamnomanes_ardesiacus,48,4.541416425,398
547,SP110130,Premnoplex_brunnescens,5,0.429296484,1362
548,SP120674,Premnoplex_brunnescens,5,0.429296484,1307
549,SP110124,Sphenopsis_melanotis,62,6.854675696,1362
550,W120816,Pipreola_intermedia,17,2.233936974,2681
551,SP121176,Malacoptila_fulvogularis,14,1.402664,1418
552,P120615,Arremon_taciturnus,19,2.083508787,438
553,SP110008,Chlorospingus_flavigularis,79,9.554253893,1383
554,SP110013,Chlorospingus_flavigularis,79,9.554253893,1383
555,P130060,Thamnophilus_schistaceus,74,6.465149006,432
556,P130067,Thamnophilus_schistaceus,74,6.465149006,432
557,P116231,Glyphorynchus_spirurus,85,8.107434481,600
558,W121047,Arremon_torquatus,10,0.555642463,2650
559,P120612,Akletos_goeldii,9,0.758936278,438
560,SP121079,Myiothlypis_bivittata,29,3.254110719,1362
561,P110296,Thamnophilus_schistaceus,52,5.128225931,398
562,SP121151,Anabacerthia_striaticollis,67,8.122886626,1339
563,P121042,Arremon_taciturnus,18,1.583508787,421
564,P116211,Chlorothraupis_carmioli,55,4.792229977,600
565,P110124,Pipra_fasciicauda,21,2.392178214,397
566,W121136,Myioborus_melanocephalus,55,7.563538819,2521
567,P115952,Pipra_fasciicauda,21,2.392178214,397
568,P121028,Ancistrops_strigilatus,10,0.844945752,421
569,SP110108,Chlorospingus_flavopectus,48,5.562912762,1395
570,W130133,Pipreola_intermedia,17,2.233936974,2650
571,P116204,Chlorothraupis_carmioli,55,4.792229977,600
572,P116054,Ceratopipra_chloromeros,5,0.204069659,415
573,SP120885,Chlorospingus_flavigularis,79,9.546871095,1395
574,P116163,Thamnomanes_ardesiacus,58,4.939317054,600
575,TL120060,Iridosornis_analis,61,7.731017908,1514
576,SP110022,Anabacerthia_striaticollis,67,8.122886626,1383
577,SP120954,Thripadectes_melanorhynchus,44,5.119461852,1362
578,P110100,Terenotriccus_erythrurus,7,0.390033069,397
579,W130657,Pipreola_intermedia,17,2.233936974,2521
580,SP121163,Thripadectes_melanorhynchus,45,5.244461852,1339
581,P110111,Automolus_ochrolaemus,44,3.982948199,397
582,W130256,Chlorornis_riefferii,44,6.185077763,2617
583,SP121333,Phylloscartes_ophthalmicus,52,6.095339171,1262
584,W120878,Iridosornis_jelskii,21,2.483555611,2973
585,SP121189,Malacoptila_fulvogularis,14,1.402664,1418
586,W130270,Anisognathus_igniventris,37,5.270679565,2743
587,W130349,Atlapetes_melanolaemus,44,5.005543452,2681
588,P130628,Chlorothraupis_carmioli,55,4.792229977,600
589,W120702,Anisognathus_igniventris,36,5.223060518,2742
590,P110167,Monasa_morphoeus,61,7.098039175,413
591,P116228,Myiobius_barbatus,18,1.988626308,600
592,P116467,Thamnomanes_schistogynus,61,4.883413016,397
593,W130297,Arremon_torquatus,10,0.555642463,2788
594,W120646,Kleinothraupis_atropileus,32,5.427662097,3013
595,SP120889,Leptopogon_superciliaris,77,9.064686966,1395
596,P120711,Automolus_ochrolaemus,76,6.125611001,415
597,W130330,Chlorornis_riefferii,45,6.237709342,2681
598,SP121322,Phylloscartes_ophthalmicus,52,6.095339171,1262
599,P110095,Ramphotrigon_fuscicauda,29,2.857943213,397
600,W130360,Iridosornis_jelskii,21,2.198396326,2742
601,W121016,Chlorornis_riefferii,45,6.237709342,2650
602,W121018,Pipreola_intermedia,17,2.233936974,2650
603,P110424,Saltator_maximus,57,4.875100167,422
604,P116232,Lanio_versicolor,75,8.164118142,600
605,P110357,Ceratopipra_chloromeros,5,0.204069659,414
606,W130676,Iridosornis_jelskii,20,1.976174103,2617
607,P116435,Monasa_nigrifrons,13,1.026944494,397
