Full_Label,species_jetz,date,year_seasonality
P110268,Platyrinchus_coronatus,2011-10-19,292
P110269,Lepidothrix_coronata,2011-10-19,292
P110273,Euphonia_xanthogaster,2011-10-19,292
P110094,Mionectes_olivaceus,2011-10-04,277
P115895,Mionectes_olivaceus,NA,NA
P110292,Xenops_minutus,2011-10-21,294
P110293,Gymnopithys_salvini,2011-10-21,294
P110294,Terenotriccus_erythrurus,2011-10-21,294
P110295,Catharus_ustulatus,2011-10-22,295
P110296,Thamnophilus_schistaceus,2011-10-22,295
P110307,Myrmoborus_myotherinus,2011-10-25,298
P110311,Mionectes_oleagineus,2011-10-25,298
P110312,Mionectes_oleagineus,2011-10-25,298
P110317,Lepidothrix_coronata,2011-10-25,298
P116068,Mionectes_olivaceus,2011-08-14,226
P110320,Pipra_fasciicauda,2011-10-26,299
P110322,Pipra_fasciicauda,2011-10-26,299
P110323,Arremon_taciturnus,2011-10-26,299
P110324,Pipra_fasciicauda,2011-10-26,299
P110325,Thamnophilus_schistaceus,2011-10-26,299
P110330,Campylopterus_largipennis,2011-10-28,301
P110331,Pipra_fasciicauda,2011-10-28,301
P110332,Pipra_fasciicauda,2011-10-28,301
P110333,Lepidothrix_coronata,2011-10-28,301
P110334,Turdus_albicollis,2011-10-28,301
P110338,Mionectes_oleagineus,2011-10-28,301
P110343,Lepidothrix_coronata,2011-10-28,301
P110346,Arremon_taciturnus,2011-10-29,302
P110348,Mionectes_oleagineus,2011-10-29,302
P116110,Mionectes_olivaceus,2011-08-14,226
P116142,Mionectes_olivaceus,2011-08-18,230
P110359,Arremon_taciturnus,2011-11-01,305
P116183,Mionectes_olivaceus,2011-08-20,232
P116186,Mionectes_olivaceus,2011-08-20,232
P110367,Xenops_minutus,2011-11-01,305
P110368,Pipra_fasciicauda,2011-11-01,305
P110373,Tangara_schrankii,2011-11-01,305
P110375,Mionectes_oleagineus,2011-11-01,305
P110376,Hyloctistes_subulatus,2011-11-01,305
P110386,Neoctantes_niger,2011-11-02,306
P110392,Catharus_ustulatus,2011-11-02,306
P110393,Pipra_fasciicauda,2011-11-02,306
P110396,Epinecrophylla_erythrura,2011-11-02,306
P110399,Mionectes_macconnelli,2011-11-03,307
P110402,Catharus_ustulatus,2011-11-03,307
P110404,Mionectes_oleagineus,2011-11-03,307
P110405,Cyanocompsa_cyanoides,2011-11-03,307
VC120088,Mionectes_olivaceus,2012-09-14,258
P110417,Geotrygon_montana,2011-11-05,309
P110418,Thamnophilus_schistaceus,2011-11-05,309
P110420,Mionectes_macconnelli,2011-11-05,309
P110421,Trogon_violaceus,2011-11-05,309
P110422,Lepidothrix_coronata,2011-11-05,309
P110424,Saltator_maximus,2011-11-05,309
P110425,Pipra_fasciicauda,2011-11-05,309
VC120089,Mionectes_olivaceus,2012-09-23,267
P115906,Mionectes_macconnelli,2011-08-09,221
P115910,Cyanocompsa_cyanoides,2011-08-09,221
P115919,Mionectes_olivaceus,2011-08-09,221
P115925,Phlegopsis_nigromaculata,2011-08-09,221
VC120108,Mionectes_olivaceus,2012-09-27,271
P115932,Mionectes_macconnelli,2011-08-10,222
P115935,Xenops_minutus,2011-08-10,222
P115937,Simoxenops_ucayalae,2011-08-10,222
P115940,Myrmeciza_goeldii,2011-08-10,222
P115942,Thamnophilus_schistaceus,2011-08-10,222
P115944,Mionectes_macconnelli,2011-08-10,222
P115945,Thamnophilus_schistaceus,2011-08-10,222
P115948,Terenotriccus_erythrurus,2011-08-10,222
P115950,Gymnopithys_salvini,2011-08-10,222
P115952,Pipra_fasciicauda,2011-08-10,222
P120704,Mionectes_striaticollis,2012-06-29,181
P115956,Pipra_fasciicauda,2011-08-10,222
P110029,Myrmotherula_hauxwelli,2011-09-28,271
P110085,Myrmotherula_hauxwelli,2011-10-03,276
P110086,Myrmotherula_hauxwelli,2011-10-03,276
P115964,Pipra_fasciicauda,2011-08-10,222
P110172,Myrmotherula_hauxwelli,2011-10-13,286
P115991,Myrmeciza_goeldii,2011-08-11,223
P115993,Thamnophilus_schistaceus,2011-08-11,223
P115997,Ramphastos_tucanus,2011-08-11,223
P115999,Anabazenops_dorsalis,2011-08-11,223
P110215,Myrmotherula_hauxwelli,2011-10-15,288
P116005,Gymnopithys_salvini,2011-08-11,223
P110380,Myrmotherula_hauxwelli,2011-11-01,305
P116012,Pipra_fasciicauda,2011-08-14,226
P116013,Lepidothrix_coronata,2011-08-14,226
P116014,Pipra_fasciicauda,2011-08-14,226
P116031,Myrmotherula_hauxwelli,2011-08-14,226
P116022,Pipra_fasciicauda,2011-08-14,226
P116030,Myrmoborus_myotherinus,2011-08-14,226
P116080,Myrmotherula_hauxwelli,2011-08-15,227
P116037,Epinecrophylla_leucophthalma,2011-08-14,226
P120791,Myrmotherula_hauxwelli,2012-07-18,200
P116043,Myrmoborus_myotherinus,2011-08-14,226
P116048,Deconychura_longicauda,2011-08-14,226
P116049,Piprites_chloris,2011-08-14,226
P116051,Lepidothrix_coronata,2011-08-14,226
P120807,Myrmotherula_hauxwelli,2012-07-24,206
P120956,Myrmotherula_hauxwelli,2012-08-23,236
P116057,Automolus_infuscatus,2011-08-14,226
P116058,Habia_rubica,2011-08-14,226
P116059,Laniocera_hypopyrra,2011-08-14,226
P121007,Myrmotherula_hauxwelli,2012-08-30,243
P116079,Gymnopithys_salvini,2011-08-15,227
P116082,Conopophaga_peruviana,2011-08-15,227
P116085,Habia_rubica,2011-08-15,227
P116089,Deconychura_longicauda,2011-08-15,227
P116092,Dichrozona_cincta,2011-08-15,227
P121357,Myrmotherula_hauxwelli,2012-10-20,294
P116096,Xenops_minutus,2011-08-15,227
P116097,Xenops_minutus,2011-08-15,227
P121796,Myrmotherula_hauxwelli,2012-12-06,341
P116120,Thamnophilus_schistaceus,2011-08-16,228
P116111,Pipra_fasciicauda,2011-08-16,228
P121800,Myrmotherula_hauxwelli,2012-12-06,341
P116115,Arremon_taciturnus,2011-08-16,228
P116116,Percnostola_lophotes,2011-08-16,228
P116121,Pipra_fasciicauda,2011-08-16,228
P116123,Thamnophilus_schistaceus,2011-08-16,228
P116131,Laniocera_hypopyrra,2011-08-16,228
P121503,Myrmotherula_hauxwelli,2012-11-02,307
P116150,Gymnopithys_salvini,2011-08-18,230
P116151,Gymnopithys_salvini,2011-08-18,230
P116152,Gymnopithys_salvini,2011-08-18,230
P116206,Myrmeciza_hemimelaena,2011-08-19,231
P121801,Myrmotherula_hauxwelli,2012-12-06,341
P116254,Automolus_ochrolaemus,2011-08-20,232
P116261,Deconychura_longicauda,2011-08-20,232
P116276,Automolus_ochrolaemus,2011-08-24,236
P116287,Automolus_ochrolaemus,2011-08-24,236
P116303,Rhytipterna_simplex,2011-08-26,238
P116325,Gymnopithys_salvini,2011-08-29,241
P116336,Myrmotherula_longipennis,2011-08-29,241
P120612,Myrmeciza_goeldii,2012-06-24,176
P120615,Arremon_taciturnus,2012-06-24,176
P120621,Myrmeciza_hemimelaena,2012-06-25,177
P120629,Myrmeciza_goeldii,2012-06-25,177
P120666,Tangara_schrankii,2012-06-26,178
P120703,Glyphorynchus_spirurus,2012-06-30,182
P120676,Phlegopsis_nigromaculata,2012-06-29,181
P120685,Myrmotherula_menetriesii,2012-06-29,181
P120695,Myrmotherula_longipennis,2012-06-29,181
P120711,Automolus_ochrolaemus,2012-06-30,182
P120712,Habia_rubica,2012-06-30,182
P121741,Myrmotherula_hauxwelli,2012-12-02,337
P120716,Pipra_fasciicauda,2012-06-30,182
P120713,Habia_rubica,2012-06-30,182
P120744,Terenotriccus_erythrurus,2012-07-02,184
P120752,Gymnopithys_salvini,2012-07-02,184
P120769,Phlegopsis_nigromaculata,2012-07-10,192
P121757,Myrmotherula_hauxwelli,2012-12-03,338
P130281,Myrmotherula_hauxwelli,2013-09-11,254
P130439,Myrmotherula_hauxwelli,2013-09-24,267
P120790,Arremon_taciturnus,2012-07-17,199
P120799,Myrmotherula_menetriesii,2012-07-21,203
SP121226,Myrmotherula_longicauda,2012-10-25,299
P110043,Myrmotherula_longipennis,2011-09-27,270
SP121342,Myrmotherula_schisticolor,2012-11-17,322
P120870,Ramphotrigon_fuscicauda,2012-08-15,228
P120913,Habia_rubica,2012-08-22,235
P120920,Arremon_taciturnus,2012-08-22,235
P120964,Gymnopithys_salvini,2012-08-23,236
P121005,Tangara_schrankii,2012-08-30,243
P121042,Arremon_taciturnus,2012-09-04,248
P121064,Tangara_schrankii,2012-09-05,249
P121135,Phlegopsis_nigromaculata,2012-09-19,263
P121354,Arremon_taciturnus,2012-10-20,294
P121399,Xiphorhynchus_elegans,2012-10-25,299
P121417,Arremon_taciturnus,2012-10-26,300
P121426,Habia_rubica,2012-10-26,300
P121430,Arremon_taciturnus,2012-10-26,300
P121467,Thamnophilus_schistaceus,2012-10-31,305
P121508,Gymnopithys_salvini,2012-11-02,307
P121575,Tangara_schrankii,2012-11-19,324
P121580,Terenotriccus_erythrurus,2012-11-19,324
P121593,Myrmotherula_longipennis,2012-11-20,325
P121775,Phaethornis_koepckeae,2012-12-03,338
P121756,Arremon_taciturnus,2012-12-03,338
P121798,Thamnophilus_schistaceus,2012-12-06,341
P130002,Rhytipterna_simplex,2013-08-26,238
P130003,Gymnopithys_salvini,2013-08-26,238
P130060,Thamnophilus_schistaceus,2013-08-28,240
P130298,Gymnopithys_salvini,2013-09-14,257
P130269,Arremon_taciturnus,2013-09-10,253
P130182,Gymnopithys_salvini,2013-09-06,249
P130067,Thamnophilus_schistaceus,2013-08-28,240
P130131,Arremon_taciturnus,2013-09-03,246
P130155,Gymnopithys_salvini,2013-09-05,248
P130180,Gymnopithys_salvini,2013-09-06,249
P110275,Philydor_erythropterum,2011-10-19,292
P116034,Philydor_rufum,2011-08-14,226
SP121325,Cyphorhinus_thoracicus,2012-11-11,316
P130335,Myrmeciza_hemimelaena,2013-09-16,259
P130332,Deconychura_longicauda,2013-09-16,259
P130334,Rhytipterna_simplex,2013-09-16,259
P130351,Arremon_taciturnus,2013-09-17,260
P130353,Automolus_ochrolaemus,2013-09-17,260
P130443,Phlegopsis_nigromaculata,2013-09-24,267
P130355,Terenotriccus_erythrurus,2013-09-17,260
P130392,Deconychura_longicauda,2013-09-20,263
SP121058,Phylloscartes_ophthalmicus,2012-09-29,273
P130887,Myrmeciza_hemimelaena,2013-11-05,309
SP110004,Trichothraupis_melanops,2011-09-02,245
SP121047,Phylloscartes_ophthalmicus,2012-09-29,273
SP120068,Phylloscartes_ophthalmicus,2012-06-29,181
SP110027,Thripadectes_melanorhynchus,2011-09-12,255
SP110036,Trichothraupis_melanops,2011-09-16,259
SP110039,Thripadectes_melanorhynchus,2011-09-16,259
SP110038,Trichothraupis_melanops,2011-09-16,259
SP110048,Thripadectes_melanorhynchus,2011-09-19,262
SP110069,Thripadectes_melanorhynchus,2011-09-21,264
SP110094,Cyphorhinus_thoracicus,2011-09-25,268
SP120074,Phylloscartes_ophthalmicus,2012-06-24,176
SP110042,Cyphorhinus_thoracicus,2011-09-17,260
SP110047,Thripadectes_melanorhynchus,2011-09-19,262
SP110126,Cyphorhinus_thoracicus,2011-10-01,274
SP121322,Phylloscartes_ophthalmicus,2012-11-10,315
SP110320,Trichothraupis_melanops,2011-10-27,300
SP121333,Phylloscartes_ophthalmicus,2012-11-11,316
P120863,Pipra_chloromeros,2012-08-15,228
SP110367,Thripadectes_melanorhynchus,2011-11-02,306
P110034,Pipra_chloromeros,2011-09-28,271
P110053,Pipra_chloromeros,2011-09-29,272
P110110,Pipra_chloromeros,2011-10-06,279
SP120061,Thripadectes_melanorhynchus,2012-06-26,178
SP120062,Trichothraupis_melanops,2012-06-26,178
P110122,Pipra_chloromeros,2011-10-07,280
SP120670,Trichothraupis_melanops,2012-07-25,207
SP120675,Lophotriccus_pileatus,2012-07-25,207
P110210,Pipra_chloromeros,2011-10-14,287
P110246,Pipra_chloromeros,2011-10-18,291
P110278,Pipra_chloromeros,2011-10-19,292
SP120764,Trichothraupis_melanops,2012-08-10,223
SP120874,Myrmotherula_longicauda,2012-08-30,243
P110356,Pipra_chloromeros,2011-11-01,305
SP120772,Lophotriccus_pileatus,2012-08-10,223
P110357,Pipra_chloromeros,2011-11-01,305
P110360,Pipra_chloromeros,2011-11-01,305
P110361,Pipra_chloromeros,2011-11-01,305
SP121001,Cyphorhinus_thoracicus,2012-09-24,268
P110412,Pipra_chloromeros,2011-11-04,308
SP121002,Thripadectes_melanorhynchus,2012-09-24,268
SP121019,Thripadectes_melanorhynchus,2012-09-27,271
SP121022,Trichothraupis_melanops,2012-09-27,271
SP121025,Cyphorhinus_thoracicus,2012-09-27,271
SP121031,Cyphorhinus_thoracicus,2012-09-27,271
SP121046,Thripadectes_melanorhynchus,2012-09-29,273
SP121057,Cyphorhinus_thoracicus,2012-09-29,273
SP121059,Cyphorhinus_thoracicus,2012-09-29,273
SP121064,Cyphorhinus_thoracicus,2012-09-29,273
SP121065,Cyphorhinus_thoracicus,2012-09-29,273
SP121066,Cyphorhinus_thoracicus,2012-09-29,273
P115955,Pipra_chloromeros,2011-08-10,222
P116053,Pipra_chloromeros,2011-08-14,226
SP121090,Thripadectes_melanorhynchus,2012-10-02,276
SP121098,Thripadectes_melanorhynchus,2012-10-03,277
P116054,Pipra_chloromeros,2011-08-14,226
SP121163,Thripadectes_melanorhynchus,2012-10-20,294
SP121172,Lophotriccus_pileatus,2012-10-22,296
SP121216,Myrmotherula_schisticolor,2012-10-23,297
SP121185,Myrmotherula_schisticolor,2012-10-23,297
P116171,Pipra_chloromeros,2011-08-18,230
W130408,Pipreola_arcuata,2013-10-01,274
W120299,Pipreola_intermedia,2012-08-15,228
SP121273,Cyphorhinus_thoracicus,2012-11-07,312
W130376,Pipreola_intermedia,2013-09-28,271
W130860,Pipreola_intermedia,2013-11-24,328
P116149,Myrmoborus_myotherinus,2011-08-18,230
P116155,Myrmeciza_fortis,2011-08-18,230
P120889,Platyrinchus_platyrhynchos,NA,NA
SP121407,Premnoplex_brunnescens,2012-11-22,327
P116177,Lepidothrix_coronata,2011-08-18,230
SP121418,Premnoplex_brunnescens,2012-11-24,329
W130753,Pyrrhomyias_cinnamomeus,2013-11-25,329
P116220,Rhegmatorhina_melanosticta,2011-08-19,231
P116221,Rhegmatorhina_melanosticta,2011-08-19,231
P116222,Rhegmatorhina_melanosticta,2011-08-19,231
P116223,Thalurania_furcata,2011-08-19,231
P116218,Rhegmatorhina_melanosticta,2011-08-19,231
P116233,Mionectes_olivaceus,2011-08-19,231
P116441,Mionectes_olivaceus,2011-09-04,247
P116443,Cyanocompsa_cyanoides,2011-09-04,247
P116485,Mionectes_olivaceus,2011-09-06,249
P116487,Mionectes_olivaceus,2011-09-06,249
P116489,Mionectes_olivaceus,2011-09-06,249
P120616,Ancistrops_strigilatus,2012-06-24,176
P130803,Ramphotrigon_fuscicauda,2013-10-31,304
P120844A,Cyanocompsa_cyanoides,2012-08-13,226
P121028,Ancistrops_strigilatus,2012-09-03,247
P121441,Cyanocompsa_cyanoides,2012-10-27,301
P130185,Cyanocompsa_cyanoides,2013-09-06,249
P130219,Cyanocompsa_cyanoides,2013-09-07,250
P130491,Rhegmatorhina_melanosticta,2013-09-25,268
TU120029,Rhynchocyclus_fulvipectus,2012-10-14,288
P121006,Rupicola_peruvianus,NA,NA
P130372,Mionectes_olivaceus,2013-09-19,262
SP120072,Tangara_arthus,2012-06-29,181
SP121138,Tangara_arthus,2012-10-17,291
SP110164,Sporophila_nigricollis,2011-10-05,278
SP110196,Sporophila_nigricollis,2011-10-08,281
SP110197,Sporophila_nigricollis,2011-10-08,281
P116163,Thamnomanes_ardesiacus,2011-08-20,232
SP120070,Diglossa_glauca,2012-06-29,181
SP121054,Ammodramus_aurifrons,2012-09-29,273
SP121051,Xiphorhynchus_triangularis,2012-09-29,273
SP121114,Mionectes_olivaceus,2012-10-04,278
SP121171,Mionectes_olivaceus,2012-10-22,296
P116360,Thamnomanes_schistogynus,2011-08-30,242
SP121239,Mionectes_olivaceus,2012-11-06,311
SP121313,Cyanerpes_caeruleus,2012-11-10,315
SP121331,Cyanerpes_caeruleus,2012-11-11,316
P116378,Thamnomanes_schistogynus,2011-08-30,242
P120850,Thamnophilus_schistaceus,2012-08-13,226
SP13248,Ammodramus_aurifrons,2013-10-21,294
TL120053,Anisognathus_somptuosus,2012-10-29,303
TL120055,Anisognathus_somptuosus,2012-10-29,303
W120322,Thraupis_cyanocephala,2012-08-27,240
TL120060,Iridosornis_analis,2012-10-29,303
TL120062,Iridosornis_analis,2012-10-30,304
TU120049,Buthraupis_montana,2012-10-15,289
TU120050,Buthraupis_montana,2012-10-15,289
W120530,Thraupis_cyanocephala,NA,NA
W130603,Thraupis_cyanocephala,2013-11-06,310
SP120954,Thripadectes_melanorhynchus,2012-09-05,249
P110144,Turdus_albicollis,2011-10-10,283
P116200,Willisornis_poecilinotus,2011-08-18,230
W120483,Buthraupis_montana,2012-09-06,250
W120518,Thraupis_cyanocephala,2012-09-11,255
W120525,Thraupis_cyanocephala,2012-09-12,256
P120795,Xiphorhynchus_elegans,2012-07-19,201
W120691,Dubusia_taeniata,2012-10-15,289
W120715,Haplospiza_rustica,2012-10-16,290
W120826,Haplospiza_rustica,2012-10-21,295
W120876,Thraupis_cyanocephala,2012-10-25,299
W130188,Thraupis_cyanocephala,2013-09-03,246
W130234,Buthraupis_montana,2013-09-08,251
W130515,Haplospiza_rustica,2013-10-23,296
W130566,Thraupis_cyanocephala,2013-10-31,304
W130559,Thraupis_cyanocephala,2013-10-31,304
P120783,Xiphorhynchus_elegans,2012-07-14,196
W130623,Thraupis_cyanocephala,2013-11-09,313
W130648,Thraupis_cyanocephala,2013-11-10,314
W130654,Thraupis_cyanocephala,2013-11-10,314
W130814,Haplospiza_rustica,2013-11-20,324
W130850,Haplospiza_rustica,2013-11-24,328
