,species_jetz,sample,Sample_label,Sample_No,Full_Label,species_clean,species_binomial,family,sociality,elevation_cat,foraging_cat,Powder.lvl,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,ectoparasite_code,species.x,species_taxonomy_SACC_2021,elevation_midpoint,elevation_all_years,elevation,Species_parameters,Station,day,month,year,full_date,date_status,date,year_seasonality,mass_ind_tidy,note_mass,mass_tidy_species,mass_ind_comp,species.y,degree,w_degree,degree_species,w_degree_species,elevation.y
130,Chlorothraupis_carmioli,116204,P11,6204,P116204,Chlorothraupis carmioli,Chlorothraupis_carmioli,Cardinalidae,1,lowland_manu,other,low,1,2,1,1,0,1,0,1,0,0,21,0,0,Chlorothraupis_carmioli,19_8_2011_pantiacolla_Chlorothraupis carmioli,Chlorothraupis carmioli,Chlorothraupis_carmioli,600,600,600,Chlorothraupis carmioli,pantiacolla,19,8,2011,2011-08-19,NA,2011-08-19,231,40.6,NA,37.5053125,3.0946875,Chlorothraupis_carmioli,55,4.792229977,60,5.179619391,600
131,Chlorothraupis_carmioli,130628,P13,628,P130628,Chlorothraupis carmioli,Chlorothraupis_carmioli,Cardinalidae,1,lowland_manu,other,low,1,1,1,0,0,1,0,0,1,0,0,0,0,NA,3_10_2013_pantiacolla_Chlorothraupis carmioli,Chlorothraupis carmioli,Chlorothraupis_carmioli,600,600,600,Chlorothraupis carmioli,pantiacolla,3,10,2013,2013-10-03,NA,2013-10-03,276,41.95,NA,37.5053125,4.4446875,Chlorothraupis_carmioli,55,4.792229977,60,5.179619391,600
132,Conopophaga_peruviana,116082,P11,6082,P116082,Conopophaga peruviana,Conopophaga_peruviana,Conopophagidae,1,lowland_manu,ground,low,1,2,1,1,0,9,5,1,3,0,58,0,0,Conopophaga_peruviana,15_8_2011_pantiacolla_Conopophaga peruviana,Conopophaga peruviana,Conopophaga_peruviana,415.5,415,415,Conopophaga peruviana,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,20.01,NA,24.6675,-4.6575,Conopophaga_peruviana,2,0.061666667,2,0.061666667,415
133,Cyanerpes_caeruleus,121313,SP12,1313,SP121313,Cyanerpes caeruleus,Cyanerpes_caeruleus,Thraupidae,1,montane_manu,canopy,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,10_11_2012_san_pedro_Cyanerpes caeruleus,Cyanerpes caeruleus,Cyanerpes_caeruleus,1124,1262,1262,Cyanerpes caeruleus,san_pedro,10,11,2012,2012-11-10,NA,2012-11-10,315,13.4,NA,12.668,0.732,Cyanerpes_caeruleus,41,3.059943029,67,5.757468603,1262
134,Cyanerpes_caeruleus,121331,SP12,1331,SP121331,Cyanerpes caeruleus,Cyanerpes_caeruleus,Thraupidae,1,montane_manu,canopy,low,1,1,0,1,0,0,0,0,0,0,3,0,0,Cyanerpes_caeruleus,11_11_2012_san_pedro_Cyanerpes caeruleus,Cyanerpes caeruleus,Cyanerpes_caeruleus,1124,1262,1262,Cyanerpes caeruleus,san_pedro,11,11,2012,2012-11-11,NA,2012-11-11,316,13.4,NA,12.668,0.732,Cyanerpes_caeruleus,41,3.059943029,67,5.757468603,1262
135,Cyanocompsa_cyanoides,121441,P12,1441,P121441,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,lowland_manu,ground,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,27_10_2012_pantiacolla_Cyanocompsa cyanoides,Cyanocompsa cyanoides,Cyanoloxia_cyanoides,423.5,385,385,Cyanocompsa cyanoides,pantiacolla,27,10,2012,2012-10-27,NA,2012-10-27,301,26.11,NA,26.23404255,-0.12404255,Cyanoloxia_cyanoides,11,1.05491296,13,1.138794539,385
136,Cyanocompsa_cyanoides,116443,P11,6443,P116443,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,lowland_manu,ground,low,1,1,1,0,0,1,-,-,-,0,0,0,0,NA,4_9_2011_pantiacolla_Cyanocompsa cyanoides,Cyanocompsa cyanoides,Cyanoloxia_cyanoides,423.5,397,397,Cyanocompsa cyanoides,pantiacolla,4,9,2011,2011-09-04,NA,2011-09-04,247,26.23404255,raw data have NA so I used the average for the species ,26.23404255,0,Cyanoloxia_cyanoides,11,1.05491296,13,1.138794539,397
137,Cyanocompsa_cyanoides,130219,P13,219,P130219,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,lowland_manu,ground,low,1,2,1,1,0,1,1,0,0,0,3,0,0,Cyanoloxia_cyanoides,7_9_2013_pantiacolla_Cyanocompsa cyanoides,Cyanocompsa cyanoides,Cyanoloxia_cyanoides,423.5,398,398,Cyanocompsa cyanoides,pantiacolla,7,9,2013,2013-09-07,NA,2013-09-07,250,26.23404255,raw data have NA so I used the average for the species ,26.23404255,0,Cyanoloxia_cyanoides,13,1.138794539,13,1.138794539,398
138,Cyanocompsa_cyanoides,110405,P11,405,P110405,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,lowland_manu,ground,med,1,1,0,1,0,0,0,0,0,0,59,0,0,Cyanocompsa_cyanoides,3_11_2011_pantiacolla_Cyanocompsa cyanoides,Cyanocompsa cyanoides,Cyanoloxia_cyanoides,423.5,414,414,Cyanocompsa cyanoides,pantiacolla,3,11,2011,2011-11-03,NA,2011-11-03,307,26.56,NA,26.23404255,0.32595745,Cyanoloxia_cyanoides,13,1.138794539,13,1.138794539,414
139,Cyanocompsa_cyanoides,115910,P11,5910,P115910,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,lowland_manu,ground,high,1,1,0,1,0,0,0,0,0,0,278,0,1,Cyanocompsa_cyanoides,9_8_2011_pantiacolla_Cyanocompsa cyanoides,Cyanocompsa cyanoides,Cyanoloxia_cyanoides,423.5,397,397,Cyanocompsa cyanoides,pantiacolla,9,8,2011,2011-08-09,NA,2011-08-09,221,26.92,NA,26.23404255,0.68595745,Cyanoloxia_cyanoides,11,1.05491296,13,1.138794539,397
140,Cyanocompsa_cyanoides,130185,P13,185,P130185,Cyanoloxia cyanoides,Cyanoloxia_cyanoides,Cardinalidae,1,lowland_manu,ground,low,1,2,1,1,0,2,0,1,1,0,16,0,0,Cyanoloxia_cyanoides,6_9_2013_pantiacolla_Cyanocompsa cyanoides,Cyanocompsa cyanoides,Cyanoloxia_cyanoides,423.5,398,398,Cyanocompsa cyanoides,pantiacolla,6,9,2013,2013-09-06,NA,2013-09-06,249,27.7,NA,26.23404255,1.46595745,Cyanoloxia_cyanoides,13,1.138794539,13,1.138794539,398
141,Deconychura_longicauda,116048,P11,6048,P116048,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,lowland_manu,midhigh,med,1,2,0,1,1,0,0,0,0,0,4,0,0,Deconychura_longicauda,14_8_2011_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,439,415,415,Deconychura longicauda,pantiacolla,14,8,2011,2011-08-14,NA,2011-08-14,226,23.83,NA,30.6912,-6.8612,Deconychura_longicauda,15,3.11350402,16,4.11350402,415
142,Deconychura_longicauda,116089,P11,6089,P116089,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,lowland_manu,midhigh,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,15_8_2011_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,439,415,415,Deconychura longicauda,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,28.74,NA,30.6912,-1.9512,Deconychura_longicauda,15,3.11350402,16,4.11350402,415
143,Deconychura_longicauda,130392,P13,392,P130392,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,lowland_manu,midhigh,high,1,1,0,1,0,0,0,0,0,0,5,0,0,Deconychura_longicauda,20_9_2013_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,439,410,410,Deconychura longicauda,pantiacolla,20,9,2013,2013-09-20,NA,2013-09-20,263,29.64,NA,30.6912,-1.0512,Deconychura_longicauda,14,2.61350402,16,4.11350402,410
144,Deconychura_longicauda,130332,P13,332,P130332,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,lowland_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,16_9_2013_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,439,415,415,Deconychura longicauda,pantiacolla,16,9,2013,2013-09-16,NA,2013-09-16,259,30,NA,30.6912,-0.6912,Deconychura_longicauda,15,3.11350402,16,4.11350402,415
145,Deconychura_longicauda,116261,P11,6261,P116261,Deconychura longicauda,Deconychura_longicauda,Dendrocolaptidae,1,lowland_manu,midhigh,med,1,1,0,1,0,0,0,0,0,0,217,46,46,Deconychura_longicauda,20_8_2011_pantiacolla_Deconychura longicauda,Deconychura longicauda,Deconychura_longicauda,439,600,600,Deconychura longicauda,pantiacolla,20,8,2011,2011-08-20,NA,2011-08-20,232,31.32,NA,30.6912,0.6288,Deconychura_longicauda,11,1.787313544,16,4.11350402,600
146,Philydor_erythropterum,110275,P11,275,P110275,Dendroma erythroptera,Dendroma_erythroptera,Furnariidae,1,lowland_manu,midhigh-canopy,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19_10_2011_pantiacolla_Philydor erythropterum,NA,Dendroma_erythroptera,430,422,422,Philydor erythropterum,pantiacolla,19,10,2011,2011-10-19,NA,2011-10-19,292,28.01,NA,30,-1.99,Dendroma_erythroptera,20,2.801011406,21,3.301011406,422
147,Diglossa_glauca,120070,SP12,70,SP120070,Diglossa glauca,Diglossa_glauca,Thraupidae,1,montane_manu,midhigh,low,1,2,1,1,0,4,2,1,1,yes,118,0,0,Diglossa_glauca,29_6_2012_san_pedro_Diglossa glauca,Diglossa glauca,Diglossa_glauca,1758,1387,1387,Diglossa glauca,san_pedro,29,6,2012,2012-06-29,NA,2012-06-29,181,12.2,NA,12.82984848,-0.62984848,Diglossa_glauca,35,3.914272405,41,4.780878022,1387
148,Epinecrophylla_erythrura,110396,P11,396,P110396,Epinecrophylla erythrura,Epinecrophylla_erythrura,Thamnophilidae,1,lowland_manu,midhigh,low,1,2,1,1,0,1,0,0,1,0,1,0,1,Epinecrophylla_erythrura,2_11_2011_pantiacolla_Epinecrophylla erythrura,Epinecrophylla erythrura,Epinecrophylla_erythrura,424,414,414,Epinecrophylla erythrura,pantiacolla,2,11,2011,2011-11-02,NA,2011-11-02,306,11.1,NA,10.562,0.538,Epinecrophylla_erythrura,60,5.426428887,64,5.838193593,414
149,Epinecrophylla_leucophthalma,116037,P11,6037,P116037,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,Thamnophilidae,1,lowland_manu,understory,low,1,1,0,1,0,0,0,0,0,0,4,0,0,Epinecrophylla_leucophthalma,14_8_2011_pantiacolla_Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,415,415,415,Epinecrophylla leucophthalma,pantiacolla,14,8,2011,2011-08-14,NA,2011-08-14,226,11.01,NA,10.10645161,0.90354839,Epinecrophylla_leucophthalma,53,5.240101384,54,5.323434718,415
150,Epinecrophylla_leucophthalma,110318,P11,318,P110318,Epinecrophylla leucophthalma,Epinecrophylla_leucophthalma,Thamnophilidae,1,lowland_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25_10_2011_pantiacolla_Epinecrophylla leucophthalma,NA,Epinecrophylla_leucophthalma,415,410,410,Epinecrophylla leucophthalma,pantiacolla,25,10,2011,2011-10-25,NA,2011-10-25,298,12,NA,10.10645161,1.89354839,Epinecrophylla_leucophthalma,52,5.163178307,54,5.323434718,410
151,Euphonia_xanthogaster,110273,P11,273,P110273,Euphonia xanthogaster,Euphonia_xanthogaster,Thraupidae,1,lowland_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,19,0,0,Euphonia_xanthogaster,19_10_2011_pantiacolla_Euphonia xanthogaster,Euphonia xanthogaster,Euphonia_xanthogaster,1337,422,422,Euphonia xanthogaster,pantiacolla,19,10,2011,2011-10-19,NA,2011-10-19,292,14.1,NA,13.62148594,0.47851406,Euphonia_xanthogaster,52,2.317508161,110,8.935766985,422
152,Galbula_cyanescens,130765,P13,765,P130765,Galbula cyanescens,Galbula_cyanescens,Galbulidae,1,lowland_manu,midhigh,very low,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,13_10_2013_pantiacolla_Galbula cyanescens,Galbula cyanescens,Galbula_cyanescens,486.5,392,392,Galbula cyanescens,pantiacolla,13,10,2013,2013-10-13,NA,2013-10-13,286,24.94,NA,24.96074074,-0.02074074,Galbula_cyanescens,5,0.542421652,18,1.936167346,392
153,Galbula_cyanescens,120878,SP12,SP120878,SP120878,Galbula cyanescens,Galbula_cynescens,Galbulidae,1,montane_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30_8_2012_san_pedro_Galbula cyanescens,Galbula cyanescens,Galbula_cyanescens,486.5,1376,1376,Galbula cyanescens,san_pedro,30,8,2012,2012-08-30,NA,2012-08-30,243,25.7,NA,24.96074074,0.73925926,Galbula_cyanescens,10,0.814447448,18,1.936167346,1376
154,Glyphorynchus_spirurus,121245,P12,1245,P121245,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,1,2,1,1,0,2,1,0,1,0,14,3,3,Glyphorynchus_spirurus,9_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,421,837,837,Glyphorynchus spirurus,pantiacolla,9,10,2012,2012-10-09,NA,2012-10-09,283,14.39,NA,15.41370221,-1.02370221,Glyphorynchus_spirurus,75,7.268493963,106,8.887999604,837
155,Glyphorynchus_spirurus,120703,P12,703,P120703,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,1,1,0,1,0,0,0,0,0,0,1,0,1,Glyphorynchus_spirurus,30_6_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,421,415,415,Glyphorynchus spirurus,pantiacolla,30,6,2012,2012-06-30,NA,2012-06-30,182,14.9,NA,15.41370221,-0.51370221,Glyphorynchus_spirurus,92,8.411775114,106,8.887999604,415
156,Glyphorynchus_spirurus,121238,P12,1238,P121238,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Glyphorynchus_spirurus,9_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,421,837,837,Glyphorynchus spirurus,pantiacolla,9,10,2012,2012-10-09,NA,2012-10-09,283,15.46,NA,15.41370221,0.04629779,Glyphorynchus_spirurus,75,7.268493963,106,8.887999604,837
157,Glyphorynchus_spirurus,116420,P11,6420,P116420,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2_9_2011_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,421,385,385,Glyphorynchus spirurus,pantiacolla,2,9,2011,2011-09-02,NA,2011-09-02,245,15.58,NA,15.41370221,0.16629779,Glyphorynchus_spirurus,37,4.327743608,106,8.887999604,385
158,Glyphorynchus_spirurus,121271,P12,1271,P121271,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,1,1,0,1,0,0,0,0,0,0,19,0,0,Glyphorynchus_spirurus,10_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,421,837,837,Glyphorynchus spirurus,pantiacolla,10,10,2012,2012-10-10,NA,2012-10-10,284,15.69,NA,15.41370221,0.27629779,Glyphorynchus_spirurus,75,7.268493963,106,8.887999604,837
159,Glyphorynchus_spirurus,121359,P12,1359,P121359,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,1,2,1,1,0,17,4,10,3,0,24,1,23,Glyphorynchus_spirurus,20_10_2012_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,421,415,415,Glyphorynchus spirurus,pantiacolla,20,10,2012,2012-10-20,NA,2012-10-20,294,16.05,NA,15.41370221,0.63629779,Glyphorynchus_spirurus,92,8.411775114,106,8.887999604,415
160,Glyphorynchus_spirurus,130040,P13,40,P130040,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,1,1,1,0,0,1,0,1,0,0,0,0,0,NA,27_8_pantiacolla_Glyphorynchus spirurus,NA,Glyphorynchus_spirurus,421,NA,432,Glyphorynchus spirurus,pantiacolla,27,8,2013,2013-08-27,NA,2013-08-27,239,17.03,NA,15.41370221,1.61629779,Glyphorynchus_spirurus,93,8.513424774,106,8.887999604,432
161,Glyphorynchus_spirurus,116231,P11,6231,P116231,Glyphorynchus spirurus,Glyphorynchus_spirurus,Dendrocolaptidae,1,lowland_manu,canopy,low,1,2,1,1,0,7,3,1,3,0,10,0,0,Glyphorynchus_spirurus,19_8_2011_pantiacolla_Glyphorynchus spirurus,Glyphorynchus spirurus,Glyphorynchus_spirurus,421,600,600,Glyphorynchus spirurus,pantiacolla,19,8,2011,2011-08-19,NA,2011-08-19,231,17.65,NA,15.41370221,2.23629779,Glyphorynchus_spirurus,85,8.107434481,106,8.887999604,600
162,Habia_rubica,120713,P12,713,P120713,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,low,1,1,1,0,0,3,1,1,1,0,0,0,0,NA,30_6_2012_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,415,415,Habia rubica,pantiacolla,30,6,2012,2012-06-30,NA,2012-06-30,182,28.4,NA,33.58774194,-5.18774194,Habia_rubica,19,2.014367205,19,2.014367205,415
163,Habia_rubica,116085,P11,6085,P116085,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,low,1,2,1,1,0,11,2,4,5,0,26,0,0,Habia_rubica,15_8_2011_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,415,415,Habia rubica,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,29.1,NA,33.58774194,-4.48774194,Habia_rubica,19,2.014367205,19,2.014367205,415
164,Habia_rubica,116058,P11,6058,P116058,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,med,1,2,1,1,0,15,5,4,6,0,94,0,0,Habia_rubica,14_8_2011_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,415,415,Habia rubica,pantiacolla,14,8,2011,2011-08-14,NA,2011-08-14,226,32.88,NA,33.58774194,-0.70774194,Habia_rubica,19,2.014367205,19,2.014367205,415
165,Habia_rubica,120913,P12,913,P120913,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,low,1,2,1,1,0,1,0,0,1,0,18,0,0,Habia_rubica,22_8_2012_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,438,438,Habia rubica,pantiacolla,22,8,2012,2012-08-22,NA,2012-08-22,235,33,error in mass used average,33.58774194,-0.58774194,Habia_rubica,19,2.014367205,19,2.014367205,438
166,Habia_rubica,120712,P12,712,P120712,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,180,0,0,Habia_rubica,30_6_2012_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,415,415,Habia rubica,pantiacolla,30,6,2012,2012-06-30,NA,2012-06-30,182,33.65,NA,33.58774194,0.06225806,Habia_rubica,19,2.014367205,19,2.014367205,415
167,Habia_rubica,110069,P11,69,P110069,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,low,1,2,1,1,0,2,0,0,2,0,33,0,0,Habia_rubica,30_9_2011_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,392,392,Habia rubica,pantiacolla,30,9,2011,2011-09-30,NA,2011-09-30,273,34.59,NA,33.58774194,1.00225806,Habia_rubica,11,0.697700539,19,2.014367205,392
168,Habia_rubica,110087,P11,87,P110087,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Habia_rubica,3_10_2011_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,392,392,Habia rubica,pantiacolla,3,10,2011,2011-10-03,NA,2011-10-03,276,34.9,NA,33.58774194,1.31225806,Habia_rubica,11,0.697700539,19,2.014367205,392
169,Habia_rubica,121426,P12,1426,P121426,Habia rubica,Habia_rubica,Cardinalidae,1,lowland_manu,midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,26_10_2012_pantiacolla_Habia rubica,Habia rubica,Habia_rubica,413,385,385,Habia rubica,pantiacolla,26,10,2012,2012-10-26,NA,2012-10-26,300,35.17,NA,33.58774194,1.58225806,Habia_rubica,10,0.543854385,19,2.014367205,385
170,Myrmeciza_fortis,116155,P11,6155,P116155,Hafferia fortis,Percnostola_fortis,Thamnophilidae,1,lowland_manu,ground,med,1,2,1,1,0,1,0,1,0,0,47,1,1,Percnostola_fortis,18_8_2011_pantiacolla_Myrmeciza fortis,Myrmeciza fortis,Hafferia_fortis,422.5,600,600,Myrmeciza fortis,pantiacolla,18,8,2011,2011-08-18,NA,2011-08-18,230,46.42,NA,48.60083333,-2.18083333,Hafferia_fortis,9,0.388662668,9,0.388662668,600
171,Iridosornis_analis,120062,TL12,62,TL120062,Iridosornis analis,Iridosornis_analis,Thraupidae,1,montane_manu,understory,med,1,2,1,1,0,5,1,2,2,0,3,0,0,Iridosornis_analis,30_10_2012_san_pedro_Iridosornis analis,Iridosornis analis,Iridosornis_analis,1541,1514,1514,Iridosornis analis,san_pedro,30,10,2012,2012-10-30,NA,2012-10-30,304,27.95,NA,27.53977273,0.41022727,Iridosornis_analis,61,7.731017908,66,8.128682743,1514
172,Iridosornis_analis,120060,TL12,60,TL120060,Iridosornis analis,Iridosornis_analis,Thraupidae,1,montane_manu,understory,med,1,2,1,1,0,1,0,1,0,0,23,0,0,Iridosornis_analis,29_10_2012_san_pedro_Iridosornis analis,Iridosornis analis,Iridosornis_analis,1541,1514,1514,Iridosornis analis,san_pedro,29,10,2012,2012-10-29,NA,2012-10-29,303,31.11,NA,27.53977273,3.57022727,Iridosornis_analis,61,7.731017908,66,8.128682743,1514
173,Iridosornis_jelskii,120676,W12,676,W120676,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,2,0,0,Iridosornis_jelskii,14_10_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2833,Iridisornis jelskii,wayqecha,14,10,2012,2012-10-14,NA,2012-10-14,288,17.94,NA,20.34714286,-2.40714286,Iridosornis_jelskii,23,2.685575813,23,2.685575813,2833
174,Iridosornis_jelskii,120455,W12,455,W120455,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,3_9_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2816,Iridisornis jelskii,wayqecha,3,9,2012,2012-09-03,NA,2012-09-03,247,18.23,NA,20.34714286,-2.11714286,Iridosornis_jelskii,22,2.531729659,23,2.685575813,2816
175,Iridosornis_jelskii,120468,W12,468,W120468,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Iridosornis_jelskii,5_9_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2816,Iridisornis jelskii,wayqecha,5,9,2012,2012-09-05,NA,2012-09-05,249,19.02,NA,20.34714286,-1.32714286,Iridosornis_jelskii,22,2.531729659,23,2.685575813,2816
176,Iridosornis_jelskii,121223,W12,1223,W121223,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Iridosornis_jelskii,11_12_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2617,Iridisornis jelskii,wayqecha,11,12,2012,2012-12-11,NA,2012-12-11,346,19.27,NA,20.34714286,-1.07714286,Iridosornis_jelskii,20,1.976174103,23,2.685575813,2617
177,Iridosornis_jelskii,120474,W12,474,W120474,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,2,1,1,Iridosornis_jelskii,6_9_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2816,Iridisornis jelskii,wayqecha,6,9,2012,2012-09-06,NA,2012-09-06,250,19.31,NA,20.34714286,-1.03714286,Iridosornis_jelskii,22,2.531729659,23,2.685575813,2816
178,Iridosornis_jelskii,120877,W12,877,W120877,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,10,0,0,Iridosornis_jelskii,25_10_2012_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2973,Iridisornis jelskii,wayqecha,25,10,2012,2012-10-25,NA,2012-10-25,299,19.5,NA,20.34714286,-0.84714286,Iridosornis_jelskii,21,2.483555611,23,2.685575813,2973
179,Iridosornis_jelskii,130637,W13,637,W130637,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,2,1,1,0,7,3,2,2,0,189,2,2,Iridosornis_jelskii,9_11_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2521,Iridisornis jelskii,wayqecha,9,11,2013,2013-11-09,NA,2013-11-09,313,20.64,NA,20.34714286,0.29285714,Iridosornis_jelskii,19,1.865062992,23,2.685575813,2521
180,Iridosornis_jelskii,130897,W13,897,W130897,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,high,1,2,1,1,0,1,0,1,0,0,53,0,0,Iridosornis_jelskii,27_11_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2995,Iridisornis jelskii,wayqecha,27,11,2013,2013-11-27,NA,2013-11-27,331,20.76,NA,20.34714286,0.41285714,Iridosornis_jelskii,21,2.483555611,23,2.685575813,2995
181,Iridosornis_jelskii,130914,W13,914,W130914,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,high,1,1,0,1,0,0,0,0,0,0,47,0,0,Iridosornis_jelskii,1_12_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2521,Iridisornis jelskii,wayqecha,1,12,2013,2013-12-01,NA,2013-12-01,335,20.97,NA,20.34714286,0.62285714,Iridosornis_jelskii,19,1.865062992,23,2.685575813,2521
182,Iridosornis_jelskii,130920,W13,920,W130920,Iridosornis jelskii,Iridosornis_jelskii,Thraupidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,19,0,0,Iridosornis_jelskii,1_12_2013_wayqecha_Iridisornis jelskii,NA,Iridosornis_jelskii,2859,NA,2521,Iridisornis jelskii,wayqecha,1,12,2013,2013-12-01,NA,2013-12-01,335,21.11,NA,20.34714286,0.76285714,Iridosornis_jelskii,19,1.865062992,23,2.685575813,2521
