,species_jetz,sample,Sample_label,Sample_No,Full_Label,species_clean,species_binomial,family,sociality,elevation_cat,foraging_cat,Powder.lvl,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,ectoparasite_code,species.x,species_taxonomy_SACC_2021,elevation_midpoint,elevation_all_years,elevation,Species_parameters,Station,day,month,year,full_date,date_status,date,year_seasonality,mass_ind_tidy,note_mass,mass_tidy_species,mass_ind_comp,species.y,degree,w_degree,degree_species,w_degree_species,elevation.y
274,Leptopogon_superciliaris,120889,SP12,889,SP120889,Leptopogon superciliaris,Leptopogon_superciliaris,Tyrannidae,1,montane_manu,midhigh,low,1,1,0,1,0,0,0,0,0,0,2,0,1,Leptopogon_superciliaris,2_9_2012_san_pedro_Leptopogon superciliaris,Leptopogon superciliaris,Leptopogon_superciliaris,1387,1395,1395,Leptopogon superciliaris,san_pedro,2,9,2012,2012-09-02,NA,2012-09-02,246,18.3,NA,13.20830645,5.09169355,Leptopogon_superciliaris,77,9.064686966,111,10.01949443,1395
275,Malacoptila_fulvogularis,120917,SP12,SP120917,SP120917,Malacoptila fulvogularis,Malacoptila_fulvogularis,Bucconidae,1,montane_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Malacoptila_fulvogularis,3_9_2012_san_pedro_Malacoptila fulvogularis,Malacoptila fulvogularis,Malacoptila_fulvogularis,1395,1395,1395,Malacoptila fulvogularis,san_pedro,3,9,2012,2012-09-03,NA,2012-09-03,247,34.2,NA,48.74470588,-14.54470588,Malacoptila_fulvogularis,14,1.402664,15,1.493573091,1395
276,Malacoptila_fulvogularis,120813,SP12,SP120813,SP120813,Malacoptila fulvogularis,Malacoptila_fulvogularis,Bucconidae,1,montane_manu,undersory-midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19_8_2012_san_pedro_Malacoptila fulvogularis,Malacoptila fulvogularis,Malacoptila_fulvogularis,1395,1337,1337,Malacoptila fulvogularis,san_pedro,19,8,2012,2012-08-19,NA,2012-08-19,232,44.05,NA,48.74470588,-4.69470588,Malacoptila_fulvogularis,14,1.402664,15,1.493573091,1337
277,Malacoptila_fulvogularis,121276,SP12,SP121276,SP121276,Malacoptila fulvogularis,Malacoptila_fulvogularis,Bucconidae,1,montane_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,22,0,0,Malacoptila_fulvogularis,7_11_2012_san_pedro_Malacoptila fulvogularis,Malacoptila fulvogularis,Malacoptila_fulvogularis,1395,1307,1307,Malacoptila fulvogularis,san_pedro,7,11,2012,2012-11-07,NA,2012-11-07,312,48.15,NA,48.74470588,-0.59470588,Malacoptila_fulvogularis,14,1.326906425,15,1.493573091,1307
278,Malacoptila_fulvogularis,13356,SP13,SP13356,SP13356,Malacoptila fulvogularis,Malacoptila_fulvogularis,Bucconidae,1,montane_manu,undersory-midhigh,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14_11_2013_san_pedro_Malacoptila fulvogularis,Malacoptila fulvogularis,Malacoptila_fulvogularis,1395,1573,1573,Malacoptila fulvogularis,san_pedro,14,11,2013,2013-11-14,NA,2013-11-14,318,49.27,NA,48.74470588,0.52529412,Malacoptila_fulvogularis,13,0.902664,15,1.493573091,1573
279,Malacoptila_fulvogularis,121235,SP12,SP121235,SP121235,Malacoptila fulvogularis,Malacoptila_fulvogularis,Bucconidae,1,montane_manu,undersory-midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25_10_2012_san_pedro_Malacoptila fulvogularis,Malacoptila fulvogularis,Malacoptila_fulvogularis,1395,1418,1418,Malacoptila fulvogularis,san_pedro,25,10,2012,2012-10-25,NA,2012-10-25,299,50.05,NA,48.74470588,1.30529412,Malacoptila_fulvogularis,14,1.402664,15,1.493573091,1418
280,Malacoptila_fulvogularis,121176,SP12,SP121176,SP121176,Malacoptila fulvogularis,Malacoptila_fulvogularis,Bucconidae,1,montane_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,1,1,1,Malacoptila_fulvogularis,22_10_2012_san_pedro_Malacoptila fulvogularis,Malacoptila fulvogularis,Malacoptila_fulvogularis,1395,1418,1418,Malacoptila fulvogularis,san_pedro,22,10,2012,2012-10-22,NA,2012-10-22,296,50.75,NA,48.74470588,2.00529412,Malacoptila_fulvogularis,14,1.402664,15,1.493573091,1418
281,Malacoptila_fulvogularis,121189,SP12,SP121189,SP121189,Malacoptila fulvogularis,Malacoptila_fulvogularis,Bucconidae,1,montane_manu,undersory-midhigh,low,1,2,1,1,0,1,0,1,0,0,5,0,0,Malacoptila_fulvogularis,22_10_2012_san_pedro_Malacoptila fulvogularis,Malacoptila fulvogularis,Malacoptila_fulvogularis,1395,1418,1418,Malacoptila fulvogularis,san_pedro,22,10,2012,2012-10-22,NA,2012-10-22,296,52.95,NA,48.74470588,4.20529412,Malacoptila_fulvogularis,14,1.402664,15,1.493573091,1418
282,Mecocerculus_stictopterus,121041,W12,1041,W121041,Mecocerculus stictopterus,Mecocerculus_stictopterus,Tyrannidae,1,high_montane_manu,midhigh-canopy,med,1,1,0,1,0,0,0,0,0,0,1,0,0,Mecocerculus_stictopterus,21_11_2012_wayqecha_Mecocerculus stictopterus,Mecocerculus stictopterus,Mecocerculus_stictopterus,2739,2650,2650,Mecocerculus stictopterus,wayqecha,21,11,2012,2012-11-21,NA,2012-11-21,326,9.09,NA,10.18833333,-1.09833333,Mecocerculus_stictopterus,56,8.356397844,65,8.70661462,2650
283,Mionectes_macconnelli,110055,P11,55,P110055,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,low,1,2,1,1,0,8,0,0,8,0,17,0,0,Mionectes_macconnelli,29_9_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes_macconnelli,414,381,381,Mionectes macconnelli,pantiacolla,29,9,2011,2011-09-29,NA,2011-09-29,272,10.35,NA,12.63060606,-2.28060606,Mionectes_macconnelli,8,0.994091568,39,4.140692494,381
284,Mionectes_macconnelli,115959,P11,5959,P115959,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,high,1,2,1,1,0,6,4,1,1,0,268,0,0,Mionectes_macconnelli, 10_8_2011_pantiacolla_Mionectes macconnelli,NA,Mionectes_macconnelli,414,397,397,Mionectes macconnelli,pantiacolla,10,8,2011,2011-08-10,NA,2011-08-10,222,11.85,NA,12.63060606,-0.78060606,Mionectes_macconnelli,27,2.73166171,39,4.140692494,397
285,Mionectes_macconnelli,115960,P11,5960,P115960,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,med,1,2,1,1,0,5,1,0,2,0,75,0,0,Mionectes_macconnelli, 10_8_2011_pantiacolla_Mionectes macconnelli,NA,Mionectes_macconnelli,414,397,397,Mionectes macconnelli,pantiacolla,10,8,2011,2011-08-10,NA,2011-08-10,222,12.32,NA,12.63060606,-0.31060606,Mionectes_macconnelli,27,2.73166171,39,4.140692494,397
286,Mionectes_macconnelli,110192,P11,192,P110192,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,low,1,2,1,1,0,7,1,0,6,0,4,0,0,Mionectes_macconnelli,13_10_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes_macconnelli,414,438,438,Mionectes macconnelli,pantiacolla,13,10,2011,2011-10-13,NA,2011-10-13,286,12.63060606,raw data have NA so I used the average for the species ,12.63060606,0,Mionectes_macconnelli,39,4.140692494,39,4.140692494,438
287,Mionectes_macconnelli,110399,P11,399,P110399,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,low,1,2,1,1,0,1,0,0,1,0,5,3,3,Mionectes_macconnelli,3_11_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes_macconnelli,414,414,414,Mionectes macconnelli,pantiacolla,3,11,2011,2011-11-03,NA,2011-11-03,307,12.75,NA,12.63060606,0.11939394,Mionectes_macconnelli,38,4.015692494,39,4.140692494,414
288,Mionectes_macconnelli,116112,P11,6112,P116112,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,med,1,2,1,1,0,9,3,0,5,0,18,0,0,Mionectes_macconnelli,16_8_2011_pantiacolla_Mionectes macconnelli,NA,Mionectes_macconnelli,414,415,415,Mionectes macconnelli,pantiacolla,16,8,2011,2011-08-16,NA,2011-08-16,228,12.84,NA,12.63060606,0.20939394,Mionectes_macconnelli,38,4.015692494,39,4.140692494,415
289,Mionectes_macconnelli,115906,P11,5906,P115906,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,high,1,2,1,1,0,21,3,5,13,0,502,0,0,Mionectes_macconnelli,9_8_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes_macconnelli,414,397,397,Mionectes macconnelli,pantiacolla,9,8,2011,2011-08-09,NA,2011-08-09,221,12.96,NA,12.63060606,0.32939394,Mionectes_macconnelli,27,2.73166171,39,4.140692494,397
290,Mionectes_macconnelli,115944,P11,5944,P115944,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,med,1,2,1,1,0,2,0,0,2,0,5,0,0,Mionectes_macconnelli,10_8_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes_macconnelli,414,397,397,Mionectes macconnelli,pantiacolla,10,8,2011,2011-08-10,NA,2011-08-10,222,13.26,NA,12.63060606,0.62939394,Mionectes_macconnelli,27,2.73166171,39,4.140692494,397
291,Mionectes_macconnelli,110420,P11,420,P110420,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,low,1,2,1,1,0,0,0,0,0,Yes,2,2,2,Mionectes_macconnelli,5_11_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes_macconnelli,414,422,422,Mionectes macconnelli,pantiacolla,5,11,2011,2011-11-05,NA,2011-11-05,309,13.33,NA,12.63060606,0.69939394,Mionectes_macconnelli,38,4.015692494,39,4.140692494,422
292,Mionectes_macconnelli,116004,P11,6004,P116004,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,med,1,2,1,1,0,18,5,4,7,0,71,0,0,Mionectes_macconnelli, 11_8_2011_pantiacolla_Mionectes macconnelli,NA,Mionectes_macconnelli,414,397,397,Mionectes macconnelli,pantiacolla,11,8,2011,2011-08-11,NA,2011-08-11,223,13.5,NA,12.63060606,0.86939394,Mionectes_macconnelli,27,2.73166171,39,4.140692494,397
293,Mionectes_macconnelli,110138,P11,138,P110138,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,low,1,2,1,1,0,12,3,6,3,0,1,0,0,Mionectes_macconnelli,10_10_2011_pantiacolla_Mionectes macconnelli,NA,Mionectes_macconnelli,414,413,413,Mionectes macconnelli,pantiacolla,10,10,2011,2011-10-10,NA,2011-10-10,283,13.57,NA,12.63060606,0.93939394,Mionectes_macconnelli,38,4.015692494,39,4.140692494,413
294,Mionectes_macconnelli,115932,P11,5932,P115932,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,high,1,1,0,1,0,0,0,0,0,0,353,0,0,Mionectes_macconnelli,10_8_2011_pantiacolla_Mionectes macconnelli,Mionectes macconnelli,Mionectes_macconnelli,414,397,397,Mionectes macconnelli,pantiacolla,10,8,2011,2011-08-10,NA,2011-08-10,222,13.83,NA,12.63060606,1.19939394,Mionectes_macconnelli,27,2.73166171,39,4.140692494,397
295,Mionectes_macconnelli,116019,P11,6019,P116019,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,high,1,2,1,1,0,12,2,2,8,0,425,0,0,Mionectes_macconnelli,14_8_2011_pantiacolla_Mionectes macconnelli,NA,Mionectes_macconnelli,414,415,415,Mionectes macconnelli,pantiacolla,14,8,2011,2011-08-14,NA,2011-08-14,226,13.96,NA,12.63060606,1.32939394,Mionectes_macconnelli,38,4.015692494,39,4.140692494,415
296,Mionectes_macconnelli,116094,P11,6094,P116094,Mionectes macconnelli,Mionectes_macconnelli,Tyrannidae,1,lowland_manu,midhigh,med,1,2,1,1,0,47,12,12,23,0,135,0,0,Mionectes_macconnelli,14_8_2011_pantiacolla_Mionectes macconnelli,NA,Mionectes_macconnelli,414,415,415,Mionectes macconnelli,pantiacolla,15,8,2011,2011-08-15,NA,2011-08-15,227,14.48,NA,12.63060606,1.84939394,Mionectes_macconnelli,38,4.015692494,39,4.140692494,415
297,Mionectes_oleagineus,110312,P11,312,P110312,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,1,0,0,5,1,1,0,0,0,0,0,NA,25_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,410,410,Mionectes oleagineus,pantiacolla,25,10,2011,2011-10-25,NA,2011-10-25,298,9.79,NA,11.49915698,-1.70915698,Mionectes_oleagineus,56,4.294742328,62,4.771319754,410
298,Mionectes_oleagineus,110311,P11,311,P110311,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Mionectes_oleagineus,25_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,410,410,Mionectes oleagineus,pantiacolla,25,10,2011,2011-10-25,NA,2011-10-25,298,10.12,NA,11.49915698,-1.37915698,Mionectes_oleagineus,56,4.294742328,62,4.771319754,410
299,Mionectes_oleagineus,110404,P11,404,P110404,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,2,1,1,Mionectes_oleagineus,3_11_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,414,414,Mionectes oleagineus,pantiacolla,3,11,2011,2011-11-03,NA,2011-11-03,307,10.39,NA,11.49915698,-1.10915698,Mionectes_oleagineus,58,4.416065857,62,4.771319754,414
300,Mionectes_oleagineus,115958,P11,5958,P115958,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,2,1,1,0,7,1,0,6,0,79,1,1,Mionectes_oleagineus,9_8_2011_pantiacolla_Mionectes oleagineus,NA,Mionectes_oleagineus,421,397,397,Mionectes oleagineus,pantiacolla,9,8,2011,2011-08-09,NA,2011-08-09,221,10.65,NA,11.49915698,-0.84915698,Mionectes_oleagineus,42,3.428184251,62,4.771319754,397
301,Mionectes_oleagineus,110222,P11,222,P110222,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,11,0,0,Mionectes_oleagineus,15_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,438,438,Mionectes oleagineus,pantiacolla,15,10,2011,2011-10-15,NA,2011-10-15,288,10.78,NA,11.49915698,-0.71915698,Mionectes_oleagineus,60,4.53828808,62,4.771319754,438
302,Mionectes_oleagineus,110338,P11,338,P110338,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,3,0,1,Mionectes_oleagineus,28_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,432,432,Mionectes oleagineus,pantiacolla,28,10,2011,2011-10-28,NA,2011-10-28,301,10.89,NA,11.49915698,-0.60915698,Mionectes_oleagineus,60,4.53828808,62,4.771319754,432
303,Mionectes_oleagineus,116148,P11,6148,P116148,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,med,1,2,1,1,0,11,1,4,6,0,11,0,1,Mionectes_oleagineus,18_8_2011_pantiacolla_Mionectes oleagineus,NA,Mionectes_oleagineus,421,600,600,Mionectes oleagineus,pantiacolla,18,8,2011,2011-08-18,NA,2011-08-18,230,10.9,NA,11.49915698,-0.59915698,Mionectes_oleagineus,58,4.552774002,62,4.771319754,600
304,Mionectes_oleagineus,110185,P11,185,P110185,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,2,1,1,0,4,1,1,2,0,6,0,0,Mionectes_oleagineus,13_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,438,438,Mionectes oleagineus,pantiacolla,13,10,2011,2011-10-13,NA,2011-10-13,286,10.95,NA,11.49915698,-0.54915698,Mionectes_oleagineus,60,4.53828808,62,4.771319754,438
305,Mionectes_oleagineus,110179,P11,179,P110179,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,438,438,Mionectes oleagineus,pantiacolla,13,10,2011,2011-10-13,NA,2011-10-13,286,11.3,NA,11.49915698,-0.19915698,Mionectes_oleagineus,60,4.53828808,62,4.771319754,438
306,Mionectes_oleagineus,116007,P11,6007,P116007,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,med,1,1,0,1,0,0,0,0,0,0,12,0,0,Mionectes_oleagineus,11_8_2011_pantiacolla_Mionectes oleagineus,NA,Mionectes_oleagineus,421,397,397,Mionectes oleagineus,pantiacolla,11,8,2011,2011-08-11,NA,2011-08-11,223,11.3,NA,11.49915698,-0.19915698,Mionectes_oleagineus,42,3.428184251,62,4.771319754,397
307,Mionectes_oleagineus,110198,P11,198,P110198,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Mionectes_oleagineus,13_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,438,438,Mionectes oleagineus,pantiacolla,13,10,2011,2011-10-13,NA,2011-10-13,286,11.36,NA,11.49915698,-0.13915698,Mionectes_oleagineus,60,4.53828808,62,4.771319754,438
308,Mionectes_oleagineus,110203,P11,203,P110203,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,27,0,0,Mionectes_oleagineus,14_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,438,438,Mionectes oleagineus,pantiacolla,14,10,2011,2011-10-14,NA,2011-10-14,287,11.4,NA,11.49915698,-0.09915698,Mionectes_oleagineus,60,4.53828808,62,4.771319754,438
309,Mionectes_oleagineus,116167,P11,6169,P116167,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,18,0,0,Mionectes_oleagineus,18_8_2011_pantiacolla_Mionectes oleagineus,NA,Mionectes_oleagineus,421,600,600,Mionectes oleagineus,pantiacolla,18,8,2011,2011-08-18,NA,2011-08-18,230,11.54,NA,11.49915698,0.04084302,Mionectes_oleagineus,58,4.552774002,62,4.771319754,600
310,Mionectes_oleagineus,110348,P11,348,P110348,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,0,0,0,Mionectes_oleagineus,29_10_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,432,432,Mionectes oleagineus,pantiacolla,29,10,2011,2011-10-29,NA,2011-10-29,302,11.64,NA,11.49915698,0.14084302,Mionectes_oleagineus,60,4.53828808,62,4.771319754,432
311,Mionectes_oleagineus,110375,P11,375,P110375,Mionectes oleagineus,Mionectes_oleagineus,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Mionectes_oleagineus,1_11_2011_pantiacolla_Mionectes oleagineus,Mionectes oleagineus,Mionectes_oleagineus,421,414,414,Mionectes oleagineus,pantiacolla,1,11,2011,2011-11-01,NA,2011-11-01,305,11.92,NA,11.49915698,0.42084302,Mionectes_oleagineus,58,4.416065857,62,4.771319754,414
312,Mionectes_olivaceus,115919,P11,5919,P115919,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,high,1,2,1,1,0,11,0,3,8,0,149,0,0,Mionectes_olivaceus,9_8_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,397,397,Mionectes olivaceus,pantiacolla,9,8,2011,2011-08-09,NA,2011-08-09,221,10.85,NA,14.85200461,-4.00200461,Mionectes_olivaceus,28,1.890609853,76,5.901747981,397
313,Mionectes_olivaceus,116110,P11,6110,P116110,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,med,1,2,1,1,0,2,0,0,2,0,6,0,0,Mionectes_olivaceus,16_8_2011_pantiacolla_Mionectes olivaceus,NA,Mionectes_olivaceus,1262,415,415,Mionectes olivaceus,pantiacolla,16,8,2011,2011-08-16,NA,2011-08-16,228,12.36,NA,14.85200461,-2.49200461,Mionectes_olivaceus,44,3.442331438,76,5.901747981,415
314,Mionectes_olivaceus,115895,P11,5895,P115895,Mionectes olivaceus,Mionectes _olivaceus,Tyrannidae,1,lowland_manu,understory,med,1,1,0,1,0,0,0,0,0,0,2,0,1,Mionectes _olivaceus,9_8_2011_pantiacolla_Mionectes oleagineus,NA,Mionectes_olivaceus,1262,397,397,Mionectes olivaceus,pantiacolla,9,8,2011,2011-08-09,NA,2011-08-09,221,12.76,NA,14.85200461,-2.09200461,Mionectes_olivaceus,28,1.890609853,76,5.901747981,397
315,Mionectes_olivaceus,116183,P11,6183,P116183,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,low,1,2,1,1,0,4,2,2,0,0,12,0,0,Mionectes_olivaceus,18_8_2011_pantiacolla_Mionectes oleagineus,NA,Mionectes_olivaceus,1262,600,600,Mionectes olivaceus,pantiacolla,18,8,2011,2011-08-18,NA,2011-08-18,230,12.82,NA,14.85200461,-2.03200461,Mionectes_olivaceus,47,3.847093343,76,5.901747981,600
316,Mionectes_olivaceus,116142,P11,6142,P116142,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,18_8_2011_pantiacolla_Mionectes oleagineus,NA,Mionectes_olivaceus,1262,600,600,Mionectes olivaceus,pantiacolla,18,8,2011,2011-08-18,NA,2011-08-18,230,14.07,NA,14.85200461,-0.78200461,Mionectes_olivaceus,47,3.847093343,76,5.901747981,600
317,Mionectes_olivaceus,110243,P11,243,P110243,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,low,1,1,1,0,0,1,1,0,0,0,0,0,0,NA,18_10_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,422,422,Mionectes olivaceus,pantiacolla,18,10,2011,2011-10-18,NA,2011-10-18,291,14.13,NA,14.85200461,-0.72200461,Mionectes_olivaceus,45,3.585188581,76,5.901747981,422
318,Mionectes_olivaceus,116233,P11,6233,P116233,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,low,1,2,1,1,0,1,1,0,0,0,14,0,0,Mionectes_olivaceus,19_8_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,600,600,Mionectes olivaceus,pantiacolla,19,8,2011,2011-08-19,NA,2011-08-19,231,14.35,NA,14.85200461,-0.50200461,Mionectes_olivaceus,47,3.847093343,76,5.901747981,600
319,Mionectes_olivaceus,116068,P11,6068,P116068,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,low,1,2,1,1,0,8,4,2,2,0,80,0,0,Mionectes_olivaceus,14_8_2011_pantiacolla_Mionectes olivaceus,NA,Mionectes_olivaceus,1262,415,415,Mionectes olivaceus,pantiacolla,14,8,2011,2011-08-14,NA,2011-08-14,226,14.85200461,error in raw data entry use average,14.85200461,0,Mionectes_olivaceus,44,3.442331438,76,5.901747981,415
320,Mionectes_olivaceus,116441,P11,6441,P116441,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,low,1,1,1,0,0,2,1,0,1,0,0,0,0,NA,4_9_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,397,397,Mionectes olivaceus,pantiacolla,4,9,2011,2011-09-04,NA,2011-09-04,247,15,NA,14.85200461,0.14799539,Mionectes_olivaceus,28,1.890609853,76,5.901747981,397
321,Mionectes_olivaceus,120088,VC12,88,VC120088,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,med,1,2,1,1,0,5,0,2,3,0,2,0,0,Mionectes_olivaceus,14_9_2012_villa_carmen_Mionectes olivaceus,NA,Mionectes_olivaceus,1262,NA,604,Mionectes olivaceus,villa_carmen,14,9,2012,2012-09-14,NA,2012-09-14,258,15.18,NA,14.85200461,0.32799539,Mionectes_olivaceus,47,3.847093343,76,5.901747981,604
322,Mionectes_olivaceus,116485,P11,6485,P116485,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,low,1,1,1,0,0,2,0,2,0,0,0,0,0,NA,6_9_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,397,397,Mionectes olivaceus,pantiacolla,6,9,2011,2011-09-06,NA,2011-09-06,249,15.44,NA,14.85200461,0.58799539,Mionectes_olivaceus,28,1.890609853,76,5.901747981,397
323,Mionectes_olivaceus,116487,P11,6487,P116487,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,med,1,1,1,0,0,2,0,1,1,0,0,0,0,NA,6_9_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,397,397,Mionectes olivaceus,pantiacolla,6,9,2011,2011-09-06,NA,2011-09-06,249,15.44,NA,14.85200461,0.58799539,Mionectes_olivaceus,28,1.890609853,76,5.901747981,397
324,Mionectes_olivaceus,116489,P11,6489,P116489,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,lowland_manu,understory,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6_9_2011_pantiacolla_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,397,397,Mionectes olivaceus,pantiacolla,6,9,2011,2011-09-06,NA,2011-09-06,249,15.44,NA,14.85200461,0.58799539,Mionectes_olivaceus,28,1.890609853,76,5.901747981,397
325,Mionectes_olivaceus,121239,SP12,1239,SP121239,Mionectes olivaceus,Mionectes_olivaceus,Tyrannidae,1,montane_manu,understory,low,1,2,1,1,0,7,2,2,3,0,2,0,0,Mionectes_olivaceus,6_11_2012_san_pedro_Mionectes olivaceus,Mionectes olivaceus,Mionectes_olivaceus,1262,1307,1307,Mionectes olivaceus,san_pedro,6,11,2012,2012-11-06,NA,2012-11-06,311,15.5,NA,14.85200461,0.64799539,Mionectes_olivaceus,46,3.47825583,76,5.901747981,1307
