,sample,Sample_label,Sample_No,Full_Label,species_jetz,species_clean,species_binomial,family,sociality,mass_tidy,elevation_cat,foraging_cat,Powder.lvl,elevation_midpoint,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,x,ectoparasite_code,species,species_taxonomy_SACC_2021,elevation_all_years,net_elevation,elevation,elevation_midpoint.1,Species_parameters,Station,X,day,month,year,full_date,date_status,date,year_seasonality,mass_individual_day,mass_ind_count,
444,130561,W13,561,W130561,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,1,0,1,0,0,0,0,0,0,38,0,1,Arremon_torquatus,3772,31_10_2013_wayqecha_Arremon torquatus,Arremon torquatus,Arremon_torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha,NA,31,10,2013,2013-10-31,NA,2013-10-31,304,42.19,2,
445,130572,W13,572,W130572,Arremon_torquatus,Arremon torquatus,Arremon_torquatus,Emberizidae,1,42.28636364,high_montane_manu,undersory-midhigh,low,2742,1,2,1,1,0,1,0,1,0,0,22,0,1,Arremon_torquatus,3780,2_11_2013_wayqecha_Arremon torquatus,Arremon torquatus,Arremon_torquatus,2650,NA,2650,2742,Arremon torquatus,wayqecha,NA,2,11,2013,2013-11-02,NA,2013-11-02,306,46.755,2,
642,116057,P11,6057,P116057,Automolus_infuscatus,Automolus infuscatus,Automolus_infuscatus,Furnariidae,1,39.19135135,lowland_manu,understory,med,419,1,2,1,1,0,5,1,2,2,0,69,0,0,Automolus_infuscatus,74,14_8_2011_pantiacolla_Automolus infuscatus,Automolus infuscatus,Automolus_infuscatus,415,NA,415,419,Automolus infuscatus,pantiacolla,NA,14,8,2011,2011-08-14,NA,2011-08-14,226,37.725,2,
69,115929,P11,5929,P115929,Automolus_melanopezus,Automolus melanopezus,Automolus_melanopezus,Furnariidae,1,31.118,lowland_manu,understory,high,413,1,2,1,1,0,40,7,4,5,0,151,0,0,Automolus_melanopezus,4177,10_8_2011_pantiacolla_Automolus melanopezus,NA,Automolus_melanopezus,NA,NA,397,413,Automolus melanopezus,pantiacolla,NA,10,8,2011,2011-08-10,NA,2011-08-10,222,NA,NA,
508,110111,P11,111,P110111,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,2,1,0,1,1,0,0,1,0,0,0,0,NA,509,6_10_2011_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,397,NA,397,680,Automolus ochrolaemus,pantiacolla,NA,6,10,2011,2011-10-06,NA,2011-10-06,279,38.82,1,
515,110142,P11,142,P110142,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,none,680,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,528,10_10_2011_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,413,NA,413,680,Automolus ochrolaemus,pantiacolla,NA,10,10,2011,2011-10-10,NA,2011-10-10,283,NA,NA,
537,110232,P11,232,P110232,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,0,1,0,0,0,0,0,0,1,0,0,Automolus_ochrolaemus,574,17_10_2011_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,422,NA,422,680,Automolus ochrolaemus,pantiacolla,NA,17,10,2011,2011-10-17,NA,2011-10-17,290,35.82,1,
669,116254,P11,6254,P116254,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,2,1,1,0,1,0,0,1,0,0,0,0,NA,231,20_8_2011_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,600,NA,600,680,Automolus ochrolaemus,pantiacolla,NA,20,8,2011,2011-08-20,NA,2011-08-20,232,33.35,1,
671,116276,P11,6276,P116276,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,2,1,1,0,12,3,4,5,0,33,0,0,Automolus_ochrolaemus,254,24_8_2011_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,837,NA,837,680,Automolus ochrolaemus,pantiacolla,NA,24,8,2011,2011-08-24,NA,2011-08-24,236,35.995,2,
672,116287,P11,6287,P116287,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,2,1,1,0,5,2,1,2,0,99,0,1,Automolus_ochrolaemus,255,24_8_2011_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,837,NA,837,680,Automolus ochrolaemus,pantiacolla,NA,24,8,2011,2011-08-24,NA,2011-08-24,236,35.995,2,
685,120711,P12,711,P120711,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,0,1,0,0,0,0,0,0,8,0,0,Automolus_ochrolaemus,1104,30_6_2012_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,415,NA,415,680,Automolus ochrolaemus,pantiacolla,NA,30,6,2012,2012-06-30,NA,2012-06-30,182,35.8,2,
77,120715,P12,715,P120715,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,5333,___pantiacolla_Automolus ochrolaemus,NA,Automolus_ochrolaemus,NA,NA,NA,680,Automolus ochrolaemus,pantiacolla,NA,NA,NA,NA,NA,check date,NA,NA,NA,NA,
99,120800,P12,800,P120800,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4411,21_7_2012_pantiacolla_Automolus ochrolaemus,NA,Automolus_ochrolaemus,NA,NA,NA,680,Automolus ochrolaemus,pantiacolla,NA,21,7,2012,2012-07-21,NA,2012-07-21,203,NA,NA,
739,130353,P13,353,P130353,Automolus_ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,Furnariidae,1,34.96803922,lowland_manu,understory,low,680,1,1,0,1,0,0,0,0,0,0,1,0,0,Automolus_ochrolaemus,3040,17_9_2013_pantiacolla_Automolus ochrolaemus,Automolus ochrolaemus,Automolus_ochrolaemus,415,NA,415,680,Automolus ochrolaemus,pantiacolla,NA,17,9,2013,2013-09-17,NA,2013-09-17,260,11.645,2,
104,110159,SP11,159,SP110159,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,high,1217,1,2,1,1,0,1,1,0,0,0,4,0,0,Myiothlypis_bivittata,4260,5_10_2011_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1337,1217,Basileuterus bivittatus,san_pedro,NA,5,10,2011,2011-10-05,NA,2011-10-05,278,17.03,1,
100,120030,SP12,30,SP120030,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,med,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4562,20_6_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1387,1217,Basileuterus bivittatus,san_pedro,NA,20,6,2012,2012-06-20,NA,2012-06-20,172,NA,NA,
110,120660,SP12,660,SP120660,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,2,1,1,0,2,1,1,0,0,6,0,0,Myiothlypis_bivittata,4600,24_7_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1307,1217,Basileuterus bivittatus,san_pedro,NA,24,7,2012,2012-07-24,NA,2012-07-24,206,NA,NA,
114,120809,SP12,809,SP120809,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,0,1,0,0,0,0,0,0,4,0,0,Myiothlypis_bivittata,4609,16_8_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1362,1217,Basileuterus bivittatus,san_pedro,NA,16,8,2012,2012-08-16,NA,2012-08-16,229,NA,NA,
119,120859,SP12,859,SP120859,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,2,1,1,0,7,1,0,2,0,5,0,0,Myiothlypis_bivittata,4612,29_9_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1337,1217,Basileuterus bivittatus,san_pedro,NA,29,9,2012,2012-09-29,NA,2012-09-29,273,NA,NA,
123,121077,SP12,1077,SP121077,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,0,1,0,0,0,0,0,0,2,0,0,Myiothlypis_bivittata,4632,1_10_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1362,1217,Basileuterus bivittatus,san_pedro,NA,1,10,2012,2012-10-01,NA,2012-10-01,275,NA,NA,
141,121079,SP12,1079,SP121079,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,2,1,1,0,5,1,3,1,0,21,0,0,Myiothlypis_bivittata,4633,1_10_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1362,1217,Basileuterus bivittatus,san_pedro,NA,1,10,2012,2012-10-01,NA,2012-10-01,275,NA,NA,
143,121117,SP12,1117,SP121117,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,0,1,0,0,0,0,0,0,20,1,1,Myiothlypis_bivittata,4634,4_10_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1387,1217,Basileuterus bivittatus,san_pedro,NA,4,10,2012,2012-10-04,NA,2012-10-04,278,NA,NA,
150,121210,SP12,1210,SP121210,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,med,1217,1,1,0,1,0,0,0,0,0,0,43,1,1,Myiothlypis_bivittata,4644,23_10_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1418,1217,Basileuterus bivittatus,san_pedro,NA,23,10,2012,2012-10-23,NA,2012-10-23,297,NA,NA,
173,121223,SP12,1223,SP121223,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4646,25_10_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,385,1217,Basileuterus bivittatus,san_pedro,NA,25,10,2012,2012-10-25,NA,2012-10-25,299,NA,NA,
183,121292,SP12,1292,SP121292,Basileuterus_bivittatus,Myiothlypis bivittata,Myiothlypis_bivittata,Parulidae,1,15.17214286,montane_manu,midhigh,low,1217,1,1,1,0,0,14,2,3,9,0,0,0,0,NA,4653,8_11_2012_san_pedro_Basileuterus bivittatus,NA,Myiothlypis_bivittata,NA,NA,1307,1217,Basileuterus bivittatus,san_pedro,NA,8,11,2012,2012-11-08,NA,2012-11-08,313,NA,NA,
192,110009,SP11,9,SP110009,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,2,1,1,0,9,1,0,1,0,12,0,0,Myiothlypis_coronata,4245,5_9_2011_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,NA,1541,Basileuterus coronatus,san_pedro,NA,5,9,2011,2011-09-05,NA,2011-09-05,248,NA,NA,
195,110017,SP11,17,SP110017,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,high,1541,1,1,0,1,0,0,0,0,0,0,1,0,0,Myiothlypis_coronata,4248,8_9_2011_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,NA,1541,Basileuterus coronatus,san_pedro,NA,8,9,2011,2011-09-08,NA,2011-09-08,251,NA,NA,
201,110041,SP11,41,SP110041,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,2,1,1,0,3,0,0,3,0,4,0,0,Myiothlypis_coronata,4251,17_9_2011_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,NA,1541,Basileuterus coronatus,san_pedro,NA,17,9,2011,2011-09-17,NA,2011-09-17,260,10.6,1,
202,110143,SP11,143,SP110143,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4257,3_10_2011_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1362,1541,Basileuterus coronatus,san_pedro,NA,3,10,2011,2011-10-03,NA,2011-10-03,276,NA,NA,
228,120054,SP12,54,SP120054,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,none,1541,1,1,0,1,0,0,0,0,0,0,43,0,0,Myiothlypis_coronata,4578,25_6_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1387,1541,Basileuterus coronatus,san_pedro,NA,25,6,2012,2012-06-25,NA,2012-06-25,177,NA,NA,
204,120057,SP12,57,SP120057,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,0,1,0,0,0,0,0,0,3,0,1,Myiothlypis_coronata,4580,25_6_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1387,1541,Basileuterus coronatus,san_pedro,NA,25,6,2012,2012-06-25,NA,2012-06-25,177,NA,NA,
218,120080,SP12,80,SP120080,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,1,0,1,0,0,0,0,0,0,6,0,0,Myiothlypis_coronata,4591,21_6_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1387,1541,Basileuterus coronatus,san_pedro,NA,21,6,2012,2012-06-21,NA,2012-06-21,173,NA,NA,
225,120778,SP12,778,SP120778,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,2,1,1,0,4,2,1,1,0,2,0,0,Myiothlypis_coronata,4607,11_8_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1395,1541,Basileuterus coronatus,san_pedro,NA,11,8,2012,2012-08-11,NA,2012-08-11,224,NA,NA,
229,120894,SP12,894,SP120894,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4613,2_9_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1395,1541,Basileuterus coronatus,san_pedro,NA,2,9,2012,2012-09-02,NA,2012-09-02,246,NA,NA,
237,120943,SP12,943,SP120943,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,2,1,1,0,5,1,1,3,0,7,0,0,Myiothlypis_coronata,4618,4_9_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1395,1541,Basileuterus coronatus,san_pedro,NA,4,9,2012,2012-09-04,NA,2012-09-04,248,NA,NA,
230,121000,SP12,1000,SP121000,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,2,1,1,0,1,1,0,0,0,3,0,0,Myiothlypis_coronata,4627,24_9_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1395,1541,Basileuterus coronatus,san_pedro,NA,24,9,2012,2012-09-24,NA,2012-09-24,268,NA,NA,
189,121402,SP12,1402,SP121402,Basileuterus_coronatus,Myiothlypis coronata,Myiothlypis_coronata,Parulidae,1,16.03027273,montane_manu,understory,low,1541,1,2,1,1,0,2,0,0,2,0,2,0,0,Myiothlypis_coronata,4662,18_11_2012_san_pedro_Basileuterus coronatus,NA,Myiothlypis_coronata,NA,NA,1449,1541,Basileuterus coronatus,san_pedro,NA,18,11,2012,2012-11-18,NA,2012-11-18,323,NA,NA,
166,110113,SP11,113,SP110113,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,med,1459,1,2,1,1,0,1,1,0,0,0,1,0,0,Basileuterus_tristriatus,777,27_9_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1395,NA,1395,1459,Basileuterus tristriatus,san_pedro,NA,27,9,2011,2011-09-27,NA,2011-09-27,270,13.74,1,
178,110144,SP11,144,SP110144,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,2,1,0,1,0,3,0,0,Basileuterus_tristriatus,825,3_10_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1362,NA,1362,1459,Basileuterus tristriatus,san_pedro,NA,3,10,2011,2011-10-03,NA,2011-10-03,276,14.25,1,
169,110186,SP11,186,SP110186,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,4,0,0,4,0,3,0,0,Basileuterus_tristriatus,844,6_10_2011_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1337,NA,1337,1459,Basileuterus tristriatus,san_pedro,NA,6,10,2011,2011-10-06,NA,2011-10-06,279,14.8,1,
253,120076,SP12,76,SP120076,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,0,1,0,0,0,0,0,0,13,0,0,Basileuterus_tristriatus,2231,30_6_2012_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1387,NA,1387,1459,Basileuterus tristriatus,san_pedro,NA,30,6,2012,2012-06-30,NA,2012-06-30,182,12,1,
316,120094,TL12,94,TL120094,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,0,1,0,0,6,0,1,Basileuterus_tristriatus,1795,1_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1735,NA,1735,1459,Basileuterus tristriatus,san_pedro,NA,1,11,2012,2012-11-01,NA,2012-11-01,306,12.695,2,
317,120095,TL12,95,TL120095,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,0,1,0,0,3,0,0,Basileuterus_tristriatus,1796,1_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1735,NA,1735,1459,Basileuterus tristriatus,san_pedro,NA,1,11,2012,2012-11-01,NA,2012-11-01,306,12.695,2,
238,120911,SP12,911,SP120911,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,0,0,1,0,2,0,0,Basileuterus_tristriatus,4614,2_9_2012_san_pedro_Basileuterus tristriatus,NA,Basileuterus_tristriatus,NA,NA,1395,1459,Basileuterus tristriatus,san_pedro,NA,2,9,2012,2012-09-02,NA,2012-09-02,246,NA,NA,
244,120931,SP12,931,SP120931,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,0,0,1,0,20,0,0,Basileuterus_tristriatus,1711,4_9_2012_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1395,NA,1395,1459,Basileuterus tristriatus,san_pedro,NA,4,9,2012,2012-09-04,NA,2012-09-04,248,11.95,1,
288,121212,SP12,1212,SP121212,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,1,1,0,0,0,4,0,0,Basileuterus_tristriatus,1867,23_10_2012_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1418,NA,1418,1459,Basileuterus tristriatus,san_pedro,NA,23,10,2012,2012-10-23,NA,2012-10-23,297,12.95,1,
303,121433,SP12,1433,SP121433,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,1,0,1,0,0,0,0,0,0,17,0,0,Basileuterus_tristriatus,1645,25_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1573,NA,1573,1459,Basileuterus tristriatus,san_pedro,NA,25,11,2012,2012-11-25,NA,2012-11-25,330,12.215,2,
304,121435,SP12,1435,SP121435,Basileuterus_tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,Parulidae,1,12.9,montane_manu,understory,low,1459,1,2,1,1,0,5,5,0,0,0,7,0,0,Basileuterus_tristriatus,1646,25_11_2012_san_pedro_Basileuterus tristriatus,Basileuterus tristriatus,Basileuterus_tristriatus,1573,NA,1573,1459,Basileuterus tristriatus,san_pedro,NA,25,11,2012,2012-11-25,NA,2012-11-25,330,12.215,2,
862,120049,TU12,49,TU120049,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,2,1,1,0,1,0,0,1,0,1,0,0,Buthraupis_montana,2258,15_10_2012_san_pedro_Buthraupis montana,Buthraupis montana,Buthraupis_montana,2728,NA,2728,2784,Buthraupis montana,san_pedro,NA,15,10,2012,2012-10-15,NA,2012-10-15,289,89.75,2,
863,120050,TU12,50,TU120050,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,low,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2259,15_10_2012_san_pedro_Buthraupis montana,Buthraupis montana,Buthraupis_montana,2728,NA,2728,2784,Buthraupis montana,san_pedro,NA,15,10,2012,2012-10-15,NA,2012-10-15,289,89.75,2,
869,120483,W12,483,W120483,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,1,1,0,0,2,0,0,1,0,0,0,0,NA,2409,6_9_2012_wayqecha_Buthraupis montana,Buthraupis montana,Buthraupis_montana,2816,NA,2816,2784,Buthraupis montana,wayqecha,NA,6,9,2012,2012-09-06,NA,2012-09-06,250,84.2,1,
878,130234,W13,234,W130234,Buthraupis_montana,Buthraupis montana,Buthraupis_montana,Thraupidae,1,89.22766667,high_montane_manu,midhigh,med,2784,1,2,1,1,0,1,0,1,0,0,4,0,0,Buthraupis_montana,3829,8_9_2013_wayqecha_Buthraupis montana,Buthraupis montana,Buthraupis_montana,2521,NA,2521,2784,Buthraupis montana,wayqecha,NA,8,9,2013,2013-09-08,NA,2013-09-08,251,NA,NA,
562,110330,P11,330,P110330,Campylopterus_largipennis,Campylopterus largipennis,Campylopterus_largipennis,Trochilidae,0,8.337727273,lowland_manu,midhigh,low,457,1,1,0,1,0,0,0,0,0,0,24,0,0,Campylopterus_largipennis,629,28_10_2011_pantiacolla_Campylopterus largipennis,Campylopterus largipennis,Campylopterus_largipennis,432,NA,432,457,Campylopterus largipennis,pantiacolla,NA,28,10,2011,2011-10-28,NA,2011-10-28,301,9.63,1,
550,110295,P11,295,P110295,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,med,1307,1,1,0,1,0,0,0,0,0,0,20,0,0,Catharus_ustulatus,599,22_10_2011_pantiacolla_Catharus ustulatus,Catharus ustulatus,Catharus_ustulatus,398,NA,398,1307,Catharus ustulatus,pantiacolla,NA,22,10,2011,2011-10-22,NA,2011-10-22,295,26.25,1,
582,110392,P11,392,P110392,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,low,1307,1,1,0,1,0,0,0,0,0,0,11,0,1,Catharus_ustulatus,650,2_11_2011_pantiacolla_Catharus ustulatus,Catharus ustulatus,Catharus_ustulatus,414,NA,414,1307,Catharus ustulatus,pantiacolla,NA,2,11,2011,2011-11-02,NA,2011-11-02,306,27.89,1,
586,110402,P11,402,P110402,Catharus_ustulatus,Catharus ustulatus,Catharus_ustulatus,Turdidae,0,27.51957672,lowland_manu,ground-understory,low,1307,1,1,0,1,0,0,0,0,0,0,66,0,3,Catharus_ustulatus,660,3_11_2011_pantiacolla_Catharus ustulatus,Catharus ustulatus,Catharus_ustulatus,414,NA,414,1307,Catharus ustulatus,pantiacolla,NA,3,11,2011,2011-11-03,NA,2011-11-03,307,24.81,1,
8,120733,NA,W120733,W120733,Chamaeza_mollissima,Chamaeza mollissima,Chamaeza_mollissima,Formicariidae,0,72.6175,high_montane_manu,ground,med,2585,1,3,1,1,1,6,1,2,3,0,3,0,0,Chamaeza_mollissima,2692,16_10_2012_wayqecha_Chamaeza mollissima,Chamaeza mollissima,Chamaeza_mollissima,2742,NA,2742,2585,Chamaeza mollissima,wayqecha,NA,16,10,2012,2012-10-16,NA,2012-10-16,290,71.33,1,
241,130013,SP13,13,SP130013,Chiroxiphia_boliviana,Chiroxiphia boliviana,Chiroxiphia_boliviana,Pipridae,1,17.23620087,montane_manu,undersory-midhigh,low,1449,1,2,1,1,0,0,0,0,0,0,30,0,0,Chiroxiphia_boliviana,NA,NA,NA,Chiroxiphia_boliviana,NA,NA,NA,1449,NA,NA,NA,NA,NA,NA,NA,check date,NA,NA,NA,NA,
310,120052,TL12,52,TL120052,Chlorochrysa_calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,Thraupidae,1,17.34217391,montane_manu,midhigh-canopy,low,1387,1,2,1,1,0,2,2,0,0,0,16,16,16,Chlorochrysa_calliparaea,1759,29_10_2012_san_pedro_Chlorochrysa calliparaea,Chlorochrysa calliparaea,Chlorochrysa_calliparaea,1514,NA,1514,1387,Chlorochrysa calliparaea,san_pedro,NA,29,10,2012,2012-10-29,NA,2012-10-29,303,17.81,1,
