,species_jetz,sample,Sample_label,Sample_No,Full_Label,species_clean,species_binomial,family,sociality,elevation_cat,foraging_cat,Powder.lvl,ectoparasites_PA,general_diversity,Lice,Mites,Ticks,total_lice,Female,Male,Nimph,Eggs,total_mites,total_mesostigmatidae,total_no_feathers_mites,species_binomial.x,ectoparasite_code,species,species_taxonomy_SACC_2021,elevation_midpoint,elevation_all_years,elevation,Species_parameters,Station,day,month,year,full_date,date_status,date,year_seasonality,mass_ind_tidy,note_mass,mass_tidy_species,mass_ind_comp,degree_species,w_degree_species
491,Pipreola_intermedia,120481,W12,W120481,W120481,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,med,1,1,0,1,0,0,0,0,0,0,5,0,0,Pipreola_intermedia,6_9_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2816,2816,Pipreola intermedia,wayqecha,6,9,2012,2012-09-06,NA,2012-09-06,250,45.5,NA,48.25075,-2.75075,17,2.233936974
492,Pipreola_intermedia,130376,W13,376,W130376,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,very low,1,1,0,1,0,0,0,0,0,0,2,0,0,Pipreola_intermedia,28_9_2013_wayqecha_Pipreola intermedia,NA,Pipreola_intermedia,2648,NA,2742,Pipreola intermedia,wayqecha,28,9,2013,2013-09-28,NA,2013-09-28,271,46.8,NA,48.25075,-1.45075,17,2.233936974
493,Pipreola_intermedia,120693,W12,W120693,W120693,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,high,1,1,0,1,0,0,0,0,0,0,17,0,0,Pipreola_intermedia,15_10_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2742,2742,Pipreola intermedia,wayqecha,15,10,2012,2012-10-15,NA,2012-10-15,289,47.18,NA,48.25075,-1.07075,17,2.233936974
494,Pipreola_intermedia,120701,W12,W120701,W120701,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,high,1,1,0,1,0,0,0,0,0,0,6,0,0,Pipreola_intermedia,15_10_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2742,2742,Pipreola intermedia,wayqecha,15,10,2012,2012-10-15,NA,2012-10-15,289,47.33,NA,48.25075,-0.92075,17,2.233936974
495,Pipreola_intermedia,130693,W13,693,W130693,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,105,0,0,Pipreola_intermedia,13_11_2013_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2617,2617,Pipreola intermedia,wayqecha,13,11,2013,2013-11-13,NA,2013-11-13,317,48.25075,raw data have NA so I used the average for the species ,48.25075,0,17,2.233936974
496,Pipreola_intermedia,120662,W12,W120662,W120662,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,high,1,1,0,1,0,0,0,0,0,0,5,0,0,Pipreola_intermedia,11_10_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2833,2833,Pipreola intermedia,wayqecha,11,10,2012,2012-10-11,NA,2012-10-11,285,48.37,NA,48.25075,0.11925,17,2.233936974
497,Pipreola_intermedia,121017,W12,W121017,W121017,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,low,1,2,1,1,0,1,0,0,1,0,7,0,0,Pipreola_intermedia,20_11_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2650,2650,Pipreola intermedia,wayqecha,20,11,2012,2012-11-20,NA,2012-11-20,325,48.52,NA,48.25075,0.26925,17,2.233936974
498,Pipreola_intermedia,121150,W12,W121150,W121150,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1_12_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2521,2521,Pipreola intermedia,wayqecha,1,12,2012,2012-12-01,NA,2012-12-01,336,49.34,NA,48.25075,1.08925,17,2.233936974
499,Pipreola_intermedia,120816,W12,W120816,W120816,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,med,1,1,0,1,0,0,0,0,0,0,2,0,0,Pipreola_intermedia,20_10_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2681,2681,Pipreola intermedia,wayqecha,20,10,2012,2012-10-20,NA,2012-10-20,294,50.2,NA,48.25075,1.94925,17,2.233936974
500,Pipreola_intermedia,130133,W13,133,W130133,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,very low,1,1,0,1,0,0,0,0,0,0,3,0,0,Pipreola_intermedia,31_8_2013_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2650,2650,Pipreola intermedia,wayqecha,31,8,2013,2013-08-31,NA,2013-08-31,243,51.3,NA,48.25075,3.04925,17,2.233936974
501,Pipreola_intermedia,120250,W12,W120250,W120250,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,med,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24_7_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,NA,NA,Pipreola intermedia,wayqecha,24,7,2012,2012-07-24,NA,2012-07-24,206,51.85,NA,48.25075,3.59925,17,2.233936974
502,Pipreola_intermedia,130657,W13,657,W130657,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,44,0,0,Pipreola_intermedia,10_11_2013_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2521,2521,Pipreola intermedia,wayqecha,10,11,2013,2013-11-10,NA,2013-11-10,314,52.05,NA,48.25075,3.79925,17,2.233936974
503,Pipreola_intermedia,121018,W12,W121018,W121018,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,med,1,2,1,1,0,2,0,0,2,0,21,0,0,Pipreola_intermedia,20_11_2012_wayqecha_Pipreola intermedia,Pipreola intermedia,Pipreola_intermedia,2648,2650,2650,Pipreola intermedia,wayqecha,20,11,2012,2012-11-20,NA,2012-11-20,325,55.34,NA,48.25075,7.08925,17,2.233936974
504,Pipreola_intermedia,120299,W12,W120299,W120299,Pipreola intermedia,Pipreola_intermedia,Cotingidae,1,high_montane_manu,undersory-midhigh,very low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,15_8_2012_wayqecha_Pipreola intermedia,NA,Pipreola_intermedia,2648,NA,NA,Pipreola intermedia,wayqecha,15,8,2012,2012-08-15,NA,2012-08-15,228,55.89,NA,48.25075,7.63925,17,2.233936974
505,Premnoplex_brunnescens,121270,SP12,1270,SP121270,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,31,28,28,Premnoplex_brunnescens,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,7,11,2012,2012-11-07,NA,2012-11-07,312,13.2,NA,15.77809045,-2.57809045,5,0.429296484
506,Premnoplex_brunnescens,120769,SP12,769,SP120769,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,40,35,35,Premnoplex_brunnescens,10_8_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1395,1395,Premnoplex brunnescens,san_pedro,10,8,2012,2012-08-10,NA,2012-08-10,223,13.4,NA,15.77809045,-2.37809045,5,0.429296484
507,Premnoplex_brunnescens,110073,SP11,73,SP110073,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,22,22,22,Premnoplex_brunnescens,22_9_2011_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1376,1376,Premnoplex brunnescens,san_pedro,22,9,2011,2011-09-22,NA,2011-09-22,265,13.59,NA,15.77809045,-2.18809045,5,0.429296484
508,Premnoplex_brunnescens,120047,TL12,47,TL120047,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,18,11,11,Premnoplex_brunnescens,29_10_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1514,1514,Premnoplex brunnescens,san_pedro,29,10,2012,2012-10-29,NA,2012-10-29,303,13.62,NA,15.77809045,-2.15809045,5,0.429296484
509,Premnoplex_brunnescens,120658,SP12,658,SP120658,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,33,32,32,Premnoplex_brunnescens,24_7_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,24,7,2012,2012-07-24,NA,2012-07-24,206,13.7,NA,15.77809045,-2.07809045,5,0.429296484
510,Premnoplex_brunnescens,121269,SP12,1269,SP121269,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,464,342,342,Premnoplex_brunnescens,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,7,11,2012,2012-11-07,NA,2012-11-07,312,14.15,NA,15.77809045,-1.62809045,5,0.429296484
511,Premnoplex_brunnescens,120636,SP12,636,SP120636,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,143,141,141,Premnoplex_brunnescens,23_7_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,23,7,2012,2012-07-23,NA,2012-07-23,205,14.2,NA,15.77809045,-1.57809045,5,0.429296484
512,Premnoplex_brunnescens,121418,SP12,1418,SP121418,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,30,26,26,Premnoplex_brunnescens,24_11_2012_san_pedro_Premnoplex brunnescens,NA,Premnoplex_brunnescens,1366,NA,1449,Premnoplex brunnescens,san_pedro,24,11,2012,2012-11-24,NA,2012-11-24,329,14.47,NA,15.77809045,-1.30809045,5,0.429296484
513,Premnoplex_brunnescens,120638,SP12,638,SP120638,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,64,63,63,Premnoplex_brunnescens,23_7_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,23,7,2012,2012-07-23,NA,2012-07-23,205,14.5,NA,15.77809045,-1.27809045,5,0.429296484
514,Premnoplex_brunnescens,121267,SP12,1267,SP121267,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,105,99,99,Premnoplex_brunnescens,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,7,11,2012,2012-11-07,NA,2012-11-07,312,15.1,NA,15.77809045,-0.67809045,5,0.429296484
515,Premnoplex_brunnescens,110140,SP11,140,SP110140,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,1,1,Premnoplex_brunnescens,3_10_2011_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1362,1362,Premnoplex brunnescens,san_pedro,3,10,2011,2011-10-03,NA,2011-10-03,276,15.23,NA,15.77809045,-0.54809045,5,0.429296484
516,Premnoplex_brunnescens,121407,SP12,1407,SP121407,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,43,27,27,Premnoplex_brunnescens,22_11_2012_san_pedro_Premnoplex brunnescens,NA,Premnoplex_brunnescens,1366,NA,1449,Premnoplex brunnescens,san_pedro,22,11,2012,2012-11-22,NA,2012-11-22,327,15.25,NA,15.77809045,-0.52809045,5,0.429296484
517,Premnoplex_brunnescens,120669,SP12,669,SP120669,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,54,52,52,Premnoplex_brunnescens,25_7_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,25,7,2012,2012-07-25,NA,2012-07-25,207,15.35,NA,15.77809045,-0.42809045,5,0.429296484
518,Premnoplex_brunnescens,120998,SP12,998,SP120998,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,2,1,1,0,1,1,0,0,0,20,15,15,Premnoplex_brunnescens,24_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1362,1362,Premnoplex brunnescens,san_pedro,24,9,2012,2012-09-24,NA,2012-09-24,268,15.4,NA,15.77809045,-0.37809045,5,0.429296484
519,Premnoplex_brunnescens,120111,TL12,111,TL120111,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,198,198,198,Premnoplex_brunnescens,2_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1735,1735,Premnoplex brunnescens,san_pedro,2,11,2012,2012-11-02,NA,2012-11-02,307,15.43,NA,15.77809045,-0.34809045,5,0.429296484
520,Premnoplex_brunnescens,120890,SP12,890,SP120890,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,2,2,2,Premnoplex_brunnescens,2_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1395,1395,Premnoplex brunnescens,san_pedro,2,9,2012,2012-09-02,NA,2012-09-02,246,15.5,NA,15.77809045,-0.27809045,5,0.429296484
521,Premnoplex_brunnescens,120082,TL12,82,TL120082,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,66,57,57,Premnoplex_brunnescens,31_10_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1735,1735,Premnoplex brunnescens,san_pedro,31,10,2012,2012-10-31,NA,2012-10-31,305,15.57,NA,15.77809045,-0.20809045,5,0.429296484
522,Premnoplex_brunnescens,120101,SP12,101,SP120101,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,2,1,1,0,3,2,0,1,0,24,19,19,Premnoplex_brunnescens,10_7_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1362,1362,Premnoplex brunnescens,san_pedro,10,7,2012,2012-07-10,NA,2012-07-10,192,15.65,NA,15.77809045,-0.12809045,5,0.429296484
523,Premnoplex_brunnescens,120804,SP12,804,SP120804,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Premnoplex_brunnescens,15_8_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1362,1362,Premnoplex brunnescens,san_pedro,15,8,2012,2012-08-15,NA,2012-08-15,228,15.7,NA,15.77809045,-0.07809045,5,0.429296484
524,Premnoplex_brunnescens,121023,SP12,1023,SP121023,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,2,1,1,0,1,1,0,0,0,18,18,18,Premnoplex_brunnescens,27_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1337,1337,Premnoplex brunnescens,san_pedro,27,9,2012,2012-09-27,NA,2012-09-27,271,15.8,NA,15.77809045,0.02190955,5,0.429296484
525,Premnoplex_brunnescens,110074,SP11,74,SP110074,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,55,18,18,Premnoplex_brunnescens,22_9_2011_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1376,1376,Premnoplex brunnescens,san_pedro,22,9,2011,2011-09-22,NA,2011-09-22,265,15.89,NA,15.77809045,0.11190955,5,0.429296484
526,Premnoplex_brunnescens,110059,SP11,59,SP110059,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20_9_2011_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1376,1376,Premnoplex brunnescens,san_pedro,20,9,2011,2011-09-20,NA,2011-09-20,263,16.24,NA,15.77809045,0.46190955,5,0.429296484
527,Premnoplex_brunnescens,121282,SP12,1282,SP121282,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,122,105,105,Premnoplex_brunnescens,7_11_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,7,11,2012,2012-11-07,NA,2012-11-07,312,16.25,NA,15.77809045,0.47190955,5,0.429296484
528,Premnoplex_brunnescens,120857,SP12,857,SP120857,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,6,5,5,Premnoplex_brunnescens,29_8_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1376,1376,Premnoplex brunnescens,san_pedro,29,8,2012,2012-08-29,NA,2012-08-29,242,17.05,NA,15.77809045,1.27190955,5,0.429296484
529,Premnoplex_brunnescens,120016,SP12,16,SP120016,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,9,9,9,Premnoplex_brunnescens,14_6_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1387,1387,Premnoplex brunnescens,san_pedro,14,6,2012,2012-06-14,NA,2012-06-14,166,17.4,NA,15.77809045,1.62190955,5,0.429296484
530,Premnoplex_brunnescens,121004,SP12,1004,SP121004,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,56,55,55,Premnoplex_brunnescens,24_9_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1362,1362,Premnoplex brunnescens,san_pedro,24,9,2012,2012-09-24,NA,2012-09-24,268,17.45,NA,15.77809045,1.67190955,5,0.429296484
531,Premnoplex_brunnescens,110130,SP11,130,SP110130,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,37,36,36,Premnoplex_brunnescens,1_10_2011_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1362,1362,Premnoplex brunnescens,san_pedro,1,10,2011,2011-10-01,NA,2011-10-01,274,17.7,NA,15.77809045,1.92190955,5,0.429296484
532,Premnoplex_brunnescens,120674,SP12,674,SP120674,Premnoplex brunnescens,Premnoplex_brunnescens,Furnariidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,30,30,30,Premnoplex_brunnescens,25_7_2012_san_pedro_Premnoplex brunnescens,Premnoplex brunnescens,Premnoplex_brunnescens,1366,1307,1307,Premnoplex brunnescens,san_pedro,25,7,2012,2012-07-25,NA,2012-07-25,207,17.7,NA,15.77809045,1.92190955,5,0.429296484
533,Pyrrhomyias_cinnamomeus,130063,W13,63,W130063,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,high_montane_manu,understory,med,1,1,0,1,0,0,0,0,0,0,3,1,1,Pyrrhomyias_cinnamomeus,26_8_2013_wayqecha_Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,2324,2726,2726,Pyrrhomyias cinnamomeus,wayqecha,26,8,2013,2013-08-26,NA,2013-08-26,238,9.77,NA,11.10103448,-1.33103448,102,8.938209634
534,Pyrrhomyias_cinnamomeus,120054,TL12,54,TL120054,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,3,0,0,Pyrrhomyias_cinnamomeus,29_10_2012_san_pedro_Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,2324,1514,1514,Pyrrhomyias cinnamomeus,san_pedro,29,10,2012,2012-10-29,NA,2012-10-29,303,10.15,NA,11.10103448,-0.95103448,102,8.938209634
535,Pyrrhomyias_cinnamomeus,130753,W13,753,W130753,Pyrrhomyias cinnamomeus,Pyrrhomyias_cinnamomeus,Tyrannidae,1,high_montane_manu,understory,med,1,2,1,1,0,1,0,0,1,0,10,0,0,Pyrrhomyias_cinnamomeus,17_11_2013_wayqecha_Pyrrhomyias cinnamomeus,NA,Pyrrhomyias_cinnamomeus,2324,NA,NA,Pyrrhomyias cinnamomeus,wayqecha,17,11,2013,2013-11-17,NA,2013-11-17,321,12.54,NA,11.10103448,1.43896552,102,8.938209634
536,Ramphotrigon_fuscicauda,130803,P13,803,P130803,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,lowland_manu,undersory-midhigh,high,1,1,0,1,0,0,0,0,0,0,37,0,0,Ramphotrigon_fuscicauda,31_10_2013_pantiacolla_Ramphotrigon fuscicauda,NA,Ramphotrigon_fuscicauda,431,NA,NA,Ramphotrigon fuscicauda,pantiacolla,31,10,2013,2013-10-31,NA,2013-10-31,304,12.92,NA,18.96923077,-6.04923077,55,5.934204634
537,Ramphotrigon_fuscicauda,120870,P12,870,P120870,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,7,1,1,Ramphotrigon_fuscicauda,15_8_2012_pantiacolla_Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,431,NA,415,Ramphotrigon fuscicauda,pantiacolla,15,8,2012,2012-08-15,NA,2012-08-15,228,17.75,NA,18.96923077,-1.21923077,55,5.934204634
538,Ramphotrigon_fuscicauda,110095,P11,95,P110095,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,Tyrannidae,1,lowland_manu,undersory-midhigh,low,1,1,0,1,0,0,0,0,0,0,9,0,8,Ramphotrigon_fuscicauda,5_10_2011_pantiacolla_Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,Ramphotrigon_fuscicauda,431,397,397,Ramphotrigon fuscicauda,pantiacolla,5,10,2011,2011-10-05,NA,2011-10-05,278,25.15,NA,18.96923077,6.18076923,55,5.934204634
539,Rhynchocyclus_fulvipectus,120029,TU12,29,TU120029,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,high_montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,14_10_2012_san_pedro_Rhynchocyclus fulvipectus,NA,Rhynchocyclus_fulvipectus,1365,NA,2728,Rhynchocyclus fulvipectus,san_pedro,14,10,2012,2012-10-14,NA,2012-10-14,288,21.43,NA,24.23724138,-2.80724138,14,1.348078439
540,Rhynchocyclus_fulvipectus,121029,SP12,1029,SP121029,Rhynchocyclus fulvipectus,Rhyncgocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,4,0,0,Rhyncgocyclus_fulvipectus,27_9_2012_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1337,1337,Rhynchocyclus fulvipectus,san_pedro,27,9,2012,2012-09-27,NA,2012-09-27,271,23.05,NA,24.23724138,-1.18724138,14,1.348078439
541,Rhynchocyclus_fulvipectus,110095,SP11,95,SP110095,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,8,0,0,Rhynchocyclus_fulvipectus,25_9_2011_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1395,1395,Rhynchocyclus fulvipectus,san_pedro,25,9,2011,2011-09-25,NA,2011-09-25,268,23.73,NA,24.23724138,-0.50724138,14,1.348078439
542,Rhynchocyclus_fulvipectus,110154,SP11,154,SP110154,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4_10_2011_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1387,1387,Rhynchocyclus fulvipectus,san_pedro,4,10,2011,2011-10-04,NA,2011-10-04,277,23.85,NA,24.23724138,-0.38724138,14,1.348078439
543,Rhynchocyclus_fulvipectus,110080,SP11,80,SP110080,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,2,0,0,Rhynchocyclus_fulvipectus,24_9_2011_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1395,1395,Rhynchocyclus fulvipectus,san_pedro,24,9,2011,2011-09-24,NA,2011-09-24,267,24.31,NA,24.23724138,0.07275862,14,1.348078439
544,Rhynchocyclus_fulvipectus,120115,SP12,115,SP120115,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,Tyrannidae,1,montane_manu,understory,low,1,1,0,1,0,0,0,0,0,0,1,0,0,Rhynchocyclus_fulvipectus,11_7_2012_san_pedro_Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,Rhynchocyclus_fulvipectus,1365,1362,1362,Rhynchocyclus fulvipectus,san_pedro,11,7,2012,2012-07-11,NA,2012-07-11,193,24.35,NA,24.23724138,0.11275862,14,1.348078439
545,Saltator_maximus,110424,P11,424,P110424,Saltator maximus,Saltator_maximus,Cardinalidae,1,lowland_manu,other,med,1,2,1,1,0,1,1,0,0,0,2,0,1,Saltator_maximus,5_11_2011_pantiacolla_Saltator maximus,Saltator maximus,Saltator_maximus,989,422,422,Saltator maximus,pantiacolla,5,11,2011,2011-11-05,NA,2011-11-05,309,53.28,NA,45.26047619,8.01952381,104,9.489172598
