...1.x,species_taxonomy_SACC_2021.x,n.x,species,species_jetz,notes_taxonomy.x.x,WJSpecID,TipLabel,PatchClade,Hackett_FineClades,Hackett_CoarseClades,English,FileName,2010 IUCN Red List category,Taxo,BLFamilyLatin,BLFamilyEnglish,FamSequID,IOCOrder,PassNonPass,OscSubOsc,...1.y,species_taxonomy_SACC_2021.y,n.y,notes_taxonomy.x.y,missmatches,status,
235,Florisuga mellivora,29,Florisuga mellivora,Florisuga mellivora,NA,2513,Florisuga_mellivora,Trochilidae,Hummingbirds,Hummingbirds,White-necked Jacobin,bow02513,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
236,Formicarius analis,213,Formicarius analis,Formicarius analis,NA,6955,Formicarius_analis,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Black-faced Antthrush,bow06955,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
237,Formicarius colma,12,Formicarius colma,Formicarius colma,NA,6953,Formicarius_colma,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-capped Antthrush,bow06953,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
238,Formicarius rufifrons,4,Formicarius rufifrons,Formicarius rufifrons,NA,6957,Formicarius_rufifrons,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-fronted Antthrush,bow06957,NT,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
239,Formicarius rufipectus,177,Formicarius rufipectus,Formicarius rufipectus,NA,6959,Formicarius_rufipectus,Antthrushes,Antthrushes,"Ovenbirds, Woodcreepers, Antthrushes",Rufous-breasted Antthrush,bow06959,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
240,Frederickena unduliger,4,Frederickena unduliger,Frederickena unduligera,NA,6402,Frederickena_unduligera,Thamnophilidae,Antbirds,Antbirds,Undulated Antshrike,bow06402,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,assigned
241,Furnarius leucopus,8,Furnarius leucopus,Furnarius leucopus,NA,6662,Furnarius_leucopus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Pale-legged Hornero,bow06662,LC,BL3,Furnariidae,Ovenbirds,110,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
242,Galbula cyanescens,74,Galbula cyanescens,Galbula cyanescens,NA,1245,Galbula_cyanescens,Galbulidae,Jacamars,"Puffbirds, Jacamars",Bluish-fronted Jacamar,bow01245,LC,BL3,Galbulidae,Jacamars,96,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
243,Geothlypis aequinoctialis,1,Geothlypis aequinoctialis,Geothlypis aequinoctialis,NA,12742,Geothlypis_aequinoctialis,P20a,New World Warblers,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Masked Yellowthroat,bow12742,LC,BL3,Parulidae,New World warblers,171,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
244,Geotrygon montana,318,Geotrygon montana,Geotrygon montana,NA,3494,Geotrygon_montana,Columbidae,"Pigeons, Doves","Pigeons, Doves",Ruddy Quail-dove,bow03494,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
245,Geotrygon saphirina,1,Geotrygon saphirina,Geotrygon saphirina,NA,3480,Geotrygon_saphirina,Columbidae,"Pigeons, Doves","Pigeons, Doves",Sapphire Quail-dove,bow03480,LC,BL3,Columbidae,Doves and pigeons,65,COLUMBIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
246,Geranoaetus polyosoma,1,Buteo polyosoma,Buteo polyosoma,REV_TAX,4817,Buteo_polyosoma,Accipitridae,"Hawks, Eagles, Secretarybird","Hawks, Eagles, Secretarybird",Red-backed Hawk,bow04817,LC,BL3,Accipitridae,"Osprey, kites, hawks and eagles",36,ACCIPITRIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
247,Glaucidium bolivianum,76,Glaucidium bolivianum,Glaucidium bolivianum,NA,3041,Glaucidium_bolivianum,Strigidae,Owls,"Owls, Barn Owls",Yungas Pygmy-owl,bow03041,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
248,Glaucidium brasilianum,4,Glaucidium brasilianum,Glaucidium brasilianum,NA,3049,Glaucidium_brasilianum,Strigidae,Owls,"Owls, Barn Owls",Ferruginous Pygmy-owl,bow03049,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
249,Glaucidium hardyi,3,Glaucidium hardyi,Glaucidium hardyi,NA,3047,Glaucidium_hardyi,Strigidae,Owls,"Owls, Barn Owls",Amazonian Pygmy-owl,bow03047,LC,BL3,Strigidae,Owls,71,STRIGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
250,Glaucis hirsutus,70,Glaucis hirsutus,Glaucis hirsutus,NA,2457,Glaucis_hirsutus,Trochilidae,Hummingbirds,Hummingbirds,Rufous-breasted Hermit,bow02457,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
251,Glyphorynchus spirurus,630,Glyphorynchus spirurus,Glyphorynchus spirurus,NA,6901,Glyphorynchus_spirurus,Furnaridae,"Ovenbirds, Woodcreepers","Ovenbirds, Woodcreepers, Antthrushes",Wedge-billed Woodcreeper,bow06901,LC,BL3,Dendrocolaptidae,Woodcreepers,111,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
252,Grallaria albigula,126,Grallaria albigula,Grallaria albigula,NA,6993,Grallaria_albigula,Antpittas,Antpittas,"Antpittas, Tapaculos",White-throated Antpitta,bow06993,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
253,Grallaria erythroleuca,678,Grallaria erythroleuca,Grallaria erythroleuca,NA,6999,Grallaria_erythroleuca,Antpittas,Antpittas,"Antpittas, Tapaculos",Red-and-white Antpitta,bow06999,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
254,Grallaria guatimalensis,59,Grallaria guatimalensis,Grallaria guatimalensis,NA,6979,Grallaria_guatimalensis,Antpittas,Antpittas,"Antpittas, Tapaculos",Scaled Antpitta,bow06979,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
255,Grallaria rufula,108,Grallaria rufula,Grallaria rufula,NA,7001,Grallaria_rufula,Antpittas,Antpittas,"Antpittas, Tapaculos",Rufous Antpitta,bow07001,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
256,Grallaria squamigera,28,Grallaria squamigera,Grallaria squamigera,NA,6968,Grallaria_squamigera,Antpittas,Antpittas,"Antpittas, Tapaculos",Undulated Antpitta,bow06968,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
257,Grallaricula ferrugineipectus,47,Grallaricula ferrugineipectus,Grallaricula ferrugineipectus,NA,7017,Grallaricula_ferrugineipectus,Antpittas,Antpittas,"Antpittas, Tapaculos",Rusty-breasted Antpitta,bow07017,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
258,Grallaricula flavirostris,12,Grallaricula flavirostris,Grallaricula flavirostris,NA,7016,Grallaricula_flavirostris,Antpittas,Antpittas,"Antpittas, Tapaculos",Ochre-breasted Antpitta,bow07016,LC,BL3,Formicariidae,Antthrushes and antpittas,109,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
259,Gymnoderus foetidus,1,Gymnoderus foetidus,Gymnoderus foetidus,NA,6315,Gymnoderus_foetidus,Cotingidae,Cotingas,Cotingas,Bare-necked Fruitcrow,bow06315,LC,BL3,Cotingidae,Cotingas,104,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
260,Habia rubica,50,Habia rubica,Habia rubica,NA,12902,Habia_rubica,P12,"Cardinals, Allies","Cardinals, Allies",Red-crowned Ant-tanager,bow12902,LC,BL3,Cardinalidae,"Grosbeaks, saltators and allies",194,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
261,Hafferia fortis,44,Myrmeciza fortis,Myrmeciza fortis,REV_TAX,6592,Myrmeciza_fortis,Thamnophilidae,Antbirds,Antbirds,Sooty Antbird,bow06592,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
262,Haplophaedia assimilis,9,Haplophaedia assimilis,Haplophaedia assimilis,NA,19038,Haplophaedia_assimilis,Trochilidae,Hummingbirds,Hummingbirds,Buff-thighed Puffleg,bow19038,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
263,Haplophaedia aureliae,4,Haplophaedia aureliae,Haplophaedia aureliae,NA,2733,Haplophaedia_aureliae,Trochilidae,Hummingbirds,Hummingbirds,Greenish Puffleg,bow02733,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
264,Haplospiza rustica,34,Haplospiza rustica,Haplospiza rustica,NA,13100,Haplospiza_rustica,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Slaty Finch,bow13100,LC,BL3,Emberizidae,"Buntings, American sparrows and allies",192,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
265,Heliangelus amethysticollis,422,Heliangelus amethysticollis,Heliangelus amethysticollis,NA,2716,Heliangelus_amethysticollis,Trochilidae,Hummingbirds,Hummingbirds,Amethyst-throated Sunangel,bow02716,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
266,Heliodoxa aurescens,22,Heliodoxa aurescens,Heliodoxa aurescens,NA,2675,Heliodoxa_aurescens,Trochilidae,Hummingbirds,Hummingbirds,Gould's Jewelfront,bow02675,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
267,Heliodoxa leadbeateri,336,Heliodoxa leadbeateri,Heliodoxa leadbeateri,NA,2678,Heliodoxa_leadbeateri,Trochilidae,Hummingbirds,Hummingbirds,Violet-fronted Brilliant,bow02678,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
268,Heliodoxa rubinoides,7,Heliodoxa rubinoides,Heliodoxa rubinoides,NA,2676,Heliodoxa_rubinoides,Trochilidae,Hummingbirds,Hummingbirds,Fawn-breasted Brilliant,bow02676,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
269,Heliodoxa schreibersii,9,Heliodoxa schreibersii,Heliodoxa schreibersii,NA,2674,Heliodoxa_schreibersii,Trochilidae,Hummingbirds,Hummingbirds,Black-throated Brilliant,bow02674,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
270,Heliothryx auritus,2,Heliothryx auritus,Heliothryx auritus,NA,2774,Heliothryx_auritus,Trochilidae,Hummingbirds,Hummingbirds,Black-eared Fairy,bow02774,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
271,Hemithraupis flavicollis,6,Hemithraupis flavicollis,Hemithraupis flavicollis,NA,12868,Hemithraupis_flavicollis,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-backed Tanager,bow12868,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
272,Hemithraupis guira,4,Hemithraupis guira,Hemithraupis guira,NA,12866,Hemithraupis_guira,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Guira Tanager,bow12866,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
273,Hemitriccus flammulatus,21,Hemitriccus flammulatus,Hemitriccus flammulatus,NA,5782,Hemitriccus_flammulatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Flammulated Bamboo-tyrant,bow05782,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
274,Hemitriccus granadensis,317,Hemitriccus granadensis,Hemitriccus granadensis,NA,5793,Hemitriccus_granadensis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Black-throated Tody-tyrant,bow05793,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
275,Hemitriccus griseipectus,24,Hemitriccus griseipectus,Hemitriccus griseipectus,NA,19502,Hemitriccus_griseipectus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-bellied Tody-tyrant,bow19502,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
276,Hemitriccus iohannis,1,Hemitriccus iohannis,Hemitriccus iohannis,NA,5788,Hemitriccus_iohannis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Johannes's Tody-tyrant,bow05788,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
277,Hemitriccus rufigularis,2,Hemitriccus rufigularis,Hemitriccus rufigularis,NA,5794,Hemitriccus_rufigularis,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Buff-throated Tody-tyrant,bow05794,NT,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
278,Henicorhina leucophrys,844,Henicorhina leucophrys,Henicorhina leucophrys,NA,9777,Henicorhina_leucophrys,M1,"Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers","Wrens, Gnatcatchers, Nuthatches, Wallcreeper, Treecreepers",Grey-breasted Wood-wren,bow09777,LC,BL3,Troglodytidae,Wrens,162,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
279,Herpetotheres cachinnans,5,Herpetotheres cachinnans,Herpetotheres cachinnans,NA,4909,Herpetotheres_cachinnans,Falconidae,"Falcons, Caracaras","Falcons, Caracaras",Laughing Falcon,bow04909,LC,BL3,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
280,Herpsilochmus axillaris,71,Herpsilochmus axillaris,Herpsilochmus axillaris,NA,6514,Herpsilochmus_axillaris,Thamnophilidae,Antbirds,Antbirds,Yellow-breasted Antwren,bow06514,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
281,Herpsilochmus rufimarginatus,2,Herpsilochmus rufimarginatus,Herpsilochmus rufimarginatus,NA,6515,Herpsilochmus_rufimarginatus,Thamnophilidae,Antbirds,Antbirds,Rufous-winged Antwren,bow06515,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
282,Hydropsalis climacocerca,19,Hydropsalis climacocerca,Hydropsalis climacocerca,NA,3295,Hydropsalis_climacocerca,Caprimulgidae,Nightjars,Nightjars,Ladder-tailed Nightjar,bow03295,LC,BL3,Caprimulgidae,Nightjars,75,CAPRIMULGIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
283,Hylophilus thoracicus,15,Hylophilus thoracicus,Hylophilus thoracicus,NA,7808,Hylophilus_thoracicus,CC3,"Vireos, Allies","Cuckoo-Shrikes, Helmetshrikes, Shrike-Flycatchers, Vangas, Whipbirds, Shrike-Thrushes, Whistlers, Shrikes, Monarchs, Vireos, Orioles, Drongos, Fantails, Birds Of Paradise, Crows, Jays, Allies",Lemon-chested Greenlet,bow07808,LC,BL3,Vireonidae,Vireos and allies,141,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
284,Hylophylax naevius,219,Hylophylax naevius,Hylophylax naevius,NA,6610,Hylophylax_naevius,Thamnophilidae,Antbirds,Antbirds,Spot-backed Antbird,bow06610,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
285,Hypocnemis subflava,310,Hypocnemis cantator,Hypocnemis cantator,REV_TAX,6563,Hypocnemis_cantator,Thamnophilidae,Antbirds,Antbirds,Guianan Warbling-antbird,bow06563,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
286,Hypocnemoides maculicauda,3,Hypocnemoides maculicauda,Hypocnemoides maculicauda,NA,6566,Hypocnemoides_maculicauda,Thamnophilidae,Antbirds,Antbirds,Band-tailed Antbird,bow06566,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
287,Ibycter americanus,11,Ibycter americanus,Ibycter americanus,NA,4919,Ibycter_americanus,Falconidae,"Falcons, Caracaras","Falcons, Caracaras",Red-throated Caracara,bow04919,LC,BL3,Falconidae,Falcons and caracaras,35,FALCONIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
288,Icterus cayanensis,2,Icterus cayanensis,Icterus cayanensis,NA,13359,Icterus_cayanensis,P21,New World Blackbirds,"New World warblers, New World Blackbirds, Buntings, American Sparrows, Allies",Epaulet Oriole,bow13359,LC,BL3,Icteridae,New World blackbirds,190,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
289,Iridophanes pulcherrimus,5,Iridophanes pulcherrimus,Iridophanes pulcherrimus,NA,13057,Iridophanes_pulcherrimus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Honeycreeper,bow13057,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
290,Iridosornis analis,147,Iridosornis analis,Iridosornis analis,NA,12963,Iridosornis_analis,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-throated Tanager,bow12963,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
291,Iridosornis jelskii,94,Iridosornis jelskii,Iridosornis jelskii,NA,12964,Iridosornis_jelskii,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Golden-collared Tanager,bow12964,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
292,Isleria hauxwelli,173,Isleria hauxwelli,Myrmotherula hauxwelli,NA,6475,Myrmotherula_hauxwelli,Thamnophilidae,Antbirds,Antbirds,Plain-throated Antwren,bow06475,LC,BL3,Thamnophilidae,Antbirds,106,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,assigned
293,Ixothraupis punctata,80,Tangara punctata,Tangara punctata,REV_TAX,13026,Tangara_punctata,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Spotted Tanager,bow13026,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
294,Ixothraupis xanthogastra,21,Tangara xanthogastra,Tangara xanthogastra,REV_TAX,13025,Tangara_xanthogastra,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Tanager,bow13025,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
294,Ixothraupis xanthogastra,21,Tangara xanthogstra,Tangara xanthogastra,REV_TAX,13025,Tangara_xanthogastra,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Tanager,bow13025,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
294,Ixothraupis xanthogastra,21,Tangara xanthogstra,Tangara xanthogastra,REV_TAX,13025,Tangara_xanthogastra,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Tanager,bow13025,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,294,Ixothraupis xanthogastra,21,REV_TAX,TRUE,include,
294,Ixothraupis xanthogastra,21,Tangara xanthogastra,Tangara xanthogastra,REV_TAX,13025,Tangara_xanthogastra,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Tanager,bow13025,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
294,Ixothraupis xanthogastra,21,Tangara xanthogstra,Tangara xanthogastra,REV_TAX,13025,Tangara_xanthogastra,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Tanager,bow13025,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,294,Ixothraupis xanthogastra,21,REV_TAX,TRUE,include,
294,Ixothraupis xanthogastra,21,Tangara xanthogstra,Tangara xanthogastra,REV_TAX,13025,Tangara_xanthogastra,P17P18,"Tanagers I, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Yellow-bellied Tanager,bow13025,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,294,Ixothraupis xanthogastra,21,REV_TAX,TRUE,include,
295,Jacamerops aureus,3,Jacamerops aureus,Jacamerops aureus,NA,1249,Jacamerops_aureus,Galbulidae,Jacamars,"Puffbirds, Jacamars",Great Jacamar,bow01249,LC,BL3,Galbulidae,Jacamars,96,PICIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
296,Klais guimeti,1,Klais guimeti,Klais guimeti,NA,2533,Klais_guimeti,Trochilidae,Hummingbirds,Hummingbirds,Violet-headed Hummingbird,bow02533,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
297,Kleinothraupis atropileus,146,Hemispingus atropileus,Hemispingus atropileus,REV_TAX,12847,Hemispingus_atropileus,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Black-capped Hemispingus,bow12847,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
298,Kleinothraupis parodii,2,Hemispingus parodii,Hemispingus parodii,REV_TAX,12849,Hemispingus_parodii,P13P14P16,"Tanagers II, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Allies","Tanagers, Flowerpiercers, Conebills, Seedeaters, Warbling-finches, Grosbeaks, Saltators, Allies",Parodi's Hemispingus,bow12849,LC,BL3,Thraupidae,Tanagers,193,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA,NA,NA,include,
299,Knipolegus aterrimus,2,Knipolegus aterrimus,Knipolegus aterrimus,NA,6120,Knipolegus_aterrimus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",White-winged Black-tyrant,bow06120,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
300,Knipolegus signatus,1,Knipolegus signatus,Knipolegus signatus,NA,6116,Knipolegus_signatus,TitTyranRest,"Tyrant-Flycatchers, Cotingas, Allies","Tyrant-Flycatchers, Cotingas, Allies",Andean Tyrant,bow06116,LC,BL3,Tyrannidae,Tyrant-flycatchers,105,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA,NA,NA,include,
301,Lafresnaya lafresnayi,2,Lafresnaya lafresnayi,Lafresnaya lafresnayi,NA,2695,Lafresnaya_lafresnayi,Trochilidae,Hummingbirds,Hummingbirds,Mountain Velvetbreast,bow02695,LC,BL3,Trochilidae,Hummingbirds,79,APODIFORMES,NONPASSERIFORMES,NONPASSERIFORMES,NA,NA,NA,NA,NA,include,
